dim,mode,quantity,family,estimate,se,OR,OR_lo,OR_hi,p,q_bh,df,sd_model_slope,sd_prompt,sd_model,singular,optimizer,variant,nobs,seconds,formula_used
scale,he,IA en individual,nivel,0.711619379831184,0.239388152532464,2.0372877314682216,1.274327515787335,3.2570444013574855,0.0029523211593938,0.00354278539127256,,0.0,2.2737249510839,1.12089094636682,True,bobyqa,1,8064,3.33,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,society − individual,contraste,0.295946223949024,0.188147476483914,1.3443978584803404,0.9297655420331318,1.9439369606387498,0.115730825983559,0.351504621243441,,0.261877998865024,2.01944017157078,1.57674076787863,False,bobyqa,1,8063,3.99,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,society − group,contraste,0.212142172896582,0.198260301471168,1.2363236442977314,0.8382423515475772,1.8234537429750335,0.284611021291432,0.426916531937148,,0.261877998865024,2.01944017157078,1.57674076787863,False,bobyqa,1,8063,3.99,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,de,ómnibus IA × nivel,omnibus,2.71563478612039,,,,,0.25722157832837,0.475211006283558,2.0,0.261877998865024,2.01944017157078,1.57674076787863,False,bobyqa,1,8063,3.99,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en individual,nivel,1.10122864523151,0.138182733811269,3.007859346633463,2.294214426196101,3.9434927031345244,1.5949172442176801e-15,1.9139006930612164e-14,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en group,nivel,0.750660581725488,0.138937041197399,2.1183989301339907,1.6134003669805355,2.781463373279979,6.55782270006678e-08,2.623129080026712e-07,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,IA en society,nivel,0.484924071923811,0.11424893905792,1.6240516930420386,1.2982226690457381,2.0316575611882093,2.19128829166824e-05,5.2922950443520076e-05,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,group − individual,contraste,-0.350568063506025,0.185806514570336,0.7042878958103529,0.48931499660113126,1.0137057797746387,0.0591956812181267,0.351504621243441,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,society − individual,contraste,-0.616304573307702,0.168881920791553,0.5399360494897305,0.3877815404281384,0.7517916846085705,0.0002629329664422,0.0031551955973064,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,society − group,contraste,-0.265736509801678,0.169607743869928,0.7666411033068802,0.5498181522018973,1.0689690380825558,0.117168207081147,0.351504621243441,,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,pg,ómnibus IA × nivel,omnibus,13.333717593679,,,,,0.0012723893134751,0.0050895572539004,2.0,0.200268556527851,2.01899721345021,1.40543844088931,False,bobyqa,1,8064,4.94,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en individual,nivel,0.424420053207197,0.117634439007314,1.5287035957853807,1.2139221366773827,1.9251108560912804,0.0003086170604808,0.00046292559072120003,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en group,nivel,0.205924933847807,0.121439211277677,1.228660969682174,0.9684136871348055,1.5588459750984491,0.0899419856971422,0.09811852985142785,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,IA en society,nivel,0.409416715988952,0.127390899206429,1.5059391386663574,1.173194715242392,1.9330573688261228,0.0013096279284772,0.0017461705713029331,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,group − individual,contraste,-0.21849511935939,0.169029852216923,0.8037274021396816,0.5770688879699256,1.1194118248562852,0.196134838481822,0.4242762207346045,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,society − individual,contraste,-0.0150033372182452,0.173317083625534,0.9851086520750099,0.7013804453470414,1.3836129347930022,0.931016627519493,0.931016627519493,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,society − group,contraste,0.203491782141145,0.175961459237547,1.225675085174968,0.8681483420326247,1.7304409185431695,0.247494462095186,0.4242762207346045,,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
scale,control,ómnibus IA × nivel,omnibus,2.02332775912387,,,,,0.363613466945084,0.475211006283558,2.0,0.0,2.85363571274313,1.20853398867489,True,bobyqa,1,9214,8.14,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en low,nivel,0.954349588409736,0.267770277715004,2.5969809269985755,1.536519577439359,4.389342013092934,0.0003651611152338,0.0005477416728507001,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en med,nivel,0.857930173054996,0.313493196601404,2.358274418642956,1.2756852787035733,4.359584865067703,0.006206286501134,0.0074475438013608,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,IA en high,nivel,0.462612000282152,0.19036837259759,1.5882169951065386,1.0936163861475563,2.3065064272042672,0.0150951348300905,0.016467419814644182,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,med − low,contraste,-0.09641941535474,0.412061254196626,0.9080830722035756,0.40492254641685405,2.0364755514842865,0.81499047651151,0.927141482973465,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,high − low,contraste,-0.491737588127584,0.328324371997611,0.6115628261244483,0.32134069702707707,1.16390203219671,0.134206322326143,0.536825289304572,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,high − med,contraste,-0.395318172772844,0.366640701289214,0.6734657266987873,0.3282650402670287,1.3816764790700173,0.280937005270498,0.842811015811494,,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,he,ómnibus IA × nivel,omnibus,2.67630329610502,,,,,0.262330099092912,0.524660198185824,2.0,1.46494305025941e-07,2.22356375357575,1.12454502423343,True,bobyqa,1,8064,3.31,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en low,nivel,0.844580622540044,0.140290341368961,2.3270017178383164,1.7675803076005627,3.063474384466916,1.74165565339562e-09,1.0449933920373721e-08,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en med,nivel,0.73522800815374,0.162956348190411,2.0859575536176425,1.5156335944620534,2.870891046090124,6.42768902165337e-06,1.285537804330674e-05,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,IA en high,nivel,0.753943324783253,0.150143584957205,2.125364516375074,1.5835384973649116,2.8525825769206494,5.12742820988071e-07,1.538228462964213e-06,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,med − low,contraste,-0.109352614386304,0.198057747572034,0.8964142731941798,0.6080210355760813,1.3215966260524232,0.580862782113142,0.927141482973465,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,high − low,contraste,-0.0906372977567916,0.187612696036463,0.913348924533431,0.6323209496659525,1.3192766401098621,0.629018662738654,0.927141482973465,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,high − med,contraste,0.0187153166295122,0.204668975844572,1.0188915458462169,0.682197634797423,1.5217584014420786,0.927141482973465,0.927141482973465,,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,de,ómnibus IA × nivel,omnibus,0.376925470257787,,,,,0.828231366798709,0.828231366798709,2.0,0.266309497990405,2.14634374965287,1.57060548966894,False,bobyqa,1,8063,5.36,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en low,nivel,0.749250786915799,0.132486650342437,2.115414526510104,1.631625818289195,2.7426500419453435,1.55580903342517e-08,6.22323613370068e-08,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en med,nivel,0.654401884454226,0.132677605050709,1.923991403992611,1.4834252598981457,2.495402379012763,8.12791032818253e-07,1.9506984787638073e-06,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,IA en high,nivel,0.793431711232073,0.123656751275341,2.210970835680153,1.735099011178791,2.8173562458012817,1.39530587859789e-10,1.674367054317468e-09,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,med − low,contraste,-0.0948489024615734,0.175427843888334,0.9095103488613682,0.6448822890211535,1.2827287844135435,0.588733762686902,0.927141482973465,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,high − low,contraste,0.044180924316274,0.168772512272948,1.0451714347105734,0.7508020831208241,1.4549551106655156,0.793492630459609,0.927141482973465,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,high − med,contraste,0.139029826777847,0.168978814782951,1.149158375184011,0.8251676920623389,1.6003595195966442,0.410641737144882,0.927141482973465,,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,pg,ómnibus IA × nivel,omnibus,0.694332899905967,,,,,0.706687690334778,0.828231366798709,2.0,0.218389382361801,2.23971314245372,1.40818969236682,False,bobyqa,1,8064,4.83,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en low,nivel,0.106337098939135,0.119113480994853,1.112196733660033,0.8806233026131655,1.4046659572752862,0.371997638746369,0.371997638746369,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en med,nivel,0.489410773073681,0.142550235855563,1.6313546985912721,1.2336932476101141,2.157196011059696,0.0005963892015832,0.0007951856021109334,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,IA en high,nivel,0.466432946298495,0.110750827560618,1.594297094976503,1.2832056026553602,1.9808074573480345,2.53621373460456e-05,4.347794973607817e-05,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,med − low,contraste,0.383073674134546,0.185744103972771,1.466786090283494,1.019197171226712,2.110937407783055,0.0391722126325205,0.235033275795123,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,high − low,contraste,0.360095847359361,0.162619938685124,1.433466801983826,1.0422280397713681,1.971571473782745,0.0268053937466806,0.235033275795123,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,high − med,contraste,-0.0229778267751858,0.180422450301732,0.9772841530742705,0.6861864951618999,1.3918727963667519,0.898658879915121,0.927141482973465,,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
standing,control,ómnibus IA × nivel,omnibus,6.24293447109879,,,,,0.0440924269595274,0.1763697078381096,2.0,1.76783986625125e-07,2.81170461027098,1.20799861887406,True,bobyqa,1,9214,6.06,refuse ~ ai * level + ((1 | model) + (0 + ai | model)) + (1 |     prompt_id)
