set,mode,quantity,estimate,se,z,p,OR,OR_lo,OR_hi,sd_model_slope,sd_model,sd_prompt,singular,optimizer,variant,formula_used,messages,nobs,lme4_version,r_version
geo,he,lado (24 modelos),-0.162857415664318,0.0786905438723548,-2.06959321476405,0.0384904540101993,0.8497123354464209,0.7282645662296434,0.9914131299121032,0.186316026452241,1.17074689310736,1.96421012547613,False,bobyqa,1,refuse ~ side + dyad + (1 + side || model) + (1 | prompt_id),,18431,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
geo,control,lado (24 modelos),-0.0700086583450916,0.0491259878977056,-1.42508397980453,0.154132926938104,0.9323857469534435,0.8467958888779772,1.0266265962554793,3.87209249786829e-07,1.46014426864731,2.75273436529577,True,bobyqa,1,refuse ~ side + dyad + (1 + side || model) + (1 | prompt_id),,18427,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
geo,control,"lado, modelos US",-0.0819575370920242,0.0718574058960839,-1.14055797130426,0.254053915515658,0.9213110794133352,0.8002764466859196,1.0606511144553212,0.0,1.45666510051539,2.75264972953412,True,bobyqa,1,refuse ~ side * cn + dyad + (1 + side || model) + (1 | prompt_id),,18427,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
geo,control,lado × origen (CN − US),0.0223543802871022,0.0984500147857266,0.227063249667923,0.820374560210684,1.0226061117132916,0.8431523204978763,1.2402542628310431,0.0,1.45666510051539,2.75264972953412,True,bobyqa,1,refuse ~ side * cn + dyad + (1 + side || model) + (1 | prompt_id),,18427,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
geo,control,"lado, modelos CN",-0.0596031354791366,0.0673066888881831,-0.885545500212551,0.375862490751257,0.9421383606890866,0.825699605198888,1.074997111653112,0.0,1.45666612166919,2.75264900520407,True,bobyqa,1,refuse ~ side * us + dyad + (1 + side || model) + (1 | prompt_id),,18427,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,he,lado (24 modelos),-0.0976348465292938,0.098208090606511,-0.994162964846614,0.320143535245828,0.9069800302001448,0.7481717581902427,1.0994972293149354,0.0,1.08145406939994,1.99264362439647,True,bobyqa,1,refuse ~ side + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,he,"lado, modelos US",-0.102343149801658,0.142046167590258,-0.720492157851625,0.471222026423069,0.9027197304179209,0.6833462192349692,1.1925183585534682,0.0,1.07161594885081,1.99229730280107,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,he,lado × origen (CN − US),0.0090070618642146,0.196591890538205,0.0458160397133179,0.963456874392964,1.0090477475068862,0.6863874302213353,1.4833857846440968,0.0,1.07161594885081,1.99229730280107,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,he,"lado, modelos CN",-0.0933378570169586,0.135928134618119,-0.686670623996902,0.492290312665855,0.9108856991775702,0.6978458814124201,1.188962748174276,2.25078175599152e-07,1.0716137903927,1.99229753738604,True,bobyqa,1,refuse ~ side * us + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,de,lado (24 modelos),0.0132552752288975,0.0649099810900281,0.204210123101297,0.838189300951839,1.013343515843088,0.8922862518763024,1.1508247257446085,0.0,1.52675098419314,1.89014412108125,True,bobyqa,1,refuse ~ side + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9213,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,de,"lado, modelos US",0.0704421171541415,0.0983306681691872,0.716379929738087,0.473756784333449,1.0729824603548437,0.8848952589409355,1.3010481733250867,2.18485335660491e-08,1.48947392898085,1.89003666685608,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9213,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,de,lado × origen (CN − US),-0.101054803800348,0.130920042386491,-0.771881844507979,0.44018441129511,0.9038834952778388,0.6993121381312787,1.1682985729647242,2.18485335660491e-08,1.48947392898085,1.89003666685608,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9213,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,de,"lado, modelos CN",-0.0306133645218877,0.086431518868194,-0.354192138733236,0.723194894609427,0.9698504791990742,0.8187150814903563,1.148885580915921,0.0,1.48946934402737,1.89003631173191,True,bobyqa,1,refuse ~ side * us + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9213,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,pg,lado (24 modelos),0.0059893256399308,0.0623727325474518,0.0960247434305409,0.923500920949521,1.0060072975126255,0.8902426346994816,1.136825673362963,0.0,1.48339134618956,2.34637505148231,True,bobyqa,1,refuse ~ side + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9212,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,pg,"lado, modelos US",0.0523876539171652,0.0921113058876154,0.568742929137093,0.569530609986276,1.0537841669047399,0.8797209662287474,1.2622878310829884,0.0,1.45834431068265,2.34646909453681,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9212,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,pg,lado × origen (CN − US),-0.0855033651903869,0.12518827053128,-0.682998214030143,0.494607971079392,0.9180500536357454,0.7182968355145457,1.1733532145896917,0.0,1.45834431068265,2.34646909453681,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9212,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,pg,"lado, modelos CN",-0.0331149000183287,0.0847756257649536,-0.390618172611808,0.696079490998265,0.9674273957772858,0.8193244444396491,1.1423017736771066,0.0,1.45834657311681,2.34646730476937,True,bobyqa,1,refuse ~ side * us + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9212,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,control,lado (24 modelos),0.0531800745479017,0.0702035896827612,0.75751218403808,0.448743069148874,1.0546195381579333,0.9190461307268178,1.2101921036160213,0.0,1.4702765977464,2.71756012689884,True,bobyqa,1,refuse ~ side + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,control,"lado, modelos US",-0.0214437279264513,0.101847938025132,-0.210546510241179,0.833241155166678,0.9787845541559131,0.8016640200925332,1.1950382946506803,0.0,1.46793331643226,2.71784102351454,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,control,lado × origen (CN − US),0.141473059697809,0.140610740799748,1.00613266734217,0.314351756310174,1.1519694694371452,0.8744816289189016,1.5175089042818135,0.0,1.46793331643226,2.71784102351454,True,bobyqa,1,refuse ~ side * cn + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
neutral,control,"lado, modelos CN",0.120030234699737,0.096938619737474,1.23820862133997,0.215638715640154,1.1275309416234862,0.9324222956613529,1.3634659212182534,7.93042160987946e-08,1.46792966599214,2.71783971632356,True,bobyqa,1,refuse ~ side * us + (1 + side || model) + (1 | prompt_id),boundary (singular) fit: see help('isSingular'),9214,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
