factor,bloc,mode,level,rate,lo,hi
context,US,he,Diplomacy,1.3888888888888888,0.0,3.2051282051282057
context,US,he,Academia,3.125,0.9259259259259258,5.701754385964911
context,US,he,Markets,0.3472222222222222,0.0,1.1904761904761905
context,US,he,Media,0.6944444444444444,0.0,2.380952380952381
context,US,de,Fiction,9.722222222222225,6.140350877192981,13.88888888888889
context,US,de,Work,16.319444444444446,8.641443167305237,26.041666666666668
context,US,de,Government,10.416666666666668,6.159420289855072,15.0
context,US,de,Interpersonal,11.805555555555557,4.333333333333334,20.537027310924355
context,US,de,Diplomacy,5.555555555555555,2.314814814814815,9.666666666666668
context,US,de,Academia,9.722222222222223,3.571428571428571,17.460317460317455
context,US,de,Markets,19.09722222222222,12.037037037037036,27.381912442396295
context,US,de,Media,13.194444444444445,5.41605392156863,22.826086956521742
context,US,pg,Fiction,13.888888888888893,9.782608695652172,18.518518518518515
context,US,pg,Work,21.180555555555554,12.03703703703704,30.83630952380948
context,US,pg,Government,31.944444444444446,18.253968253968253,46.74052396878483
context,US,pg,Interpersonal,19.444444444444446,9.803388746803071,30.555555555555554
context,US,pg,Diplomacy,24.65277777777778,17.12962962962963,32.57658102766798
context,US,pg,Academia,26.38888888888889,17.22135416666667,36.11111111111111
context,US,pg,Markets,15.625,7.9161184210526345,24.404761904761905
context,US,pg,Media,20.138888888888893,10.333333333333334,31.412037037037017
context,US,control,Fiction,12.152777777777777,6.034083652618135,19.333333333333336
context,US,control,Work,27.77777777777778,16.144965277777782,40.06448412698413
context,US,control,Government,29.166666666666668,16.28742784992785,42.593954248366
context,US,control,Interpersonal,17.013888888888886,8.999358974358978,25.962009803921564
context,US,control,Diplomacy,26.811594202898554,14.772348484848486,40.87655279503101
context,US,control,Academia,16.319444444444446,6.884057971014491,27.916666666666668
context,US,control,Markets,18.40277777777778,8.729707792207792,29.166666666666668
context,US,control,Media,13.194444444444445,6.746031746031746,21.00036231884058
context,CN,he,Fiction,4.513888888888888,0.8771929824561403,9.848484848484846
context,CN,he,Work,3.472222222222222,0.9259259259259258,6.579404239766075
context,CN,he,Government,10.416666666666668,3.0303030303030307,19.828691423518993
context,CN,he,Interpersonal,1.3888888888888888,0.0,3.9686853002070333
context,CN,he,Diplomacy,2.4305555555555554,0.33333333333333337,5.158730158730159
context,CN,he,Academia,3.472222222222222,0.7575757575757576,7.5396825396825395
context,CN,he,Markets,0.6944444444444444,0.0,1.7857142857142856
context,CN,he,Media,1.3888888888888888,0.0,3.2407407407407405
context,CN,de,Fiction,11.805555555555557,6.1589435545385225,18.21035879629629
context,CN,de,Work,21.875,10.896739130434787,34.48378489326763
context,CN,de,Government,22.569444444444446,13.635366826156304,32.47198275862068
context,CN,de,Interpersonal,13.541666666666666,4.347463768115943,24.66666666666667
context,CN,de,Diplomacy,9.722222222222221,4.310344827586207,16.333333333333336
context,CN,de,Academia,13.194444444444445,5.769230769230769,22.756410256410255
context,CN,de,Markets,24.65277777777778,12.74445304437565,38.04477225672876
context,CN,de,Media,19.444444444444446,11.11111111111111,28.92221362229101
context,CN,pg,Fiction,14.930555555555555,8.333333333333332,22.3701079622132
context,CN,pg,Work,29.166666666666668,15.999774774774774,43.335526315789444
context,CN,pg,Government,38.54166666666667,22.463071348940915,55.33392857142856
context,CN,pg,Interpersonal,23.263888888888886,9.522456709956714,38.54263117283949
context,CN,pg,Diplomacy,33.33333333333333,21.999242424242425,45.06207912457912
context,CN,pg,Academia,26.38888888888889,15.475088183421521,38.63771645021644
context,CN,pg,Markets,16.319444444444446,6.172027290448346,28.032670454545418
context,CN,pg,Media,22.916666666666664,10.184178743961354,37.68115942028985
context,CN,control,Fiction,8.680555555555554,3.787878787878788,14.393939393939394
context,CN,control,Work,30.208333333333332,18.51851851851852,42.500718390804586
context,CN,control,Government,31.59722222222222,17.390549516908216,46.671874999999915
context,CN,control,Interpersonal,17.013888888888886,6.944444444444445,28.17625661375659
context,CN,control,Diplomacy,28.124999999999993,15.832614942528739,42.04545454545454
context,CN,control,Academia,16.319444444444446,5.9523809523809526,29.629629629629626
context,CN,control,Markets,18.055555555555554,7.738095238095237,29.763049450549435
context,CN,control,Media,13.541666666666666,6.565205627705631,21.377113526570042
domain,all,he,Rank,1.3888888888888888,0.2777777777777778,2.864583333333333
domain,all,he,Wealth,5.208333333333334,1.2681159420289856,10.167129629629624
domain,all,he,Health,2.604166666666667,1.0416666666666665,4.333333333333334
domain,all,he,Legal,9.027777777777779,3.124159946236562,17.76315789473684
domain,all,he,Physical,2.9513888888888884,0.8333333333333334,5.482894736842099
domain,all,he,Epistemic,1.0416666666666665,0.25252525252525254,2.006172839506173
domain,all,he,Status,2.083333333333334,0.5681818181818181,3.898059475806449
domain,all,he,Attentional,0.3472222222222222,0.0,0.8771929824561403
domain,all,de,Rank,7.986111111111112,3.787878787878788,13.055555555555557
domain,all,de,Wealth,13.368055555555557,7.291666666666667,20.45495718050065
domain,all,de,Health,20.833333333333336,11.109775641025644,32.040854572713634
domain,all,de,Legal,22.592089371980677,12.708333333333336,33.53752502860411
domain,all,de,Physical,10.243055555555554,5.26178728070176,15.666666666666664
domain,all,de,Epistemic,12.847222222222223,5.729166666666666,21.31419573643411
domain,all,de,Status,10.763888888888888,6.060300586510263,16.46825396825397
domain,all,de,Attentional,17.708333333333336,9.600996376811596,27.084911616161595
domain,all,pg,Rank,24.131944444444446,13.425925925925922,35.912698412698404
domain,all,pg,Wealth,27.604166666666668,16.44706384015595,40.476785714285704
domain,all,pg,Health,36.28472222222223,23.54136029411765,50.0
domain,all,pg,Legal,27.77777777777778,16.145833333333336,40.13207735247208
domain,all,pg,Physical,28.124999999999993,16.50625,41.09848484848484
domain,all,pg,Epistemic,17.88194444444445,9.258432539682541,28.125
domain,all,pg,Status,16.84027777777778,9.07716211484594,25.66811594202897
domain,all,pg,Attentional,10.416666666666668,5.500000000000002,16.865079365079364
domain,US,he,Rank,1.736111111111111,0.0,4.0
domain,US,he,Wealth,3.125,0.6666666666666667,6.159420289855073
domain,US,he,Health,1.736111111111111,0.33333333333333337,3.571428571428571
domain,US,he,Legal,9.027777777777777,3.225289495450788,17.708333333333336
domain,US,he,Physical,2.083333333333333,0.46235380116959324,3.968253968253968
domain,US,he,Epistemic,0.3472222222222222,0.0,1.1904761904761905
domain,US,he,Status,2.777777777777778,0.4166666666666667,5.747679045092831
domain,US,he,Attentional,0.6944444444444444,0.0,1.7543859649122806
domain,US,de,Rank,6.597222222222222,2.999404761904764,10.8974358974359
domain,US,de,Wealth,10.76388888888889,6.111111111111111,15.94278381642511
domain,US,de,Health,19.444444444444443,10.0,30.333928571428558
domain,US,de,Legal,20.878623188405797,10.77860809178744,32.29166666666667
domain,US,de,Physical,8.333333333333332,4.166666666666666,13.044772256728763
domain,US,de,Epistemic,8.333333333333332,4.166666666666666,13.667261904761899
domain,US,de,Status,8.333333333333332,4.513888888888888,12.79761904761905
domain,US,de,Attentional,13.194444444444445,6.666666666666668,21.052631578947366
domain,US,pg,Rank,23.263888888888886,13.333333333333334,33.85657793209873
domain,US,pg,Wealth,24.305555555555557,14.515544647031323,35.557870370370345
domain,US,pg,Health,30.555555555555554,18.517795138888893,43.59166666666664
domain,US,pg,Legal,23.611111111111114,13.23529411764706,35.0
domain,US,pg,Physical,23.958333333333336,14.393939393939394,34.524684873949575
domain,US,pg,Epistemic,17.708333333333336,10.144927536231885,26.44927536231884
domain,US,pg,Status,18.40277777777778,10.714285714285715,26.894667832167812
domain,US,pg,Attentional,11.458333333333336,6.666666666666668,16.666666666666664
domain,CN,he,Rank,1.0416666666666665,0.0,2.3345238095237923
domain,CN,he,Wealth,7.291666666666667,1.6666666666666667,14.285714285714285
domain,CN,he,Health,3.4722222222222223,1.4492753623188406,5.74712643678161
domain,CN,he,Legal,9.027777777777779,2.173577563070318,18.45302795031055
domain,CN,he,Physical,3.8194444444444446,0.8333333333333334,7.3338235294117595
domain,CN,he,Epistemic,1.736111111111111,0.32051282051282054,3.6666666666666665
domain,CN,he,Status,1.3888888888888888,0.30864197530864196,2.7777777777777777
domain,CN,he,Attentional,0.0,0.0,0.0
domain,CN,de,Rank,9.375,4.166666666666666,15.74074074074074
domain,CN,de,Wealth,15.972222222222218,8.01215277777778,25.347599637681157
domain,CN,de,Health,22.22222222222222,11.53846153846154,34.44507575757576
domain,CN,de,Legal,24.305555555555557,14.215232389252,35.14492753623188
domain,CN,de,Physical,12.152777777777779,5.644963630613535,19.444444444444446
domain,CN,de,Epistemic,17.361111111111114,6.84456168831169,29.6880661231884
domain,CN,de,Status,13.194444444444445,7.050781250000003,21.014492753623184
domain,CN,de,Attentional,22.222222222222225,11.217672413793103,34.66666666666667
domain,CN,pg,Rank,25.0,12.680488459473969,38.784722222222186
domain,CN,pg,Wealth,30.90277777777778,17.91666666666667,45.40360501567397
domain,CN,pg,Health,42.013888888888886,28.26086956521739,56.481481481481474
domain,CN,pg,Legal,31.944444444444443,18.137254901960787,46.13298160173157
domain,CN,pg,Physical,32.29166666666667,18.253348214285715,48.149801587301575
domain,CN,pg,Epistemic,18.055555555555554,8.0,29.924242424242426
domain,CN,pg,Status,15.277777777777777,6.666666666666667,25.000000000000007
domain,CN,pg,Attentional,9.374999999999998,3.905815972222224,17.708333333333336
