bloc,mode,contrast,factor,level,n_models,min_pairs,max_pairs,negative_rate,positive_rate,estimate,lo,hi,p_boot,n_draws,q
all,he,cn_neutral,standing,med,24,63,64,6.2510333994708995,4.951016865079366,-1.3000165343915344,-3.0385582010582004,0.3589878931887166,0.14637072585482905,5000,0.4157638037609869
US,he,cn_neutral,standing,med,12,63,64,6.512483465608465,5.084325396825397,-1.4281580687830688,-3.591954022988506,0.7364113408521274,0.20675864827034593,5000,0.495430325699566
CN,he,cn_neutral,standing,med,12,64,64,5.989583333333334,4.817708333333334,-1.171875,-3.3582089552238807,0.9562841530054643,0.3087382523495301,5000,0.6107363893075043
all,he,us_cn,standing,med,24,64,64,4.557291666666666,5.2734375,0.7161458333333333,-0.4557291666666667,1.8750733568075106,0.2623475304939012,5000,0.551951947272883
US,he,us_cn,standing,med,12,64,64,4.166666666666666,5.729166666666666,1.5625,0.26041666666666663,2.860696517412935,0.027594481103779243,5000,0.21126209540700555
CN,he,us_cn,standing,med,12,64,64,4.947916666666666,4.817708333333334,-0.13020833333333331,-2.259887005649718,1.8385757080609972,0.9766046790641871,5000,1.0
all,he,allies,standing,med,24,63,64,5.794270833333334,6.510416666666667,0.7161458333333333,-0.992063492063492,2.3009950248756215,0.39072185562887424,5000,0.7072283867248896
US,he,allies,standing,med,12,63,64,5.859375,6.510416666666667,0.6510416666666667,-1.2825520833333333,2.513445071010857,0.529494101179764,5000,0.8092268338785072
CN,he,allies,standing,med,12,64,64,5.729166666666666,6.510416666666667,0.78125,-1.2628402670775556,2.6882754342431747,0.44831033793241354,5000,0.7533998354968182
all,he,neutrals,standing,med,24,63,64,4.1677000661375665,4.562458664021164,0.39475859788359785,-0.7062480012791815,1.5213878806210908,0.4767046590681864,5000,0.7671812172219022
US,he,neutrals,standing,med,12,63,64,4.429150132275131,5.479083994708994,1.0499338624338626,-0.273224043715847,2.546059842934842,0.13557288542291543,5000,0.39572626015337475
CN,he,neutrals,standing,med,12,64,64,3.90625,3.6458333333333335,-0.26041666666666663,-1.795045045045045,1.366120218579235,0.7958408318336333,5000,0.9275267248708532
all,de,us_ally,standing,high,24,64,64,21.223958333333336,19.791666666666664,-1.4322916666666665,-3.4356725146198817,0.2732240437158472,0.11597680463907219,5000,0.35481501830475026
US,de,us_ally,standing,high,12,64,64,19.53125,18.619791666666664,-0.9114583333333334,-3.1094527363184086,1.3227513227513228,0.48110377924415115,5000,0.7678700713059358
CN,de,us_ally,standing,high,12,64,64,22.916666666666664,20.963541666666664,-1.953125,-4.9382716049382696,0.6946889671361473,0.1783643271345731,5000,0.4550397007212731
all,de,us_rival,standing,high,24,64,64,26.106770833333332,21.6796875,-4.427083333333334,-6.763473731884059,-2.2056339427662985,0.0003999200159968006,5000,0.02591481703659268
US,de,us_rival,standing,high,12,64,64,24.869791666666664,19.53125,-5.338541666666666,-7.587064676616915,-2.9850746268656714,0.0003999200159968006,5000,0.02591481703659268
CN,de,us_rival,standing,high,12,64,64,27.34375,23.828125,-3.515625,-6.989247311827956,-0.2974885129490406,0.03519296140771846,5000,0.21595680863827232
all,de,us_neutral,standing,high,24,64,64,22.265625,18.424479166666664,-3.8411458333333335,-6.079234972677596,-1.6666666666666667,0.0007998400319936012,5000,0.028794241151769644
US,de,us_neutral,standing,high,12,64,64,21.614583333333336,16.666666666666664,-4.947916666666666,-7.619249394673123,-2.2134752338435386,0.0011997600479904018,5000,0.03887222555488902
CN,de,us_neutral,standing,high,12,64,64,22.916666666666664,20.182291666666664,-2.734375,-5.598958333333334,2.3418766925682685e-16,0.0627874425114977,5000,0.2857729823898234
all,de,cn_ally,standing,high,24,64,64,28.3203125,25.78125,-2.5390625,-4.956896551724138,-0.21922704488494066,0.029194161167766446,5000,0.21126209540700555
US,de,cn_ally,standing,high,12,64,64,25.78125,21.614583333333336,-4.166666666666666,-6.901134672619048,-1.4880952380952388,0.0027994401119776045,5000,0.06046790641871626
CN,de,cn_ally,standing,high,12,64,64,30.859375,29.947916666666668,-0.9114583333333334,-3.8891129032258074,1.9957098915331004,0.5618876224755049,5000,0.8275072258275618
all,de,cn_rival,standing,high,24,64,64,26.236979166666668,26.302083333333332,0.06510416666666666,-1.6908684329710149,1.8231139520201993,0.9610077984403119,5000,0.9979696368418624
US,de,cn_rival,standing,high,12,64,64,24.609375,23.177083333333336,-1.4322916666666665,-3.571886446886447,0.8709765566108797,0.22675464907018597,5000,0.5173838471742271
CN,de,cn_rival,standing,high,12,64,64,27.864583333333332,29.427083333333332,1.5625,-1.461988304093567,4.6568627450980395,0.33033393321335736,5000,0.6408873913839988
all,de,cn_neutral,standing,high,24,64,64,26.171875,25.9765625,-0.1953125,-2.604166666666667,2.148605872844825,0.8734253149370126,5000,0.9789545539168029
US,de,cn_neutral,standing,high,12,64,64,22.65625,23.046875,0.390625,-2.016129032258064,2.816944559513946,0.8186362727454509,5000,0.9450208898149698
CN,de,cn_neutral,standing,high,12,64,64,29.6875,28.90625,-0.78125,-4.37194420477423,2.7777777777777772,0.6974605078984203,5000,0.8893723200885115
all,de,us_cn,standing,high,24,64,64,25.651041666666668,24.283854166666664,-1.3671875,-3.472222222222223,0.6355932203389819,0.20395920815836832,5000,0.495430325699566
US,de,us_cn,standing,high,12,64,64,23.958333333333336,20.833333333333336,-3.125,-5.556469298245616,-0.7692307692307697,0.013597280543891222,5000,0.15638251660012828
CN,de,us_cn,standing,high,12,64,64,27.34375,27.734375,0.390625,-2.4242424242424243,3.3333333333333317,0.8134373125374925,5000,0.9446368790757979
all,de,allies,standing,high,24,64,64,25.716145833333332,22.591145833333336,-3.125,-4.924375800256082,-1.3888888888888886,0.0007998400319936012,5000,0.028794241151769644
US,de,allies,standing,high,12,64,64,23.177083333333336,20.833333333333336,-2.34375,-5.223880597014924,0.28248587570621475,0.09958008398320337,5000,0.32922395112814173
CN,de,allies,standing,high,12,64,64,28.255208333333332,24.348958333333336,-3.90625,-6.597386006289306,-1.2711864406779663,0.00639872025594881,5000,0.09013849404032237
all,de,neutrals,standing,high,24,64,64,24.4140625,23.697916666666664,-0.7161458333333333,-2.4865591397849456,1.0582290825934888,0.43431313737252547,5000,0.7533998354968182
US,de,neutrals,standing,high,12,64,64,22.916666666666664,22.135416666666664,-0.78125,-2.638888888888889,1.130104006163326,0.4479104179164167,5000,0.7533998354968182
CN,de,neutrals,standing,high,12,64,64,25.911458333333332,25.260416666666668,-0.6510416666666667,-3.7439613526570046,2.4306891025641013,0.7038592281543691,5000,0.8893723200885115
all,de,us_ally,standing,low,24,62,64,21.769993279569892,20.650621639784948,-1.1193716397849462,-3.018483379014689,0.77686894429903,0.2535492901419716,5000,0.5506898620275945
US,de,us_ally,standing,low,12,62,64,19.58165322580645,17.863743279569892,-1.717909946236559,-3.833764552950009,0.40328002590118706,0.11477704459108179,5000,0.35481501830475026
CN,de,us_ally,standing,low,12,64,64,23.958333333333336,23.4375,-0.5208333333333333,-3.3602150537634405,2.46925636574074,0.7698460307938413,5000,0.9204063246391313
all,de,us_rival,standing,low,24,62,64,27.047631048387093,24.817288306451612,-2.230342741935484,-4.752627090669013,0.4023782041984924,0.09638072385522896,5000,0.32870899504309664
US,de,us_rival,standing,low,12,62,64,23.10567876344086,21.379368279569892,-1.7263104838709675,-4.3943682341025,0.839529866833162,0.1891621675664867,5000,0.4751049790041992
CN,de,us_rival,standing,low,12,64,64,30.989583333333332,28.255208333333332,-2.734375,-6.41025641025641,1.250196540880501,0.17476504699060189,5000,0.45042420087411084
all,de,us_neutral,standing,low,24,63,64,24.291087962962962,20.514012896825395,-3.777075066137566,-6.053548792113215,-1.5546653984977088,0.0023995200959808036,5000,0.06046790641871626
US,de,us_neutral,standing,low,12,63,64,22.019675925925927,18.632192460317462,-3.387483465608466,-5.835192081622628,-0.8762670604198285,0.00639872025594881,5000,0.09013849404032237
CN,de,us_neutral,standing,low,12,64,64,26.5625,22.395833333333336,-4.166666666666666,-7.292067307692308,-1.0133193538365972,0.013997200559888023,5000,0.15638251660012828
all,de,cn_ally,standing,low,24,61,64,31.418630464480874,30.246755464480874,-1.171875,-3.4105825029855206,1.0845604965112756,0.3111377724455109,5000,0.6109614440748214
US,de,cn_ally,standing,low,12,61,64,26.50913592896175,24.55601092896175,-1.953125,-4.473717500582576,0.6027665145854387,0.13437312537492502,5000,0.39572626015337475
CN,de,cn_ally,standing,low,12,64,64,36.328125,35.9375,-0.390625,-3.439153439153438,2.6457902001380225,0.8238352329534093,5000,0.9450208898149698
all,de,cn_rival,standing,low,24,62,64,26.64440524193548,28.085097446236556,1.4406922043010753,-1.1688616516433128,3.908668882023024,0.2803439312137572,5000,0.5748824918560591
US,de,cn_rival,standing,low,12,62,64,23.3408938172043,24.008736559139784,0.6678427419354839,-2.0187762750486606,3.3225295345876766,0.6254749050189962,5000,0.8550818761867461
CN,de,cn_rival,standing,low,12,64,64,29.947916666666668,32.16145833333333,2.213541666666667,-1.461988304093567,5.637254901960784,0.23635272945410918,5000,0.5245087968707628
all,de,cn_neutral,standing,low,24,62,64,27.23034274193548,25.090305779569892,-2.140036962365592,-4.628638527947755,0.37973134982833245,0.09878024395120975,5000,0.32922395112814173
US,de,cn_neutral,standing,low,12,62,64,23.3408938172043,22.446236559139784,-0.8946572580645162,-3.73728761321271,2.0071535535049354,0.551489702059588,5000,0.8235941852725346
CN,de,cn_neutral,standing,low,12,64,64,31.119791666666668,27.734375,-3.3854166666666665,-6.7403419701213805,-5.753499528656832e-16,0.05158968206358728,5000,0.25325843922124663
all,de,us_cn,standing,low,24,63,64,26.769179894179896,24.87909226190476,-1.8900876322751323,-3.995883148838565,0.30170601549335785,0.09878024395120975,5000,0.32922395112814173
US,de,us_cn,standing,low,12,63,64,22.548776455026456,21.50297619047619,-1.0458002645502646,-3.688589058084698,1.523108237547891,0.4451109778044391,5000,0.7533998354968182
CN,de,us_cn,standing,low,12,64,64,30.989583333333332,28.255208333333332,-2.734375,-5.952876984126985,0.6221261118649146,0.11157768446310738,5000,0.35442323300045875
all,de,allies,standing,low,24,62,64,28.671034946236556,26.123571908602152,-2.547463037634408,-5.541581143951834,0.15611242138364279,0.0687862427514497,5000,0.2971565686862627
US,de,allies,standing,low,12,62,64,24.920194892473116,21.7783938172043,-3.141801075268817,-6.477169472990142,-0.1279919475705255,0.04479104179164167,5000,0.24003068238811254
CN,de,allies,standing,low,12,64,64,32.421875,30.46875,-1.953125,-5.5565476190476195,1.5625,0.29634073185362925,5000,0.6000899820035992
all,de,neutrals,standing,low,24,62,64,25.61323924731183,25.08400537634408,-0.5292338709677419,-2.302637778015822,1.1473816968717196,0.5258948210357929,5000,0.8081492706198097
US,de,neutrals,standing,low,12,62,64,23.752520161290324,22.563844086021508,-1.1886760752688172,-3.3154580271515752,0.9093139370917118,0.26874625074985004,5000,0.5617663564061381
CN,de,neutrals,standing,low,12,64,64,27.473958333333332,27.604166666666668,0.13020833333333331,-2.67498897707231,2.8225806451612896,0.9506098780243951,5000,0.996048532229038
all,de,us_ally,standing,med,24,63,64,16.87541335978836,14.136904761904761,-2.7385085978835977,-4.67859100877193,-0.9527670785209627,0.0027994401119776045,5000,0.06046790641871626
US,de,us_ally,standing,med,12,64,64,15.625,12.890625,-2.734375,-4.918032786885246,-0.5376344086021503,0.013197360527894421,5000,0.15638251660012828
CN,de,us_ally,standing,med,12,63,64,18.12582671957672,15.383184523809524,-2.742642195767196,-5.729166666666666,-0.1458942139099946,0.03679264147170566,5000,0.21674210612422973
all,de,us_rival,standing,med,24,64,64,19.466145833333336,18.359375,-1.1067708333333335,-3.8145539906103276,1.5873015873015877,0.44671065786842634,5000,0.7533998354968182
US,de,us_rival,standing,med,12,64,64,17.838541666666664,16.536458333333336,-1.3020833333333335,-4.39415380217267,1.8521973466003265,0.4511097780443911,5000,0.7533998354968182
CN,de,us_rival,standing,med,12,64,64,21.09375,20.182291666666664,-0.9114583333333334,-3.99554794520548,2.1609686609686545,0.5862827434513097,5000,0.8402337153714632
all,de,us_neutral,standing,med,24,64,64,16.731770833333336,14.518229166666666,-2.213541666666667,-4.41542288557214,-0.11029874213837679,0.046790641871625675,5000,0.2426943182792013
US,de,us_neutral,standing,med,12,64,64,16.276041666666664,13.020833333333334,-3.2552083333333335,-6.10348200312989,-0.5747126436781607,0.022795440911817635,5000,0.19269992155415072
CN,de,us_neutral,standing,med,12,64,64,17.1875,16.015625,-1.171875,-3.9143270944741535,1.694915254237288,0.43431313737252547,5000,0.7533998354968182
all,de,cn_ally,standing,med,24,63,64,25.855654761904763,23.509837962962962,-2.345816798941799,-4.2328309011776755,-0.49001847115658054,0.01759648070385923,5000,0.17149511274215742
US,de,cn_ally,standing,med,12,63,64,23.716517857142858,19.15509259259259,-4.561425264550264,-6.868896660848714,-2.2988334792149137,0.0007998400319936012,5000,0.028794241151769644
CN,de,cn_ally,standing,med,12,64,64,27.994791666666668,27.864583333333332,-0.13020833333333331,-2.968036529680365,2.7777777777777772,0.9466106778644271,5000,0.996048532229038
all,de,cn_rival,standing,med,24,64,64,20.768229166666664,20.247395833333336,-0.5208333333333333,-2.5000000000000004,1.4784946236559136,0.6322735452909418,5000,0.8550818761867461
US,de,cn_rival,standing,med,12,64,64,19.53125,17.1875,-2.34375,-4.570081781008631,-0.12437810945273597,0.047190561887622474,5000,0.2426943182792013
CN,de,cn_rival,standing,med,12,64,64,22.005208333333336,23.307291666666664,1.3020833333333335,-1.8385757080610026,4.694889031156636,0.45030993801239755,5000,0.7533998354968182
all,de,cn_neutral,standing,med,24,64,64,21.744791666666664,19.791666666666664,-1.953125,-4.107142857142857,0.2690412186379896,0.08558288342331534,5000,0.3187224624040709
US,de,cn_neutral,standing,med,12,64,64,20.963541666666664,16.796875,-4.166666666666666,-6.506938498858447,-1.8656307279392517,0.0007998400319936012,5000,0.028794241151769644
CN,de,cn_neutral,standing,med,12,64,64,22.526041666666664,22.786458333333336,0.26041666666666663,-3.005810960639899,3.7037037037037033,0.9014197160567886,5000,0.996048532229038
all,de,us_cn,standing,med,24,64,64,19.401041666666664,19.856770833333336,0.4557291666666667,-1.9560229752278273,2.804939516129025,0.7450509898020395,5000,0.9070185962807439
US,de,us_cn,standing,med,12,64,64,18.098958333333336,18.619791666666664,0.5208333333333333,-2.0531400966183573,2.9244066047471557,0.704259148170366,5000,0.8893723200885115
CN,de,us_cn,standing,med,12,64,64,20.703125,21.09375,0.390625,-3.1862745098039214,3.889112903225804,0.8762247550489902,5000,0.9789545539168029
all,de,allies,standing,med,24,64,64,20.5078125,18.815104166666664,-1.6927083333333333,-3.756830601092895,0.3267973856209154,0.10277944411117776,5000,0.33355705096604443
US,de,allies,standing,med,12,64,64,18.359375,17.317708333333336,-1.0416666666666665,-3.646227904040404,1.5027322404371581,0.4427114577084583,5000,0.7533998354968182
CN,de,allies,standing,med,12,64,64,22.65625,20.3125,-2.34375,-4.838709677419354,2.3129646346357425e-16,0.060787842431513694,5000,0.2854385644610208
all,de,neutrals,standing,med,24,64,64,18.684895833333336,19.53125,0.8463541666666666,-0.7042479234380644,2.3811507936507916,0.29994001199760045,5000,0.6036059868771587
US,de,neutrals,standing,med,12,64,64,18.359375,18.489583333333336,0.13020833333333331,-1.715686274509804,1.990181136570666,0.9738052389522096,5000,1.0
CN,de,neutrals,standing,med,12,64,64,19.010416666666664,20.572916666666664,1.5625,-0.9952929318922629,3.9908450704225307,0.2451509698060388,5000,0.5366818528186255
all,pg,us_ally,standing,high,24,63,64,35.503472222222214,32.89723875661375,-2.6062334656084656,-4.7727518108103775,-0.44634011821511965,0.017996400719856028,5000,0.17149511274215742
US,pg,us_ally,standing,high,12,63,64,34.28819444444444,31.28926917989418,-2.9989252645502646,-5.6497175141242915,-0.3265522875817042,0.029194161167766446,5000,0.21126209540700555
CN,pg,us_ally,standing,high,12,64,64,36.71875,34.50520833333333,-2.213541666666667,-5.128205128205128,0.7463085214950884,0.14557088582283542,5000,0.4157638037609869
all,pg,us_rival,standing,high,24,62,64,37.012768817204304,35.39356518817204,-1.6192036290322582,-3.9800413824950263,0.8121012759170635,0.20155968806238753,5000,0.49473741615313305
US,pg,us_rival,standing,high,12,62,64,36.39532930107527,34.45900537634408,-1.9363239247311828,-4.623595018815607,0.806451612903226,0.16956608678264348,5000,0.4430597751417459
CN,pg,us_rival,standing,high,12,64,64,37.63020833333333,36.328125,-1.3020833333333335,-5.191306327710462,2.3335937499999964,0.5262947410517896,5000,0.8081492706198097
