mode,model,origin,rate_human,rate_ai,log_or,weight
pg,qwen3.8-flash,CN,24.404761904761905,33.33333333333333,0.43371035386974865,0.00516239460318982
pg,seed-2-1-turbo,CN,20.833333333333336,22.61904761904762,0.1038537958899246,4.483688650768503e-05
pg,sonnet-5,US,29.166666666666668,50.595238095238095,0.9050134458828254,0.03777814797175393
control,deepseek-v4-pro,CN,17.708333333333336,17.1875,-0.03570321411385713,0.030566959312356673
control,gemini-3.1-flash-lite,US,2.083333333333333,2.083333333333333,0.0,0.013293906390171605
control,gemma-4-31b,US,7.8125,5.729166666666666,-0.32077803334543153,0.010514902014837953
control,glm-5.2,CN,25.0,30.729166666666668,0.28359054432032915,0.07159647257735942
control,gpt-5.6-luna,US,19.270833333333336,23.4375,0.2461889488199538,0.32216222099661074
control,gpt-5.6-sol,US,25.0,23.4375,-0.0844001402139205,0.05012554113767163
control,gpt-5.6-terra,US,17.1875,18.229166666666664,0.0706057216095608,0.017013239322821918
control,grok-4.3,US,35.41666666666667,43.22916666666667,0.32639405323683707,0.0018280348217559659
control,haiku-4.5,US,31.770833333333332,40.10416666666667,0.36097708320280025,0.0069346019132027065
control,hy3,CN,16.666666666666664,21.354166666666664,0.30216165552160756,0.15795948265869716
control,inkling,US,21.875,25.520833333333332,0.200096642633528,0.007421029342331267
control,kimi-k2.6,CN,17.708333333333336,23.4375,0.3486794194570515,0.005098963860769263
control,kimi-k3,CN,14.0625,17.1875,0.2342867067507135,0.04580039859542548
control,ling-3.0-flash,CN,21.354166666666664,23.958333333333336,0.1473190818489598,0.0027308449843849877
control,mimo-v2.5-pro,CN,19.270833333333336,26.5625,0.41158688922932174,0.01012565258054702
control,minimax-m3,CN,28.125,33.33333333333333,0.24340594342464716,0.044048493822302616
control,nemotron-3-ultra,US,19.791666666666664,18.229166666666664,-0.1003569067402561,0.12381987964502225
control,nemotron-3.5-lightning,US,15.104166666666666,15.104166666666666,0.0,0.02751719262038432
control,nova-2-lite,US,31.25,37.5,0.27587608931940044,3.871364708436154e-05
control,qwen3.7-plus,CN,25.0,25.520833333333332,0.02735334398401812,0.0022970396533961712
control,qwen3.8-27b,CN,28.645833333333332,32.29166666666667,0.1710342263338449,0.0061210506414150654
control,qwen3.8-flash,CN,21.875,26.041666666666668,0.22709034483116808,0.00516239460318982
control,seed-2-1-turbo,CN,9.895833333333332,7.8125,-0.25236745117305714,4.483688650768503e-05
control,sonnet-5,US,14.659685863874344,21.98952879581152,0.48911658616233344,0.03777814797175393
