pairing,label,mode,bloc,n_models,n_models_bias_defined,r_A_user,r_B_user,bias,bias_lo,bias_hi,bias_p,delta_pp,delta_lo,delta_hi,delta_p,delta_logit,delta_logit_lo,delta_logit_hi
us_ally,USA / aliado de USA,control,US,12,12,24.015597731239094,23.452952297847585,0.07073100832775754,-0.08923412379101235,0.2440099265965633,0.3936,0.5626454333915072,-0.5219752126963355,1.650234576487541,0.324,0.03108460870955243,-0.02902920517771285,0.0920872210740664
us_ally,USA / aliado de USA,control,CN,12,12,21.484375,21.701388888888893,-0.03343581095863043,-0.18180953615290918,0.12083158263305309,0.6424,-0.21701388888888917,-1.6059027777777772,1.215277777777777,0.7504,-0.012818120626227891,-0.09504598173905314,0.07098817737251686
us_rival,USA / rival de USA,he,all,24,24,7.422329479348458,9.093790903141361,-0.2679808626689965,-0.4141534744717565,-0.0973748663516253,0.0024,-1.6714614237929026,-2.8008669133771926,-0.6078632880671903,0.002,-0.2213185761300389,-0.38014587370247754,-0.07786795147260711
us_rival,USA / rival de USA,he,US,12,12,6.858547847585806,8.812581806282722,-0.33736316365626706,-0.5198531989361922,-0.11671867982730297,0.0024,-1.9540339586969169,-3.0827391015852244,-0.8691917539267017,0.0,-0.27188711511698394,-0.4345387780190703,-0.12415112047777194
us_rival,USA / rival de USA,he,CN,12,12,7.986111111111112,9.375000000000002,-0.198598561681726,-0.38245838217144285,-0.0152333584118125,0.0328,-1.3888888888888888,-2.994791666666667,0.13020833333333356,0.086,-0.1755520687387082,-0.38407228718160596,0.018901333012414735
us_rival,USA / rival de USA,de,all,24,24,24.206414473684212,21.620065789473685,0.2040487575569996,0.09896209289949258,0.30518843367867926,0.0004,2.5863486842105265,1.1322954699412142,4.043072089947089,0.0008,0.14655009173983213,0.06406935409043502,0.2293077572258689
us_rival,USA / rival de USA,de,US,12,12,21.93713450292398,19.151589912280702,0.29447539051346255,0.15208394794759728,0.4243350635169395,0.0,2.7855445906432754,1.1786938048245623,4.368377830119555,0.0004,0.17085655481497986,0.07371936786418361,0.2702000090446887
us_rival,USA / rival de USA,de,CN,12,12,26.475694444444446,24.088541666666664,0.11362212460053678,-0.007981651688198269,0.23525991496044113,0.0668,2.387152777777778,0.390625,4.29796006944443,0.0208,0.12644244322752507,0.02094317384524324,0.23011536888735762
us_rival,USA / rival de USA,pg,all,24,24,32.4177414021164,30.900366512345677,0.0776735409361329,-0.013068948906158454,0.17171016832778765,0.0992,1.5173748897707233,0.1943785425659052,2.84195848108747,0.0244,0.07014172684599518,0.0088772855924108,0.13113347376708986
us_rival,USA / rival de USA,pg,US,12,12,30.37367724867725,28.684413580246908,0.06842332336955996,-0.06647912648271674,0.20862054512727066,0.314,1.6892636684303357,0.12679357882872477,3.329612669678941,0.034,0.08119466952967502,0.0059776822042366005,0.16058820532293083
us_rival,USA / rival de USA,pg,CN,12,12,34.46180555555556,33.11631944444445,0.08692375850270588,-0.02806552926888716,0.19859175334383988,0.1476,1.345486111111111,-0.6510416666666665,3.3420138888888893,0.196,0.06014733547382467,-0.02890604476474199,0.1502685507632925
us_rival,USA / rival de USA,control,all,24,24,24.334983093368237,25.137934482257123,-0.08381308892451877,-0.20085205797485234,0.0374045042051406,0.1884,-0.8029513888888897,-1.8668960651178008,0.23825613403600615,0.132,-0.04313172237951601,-0.1019583488454107,0.012375048771308792
us_rival,USA / rival de USA,control,US,12,12,24.484847658522394,25.440390488656195,-0.11353579656211234,-0.2794374062756415,0.07135111935296984,0.2264,-0.9555428301337994,-2.0847024523705646,0.17085574178501803,0.0972,-0.051018020705158706,-0.11367734643469135,0.00867399633490052
us_rival,USA / rival de USA,control,CN,12,12,24.185118528214076,24.835478475858057,-0.05409038128692525,-0.18898639867812245,0.07623678539024428,0.4272,-0.65035994764398,-2.2569444444444438,0.9165314590604857,0.4252,-0.035150974882528496,-0.12475263103365712,0.05116012747524476
us_neutral,USA / neutral,he,all,24,24,6.663235347585807,6.402591441244911,-0.039801292761819096,-0.21144430400477882,0.1258874936735978,0.632,0.2606439063408959,-0.5203764619883041,1.0639418357329844,0.5388,0.042690952220040046,-0.0850903524536315,0.1809138108087058
us_neutral,USA / neutral,he,US,12,12,6.902859584060502,6.3815717713787095,0.02403846153846152,-0.24883366099464102,0.27234389348025667,0.8444,0.5212878126817919,-0.43425501745200645,1.5190972222222219,0.298,0.08410511032320755,-0.07165796881228303,0.2511531197621061
us_neutral,USA / neutral,he,CN,12,12,6.423611111111112,6.423611111111111,-0.1036410470620997,-0.2751144936849237,0.07474230676560148,0.2356,-8.673617379884035e-17,-0.998263888888889,1.041666666666667,0.996,4.440892098500626e-16,-0.17118907341944745,0.18149775807793495
us_neutral,USA / neutral,de,all,24,24,21.097613074461904,17.819112674520074,0.22028227799202493,0.09406563120570453,0.34869254127548915,0.0,3.2785003999418256,2.0404844522614893,4.578993055555556,0.0,0.20959956344697606,0.13169551437723628,0.2939208477035172
us_neutral,USA / neutral,de,US,12,12,19.973003926701573,16.10697534904014,0.26465281872650864,0.06430640558387656,0.4691759524598963,0.0072,3.866028577661431,2.306731999269006,5.389745522660819,0.0,0.2623075709324778,0.15427578960724952,0.37331373831665593
us_neutral,USA / neutral,de,CN,12,12,22.222222222222218,19.531249999999996,0.17591173725754128,0.05691289966653742,0.29303782919608196,0.0044,2.690972222222222,1.0416666666666665,4.383680555555556,0.0028,0.1630901948660668,0.06400521188507086,0.26443551925130315
us_neutral,USA / neutral,pg,all,24,24,30.568576388888886,27.658534356725145,0.1652161125876774,0.0668462997669234,0.2689380223635998,0.0008,2.9100420321637426,1.541475397115474,4.302479543087919,0.0,0.14109616089819255,0.07449128315089176,0.21165041973288498
us_neutral,USA / neutral,pg,US,12,12,28.97569444444444,25.933388157894736,0.12156000989162495,-0.004636829482588582,0.2592486293069854,0.062,3.0423062865497066,1.3486731513389942,4.694364491959065,0.0,0.15286879749234328,0.06878881647849727,0.24015247939355297
us_neutral,USA / neutral,pg,CN,12,12,32.16145833333333,29.383680555555554,0.2088722152837299,0.07972216305644735,0.33260101980244733,0.0028,2.777777777777778,0.9114583333333334,4.644097222222221,0.0028,0.13046012918137306,0.043143918057279254,0.21757693588724292
us_neutral,USA / neutral,control,all,24,24,22.839064317917394,21.818985420302504,0.17698716527307748,0.07772749417337313,0.26787276134711313,0.0004,1.020078897614892,0.1724720722440373,1.8883730548283877,0.0212,0.058825458786385676,0.009478494552998944,0.10874319612604301
us_neutral,USA / neutral,control,US,12,12,23.920838787085515,23.008925974403727,0.2394715125107282,0.08787248246536175,0.3731467336983444,0.0032,0.9119128126817909,-0.21610014619882997,2.039930555555556,0.1188,0.05078286860961523,-0.011826789866777269,0.11162741154391131
us_neutral,USA / neutral,control,CN,12,12,21.75728984874928,20.629044866201284,0.11450281803542672,-0.005575932337013955,0.23041783096671747,0.0588,1.128244982547993,-0.132714009541196,2.3887491364892375,0.0876,0.06756567201736874,-0.008001995661994136,0.14429405653171254
cn_ally,China / aliado de China,he,all,24,24,9.549292830133798,10.070467022978475,-0.1616899265904774,-0.3178090213029982,0.003781482527800117,0.0544,-0.5211741928446769,-1.5638179901105271,0.5419694037326628,0.3356,-0.05891861419146771,-0.1731526247189399,0.06433249548355521
cn_ally,China / aliado de China,he,US,12,12,9.246155104712042,9.290239601512509,-0.13306195957358746,-0.38968866583958034,0.1371388037284776,0.3136,-0.04408449680046503,-1.1741593567251463,1.0827965095029237,0.9088,-0.005242420090325162,-0.13753303662176386,0.13209358857740486
cn_ally,China / aliado de China,he,CN,12,12,9.852430555555557,10.850694444444443,-0.19031789360736728,-0.31816619205952107,-0.04934407127281084,0.0068,-0.9982638888888886,-2.473958333333333,0.47743055555555536,0.19,-0.10764633376845234,-0.26001678795339095,0.05204041842481583
cn_ally,China / aliado de China,de,all,24,24,28.53132387706856,26.51217124704492,0.1540133318511324,0.06132524413113238,0.2479042260828776,0.0012,2.0191526300236404,0.7828349084516847,3.2810793600318613,0.0008,0.1012591870229822,0.038957825955091036,0.16692988483998805
cn_ally,China / aliado de China,de,US,12,12,25.335217198581567,21.77434249408983,0.2584813509341812,0.11110742526716005,0.4048546347606557,0.0004,3.560874704491727,2.1255589344489803,4.993143583876978,0.0,0.19805224742800065,0.11771285250006773,0.28177279301990904
cn_ally,China / aliado de China,de,CN,12,12,31.727430555555557,31.249999999999993,0.049545312768083584,-0.049007366528371434,0.15121129352021587,0.3224,0.47743055555555514,-1.2152777777777781,2.213541666666666,0.5776,0.022130917055771082,-0.056365677201444156,0.1026216751259922
cn_ally,China / aliado de China,pg,all,24,24,36.79801717836257,33.95513523391813,0.1612632686618856,0.05985443624191941,0.26467402742932755,0.0012,2.842881944444445,1.6271445146256238,4.0812573634051885,0.0,0.12440246725353032,0.07074958132671477,0.18072278593599747
cn_ally,China / aliado de China,pg,US,12,12,33.66547880116959,30.453673245614038,0.18450254708599223,0.02064818098615848,0.3496449522382388,0.0264,3.211805555555556,1.6470038521092467,4.81999269005848,0.0,0.14754898459654553,0.0744728316449823,0.2242273252061915
cn_ally,China / aliado de China,pg,CN,12,12,39.93055555555556,37.45659722222223,0.13802399023777898,0.030307092497533737,0.2462133071358267,0.012,2.473958333333333,0.6944444444444459,4.253472222222223,0.006,0.1043184387815651,0.029655447043273192,0.1812982132311315
cn_ally,China / aliado de China,control,all,24,24,27.78823080279232,27.65711351076207,-0.00352970278650318,-0.12361668098669353,0.11830375357532572,0.922,0.1311172920302499,-1.0419081088205353,1.2599421866198972,0.83,0.006543700476873915,-0.052122315868399764,0.06285772523642513
cn_ally,China / aliado de China,control,US,12,12,27.698016652123332,26.437745418848174,0.08090619176145493,-0.09238535910251067,0.25561450881334585,0.4068,1.2602712332751593,0.04340277777777762,2.3935957515316058,0.044,0.06384855771154885,0.002181385300290065,0.12286923681468424
cn_ally,China / aliado de China,control,CN,12,12,27.87844495346132,28.87648160267597,-0.08796559733446128,-0.21658840019570347,0.04335494388739725,0.1852,-0.9980366492146597,-2.6491601221640484,0.6524221476876086,0.2324,-0.04910856929645113,-0.13158933871078238,0.032951929548951375
cn_rival,China / rival de China,he,all,24,24,8.095413394415358,7.249172847585807,-0.023710779960779953,-0.1681960186908376,0.15971878648767604,0.8984,0.8462405468295517,-0.1304384135034906,1.7578181809918554,0.096,0.11957596408676219,-0.017748585898654665,0.26301978577956486
cn_rival,China / rival de China,he,US,12,12,8.768951788830716,6.9028595840605,0.003924561277502447,-0.17840538332246708,0.29538924497437424,0.766,1.866092204770215,0.7805682809773126,2.9500226260094684,0.0012,0.2595297072174816,0.10452317841415225,0.4291553291301327
cn_rival,China / rival de China,he,CN,12,12,7.421875,7.595486111111111,-0.051346121199062365,-0.250660161293385,0.13881079015870035,0.5584,-0.17361111111111138,-1.605902777777778,1.1284722222222223,0.7624,-0.024999470998725126,-0.23292080206496443,0.16850836642300296
cn_rival,China / rival de China,de,all,24,24,24.55203764619883,24.877558479532162,-0.030415808571773926,-0.12438206258245829,0.06432490950779836,0.5404,-0.32552083333333376,-1.5625000000000007,0.8905522833042467,0.6036,-0.017495122859867873,-0.08333062662367545,0.04823304962037803
cn_rival,China / rival de China,de,US,12,12,22.498172514619885,21.45650584795322,0.035529472352132434,-0.10946437386441578,0.18001423027402716,0.63,1.0416666666666663,-0.3897341008771932,2.3871527777777777,0.1564,0.06075720246144245,-0.0213877565477387,0.14107934437452588
cn_rival,China / rival de China,de,CN,12,12,26.60590277777778,28.29861111111111,-0.0963610894956803,-0.22016895904356198,0.03518458207932374,0.1372,-1.692708333333334,-3.515625,0.13129340277776264,0.0744,-0.08501302080809836,-0.17707193234360935,0.007261590333783739
cn_rival,China / rival de China,pg,all,24,24,31.804641812865498,32.45979532163742,-0.05810252029336461,-0.143052804993354,0.042818446034578246,0.2672,-0.6551535087719293,-1.8880208333333328,0.5850237573099414,0.302,-0.030043463750232147,-0.08709083663005784,0.026928132089665744
cn_rival,China / rival de China,pg,US,12,12,29.755116959064328,29.372715643274855,-0.05471588869956718,-0.1752952157161237,0.1149455079393786,0.522,0.3824013157894745,-1.1325852603257716,1.940724206349206,0.6444,0.01836397925195954,-0.05306580749843074,0.09402362133690456
cn_rival,China / rival de China,pg,CN,12,12,33.85416666666667,35.54687499999999,-0.061489151887162065,-0.16860114823461395,0.04484926724777917,0.2596,-1.6927083333333333,-3.602430555555556,0.130208333333334,0.0708,-0.07471384917922319,-0.15965375849855076,0.005905058028875859
cn_rival,China / rival de China,control,all,24,24,25.48617928301338,25.137820862420014,-0.01699087529646515,-0.13588910653392533,0.10823003100522895,0.7576,0.3483584205933679,-0.5857216223094824,1.2176877143228917,0.4528,0.01842698742166382,-0.03065788798431431,0.06599457100689392
cn_rival,China / rival de China,control,US,12,12,26.36298356602676,24.928419502617803,0.03874421969051125,-0.14405874498221632,0.24474460104562532,0.7076,1.4345640634089587,0.17451438881617096,2.652161001461988,0.0264,0.07524661549930944,0.009220294105310401,0.14040392159594142
cn_rival,China / rival de China,control,CN,12,12,24.609375,25.347222222222225,-0.07272597028344154,-0.2027562716448415,0.054662349609265345,0.2848,-0.7378472222222228,-2.083333333333333,0.5642361111111112,0.2812,-0.03937687553408131,-0.11099226338362939,0.03122742321825808
cn_neutral,China / neutral,he,all,24,24,8.616928446771379,7.553219531704479,0.04163817420396369,-0.09212030390393813,0.2062314006501925,0.4244,1.0637089150668992,0.19462498038562825,1.953936725934722,0.02,0.14332767620191778,0.024482609798844136,0.27841748484607015
cn_neutral,China / neutral,he,US,12,12,8.726912449098311,6.946716841186737,0.0741642616642617,-0.094377944359562,0.3390316527460774,0.2928,1.7801956079115766,0.7394359255954506,2.8220895142524727,0.0008,0.2474587764952325,0.10293620612240106,0.4092202160109865
cn_neutral,China / neutral,he,CN,12,12,8.506944444444443,8.159722222222223,0.009112086743665692,-0.17376028040661565,0.19594134035989838,0.9512,0.34722222222222227,-1.0416666666666665,1.6927083333333335,0.6092,0.045460579717504945,-0.1331713484264128,0.23409674545165274
cn_neutral,China / neutral,de,all,24,24,25.050027412280702,23.620020102339183,0.0678176685622382,-0.031222853219761214,0.1653095120745459,0.1796,1.430007309941521,0.10541310617977095,2.7558536641081868,0.0384,0.07768001979243744,0.005551046198806226,0.15277107187842298
cn_neutral,China / neutral,de,US,12,12,22.322277046783626,20.76434576023392,0.04295832112147319,-0.10525190489196654,0.18972164020718452,0.5656,1.5579312865497081,0.04340277777777715,2.99315068913809,0.0444,0.09220564772763717,0.0026083001454929315,0.17947476982912672
cn_neutral,China / neutral,de,CN,12,12,27.77777777777778,26.475694444444443,0.0926770160030032,-0.0172641480733624,0.20787859993655255,0.1044,1.3020833333333341,-0.6944444444444433,3.342013888888889,0.1984,0.06587747301720659,-0.03416336639386955,0.17183400058798268
cn_neutral,China / neutral,pg,all,24,24,33.78335160818713,31.15542763157894,0.14669380933593867,0.057981317298240784,0.2333148781892353,0.0008,2.6279239766081863,1.496262629229325,3.732638888888889,0.0,0.11989912509105827,0.0679622385306669,0.17327045162740015
cn_neutral,China / neutral,pg,US,12,12,31.498994883040936,28.847313596491226,0.1361554828037194,0.01528148566094638,0.2570182395860194,0.0296,2.651681286549708,1.2623355263157883,3.9558531746031735,0.0004,0.1259184267918776,0.05978962143207558,0.19028112022288732
cn_neutral,China / neutral,pg,CN,12,12,36.06770833333334,33.46354166666667,0.157232135868158,0.041343328248110794,0.27003828326559587,0.008,2.6041666666666656,0.9114583333333327,4.296875,0.0028,0.11486688370130271,0.03929712564282753,0.19268518241682236
cn_neutral,China / neutral,control,all,24,24,24.83934155031995,25.404373000290864,-0.08524033717469072,-0.1693234349659281,0.035846926411055954,0.1804,-0.5650314499709135,-1.5430713068529744,0.4125653792462729,0.25,-0.03003862445555039,-0.08205617360455436,0.02247557133519937
cn_neutral,China / neutral,control,US,12,12,25.503335878417683,25.504926556137292,-0.11605059192015714,-0.2353579628364439,0.08382606995012575,0.2908,-0.0015906777196045506,-1.2586975985311228,1.2152834587696326,0.9872,-8.372197690187377e-05,-0.06611943743107691,0.06415762825097093
cn_neutral,China / neutral,control,CN,12,12,24.17534722222222,25.303819444444446,-0.05443008242922429,-0.19423287946873818,0.08795145515547001,0.44,-1.1284722222222223,-2.647569444444444,0.39062500000000033,0.14,-0.06061646034572554,-0.14256287072931892,0.02172759309375915
us_cn,USA / China,he,all,24,24,7.118055555555556,8.246527777777775,-0.1758794243443366,-0.31291133036299906,-0.022426608668038476,0.0236,-1.1284722222222217,-1.9748263888888888,-0.32552083333333354,0.0064,-0.15938158592200136,-0.28592334379542356,-0.04556373128556177
us_cn,USA / China,he,US,12,12,6.597222222222222,8.159722222222223,-0.2793502249384602,-0.47560019841269846,-0.04080108359133134,0.0264,-1.5624999999999998,-2.5607638888888893,-0.6076388888888888,0.0008,-0.22943157028715744,-0.3843020692948391,-0.08896000515651226
us_cn,USA / China,he,CN,12,12,7.638888888888888,8.333333333333332,-0.07240862375021302,-0.24324107673372378,0.0985706813615812,0.42,-0.6944444444444442,-1.8229166666666667,0.43402777777777796,0.2428,-0.09455858262501282,-0.25653983317907464,0.06186827656334431
us_cn,USA / China,de,all,24,24,23.940835878417683,23.00608547847586,0.1139950098808477,0.028681860848860406,0.20013406036963605,0.008,0.9347503999418268,-0.302572466732112,2.192212382744327,0.1396,0.052041721950342845,-0.0172630348042516,0.12169488533071626
us_cn,USA / China,de,US,12,12,21.53618564572426,20.31772651250727,0.1905172373922374,0.07278395283909991,0.3070560413165393,0.0024,1.218459133216987,-0.17021387798138535,2.6475694444444438,0.0856,0.07365043217402012,-0.01057194432511806,0.15780548250389093
us_cn,USA / China,de,CN,12,12,26.34548611111111,25.694444444444443,0.03747278236945796,-0.07763943684164591,0.15230521529790056,0.5244,0.6510416666666667,-1.2152777777777768,2.473958333333333,0.498,0.033822447642953835,-0.06289712806122444,0.12802853992654503
us_cn,USA / China,pg,all,24,24,32.304915935672526,30.871253654970758,0.09066986355217577,-0.006331934525631869,0.18992962990039772,0.0668,1.433662280701755,0.19492002807328732,2.7668570788530418,0.0252,0.0663510576138403,0.008899708837079863,0.12726835697091562
us_cn,USA / China,pg,US,12,12,30.27823464912281,28.192160087719298,0.15706641766092985,0.0053518421121878795,0.3140593675200441,0.044,2.086074561403509,0.48018592488164885,3.7781280411437255,0.0088,0.10086631792431144,0.02390341421794812,0.18169963395861818
us_cn,USA / China,pg,CN,12,12,34.331597222222214,33.550347222222214,0.024273309443421636,-0.0804564268294888,0.12816072717177626,0.6512,0.7812500000000006,-1.041666666666667,2.5607638888888893,0.3932,0.03484560104955958,-0.04713794674070619,0.11515148325223142
us_cn,USA / China,control,all,24,24,25.204629326643396,25.593436409249566,-0.011026628825007058,-0.11509965395267087,0.09756157564847553,0.8612,-0.3888070826061667,-1.2792513074653253,0.5283733036255169,0.4052,-0.020520082681954266,-0.06986925449227899,0.027736691858214407
us_cn,USA / China,control,US,12,12,25.843286431064566,25.96985892961024,0.02979297578689058,-0.1537179441347916,0.21769227683564912,0.7488,-0.12657249854566646,-1.4304644204862067,1.1759919848978908,0.8628,-0.0065940217408577695,-0.07641445358900395,0.06018493153931538
us_cn,USA / China,control,CN,12,12,24.56597222222222,25.21701388888889,-0.05184623343690469,-0.18071781019216795,0.0723882948538716,0.4276,-0.6510416666666669,-2.083333333333333,0.7378472222222217,0.3784,-0.0348247479461361,-0.11459827385680679,0.038398893935219565
allies,aliado de USA / aliado de China,he,all,24,24,7.9867928301337985,8.681010034904013,0.006796917909618135,-0.1556756620051317,0.15662046372800392,0.9948,-0.6942172047702154,-1.6715204666146743,0.28280726633171177,0.1728,-0.09092196588564372,-0.22998587143909024,0.03681094145140191
allies,aliado de USA / aliado de China,he,US,12,12,7.813863438045375,8.421047847585806,0.10746151996151998,-0.15749507007147556,0.3475326950402513,0.45,-0.6071844095404306,-1.8658625730994152,0.6944444444444445,0.3476,-0.08144303936977293,-0.2608877527032876,0.08827636106255891
allies,aliado de USA / aliado de China,he,CN,12,12,8.159722222222223,8.940972222222223,-0.0938676841422837,-0.2447583565712267,0.06309652258646065,0.236,-0.78125,-2.0399305555555554,0.43402777777777773,0.216,-0.09997720998157966,-0.2664160607226962,0.05501243753948604
allies,aliado de USA / aliado de China,de,all,24,24,24.964820906432745,22.510964912280702,0.2167754325746534,0.1133105027714311,0.31508943467904016,0.0,2.4538559941520472,1.151998467668013,3.7565075761707383,0.0004,0.13564453566727663,0.06513991313091508,0.20778204531321892
allies,aliado de USA / aliado de China,de,US,12,12,22.15186403508772,19.978527046783626,0.26613287765248544,0.10367974319980403,0.41611568545878924,0.002,2.1733369883040936,0.5217356542397651,3.8263328677596764,0.0132,0.13079865542408808,0.033133654697907494,0.2280628124019048
allies,aliado de USA / aliado de China,de,CN,12,12,27.777777777777786,25.043402777777775,0.16741798749682124,0.052144907190396675,0.2824217751738051,0.0052,2.7343750000000013,1.0416666666666672,4.427083333333334,0.0012,0.14078736661114344,0.05454049988511324,0.22897923678707088
allies,aliado de USA / aliado de China,pg,all,24,24,33.30295138888889,31.959064327485383,0.09101341200947576,-0.002163310494436402,0.18406386098862157,0.0556,1.3438870614035097,0.1491570723684219,2.5177304964538973,0.0264,0.06113899524808619,0.006710368729896187,0.11505291217516318
allies,aliado de USA / aliado de China,pg,US,12,12,31.27604166666667,30.063961988304094,0.13156175859686295,-0.006026003949772108,0.2614762705644577,0.062,1.2120796783625738,-0.21996800465386807,2.6065679897856247,0.1,0.057008388907551666,-0.010270058416707188,0.12274398299899575
allies,aliado de USA / aliado de China,pg,CN,12,12,35.32986111111111,33.85416666666667,0.05046506542208853,-0.06135587755189749,0.17106562273606038,0.3848,1.475694444444446,-0.2604166666666661,3.2552083333333335,0.1,0.0652287836259895,-0.011311907400330848,0.14358684548613806
allies,aliado de USA / aliado de China,control,all,24,24,25.068171902268766,25.93668193717278,-0.07716101156419504,-0.2043836745019294,0.049512483805456434,0.2472,-0.868510034904014,-1.8880208333333335,0.12883650906188543,0.0804,-0.045717632587891854,-0.10187015797958224,0.0066652075180974124
allies,aliado de USA / aliado de China,control,US,12,12,25.092941026759746,26.35253054101222,-0.12517557747736777,-0.3243097996774468,0.061635092096585894,0.2132,-1.2595895142524727,-2.5194122481706005,-0.08702711423792907,0.0364,-0.06593608157447828,-0.13402311450539323,-0.004585979817801349
allies,aliado de USA / aliado de China,control,CN,12,12,25.043402777777775,25.520833333333332,-0.029146445651022312,-0.16676454412174221,0.10946413280845937,0.696,-0.47743055555555525,-1.953125,0.9982638888888882,0.5464,-0.025274479489298507,-0.10489193714281463,0.051754182171862936
neutrals,neutral A / neutral B  (referencia),he,all,24,24,6.641420338859801,7.0759025959860375,-0.04201905915721705,-0.21837221108152813,0.09148865901504633,0.4724,-0.4344822571262362,-1.1284722222222223,0.25635214337928053,0.2036,-0.06803393505142141,-0.17664488766131242,0.03943336186771646
neutrals,neutral A / neutral B  (referencia),he,US,12,12,6.642215677719604,7.077152414194297,-0.0038344525844525765,-0.3330561085351928,0.24469120182935963,0.7984,-0.4349367364746945,-1.3948739035087674,0.5210662539994182,0.3696,-0.06809573326165808,-0.21953362564093085,0.08495001259579647
neutrals,neutral A / neutral B  (referencia),he,CN,12,12,6.640625000000002,7.074652777777779,-0.08020366572998154,-0.24500549083269665,0.08299386509105157,0.332,-0.4340277777777778,-1.4322916666666665,0.5208333333333333,0.3888,-0.06797212009237397,-0.23371164098654273,0.08406328555547223
neutrals,neutral A / neutral B  (referencia),de,all,24,23,22.903188961988306,22.772066885964914,0.026945766620374415,-0.05994537938540667,0.10959826802080645,0.5436,0.13112207602339218,-0.8666778708925093,1.0656530198223844,0.7908,0.0074408097100548964,-0.048890777326645436,0.06108927764783382
neutrals,neutral A / neutral B  (referencia),de,US,12,11,21.674433479532166,21.064967105263158,0.10811217890396776,-0.02976677533117208,0.23785707909378048,0.1308,0.6094663742690066,-0.5573093873492158,1.7000202189871847,0.2896,0.036273127389844007,-0.03271143902831594,0.101172266060553
neutrals,neutral A / neutral B  (referencia),de,CN,12,12,24.131944444444443,24.479166666666664,-0.0474567779729195,-0.1562785025021194,0.05814884501981879,0.3824,-0.34722222222222215,-1.9531249999999993,1.2586805555555554,0.668,-0.018873121254382452,-0.10493851669604157,0.06923797290801492
neutrals,neutral A / neutral B  (referencia),pg,all,24,24,31.113395467836263,31.048748172514635,0.005030775213349664,-0.09238509703983845,0.10303592723547571,0.9172,0.06464729532163743,-1.0210097687089665,1.1077936823907861,0.9024,0.0030179773496905593,-0.04802256677334497,0.05211716489708496
neutrals,neutral A / neutral B  (referencia),pg,US,12,12,29.631304824561404,29.11138523391813,0.054100897624356485,-0.0916681611536204,0.19523102150342897,0.4464,0.5199195906432753,-0.8701066926150454,1.9090505125661386,0.4504,0.025063400681254566,-0.041497031693627555,0.09195150087604893
