bloc,condition,mode,rate,lo,hi
US,us_ally,pg,27.10891812865497,23.80504014009446,30.54352841739766
US,us_ally,control,24.050592641070388,20.490877463278068,27.7345283867801
US,ally_us,he,5.642361111111112,4.210069444444444,7.335069444444444
US,ally_us,de,16.45465205061082,14.105902777777777,18.908429687790086
US,ally_us,pg,25.32666301169591,21.971111020215243,28.76053088450292
US,ally_us,control,23.452952297847585,20.05775296320535,27.062886845645416
US,us_rival,he,6.858547847585806,5.340803179824561,8.55036426519779
US,us_rival,de,21.93713450292398,19.140526357323232,24.73983897796684
US,us_rival,pg,30.405701754385966,27.048035880467676,33.89756944444444
US,us_rival,control,24.484847658522394,20.88696023913952,28.176128926701573
US,rival_us,he,8.812581806282722,7.161458333333334,10.639174433479532
US,rival_us,de,19.146078752181502,16.540667948298427,21.80099826388889
US,rival_us,pg,28.684413580246908,25.330350037139223,32.144222861842096
US,rival_us,control,25.440390488656195,21.961805555555557,29.166666666666668
US,us_neutral,he,6.902859584060502,5.341274678458855,8.59375
US,us_neutral,de,19.973003926701573,17.403876625881836,22.526041666666664
US,us_neutral,pg,28.97569444444444,25.543619791666668,32.57824569221627
US,us_neutral,control,23.920838787085515,20.398483187134506,27.61030781886271
US,neutral_us,he,6.3815717713787095,4.904513888888889,8.116319444444445
US,neutral_us,de,16.10697534904014,13.588472358566026,18.706716523051192
US,neutral_us,pg,25.933388157894736,22.447876899723678,29.541494252123364
US,neutral_us,control,23.008925974403727,19.665003272251308,26.389087723603836
US,cn_ally,he,9.246155104712042,7.552083333333333,11.11111111111111
US,cn_ally,de,25.36321271929825,22.661703752181502,28.102759611702865
US,cn_ally,pg,33.66547880116959,30.362287554824558,37.018474182347674
US,cn_ally,control,27.698016652123332,24.006735383944154,31.39895148026316
US,ally_cn,he,9.290239601512509,7.466413976148924,11.32997132235311
US,ally_cn,de,21.766837522045854,19.062915908403752,24.473665763351597
US,ally_cn,pg,30.453673245614038,26.87948230257417,33.950350872101204
US,ally_cn,control,26.437745418848174,22.872454392636683,30.165100985311227
US,cn_rival,he,8.768951788830716,7.1625888507126225,10.506432018979059
US,cn_rival,de,22.482638888888893,19.965277777777775,25.043402777777775
US,cn_rival,pg,29.755116959064328,26.455112390350884,33.21980355123856
US,cn_rival,control,26.36298356602676,22.699652777777775,30.1136822682251
US,rival_cn,he,6.901041666666666,5.251736111111112,8.680555555555557
US,rival_cn,de,21.45650584795322,18.712715650450846,24.14212705424665
US,rival_cn,pg,29.372715643274855,25.855329655399405,33.01030901028057
US,rival_cn,control,24.920011634671322,21.277325750225806,28.73263888888889
US,cn_neutral,he,8.726912449098311,7.117130635976762,10.556020585317448
US,cn_neutral,de,22.322277046783626,19.796365946478165,24.89195808531746
US,cn_neutral,pg,31.498994883040936,28.095333860529376,34.9754088998538
US,cn_neutral,control,25.526514325189066,21.961805555555557,29.136536001461984
US,neutral_cn,he,6.944444444444445,5.295138888888889,8.725043402777764
US,neutral_cn,de,20.75539012507272,18.09829586988304,23.41869212962962
US,neutral_cn,pg,28.876936082024436,25.368933298697222,32.48099708224258
US,neutral_cn,control,25.504926556137292,21.96717923280423,29.249463176169595
US,us_cn,he,6.597222222222222,5.164930555555555,8.203125
US,us_cn,de,21.53618564572426,18.836805555555554,24.218977239674224
US,us_cn,pg,30.30854602966841,26.746967486547412,33.95711192008435
US,us_cn,control,25.876690663176266,22.185244646233276,29.69773714732402
US,cn_us,he,8.159722222222223,6.640625,9.853515624999986
US,cn_us,de,20.31772651250727,17.96795772707231,22.69965277777778
US,cn_us,pg,28.192160087719298,24.979621923414015,31.406341374269005
US,cn_us,control,25.96985892961024,22.49555746436882,29.58174732000704
US,allyus_allycn,he,7.813863438045375,5.992313139619883,9.765625
US,allyus_allycn,de,22.15186403508772,19.36353007744328,24.944506448412692
US,allyus_allycn,pg,31.27604166666667,27.833451497963928,34.77975411023387
US,allyus_allycn,control,25.092941026759746,21.445965814063406,28.776041666666668
US,allycn_allyus,he,8.42013888888889,6.814236111111111,10.243055555555554
US,allycn_allyus,de,19.971867728330427,17.410416439426992,22.448333771068704
US,allycn_allyus,pg,30.063961988304094,26.692587770061728,33.52571306613774
US,allycn_allyus,control,26.35253054101222,22.755681530054954,30.03472222222222
US,neutralA_neutralB,he,6.642215677719604,5.079033958696918,8.333333333333332
US,neutralA_neutralB,de,21.674433479532166,18.893389071637426,24.435985447571255
US,neutralA_neutralB,pg,29.631304824561404,26.11259977017697,33.302401955819406
US,neutralA_neutralB,control,23.920838787085515,20.364983095760234,27.530666472436526
US,neutralB_neutralA,he,7.077152414194297,5.46875,8.860406223893067
US,neutralB_neutralA,de,21.05761889179756,18.367118072299533,23.706347258580568
US,neutralB_neutralA,pg,29.11138523391813,25.62308550574462,32.76107913011696
US,neutralB_neutralA,control,24.094449898196633,20.61548565423977,27.69097222222222
CN,d1_english,he,3.4722222222222223,2.1267361111111116,5.034722222222221
CN,d1_english,de,17.100694444444446,13.758680555555557,20.486111111111107
CN,d1_english,pg,25.60763888888889,21.18055555555555,30.29513888888889
CN,d1_english,control,20.442708333333336,16.449652777777775,24.52256944444445
CN,us_ally,he,5.7755235602094235,4.123263888888888,7.686381980802793
CN,us_ally,de,21.657986111111114,18.098958333333336,25.218098958333318
CN,us_ally,pg,30.29513888888889,25.868055555555554,34.98263888888889
CN,us_ally,control,21.484375,17.447916666666664,25.73784722222222
CN,ally_us,he,6.163194444444445,4.513888888888889,8.02951388888889
CN,ally_us,de,19.9289194299011,16.801084614965095,23.185696708905827
CN,ally_us,pg,29.210069444444446,24.826388888888896,33.638237847222214
CN,ally_us,control,21.701388888888893,17.750651041666668,25.78125
CN,us_rival,he,7.986111111111112,5.859375,10.37326388888889
CN,us_rival,de,26.475694444444446,22.743055555555554,30.338541666666664
CN,us_rival,pg,34.46180555555556,30.033637152777786,39.0625
CN,us_rival,control,24.185118528214076,19.88663012652705,28.526799510980222
CN,rival_us,he,9.375000000000002,7.2037760416666705,11.805555555555554
CN,rival_us,de,24.088541666666664,20.572916666666664,27.605251736111104
CN,rival_us,pg,33.11631944444445,28.73263888888889,37.63020833333333
CN,rival_us,control,24.869791666666664,20.616319444444446,29.34027777777778
CN,us_neutral,he,6.423611111111112,4.600694444444445,8.463541666666668
CN,us_neutral,de,22.222222222222218,18.706597222222225,25.78233506944443
CN,us_neutral,pg,32.16145833333333,27.77777777777778,36.719835069444436
CN,us_neutral,control,21.78819444444445,17.83854166666667,25.868055555555557
CN,neutral_us,he,6.423611111111111,4.557291666666666,8.506944444444446
CN,neutral_us,de,19.531249999999996,16.362847222222225,22.74305555555555
CN,neutral_us,pg,29.383680555555554,25.04340277777778,33.72395833333333
CN,neutral_us,control,20.629044866201284,16.809140261416523,24.617104665728267
CN,cn_ally,he,9.852430555555557,7.769097222222222,12.109375
CN,cn_ally,de,31.727430555555557,27.77777777777778,35.547960069444436
CN,cn_ally,pg,39.93055555555556,35.546875,44.40104166666667
CN,cn_ally,control,27.90798611111111,23.4375,32.50868055555555
CN,ally_cn,he,10.850694444444443,8.420138888888888,13.499348958333318
CN,ally_cn,de,31.249999999999993,27.213541666666668,35.19965277777777
CN,ally_cn,pg,37.45659722222223,32.94270833333333,41.92708333333333
CN,ally_cn,control,28.87648160267597,24.392361111111114,33.4794802574171
CN,cn_rival,he,7.421875,5.642361111111112,9.418402777777777
CN,cn_rival,de,26.60590277777778,22.872178819444446,30.425347222222214
CN,cn_rival,pg,33.85416666666667,29.210069444444446,38.5427517361111
CN,cn_rival,control,24.609375,20.529513888888886,28.86284722222222
CN,rival_cn,he,7.595486111111111,5.685763888888888,9.809027777777777
CN,rival_cn,de,28.29861111111111,24.391276041666664,32.20486111111111
CN,rival_cn,pg,35.54687499999999,31.163194444444446,40.06076388888889
CN,rival_cn,control,25.347222222222225,20.963541666666664,29.904513888888886
CN,cn_neutral,he,8.506944444444443,6.510416666666667,10.677083333333336
CN,cn_neutral,de,27.77777777777778,24.088541666666664,31.554904513888875
CN,cn_neutral,pg,36.06770833333334,31.640625000000007,40.71180555555556
CN,cn_neutral,control,24.17534722222222,19.96527777777778,28.428819444444446
CN,neutral_cn,he,8.159722222222223,6.032986111111111,10.460069444444446
CN,neutral_cn,de,26.475694444444443,22.655164930555557,30.338541666666668
CN,neutral_cn,pg,33.46354166666667,28.94965277777778,38.06423611111111
CN,neutral_cn,control,25.303819444444446,20.963541666666664,29.730902777777775
CN,us_cn,he,7.638888888888888,5.685763888888888,9.765625
CN,us_cn,de,26.34548611111111,22.526041666666664,30.25173611111111
CN,us_cn,pg,34.331597222222214,29.817708333333336,38.84548611111111
CN,us_cn,control,24.56597222222222,20.22569444444445,29.12326388888889
CN,cn_us,he,8.333333333333332,6.380208333333333,10.503472222222223
CN,cn_us,de,25.694444444444443,22.005208333333336,29.340277777777768
CN,cn_us,pg,33.550347222222214,29.036458333333332,38.023003472222186
CN,cn_us,control,25.21701388888889,20.963541666666664,29.730902777777775
CN,allyus_allycn,he,8.159722222222223,6.119791666666666,10.416666666666668
CN,allyus_allycn,de,27.777777777777786,23.828125000000004,31.640625
CN,allyus_allycn,pg,35.32986111111111,30.729166666666668,39.84375
CN,allyus_allycn,control,25.043402777777775,20.788845486111114,29.557291666666668
CN,allycn_allyus,he,8.940972222222223,6.944444444444444,11.241319444444443
CN,allycn_allyus,de,25.043402777777775,21.397569444444446,28.73263888888889
CN,allycn_allyus,pg,33.85416666666667,29.383680555555557,38.32465277777777
CN,allycn_allyus,control,25.520833333333332,21.267361111111114,29.774305555555554
CN,neutralA_neutralB,he,6.640625000000002,4.861111111111112,8.680555555555554
CN,neutralA_neutralB,de,24.131944444444443,20.486111111111107,27.69097222222222
CN,neutralA_neutralB,pg,32.59548611111111,28.255208333333336,37.065972222222214
CN,neutralA_neutralB,control,23.48090277777778,19.401041666666664,27.69097222222222
CN,neutralB_neutralA,he,7.074652777777779,5.251736111111112,9.115668402777764
CN,neutralB_neutralA,de,24.479166666666664,20.789930555555557,28.168402777777775
CN,neutralB_neutralA,pg,32.98611111111111,28.428819444444446,37.587890624999986
CN,neutralB_neutralA,control,22.395833333333336,18.359375000000004,26.562499999999993
