dyad,mode,model,origin,weight,n_discordant,bias,sd_boot,variance_share
allies,pg,gpt-5.6-luna,US,0.32216222099661074,22,0.18181818181818182,0.21148898190527454,0.6933833021487313
allies,pg,gpt-5.6-sol,US,0.05012554113767163,28,0.6428571428571429,0.14752048726104985,0.01644405345852416
allies,pg,gpt-5.6-terra,US,0.017013239322821918,28,0.5,0.16483962046031037,-0.0007525216339663826
allies,pg,grok-4.3,US,0.0018280348217559659,25,0.44,0.18177492054736338,0.00018526091076469286
allies,pg,haiku-4.5,US,0.0069346019132027065,35,0.08571428571428572,0.17084992285882714,0.0008021348024271511
allies,pg,inkling,US,0.007421029342331267,31,0.0967741935483871,0.18163129673843503,-0.001226101001927756
allies,pg,nemotron-3-ultra,US,0.12381987964502225,34,-0.23529411764705882,0.17134516611166087,0.0630286156081658
allies,pg,nemotron-3.5-lightning,US,0.02751719262038432,15,0.2,0.2613154080397688,0.0013469462494668865
allies,pg,nova-2-lite,US,3.871364708436154e-05,33,-0.3939393939393939,0.16124340731554104,-1.1256176899942608e-06
allies,pg,sonnet-5,US,0.03777814797175393,37,-0.1891891891891892,0.16503118223484406,0.005508676520783886
allies,pg,deepseek-v4-pro,CN,0.030566959312356673,31,-0.0967741935483871,0.18030558412899952,0.018251757400968245
allies,pg,glm-5.2,CN,0.07159647257735942,36,0.05555555555555555,0.16876077035414763,0.01836118835042247
allies,pg,hy3,CN,0.15795948265869716,39,0.3333333333333333,0.15392418104988648,0.13356196215060862
allies,pg,kimi-k2.6,CN,0.005098963860769263,43,0.3023255813953488,0.14257350802064747,-0.00043823187214961205
allies,pg,kimi-k3,CN,0.04580039859542548,19,0.2631578947368421,0.225095226584553,0.02224685672217869
allies,pg,ling-3.0-flash,CN,0.0027308449843849877,25,-0.04,0.20310197463797952,0.0002078312579006288
allies,pg,mimo-v2.5-pro,CN,0.01012565258054702,11,-0.45454545454545453,0.2866749815573742,0.002534686328201664
allies,pg,minimax-m3,CN,0.044048493822302616,45,0.1111111111111111,0.14930186886011174,0.014667629194428983
allies,pg,qwen3.7-plus,CN,0.0022970396533961712,35,-0.14285714285714285,0.16827583972874172,4.7073113857342155e-05
allies,pg,qwen3.8-27b,CN,0.0061210506414150654,35,-0.02857142857142857,0.171994484270675,0.0007060482081371197
allies,pg,qwen3.8-flash,CN,0.00516239460318982,41,0.21951219512195122,0.1519043463132623,-0.00041398383821750526
allies,pg,seed-2-1-turbo,CN,4.483688650768503e-05,24,0.08333333333333333,0.20616286430192496,1.218750515706492e-06
allies,control,gemini-3.1-flash-lite,US,0.013293906390171605,4,0.0,0.5685739218478434,0.011600932479012081
allies,control,gemma-4-31b,US,0.010514902014837953,6,0.3333333333333333,0.42904971610875997,0.0032766864357347924
allies,control,gpt-5.6-luna,US,0.32216222099661074,22,0.0,0.21744083160882316,0.6034816261727569
allies,control,gpt-5.6-sol,US,0.05012554113767163,15,-0.3333333333333333,0.2501530896595086,0.024568663496575206
allies,control,gpt-5.6-terra,US,0.017013239322821918,21,0.047619047619047616,0.22146836082275442,-0.001639462557036201
allies,control,grok-4.3,US,0.0018280348217559659,17,-0.4117647058823529,0.22940971222254347,0.00044949303755942803
allies,control,haiku-4.5,US,0.0069346019132027065,17,-0.17647058823529413,0.24787064332811534,0.00013896818725336348
allies,control,inkling,US,0.007421029342331267,8,0.0,0.36964751340028124,0.01016255261436914
allies,control,nemotron-3-ultra,US,0.12381987964502225,14,-0.5714285714285714,0.22949765597306993,0.14283437443928837
allies,control,nemotron-3.5-lightning,US,0.02751719262038432,10,0.2,0.3240792101133984,0.0013642723102868703
allies,control,nova-2-lite,US,3.871364708436154e-05,23,-0.30434782608695654,0.20478553478372316,4.144956703315515e-06
allies,control,sonnet-5,US,0.03777814797175393,14,-0.2857142857142857,0.2625272118043437,0.006050452828816376
allies,control,deepseek-v4-pro,CN,0.030566959312356673,18,0.0,0.2462712677227744,0.016948254514745936
allies,control,glm-5.2,CN,0.07159647257735942,26,-0.15384615384615385,0.19642424530267238,0.023116554210458516
allies,control,hy3,CN,0.15795948265869716,23,-0.30434782608695654,0.20380969435157587,0.13356266362571514
allies,control,kimi-k2.6,CN,0.005098963860769263,20,0.1,0.2264169899044402,0.001263573556664055
allies,control,kimi-k3,CN,0.04580039859542548,21,-0.047619047619047616,0.22328070496568062,0.022437646534542978
allies,control,ling-3.0-flash,CN,0.0027308449843849877,20,0.1,0.22676612028145493,-0.0003752364943509191
allies,control,mimo-v2.5-pro,CN,0.01012565258054702,16,0.125,0.25464152714689336,0.000711952619490451
allies,control,minimax-m3,CN,0.044048493822302616,37,-0.02702702702702703,0.16487475253296713,0.0023088732860998616
allies,control,qwen3.7-plus,CN,0.0022970396533961712,24,-0.16666666666666666,0.20555165413023793,7.556503201825086e-05
allies,control,qwen3.8-27b,CN,0.0061210506414150654,16,0.125,0.2537215634598113,-0.0022480661722170943
allies,control,qwen3.8-flash,CN,0.00516239460318982,21,-0.047619047619047616,0.22770715270468583,-0.00011618939691869627
allies,control,seed-2-1-turbo,CN,4.483688650768503e-05,19,-0.05263157894736842,0.23207327714296327,2.170428243138552e-05
neutrals,he,gemini-3.1-flash-lite,US,0.013293906390171605,3,0.3333333333333333,0.6033437222722683,0.0032784808158453386
neutrals,he,gemma-4-31b,US,0.010514902014837953,6,-0.3333333333333333,0.4310638602008219,-0.0005615022263971914
neutrals,he,gpt-5.6-luna,US,0.32216222099661074,3,-0.3333333333333333,0.6200184950687052,0.8528743641978442
neutrals,he,gpt-5.6-sol,US,0.05012554113767163,5,-0.2,0.4981690278569,0.034927915288636015
neutrals,he,gpt-5.6-terra,US,0.017013239322821918,1,1.0,0.0,0.0
neutrals,he,grok-4.3,US,0.0018280348217559659,16,0.125,0.2576192421079427,-9.868587896347871e-05
neutrals,he,haiku-4.5,US,0.0069346019132027065,20,-0.3,0.21964097644914754,-0.00021833188956918814
neutrals,he,inkling,US,0.007421029342331267,9,0.1111111111111111,0.34660237097610974,0.0007807617088245604
neutrals,he,nemotron-3-ultra,US,0.12381987964502225,13,0.07692307692307693,0.29015145901939865,0.05585194722598272
neutrals,he,nemotron-3.5-lightning,US,0.02751719262038432,5,-0.2,0.4912824638637074,0.007556043053248104
neutrals,he,nova-2-lite,US,3.871364708436154e-05,25,-0.04,0.20455355762417396,-2.0986215762136535e-06
neutrals,he,sonnet-5,US,0.03777814797175393,14,-0.2857142857142857,0.2629613839856348,0.006234100817538783
neutrals,he,deepseek-v4-pro,CN,0.030566959312356673,11,-0.45454545454545453,0.28023401971173095,-0.0038585544011930516
neutrals,he,glm-5.2,CN,0.07159647257735942,19,-0.05263157894736842,0.23637980838595218,-0.005611345475435059
neutrals,he,hy3,CN,0.15795948265869716,14,0.0,0.2760868193693235,0.027814763216284847
neutrals,he,kimi-k2.6,CN,0.005098963860769263,18,0.0,0.24563301934210022,6.87883707203632e-05
neutrals,he,kimi-k3,CN,0.04580039859542548,6,0.0,0.45726161210218885,0.010379572371968345
neutrals,he,ling-3.0-flash,CN,0.0027308449843849877,12,0.16666666666666666,0.3011131500414197,-0.0008088367381172493
neutrals,he,mimo-v2.5-pro,CN,0.01012565258054702,7,0.42857142857142855,0.3781820642077975,-0.0013393794381902902
neutrals,he,minimax-m3,CN,0.044048493822302616,18,-0.1111111111111111,0.24041027310221705,0.01107028801576473
neutrals,he,qwen3.7-plus,CN,0.0022970396533961712,18,0.0,0.24144869904755076,0.0006015055606699767
neutrals,he,qwen3.8-27b,CN,0.0061210506414150654,20,0.0,0.22920268049989517,-0.00010040870724079381
neutrals,he,qwen3.8-flash,CN,0.00516239460318982,11,-0.2727272727272727,0.30410590781908764,0.0011869788961334216
neutrals,he,seed-2-1-turbo,CN,4.483688650768503e-05,6,-0.6666666666666666,0.33821900510499253,-2.636616277967739e-05
neutrals,de,gemini-3.1-flash-lite,US,0.0,0,,,0.0
neutrals,de,gemma-4-31b,US,0.010656569451567453,9,0.3333333333333333,0.33965633632427844,0.0013535829777288119
neutrals,de,gpt-5.6-luna,US,0.3265027175599899,10,-0.4,0.3017995818782277,0.8873129196202989
neutrals,de,gpt-5.6-sol,US,0.05080088332513399,16,0.0,0.25937483298497666,0.007458734924711214
neutrals,de,gpt-5.6-terra,US,0.01724245895814791,9,0.5555555555555556,0.2971950509781949,0.007849878388155226
neutrals,de,grok-4.3,US,0.0018526639630532399,28,-0.07142857142857142,0.18851599047105308,3.869012132377159e-05
neutrals,de,haiku-4.5,US,0.007028031911541883,18,0.3333333333333333,0.2267937730229369,-0.0003839019148574651
neutrals,de,inkling,US,0.007521012984911951,25,-0.04,0.2073601087820751,0.0020101502756066027
neutrals,de,nemotron-3-ultra,US,0.12548810678976524,31,-0.16129032258064516,0.1762768259312984,0.004402247284596381
neutrals,de,nemotron-3.5-lightning,US,0.027887932180203398,11,0.2727272727272727,0.30264725175788765,-0.0020114877031785763
neutrals,de,nova-2-lite,US,3.9235236647550303e-05,27,0.18518518518518517,0.19251472380802165,-1.1377695502371217e-05
neutrals,de,sonnet-5,US,0.03828713354099593,22,0.18181818181818182,0.21751618197880915,0.009424262425361438
neutrals,de,deepseek-v4-pro,CN,0.030978788425769788,17,0.29411764705882354,0.23788912249037406,0.0039046209384211066
neutrals,de,glm-5.2,CN,0.07256109295466731,36,0.0,0.1703586908072332,0.006914809867084659
neutrals,de,hy3,CN,0.16008767320044426,37,0.13513513513513514,0.16321524128443812,0.06670657895149958
neutrals,de,kimi-k2.6,CN,0.005167662279367191,34,-0.11764705882352941,0.1716830227737336,-0.0006369085029179001
neutrals,de,kimi-k3,CN,0.04641746807082784,19,0.05263157894736842,0.23340030542167833,0.005227983438599844
neutrals,de,ling-3.0-flash,CN,0.0027676377009026977,32,-0.3125,0.1726470590102192,-0.0004271603302817822
neutrals,de,mimo-v2.5-pro,CN,0.010262075653655577,9,-1.0,0.0,0.0
neutrals,de,minimax-m3,CN,0.04464195985772501,50,-0.08,0.14254042963013114,-5.935122520482572e-05
neutrals,de,qwen3.7-plus,CN,0.002327987704010761,18,0.5555555555555556,0.19828887194656256,-4.119283611539858e-05
neutrals,de,qwen3.8-27b,CN,0.006203519650944309,31,-0.0967741935483871,0.18071939202439982,0.00027647836580808703
neutrals,de,qwen3.8-flash,CN,0.0052319476251569364,25,0.2,0.2012402515181035,0.0006587484567202126
neutrals,de,seed-2-1-turbo,CN,4.544097456989539e-05,20,-0.2,0.22405748749529383,3.169417214396366e-05
neutrals,pg,gemini-3.1-flash-lite,US,0.013293906390171605,7,0.42857142857142855,0.3776226556802941,0.0031713127795253257
neutrals,pg,gemma-4-31b,US,0.010514902014837953,8,-0.25,0.37549395525125523,0.005687980730803333
neutrals,pg,gpt-5.6-luna,US,0.32216222099661074,22,-0.18181818181818182,0.21335471688404392,0.6868074291717561
neutrals,pg,gpt-5.6-sol,US,0.05012554113767163,23,0.043478260869565216,0.21166624858070415,0.026336197628024492
neutrals,pg,gpt-5.6-terra,US,0.017013239322821918,21,-0.047619047619047616,0.22685116349078166,0.004670342437969752
neutrals,pg,grok-4.3,US,0.0018280348217559659,21,-0.14285714285714285,0.22205551934422493,-0.0006638193388509123
neutrals,pg,haiku-4.5,US,0.0069346019132027065,29,-0.034482758620689655,0.18791397542186689,0.0005605313487259122
neutrals,pg,inkling,US,0.007421029342331267,17,0.29411764705882354,0.2398924740628681,-0.00024947724615126567
