bloc,factor,level,mode,estimate,lo,hi,p_boot,n_draws,q
all,context,Diplomacy,control,7.196018523787845,-4.164995705529428,20.004366349240403,0.2383523295340932,5000,0.48684731138878606
all,context,Academia,control,-3.9528341332169785,-13.14319245379073,6.869016869077408,0.42911417716456707,5000,0.6811540917622926
all,context,Markets,control,-2.043111910994766,-11.36016824641994,7.8262473580917815,0.6570685862827434,5000,0.792192780956004
all,context,Media,control,-6.904223022105871,-13.928619563230999,0.3887490194522633,0.0647870425914817,5000,0.3141189943829416
US,context,Fiction,he,1.1284722222222223,-1.7609437003968258,4.287471064814811,0.45830833833233353,5000,0.6874625074985004
US,context,Work,he,0.78125,-1.558903666155704,3.3758825231481464,0.5362927414517097,5000,0.7500412960886083
US,context,Government,he,3.90625,-0.9301863501082249,11.70665922619047,0.22395520895820836,5000,0.4723924780261339
US,context,Interpersonal,he,-0.6076388888888892,-2.7650694796596804,1.8810453869047574,0.5838832233553289,5000,0.7785109644737719
US,context,Diplomacy,he,-1.3020833333333335,-3.0903707837301586,0.553882575757575,0.16076784643071385,5000,0.3944811037792441
US,context,Academia,he,0.43402777777777835,-1.8430679563492067,2.864620749521073,0.7450509898020395,5000,0.8221252301263885
US,context,Markets,he,-2.34375,-3.7760416666666665,-1.0754035959450832,0.0003999200159968006,5000,0.01919616076784643
US,context,Media,he,-1.996527777777778,-3.6171283143939386,-0.2428695436507962,0.026394721055788842,5000,0.21115776844631073
US,context,Fiction,de,-2.2596713205351935,-6.409972963262758,2.025058737537862,0.29474105178964205,5000,0.5659028194361128
US,context,Work,de,4.337550901687029,-2.9681932627981387,13.065218922702137,0.29474105178964205,5000,0.5659028194361128
US,context,Government,de,-1.5652268760907486,-6.063994358265191,3.1568615097992017,0.4871025794841032,5000,0.6979380243354315
US,context,Interpersonal,de,-0.17633798720186195,-6.901126881544503,8.069335002414105,0.9110177964407119,5000,0.9428345909765415
US,context,Diplomacy,de,-6.426337987201861,-10.334237659836893,-2.1698050213675266,0.003599280143971206,5000,0.049361556260176534
US,context,Academia,de,-2.259671320535195,-8.143390109981393,4.626955431826997,0.4803039392121576,5000,0.6979380243354315
US,context,Markets,de,7.115328679464805,0.5888364289869519,15.127584689255869,0.03519296140771846,5000,0.21595680863827232
US,context,Media,de,1.2125509016870288,-6.009191176470587,10.137279992816085,0.8238352329534093,5000,0.87875758181697
US,context,Fiction,pg,-7.769097222222221,-12.847222222222221,-2.6399689580133217,0.0027994401119776045,5000,0.04479104179164167
US,context,Work,pg,-0.47743055555555247,-9.250390260270773,9.012079500360752,0.9038192361527695,5000,0.9428345909765415
US,context,Government,pg,10.286458333333334,-1.4726190476190444,23.50998263888889,0.08758248350329934,5000,0.3141189943829416
US,context,Interpersonal,pg,-2.2135416666666656,-11.259706033085433,8.497744942632844,0.6274745050989802,5000,0.7823058764870402
US,context,Diplomacy,pg,2.9947916666666687,-4.195735105994155,10.754123263888879,0.4175164967006599,5000,0.6811540917622926
US,context,Academia,pg,4.730902777777782,-4.051602128623192,13.861525410353531,0.30553889222155567,5000,0.575132032417046
US,context,Markets,pg,-6.032986111111111,-13.585416666666669,2.571397569444432,0.14357128574285144,5000,0.38285676198093715
US,context,Media,pg,-1.519097222222221,-10.821000744047614,9.034474206349199,0.7334533093381324,5000,0.8187385778658222
US,context,Fiction,control,-7.949071044211752,-14.656998238272777,-0.6985450332931185,0.035992801439712056,5000,0.21595680863827232
US,context,Work,control,7.675928955788244,-2.8109814782548788,19.315218232630123,0.16436712657468505,5000,0.3944811037792441
US,context,Government,control,9.064817844677139,-2.5530097175925013,21.780661449243745,0.1307738452309538,5000,0.35979089896306454
US,context,Interpersonal,control,-3.0879599331006427,-11.47714088653831,5.875210184738677,0.45190961807638474,5000,0.6874625074985004
US,context,Diplomacy,control,6.709745380909019,-4.476357187478753,19.620115807830548,0.2819436112777445,5000,0.563887222555489
US,context,Academia,control,-3.7824043775450873,-12.914849972871078,6.631387707242576,0.4339132173565287,5000,0.6811540917622926
US,context,Markets,control,-1.699071044211753,-10.6838812081879,7.855928444280662,0.7038592281543691,5000,0.8044105464621361
US,context,Media,control,-6.907404377545085,-13.862485532407408,0.6265641910173132,0.07198560287942411,5000,0.3141189943829416
CN,context,Fiction,he,1.0416666666666665,-2.581018518518518,5.846980406746029,0.6762647470505899,5000,0.792192780956004
CN,context,Work,he,0.0,-2.7777777777777777,3.0739379084967315,0.9614077184563088,5000,0.9614077184563087
CN,context,Government,he,6.944444444444446,0.3745852710980032,15.549262152777768,0.029994001199760048,5000,0.21595680863827232
CN,context,Interpersonal,he,-2.0833333333333335,-4.221906565656567,0.5642361111111112,0.10357928414317137,5000,0.3141189943829416
CN,context,Diplomacy,he,-1.0416666666666672,-3.5571878774154584,1.8353691302910042,0.4295140971805639,5000,0.6811540917622926
CN,context,Academia,he,6.938893903907228e-16,-2.8501347770467835,3.8972267909356697,0.9226154769046191,5000,0.9428345909765415
CN,context,Markets,he,-2.777777777777778,-4.513888888888888,-1.1959766940235694,0.0007998400319936012,5000,0.02559488102379524
CN,context,Media,he,-2.0833333333333335,-4.123559816919192,-0.07894315396613492,0.04479104179164167,5000,0.25293764776456473
CN,context,Fiction,de,-5.295138888888891,-11.414930555555552,1.1128866792929248,0.09398120375924815,5000,0.3141189943829416
CN,context,Work,de,4.774305555555555,-5.319733796296299,16.10782781862744,0.3879224155168966,5000,0.6771009434476741
CN,context,Government,de,5.46875,-3.0220693689613496,15.176866319444432,0.21115776844631073,5000,0.4723924780261339
CN,context,Interpersonal,de,-3.559027777777779,-12.182131761695905,6.544315732758618,0.4279144171165767,5000,0.6811540917622926
CN,context,Diplomacy,de,-7.378472222222224,-13.32874096871493,-0.6754643408289287,0.033993201359728054,5000,0.21595680863827232
CN,context,Academia,de,-3.90625,-11.28764719202899,4.885943700396824,0.33353329334133175,5000,0.6041357766182612
CN,context,Markets,de,7.552083333333334,-3.168591485507246,19.297309027777764,0.1839632073585283,5000,0.4307431196687492
CN,context,Media,de,2.34375,-5.599125267094018,11.446496212121207,0.5802839432113577,5000,0.7785109644737719
CN,context,Fiction,pg,-10.677083333333334,-17.991571220283504,-2.7681456997863387,0.007598480303939212,5000,0.06631400992528767
CN,context,Work,pg,3.559027777777779,-9.077413023399018,17.345167657779875,0.6038792241551689,5000,0.7823058764870402
CN,context,Government,pg,12.934027777777784,-0.9256510416666667,27.869572576089823,0.06718656268746251,5000,0.3141189943829416
CN,context,Interpersonal,pg,-2.3437499999999973,-15.306857638888888,12.485802185457498,0.7234553089382123,5000,0.8170789371537457
CN,context,Diplomacy,pg,7.725694444444442,-2.6914496527777736,18.601419621290542,0.15596880623875226,5000,0.3940264578663215
CN,context,Academia,pg,0.78125,-9.802362351190471,12.485894097222221,0.9330133973205359,5000,0.9428345909765415
CN,context,Markets,pg,-9.288194444444445,-19.104798837560384,2.020967675264549,0.09158168366326734,5000,0.3141189943829416
CN,context,Media,pg,-2.6909722222222237,-14.858010912698413,10.832933570906423,0.6694661067786443,5000,0.792192780956004
CN,context,Fiction,control,-11.762152777777777,-17.9098603219697,-5.2256944444444455,0.0023995200959808036,5000,0.04479104179164167
CN,context,Work,control,9.765624999999996,-1.2586805555555554,21.61979265986523,0.08638272345530894,5000,0.3141189943829416
CN,context,Government,control,11.154513888888893,-1.7756668244949525,25.545944940476183,0.09678064387122576,5000,0.3141189943829416
CN,context,Interpersonal,control,-3.4288194444444473,-12.876475694444448,7.1039496527777715,0.47630473905218956,5000,0.6979380243354315
CN,context,Diplomacy,control,7.68229166666666,-4.219867950336697,20.921006944444436,0.21515696860627875,5000,0.4723924780261339
CN,context,Academia,control,-4.123263888888892,-14.043009367572786,7.424510168650753,0.4371125774845031,5000,0.6811540917622926
CN,context,Markets,control,-2.387152777777779,-12.28339768917624,8.197136722013362,0.623875224955009,5000,0.7823058764870402
CN,context,Media,control,-6.901041666666669,-14.58400106837607,0.8126922123015822,0.07718456308738253,5000,0.3141189943829416
