target,model,metric,d1,d3,delta,lo,hi
tencent/hy3,hy3,components,29.138321995464857,36.2953514739229,7.1570294784580435,1.317850056689344,13.159013605442171
tencent/hy3,hy3,excess,-2.35260770975057,-2.962018140589567,-0.6094104308389969,-9.155505952380961,7.979202097505668
tencent/hy3,hy3,harm_pg,1.7857142857142856,0.5952380952380952,-1.1904761904761905,-3.571428571428571,1.1904761904761905
thinkingmachines/inkling,inkling,he,2.976190476190476,5.952380952380952,2.976190476190476,0.0,5.9523809523809526
thinkingmachines/inkling,inkling,de,13.095238095238097,21.428571428571427,8.333333333333332,2.380952380952381,14.300595238095024
thinkingmachines/inkling,inkling,pg,22.61904761904762,32.142857142857146,9.523809523809526,3.57142857142857,16.07142857142857
thinkingmachines/inkling,inkling,components,15.681689342403626,26.105442176870753,10.423752834467127,4.1876594387755155,16.87934027777778
thinkingmachines/inkling,inkling,excess,6.937358276643993,6.037414965986393,-0.8999433106575999,-9.608843537414957,7.986111111111108
thinkingmachines/inkling,inkling,harm_pg,3.571428571428571,4.166666666666666,0.5952380952380952,-2.9761904761904767,4.166666666666667
moonshotai/kimi-k3,kimi-k3,he,2.380952380952381,1.1904761904761905,-1.1904761904761905,-3.571428571428571,1.1904761904761905
moonshotai/kimi-k3,kimi-k3,de,7.738095238095238,17.857142857142858,10.119047619047619,5.357142857142858,14.880952380952383
moonshotai/kimi-k3,kimi-k3,pg,15.476190476190476,25.595238095238095,10.119047619047617,4.166666666666669,16.07142857142857
moonshotai/kimi-k3,kimi-k3,components,9.934807256235823,18.835034013605444,8.900226757369623,3.7059771825396735,14.161794926303841
moonshotai/kimi-k3,kimi-k3,excess,5.541383219954654,6.760204081632648,1.2188208616779939,-6.774376417233557,8.957004676870756
moonshotai/kimi-k3,kimi-k3,harm_pg,11.904761904761903,10.714285714285714,-1.1904761904761905,-5.952380952380953,3.5714285714285725
inclusionai/ling-3.0-flash,ling-3.0-flash,he,8.333333333333332,8.928571428571429,0.5952380952380959,-4.166666666666667,5.952380952380952
inclusionai/ling-3.0-flash,ling-3.0-flash,de,22.023809523809522,26.785714285714285,4.761904761904762,-2.380952380952381,11.904761904761907
inclusionai/ling-3.0-flash,ling-3.0-flash,pg,26.190476190476193,29.166666666666668,2.9761904761904767,-2.9761904761904767,8.92857142857143
inclusionai/ling-3.0-flash,ling-3.0-flash,components,28.521825396825395,33.32270408163265,4.800878684807253,-2.735437925170066,12.54269416099773
inclusionai/ling-3.0-flash,ling-3.0-flash,excess,-2.331349206349204,-4.156037414965979,-1.824688208616776,-11.798557964852609,7.901077097505671
inclusionai/ling-3.0-flash,ling-3.0-flash,harm_pg,6.547619047619048,2.976190476190476,-3.571428571428572,-7.738095238095238,0.5952380952380952
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,he,2.976190476190476,4.166666666666666,1.1904761904761905,-1.7857142857142856,4.166666666666666
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,de,7.142857142857142,15.476190476190476,8.333333333333334,2.9761904761904767,13.690476190476192
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,pg,16.071428571428573,25.595238095238095,9.52380952380952,4.166666666666666,14.880952380952381
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,components,9.906462585034015,18.998015873015873,9.091553287981856,3.465136054421769,14.898756377551006
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,excess,6.164965986394558,6.597222222222221,0.43225623582766326,-7.518424036281174,7.901077097505666
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,harm_pg,8.333333333333332,9.523809523809524,1.1904761904761905,-4.761904761904762,7.142857142857142
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,he,1.7857142857142856,2.976190476190476,1.1904761904761905,-1.7857142857142856,4.166666666666666
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,de,14.880952380952381,17.261904761904763,2.380952380952381,-2.380952380952381,7.142857142857142
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,pg,20.238095238095237,22.023809523809522,1.785714285714285,-4.166666666666666,7.142857142857144
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,components,16.40093537414966,19.724348072562357,3.3234126984126977,-1.7893459467120212,8.482142857142861
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,excess,3.837159863945577,2.2994614512471645,-1.5376984126984128,-9.322119472789106,6.136798469387753
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,harm_pg,8.333333333333332,8.333333333333332,0.0,-4.761904761904763,4.761904761904763
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,he,0.5952380952380952,2.380952380952381,1.7857142857142856,0.0,4.166666666666666
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,de,4.761904761904762,4.166666666666666,-0.5952380952380952,-3.571428571428572,2.380952380952381
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,pg,7.142857142857142,10.714285714285714,3.571428571428571,-0.5952380952380959,7.738095238095238
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,components,5.328798185941041,6.448412698412698,1.119614512471656,-2.395124716553288,4.630899234693889
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,excess,1.8140589569161008,4.265873015873016,2.451814058956915,-2.9336734693877613,7.794784580498862
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,harm_pg,15.476190476190476,16.071428571428573,0.5952380952380959,-4.761904761904763,6.547619047619047
amazon/nova-2-lite-v1,nova-2-lite,he,4.761904761904762,3.571428571428571,-1.1904761904761905,-2.9761904761904767,0.0
amazon/nova-2-lite-v1,nova-2-lite,de,13.690476190476192,21.428571428571427,7.7380952380952355,2.9761904761904767,13.095238095238093
amazon/nova-2-lite-v1,nova-2-lite,pg,20.833333333333336,26.190476190476193,5.357142857142858,0.5952380952380959,10.119047619047619
amazon/nova-2-lite-v1,nova-2-lite,components,17.800453514739235,24.234693877551017,6.434240362811783,1.5230831916099794,11.536281179138308
amazon/nova-2-lite-v1,nova-2-lite,excess,3.0328798185941004,1.955782312925175,-1.0770975056689251,-8.028716695011333,5.902866354875291
amazon/nova-2-lite-v1,nova-2-lite,harm_pg,4.166666666666666,2.380952380952381,-1.7857142857142856,-4.761904761904762,0.5952380952380952
qwen/qwen3.7-plus,qwen3.7-plus,he,1.7857142857142856,2.380952380952381,0.5952380952380952,-1.1904761904761905,2.380952380952381
qwen/qwen3.7-plus,qwen3.7-plus,de,13.690476190476192,16.071428571428573,2.380952380952381,-2.380952380952381,7.142857142857142
qwen/qwen3.7-plus,qwen3.7-plus,pg,21.428571428571427,27.380952380952383,5.952380952380956,0.5952380952380959,11.309523809523808
qwen/qwen3.7-plus,qwen3.7-plus,components,15.23171768707483,18.06972789115646,2.8380102040816313,-2.1683673469387714,7.738538123582756
qwen/qwen3.7-plus,qwen3.7-plus,excess,6.1968537414965965,9.311224489795922,3.114370748299325,-3.9614335317460307,10.533588435374137
qwen/qwen3.7-plus,qwen3.7-plus,harm_pg,5.952380952380952,4.761904761904762,-1.1904761904761905,-5.357142857142858,2.976190476190476
qwen/qwen3.8-27b,qwen3.8-27b,he,4.166666666666666,10.119047619047619,5.9523809523809526,1.1904761904761905,10.714285714285715
qwen/qwen3.8-27b,qwen3.8-27b,de,14.880952380952381,29.166666666666668,14.285714285714288,8.928571428571427,20.238095238095237
qwen/qwen3.8-27b,qwen3.8-27b,pg,26.190476190476193,42.26190476190476,16.07142857142857,9.523809523809524,22.61904761904762
qwen/qwen3.8-27b,qwen3.8-27b,components,18.42757936507936,36.334325396825406,17.906746031746046,11.805378401360537,24.227607709750565
qwen/qwen3.8-27b,qwen3.8-27b,excess,7.762896825396831,5.927579365079355,-1.835317460317476,-10.887985402494332,7.324351615646258
qwen/qwen3.8-27b,qwen3.8-27b,harm_pg,3.571428571428571,3.571428571428571,0.0,-3.571428571428571,3.571428571428571
qwen/qwen3.8-flash,qwen3.8-flash,he,1.1904761904761905,5.357142857142857,4.166666666666666,1.1904761904761905,7.738095238095238
qwen/qwen3.8-flash,qwen3.8-flash,de,13.095238095238097,17.857142857142858,4.761904761904762,0.0,9.523809523809526
qwen/qwen3.8-flash,qwen3.8-flash,pg,24.404761904761905,33.33333333333333,8.928571428571427,2.380952380952378,15.476190476190476
qwen/qwen3.8-flash,qwen3.8-flash,components,14.129818594104304,22.25765306122449,8.127834467120188,2.8060338718820814,13.477979733560089
qwen/qwen3.8-flash,qwen3.8-flash,excess,10.2749433106576,11.07568027210884,0.80073696145124,-7.656692885487519,9.33965773809525
qwen/qwen3.8-flash,qwen3.8-flash,harm_pg,3.571428571428571,4.166666666666666,0.5952380952380952,-2.976190476190476,4.166666666666666
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,he,0.5952380952380952,1.1904761904761905,0.5952380952380952,0.0,1.7857142857142856
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,de,11.30952380952381,17.261904761904763,5.952380952380952,1.1904761904761905,10.714285714285715
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,pg,20.833333333333336,22.61904761904762,1.785714285714285,-2.3809523809523836,6.547619047619047
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,components,11.837443310657603,18.246882086167805,6.409438775510202,1.6794217687074893,11.309878117913831
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,excess,8.99589002267573,4.372165532879816,-4.623724489795916,-11.1969423185941,1.8778344671201819
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,harm_pg,3.571428571428571,4.761904761904762,1.1904761904761905,-1.7857142857142856,4.166666666666666
anthropic/claude-sonnet-5,sonnet-5,he,1.7857142857142856,7.142857142857142,5.357142857142857,1.1904761904761905,9.523809523809524
anthropic/claude-sonnet-5,sonnet-5,de,10.119047619047619,29.761904761904763,19.642857142857142,13.095238095238097,26.190476190476193
anthropic/claude-sonnet-5,sonnet-5,pg,29.166666666666668,50.595238095238095,21.428571428571423,14.285714285714285,29.166666666666664
anthropic/claude-sonnet-5,sonnet-5,components,11.724064625850339,34.77891156462586,23.05484693877552,16.315812783446713,30.049071712018144
anthropic/claude-sonnet-5,sonnet-5,excess,17.44260204081633,15.816326530612235,-1.6262755102040949,-11.621315192743753,8.365486819727886
anthropic/claude-sonnet-5,sonnet-5,harm_pg,0.0,0.0,0.0,0.0,0.0
Panel mean,Panel mean,he,2.6942355889724308,4.511278195488722,1.8170426065162912,0.971177944862156,2.7255639097744364
Panel mean,Panel mean,de,13.126566416040097,19.454887218045105,6.328320802005008,4.94987468671679,7.769423558897248
Panel mean,Panel mean,pg,21.177944862155393,28.25814536340852,7.080200501253128,5.32581453634085,8.865914786967421
Panel mean,Panel mean,components,15.310411445279865,22.736901778255163,7.4264903329752965,5.99768580677885,8.953219171440505
Panel mean,Panel mean,excess,5.867533416875523,5.521243585153359,-0.3462898317221651,-2.684548051676812,1.9316054272586203
Panel mean,Panel mean,harm_pg,6.328320802005015,6.735588972431078,0.40726817042606306,-0.6265664160401017,1.5037593984962405
