bloc,mode,lang,factor,level,n_models,min_pairs,max_pairs,reference_rate,language_rate,estimate,lo,hi,p_boot,n_draws,q
all,de,hi,standing,low,24,63,64,17.389012896825395,19.612888558201057,2.2238756613756614,-1.5694542707831338,6.251975268853285,0.262747450509898,5000,0.47245019081290124
US,de,hi,standing,low,12,63,64,14.595734126984128,18.78306878306878,4.187334656084656,0.5126476872800403,8.092954014630708,0.029194161167766446,5000,0.11146861536783552
CN,de,hi,standing,low,12,64,64,20.182291666666664,20.442708333333336,0.26041666666666663,-4.497354497354497,5.270142779333948,0.9286142771445711,5000,0.9714173347903033
all,de,sw,standing,low,24,63,64,17.389012896825395,22.157118055555554,4.768105158730159,1.3043873827888688,8.219346527016224,0.009998000399920015,5000,0.05248950209958008
US,de,sw,standing,low,12,63,64,14.595734126984128,27.256944444444443,12.661210317460316,9.28682708420612,16.101788234330826,0.0003999200159968006,5000,0.004199160167966407
CN,de,sw,standing,low,12,64,64,20.182291666666664,17.057291666666664,-3.125,-8.068783068783068,1.7547182349813888,0.21475704859028194,5000,0.4191525331297377
all,pg,es,standing,low,24,64,64,20.182291666666664,19.856770833333336,-0.32552083333333337,-3.264136904761905,2.381171218487392,0.8682263547290542,5000,0.9554281283481295
US,pg,es,standing,low,12,64,64,17.838541666666664,20.052083333333336,2.213541666666667,-0.78125,5.1804570964406995,0.15396920615876825,5000,0.34643071385722857
CN,pg,es,standing,low,12,64,64,22.526041666666664,19.661458333333336,-2.864583333333333,-6.944444444444444,1.0582611832611823,0.1739652069586083,5000,0.371518916555672
all,pg,pt,standing,low,24,64,64,20.182291666666664,20.377604166666664,0.1953125,-2.083333333333333,2.459016393442623,0.8966206758648271,5000,0.961873448095191
US,pg,pt,standing,low,12,64,64,17.838541666666664,19.401041666666664,1.5625,-0.7692307692307693,3.8581924315619944,0.1983603279344131,5000,0.403119376124775
CN,pg,pt,standing,low,12,64,64,22.526041666666664,21.354166666666664,-1.171875,-4.743589743589744,2.3814033189033124,0.5238952209558089,5000,0.7375508138595745
all,pg,fr,standing,low,24,64,64,20.182291666666664,22.005208333333336,1.8229166666666667,-0.7353929475015815,4.33564343453042,0.15716856628674264,5000,0.3479095485250776
US,pg,fr,standing,low,12,64,64,17.838541666666664,18.75,0.9114583333333334,-1.736111111111111,3.799019607843136,0.5450909818036392,5000,0.7413751292294732
CN,pg,fr,standing,low,12,64,64,22.526041666666664,25.260416666666668,2.734375,-0.8477172648720515,6.282103825136611,0.14797040591881624,5000,0.33990292850520804
all,pg,de,standing,low,24,63,64,20.13268849206349,18.96288029100529,-1.1698082010582012,-3.7119822243966074,1.2868725835404569,0.36272745450909816,5000,0.5642427070141527
US,pg,de,standing,low,12,63,64,17.739335317460316,19.045552248677247,1.3062169312169312,-1.7618546187072168,4.57022849462365,0.4311137772445511,5000,0.6279807622290571
CN,pg,de,standing,low,12,64,64,22.526041666666664,18.880208333333336,-3.6458333333333335,-6.920958279009126,-0.605790043290047,0.023595280943811237,5000,0.09590339996516827
all,pg,zh,standing,low,24,64,64,20.182291666666664,21.354166666666664,1.171875,-2.8508771929824555,4.86111111111111,0.5530893821235753,5000,0.7413751292294732
US,pg,zh,standing,low,12,64,64,17.838541666666664,18.75,0.9114583333333334,-2.824858757062147,4.597808371933435,0.641871625674865,5000,0.809262147570486
CN,pg,zh,standing,low,12,64,64,22.526041666666664,23.958333333333336,1.4322916666666665,-3.9625907627816446,6.289733129355765,0.5842831433713257,5000,0.7651995374121052
all,pg,hi,standing,low,24,63,64,20.13268849206349,22.61801421957672,2.485325727513228,-0.549116198203419,5.55303226363009,0.11037792441511697,5000,0.272007734375455
US,pg,hi,standing,low,12,63,64,17.739335317460316,24.402695105820104,6.663359788359789,2.994791666666667,10.731795527225717,0.0007998400319936012,5000,0.006950334071116811
CN,pg,hi,standing,low,12,64,64,22.526041666666664,20.833333333333336,-1.6927083333333333,-5.702245352186437,1.9125683060109286,0.4003199360127974,5000,0.6004799040191962
all,pg,sw,standing,low,24,63,64,20.13268849206349,23.134713955026456,3.0020254629629632,-0.5259136584741417,6.110644414575864,0.09078184363127374,5000,0.2513958746712196
US,pg,sw,standing,low,12,63,64,17.739335317460316,28.430886243386244,10.691550925925926,6.871345029239767,14.46145957609768,0.0003999200159968006,5000,0.004199160167966407
CN,pg,sw,standing,low,12,64,64,22.526041666666664,17.838541666666664,-4.6875,-9.140163562017262,-0.8620689655172419,0.016396720655868825,5000,0.07003345093693125
all,control,es,standing,low,24,64,64,22.8515625,20.833333333333336,-2.018229166666667,-4.6610169491525415,0.6614475500345054,0.14597080583883223,5000,0.33990292850520804
US,control,es,standing,low,12,64,64,22.005208333333336,22.265625,0.26041666666666663,-3.042862978524743,3.5025743707093793,0.9290141971605679,5000,0.9714173347903033
CN,control,es,standing,low,12,64,64,23.697916666666664,19.401041666666664,-4.296875,-7.87078373015873,-0.718288177339903,0.02519496100779844,5000,0.10077984403119376
all,control,pt,standing,low,24,64,64,22.8515625,19.075520833333336,-3.7760416666666665,-6.35974880382775,-1.2931034482758619,0.0023995200959808036,5000,0.016342677410463854
US,control,pt,standing,low,12,64,64,22.005208333333336,19.53125,-2.473958333333333,-5.6034482758620685,0.847822910578604,0.14837032593481303,5000,0.33990292850520804
CN,control,pt,standing,low,12,64,64,23.697916666666664,18.619791666666664,-5.078125,-8.465608465608465,-1.9345238095238095,0.001999600079984003,5000,0.014397120575884822
all,control,fr,standing,low,24,64,64,22.8515625,21.223958333333336,-1.6276041666666667,-4.294921874999999,0.9414932990493909,0.22515496900619877,5000,0.4266094149591134
US,control,fr,standing,low,12,64,64,22.005208333333336,20.572916666666664,-1.4322916666666665,-4.487433862433863,1.6666666666666667,0.36272745450909816,5000,0.5642427070141527
CN,control,fr,standing,low,12,64,64,23.697916666666664,21.875,-1.8229166666666667,-5.429292929292929,1.6666666666666667,0.3179364127174565,5000,0.5202595844467469
all,control,de,standing,low,24,63,64,22.863963293650794,21.50194279100529,-1.3620205026455028,-4.233885437567527,1.3752104377104315,0.34673065386922614,5000,0.5467306538692261
US,control,de,standing,low,12,63,64,22.03000992063492,24.384093915343914,2.3540839947089944,-0.5000868055555555,5.20868055555555,0.10437912417516497,5000,0.2656923160822381
CN,control,de,standing,low,12,64,64,23.697916666666664,18.619791666666664,-5.078125,-9.204143754909664,-1.2254901960784317,0.013197360527894421,5000,0.06046790641871625
all,control,zh,standing,low,24,64,64,22.8515625,18.880208333333336,-3.9713541666666665,-7.675438596491227,-0.3529602165725066,0.03479304139172166,5000,0.11984630101006825
US,control,zh,standing,low,12,64,64,22.005208333333336,16.536458333333336,-5.46875,-9.524240855762594,-1.388257575757585,0.009998000399920015,5000,0.05248950209958008
CN,control,zh,standing,low,12,64,64,23.697916666666664,21.223958333333336,-2.473958333333333,-6.510535037878788,1.4159488651900345,0.23595280943811237,5000,0.4340153867036811
all,control,hi,standing,low,24,64,64,22.8515625,22.135416666666664,-0.7161458333333333,-4.296926669973545,2.7554021918941274,0.7130573885222955,5000,0.8556688662267546
US,control,hi,standing,low,12,64,64,22.005208333333336,24.609375,2.604166666666667,-1.1913515406162474,6.495098039215684,0.1911617676464707,5000,0.3948587331713985
CN,control,hi,standing,low,12,64,64,23.697916666666664,19.661458333333336,-4.036458333333334,-8.898548607052406,0.5380824372759787,0.08438312337532493,5000,0.23892749539979644
all,control,sw,standing,low,24,63,64,22.863963293650794,23.26078869047619,0.39682539682539725,-4.030214737021858,4.5634920634920615,0.8398320335932813,5000,0.9308875067091845
US,control,sw,standing,low,12,63,64,22.03000992063492,29.854910714285715,7.824900793650795,3.515561172385621,11.904761904761905,0.0011997600479904018,5000,0.009448110377924415
CN,control,sw,standing,low,12,64,64,23.697916666666664,16.666666666666664,-7.03125,-12.847369350282484,-1.6974103009259274,0.013197360527894421,5000,0.06046790641871625
all,he,es,standing,med,24,64,64,1.1067708333333335,0.9765625,-0.13020833333333331,-0.7463960933039719,0.46312597809076445,0.7598480303939212,5000,0.8824041643284247
US,he,es,standing,med,12,64,64,1.171875,1.171875,0.0,-0.949367088607595,0.9722222222222222,1.0,5000,1.0
CN,he,es,standing,med,12,64,64,1.0416666666666665,0.78125,-0.26041666666666663,-1.2096774193548385,0.5630630630630631,0.7066586682663467,5000,0.8544587733171068
all,he,pt,standing,med,24,64,64,1.1067708333333335,1.3671875,0.26041666666666663,-0.6219682835820894,1.1299687247780463,0.6142771445710857,5000,0.7843522204649979
US,he,pt,standing,med,12,64,64,1.171875,1.953125,0.78125,-0.3969854070660522,1.977401129943503,0.23155368926214756,5000,0.4290553653975087
CN,he,pt,standing,med,12,64,64,1.0416666666666665,0.78125,-0.26041666666666663,-1.527777777777778,0.8928571428571428,0.7638472305538893,5000,0.8829793674292664
all,he,fr,standing,med,24,64,64,1.1067708333333335,1.6276041666666667,0.5208333333333333,-0.12259474685396549,1.2501426940639249,0.15036992601479704,5000,0.34138037257413384
US,he,fr,standing,med,12,64,64,1.171875,1.4322916666666665,0.26041666666666663,-0.3623188405797101,0.8974358974358976,0.5362927414517097,5000,0.7413751292294732
CN,he,fr,standing,med,12,64,64,1.0416666666666665,1.8229166666666667,0.78125,-0.3623188405797101,2.150537634408602,0.23795240951809637,5000,0.43452179129391516
all,he,de,standing,med,24,64,64,1.1067708333333335,1.0416666666666665,-0.06510416666666666,-0.7441031449893389,0.6642512077294686,0.9258148370325935,5000,0.9714173347903033
US,he,de,standing,med,12,64,64,1.171875,1.3020833333333335,0.13020833333333331,-0.6410256410256411,0.9115029252283099,0.8854229154169166,5000,0.9617524770907887
CN,he,de,standing,med,12,64,64,1.0416666666666665,0.78125,-0.26041666666666663,-1.6130035307334294,1.0608766233766191,0.7750449910017997,5000,0.8837617091966222
all,he,zh,standing,med,24,64,64,1.1067708333333335,1.6276041666666667,0.5208333333333333,-0.18946678321678317,1.3157894736842104,0.1827634473105379,5000,0.38380323935212957
US,he,zh,standing,med,12,64,64,1.171875,1.3020833333333335,0.13020833333333331,-0.6613756613756614,1.0234480431848845,0.902619476104779,5000,0.961873448095191
CN,he,zh,standing,med,12,64,64,1.0416666666666665,1.953125,0.9114583333333334,-0.4464285714285714,2.401129943502825,0.23035392921415718,5000,0.4290553653975087
all,he,hi,standing,med,24,64,64,1.1067708333333335,2.278645833333333,1.171875,0.29332534559207085,2.083333333333333,0.011197760447910418,5000,0.057588482303539294
US,he,hi,standing,med,12,64,64,1.171875,3.125,1.953125,0.8619633198106827,3.091397849462365,0.0011997600479904018,5000,0.009448110377924415
CN,he,hi,standing,med,12,64,64,1.0416666666666665,1.4322916666666665,0.390625,-0.8838383838383838,1.6666666666666667,0.6162767446510697,5000,0.7843522204649979
all,he,sw,standing,med,24,63,64,1.1067708333333335,7.490079365079365,6.383308531746032,5.050416133162612,7.692490250410505,0.0003999200159968006,5000,0.004199160167966407
US,he,sw,standing,med,12,63,64,1.171875,11.985367063492063,10.813492063492063,8.717900155400155,12.881675513357255,0.0003999200159968006,5000,0.004199160167966407
CN,he,sw,standing,med,12,64,64,1.0416666666666665,2.994791666666667,1.953125,0.2976190476190476,3.5897988505747125,0.02559488102379524,5000,0.10077984403119376
all,de,es,standing,med,24,64,64,10.416666666666668,11.458333333333332,1.0416666666666665,-0.8086711052580235,2.884615384615384,0.27274545090981805,5000,0.484027138234325
US,de,es,standing,med,12,64,64,8.984375,10.15625,1.171875,-0.892857142857143,3.365791062801926,0.29354129174165167,5000,0.4964590974422565
CN,de,es,standing,med,12,64,64,11.848958333333332,12.760416666666666,0.9114583333333334,-2.252443121087188,4.166666666666666,0.5990801839632074,5000,0.7741959300447603
all,de,pt,standing,med,24,64,64,10.416666666666668,10.3515625,-0.06510416666666666,-1.7762002341920369,1.5982832806462928,0.9522095580883824,5000,0.9912091655742926
US,de,pt,standing,med,12,64,64,8.984375,10.286458333333332,1.3020833333333335,-0.9135591070522576,3.7499999999999987,0.2835432913417317,5000,0.48813094523952355
CN,de,pt,standing,med,12,64,64,11.848958333333332,10.416666666666668,-1.4322916666666665,-3.7314505060902383,0.7575757575757572,0.21875624875024996,5000,0.4191525331297377
all,de,fr,standing,med,24,64,64,10.416666666666668,12.239583333333332,1.8229166666666667,-0.22321428571428575,3.8841807909604524,0.08558288342331534,5000,0.23963207358528293
US,de,fr,standing,med,12,64,64,8.984375,8.723958333333332,-0.26041666666666663,-2.4244002525252526,1.9610071301247736,0.8818236352729454,5000,0.9617524770907887
CN,de,fr,standing,med,12,64,64,11.848958333333332,15.755208333333334,3.90625,0.9113168025362319,7.051553672316381,0.012397520495900819,5000,0.06008029163398089
all,de,de,standing,med,24,64,64,10.416666666666668,10.091145833333332,-0.32552083333333337,-2.88001979638009,2.2222222222222214,0.8238352329534093,5000,0.9268146370725855
US,de,de,standing,med,12,64,64,8.984375,10.026041666666668,1.0416666666666665,-1.6666666666666667,3.881278538812785,0.47630473905218956,5000,0.6781287810234563
CN,de,de,standing,med,12,64,64,11.848958333333332,10.15625,-1.6927083333333333,-5.1724137931034475,1.6908212560386469,0.34553089382123575,5000,0.5467306538692261
all,de,zh,standing,med,24,64,64,10.416666666666668,11.263020833333332,0.8463541666666666,-1.1753472222222217,2.916849415204675,0.4191161767646471,5000,0.6146398627251294
US,de,zh,standing,med,12,64,64,8.984375,7.8125,-1.171875,-3.3333333333333335,0.862283410533536,0.3023395320935813,5000,0.5045666363416059
CN,de,zh,standing,med,12,64,64,11.848958333333332,14.713541666666666,2.864583333333333,-0.6412760416666666,6.250754830917864,0.10957808438312337,5000,0.272007734375455
all,de,hi,standing,med,24,64,64,10.416666666666668,14.2578125,3.8411458333333335,1.055208333333333,6.964307924662403,0.004799040191961607,5000,0.03023395320935813
US,de,hi,standing,med,12,64,64,8.984375,14.0625,5.078125,2.114384065587555,8.333333333333332,0.0007998400319936012,5000,0.006950334071116811
CN,de,hi,standing,med,12,64,64,11.848958333333332,14.453125,2.604166666666667,-1.080246913580247,6.5317047817047795,0.1775644871025795,5000,0.376018913864286
all,de,sw,standing,med,24,64,64,10.416666666666668,15.885416666666666,5.46875,3.35795908848614,7.534246575342463,0.0003999200159968006,5000,0.004199160167966407
US,de,sw,standing,med,12,64,64,8.984375,19.791666666666664,10.807291666666668,8.059877743817728,13.809523809523808,0.0003999200159968006,5000,0.004199160167966407
CN,de,sw,standing,med,12,64,64,11.848958333333332,11.979166666666668,0.13020833333333331,-2.4193548387096775,2.586206896551724,0.9558088382323535,5000,0.9912091655742926
all,pg,es,standing,med,24,64,64,21.549479166666664,22.265625,0.7161458333333333,-1.5225205399061035,2.994791666666667,0.5770845830833833,5000,0.7640272992521914
US,pg,es,standing,med,12,64,64,19.661458333333336,24.609375,4.947916666666666,1.767676767676769,8.333333333333332,0.0023995200959808036,5000,0.016342677410463854
CN,pg,es,standing,med,12,64,64,23.4375,19.921875,-3.515625,-6.878306878306878,-0.14112716495322952,0.04399120175964807,5000,0.13857228554289142
all,pg,pt,standing,med,24,64,64,21.549479166666664,20.247395833333336,-1.3020833333333335,-3.646033653846154,0.9849447868515656,0.28474305138972206,5000,0.48813094523952355
US,pg,pt,standing,med,12,64,64,19.661458333333336,20.572916666666664,0.9114583333333334,-1.8659782075537805,3.690806878306875,0.5506898620275945,5000,0.7413751292294732
CN,pg,pt,standing,med,12,64,64,23.4375,19.921875,-3.515625,-6.818444865319864,-0.3078703703703816,0.033193361327734455,5000,0.11984630101006825
all,pg,fr,standing,med,24,64,64,21.549479166666664,24.544270833333336,2.994791666666667,0.8182457010582012,5.347248134328358,0.008398320335932814,5000,0.048099471014887936
US,pg,fr,standing,med,12,64,64,19.661458333333336,22.265625,2.604166666666667,0.2563131313131318,5.000000000000001,0.033993201359728054,5000,0.11984630101006825
CN,pg,fr,standing,med,12,64,64,23.4375,26.822916666666668,3.3854166666666665,0.30483185513673267,6.805604460093896,0.035992801439712056,5000,0.1209358128374325
all,pg,de,standing,med,24,64,64,21.549479166666664,19.596354166666664,-1.953125,-4.166666666666666,0.403272476105137,0.10797840431913618,5000,0.272007734375455
US,pg,de,standing,med,12,64,64,19.661458333333336,19.53125,-0.13020833333333331,-3.0423280423280423,2.868852459016393,0.9894021195760848,5000,1.0
CN,pg,de,standing,med,12,64,64,23.4375,19.661458333333336,-3.7760416666666665,-6.592333145592789,-1.0928961748633876,0.008798240351929614,5000,0.04819905584100571
all,pg,zh,standing,med,24,64,64,21.549479166666664,22.526041666666664,0.9765625,-1.973863963186655,3.982974439775908,0.5474905018996201,5000,0.7413751292294732
US,pg,zh,standing,med,12,64,64,19.661458333333336,19.140625,-0.5208333333333333,-3.7041170634920637,2.638888888888889,0.7714457108578284,5000,0.8837617091966222
CN,pg,zh,standing,med,12,64,64,23.4375,25.911458333333332,2.473958333333333,-1.2297389602717472,6.216931216931218,0.21195760847830433,5000,0.4191525331297377
all,pg,hi,standing,med,24,64,64,21.549479166666664,24.934895833333336,3.3854166666666665,0.7690972222222225,6.117090536347517,0.008798240351929614,5000,0.04819905584100571
US,pg,hi,standing,med,12,64,64,19.661458333333336,25.651041666666668,5.989583333333334,2.645502645502645,9.54117259552042,0.0003999200159968006,5000,0.004199160167966407
CN,pg,hi,standing,med,12,64,64,23.4375,24.21875,0.78125,-2.612228210797863,4.111015981735138,0.6934613077384523,5000,0.8466480616920093
all,pg,sw,standing,med,24,64,64,21.549479166666664,26.7578125,5.208333333333334,1.7219494047619046,8.796296296296296,0.003599280143971206,5000,0.023868910428440627
US,pg,sw,standing,med,12,64,64,19.661458333333336,31.770833333333332,12.109375,8.21078431372549,16.379549808429115,0.0003999200159968006,5000,0.004199160167966407
CN,pg,sw,standing,med,12,64,64,23.4375,21.744791666666664,-1.6927083333333333,-6.04929382147124,2.41963485663082,0.4479104179164167,5000,0.6449910017996401
all,control,es,standing,med,24,63,64,14.463458994708994,14.076967592592593,-0.3864914021164021,-2.732962387853692,1.8806829844006563,0.7474505098980204,5000,0.8720255948810238
US,control,es,standing,med,12,63,64,15.124834656084655,16.30497685185185,1.1801421957671956,-1.5028484721107669,3.889891619730325,0.3799240151969606,5000,0.5732985139499047
CN,control,es,standing,med,12,64,64,13.802083333333334,11.848958333333332,-1.953125,-5.022873019070642,0.8626132009752617,0.1947610477904419,5000,0.39902263449749076
all,control,pt,standing,med,24,64,64,14.453125,14.713541666666666,0.26041666666666663,-2.1186750421250866,2.500330687830683,0.8358328334333134,5000,0.9308875067091845
US,control,pt,standing,med,12,64,64,15.104166666666666,16.40625,1.3020833333333335,-1.1417493308140447,3.8135593220338984,0.3215356928614277,5000,0.522754803877934
CN,control,pt,standing,med,12,64,64,13.802083333333334,13.020833333333334,-0.78125,-4.285714285714285,2.4393232902917217,0.6806638672265547,5000,0.8466480616920093
all,control,fr,standing,med,24,64,64,14.453125,14.518229166666666,0.06510416666666666,-2.412457555178267,2.447187208216619,0.9686062787442512,5000,0.9946888671046279
US,control,fr,standing,med,12,64,64,15.104166666666666,14.84375,-0.26041666666666663,-3.472481343283582,2.8249218119451154,0.9090181963607279,5000,0.9624898549701825
CN,control,fr,standing,med,12,64,64,13.802083333333334,14.192708333333334,0.390625,-2.4511812921890073,3.0303030303030303,0.8002399520095981,5000,0.9083804860649491
all,control,de,standing,med,24,64,64,14.453125,14.453125,0.0,-2.2850121231288223,2.222341954022987,1.0,5000,1.0
US,control,de,standing,med,12,64,64,15.104166666666666,16.40625,1.3020833333333335,-1.0805631451123254,3.7202380952380953,0.29634073185362925,5000,0.49785242951409714
CN,control,de,standing,med,12,64,64,13.802083333333334,12.5,-1.3020833333333335,-4.460771036475261,1.5725303621773994,0.4107178564287143,5000,0.6088288224708
all,control,zh,standing,med,24,64,64,14.453125,16.015625,1.5625,-1.2388647976334541,4.459090066716085,0.29194161167766447,5000,0.4964590974422565
US,control,zh,standing,med,12,64,64,15.104166666666666,14.453125,-0.6510416666666667,-3.7881573083778965,2.1553054491272863,0.6954609078184363,5000,0.8466480616920093
CN,control,zh,standing,med,12,64,64,13.802083333333334,17.578125,3.7760416666666665,0.5555555555555557,7.291666666666667,0.023595280943811237,5000,0.09590339996516827
all,control,hi,standing,med,24,62,64,14.40368850273084,17.29730702764977,2.8936185249189283,-0.3740530303030294,6.104859987577405,0.08278344331133773,5000,0.23706167857337623
US,control,hi,standing,med,12,62,64,15.005293672128348,19.881072388632873,4.875778716504523,1.197488286275428,8.653862847222223,0.012397520495900819,5000,0.06008029163398089
CN,control,hi,standing,med,12,64,64,13.802083333333334,14.713541666666666,0.9114583333333334,-2.696785444947209,4.497533247533244,0.6422715456908619,5000,0.809262147570486
all,control,sw,standing,med,24,64,64,14.453125,17.513020833333336,3.059895833333333,-0.16894764662621872,5.892857142857143,0.06958608278344332,5000,0.20630226895797313
US,control,sw,standing,med,12,64,64,15.104166666666666,24.869791666666664,9.765625,7.03125,12.36111111111111,0.0003999200159968006,5000,0.004199160167966407
CN,control,sw,standing,med,12,64,64,13.802083333333334,10.15625,-3.6458333333333335,-8.214327632461433,0.28761288998357626,0.07798440311937613,5000,0.22851243704747423
all,he,es,standing,high,24,64,64,5.924479166666666,7.096354166666667,1.171875,-0.7211538461538461,3.3333333333333335,0.27914417116576684,5000,0.48813094523952355
US,he,es,standing,high,12,64,64,4.817708333333334,7.552083333333333,2.734375,0.14874425647451964,5.597014925373134,0.03999200159968006,5000,0.1292049282451202
CN,he,es,standing,high,12,64,64,7.03125,6.640625,-0.390625,-2.586442434520444,1.7857142857142856,0.7418516296740651,5000,0.8695191194319275
all,he,pt,standing,high,24,64,64,5.924479166666666,5.46875,-0.4557291666666667,-1.9607843137254906,1.3022693452380927,0.5790841831633673,5000,0.7640272992521914
US,he,pt,standing,high,12,64,64,4.817708333333334,5.46875,0.6510416666666667,-0.9562841530054643,2.5862068965517246,0.5478904219156169,5000,0.7413751292294732
CN,he,pt,standing,high,12,64,64,7.03125,5.46875,-1.5625,-3.5897435897435903,0.5050505050505052,0.14117176564687062,5000,0.33247929853281677
