model,origin,lang,mode,rows,valid,truncated,required_regrade,truncated_pct
gemma-4-31b,US,sw,control,192,192,1,0,0.5208333333333334
gemma-4-31b,US,sw,de,192,192,0,0,0.0
gemma-4-31b,US,sw,he,192,192,1,0,0.5208333333333334
gemma-4-31b,US,sw,pg,192,192,3,0,1.5625
gemma-4-31b,US,zh,control,192,192,0,0,0.0
gemma-4-31b,US,zh,de,192,192,1,0,0.5208333333333334
gemma-4-31b,US,zh,he,192,192,2,0,1.0416666666666667
gemma-4-31b,US,zh,pg,192,192,3,0,1.5625
glm-5.2,CN,de,control,192,192,1,0,0.5208333333333334
glm-5.2,CN,de,de,192,192,0,0,0.0
glm-5.2,CN,de,he,192,192,0,0,0.0
glm-5.2,CN,de,pg,192,192,0,0,0.0
glm-5.2,CN,en,control,192,192,1,1,0.5208333333333334
glm-5.2,CN,en,de,192,192,0,0,0.0
glm-5.2,CN,en,he,192,192,0,0,0.0
glm-5.2,CN,en,pg,192,192,0,0,0.0
glm-5.2,CN,es,control,192,192,2,0,1.0416666666666667
glm-5.2,CN,es,de,192,192,0,0,0.0
glm-5.2,CN,es,he,192,192,1,0,0.5208333333333334
glm-5.2,CN,es,pg,192,192,0,0,0.0
glm-5.2,CN,fr,control,192,192,1,1,0.5208333333333334
glm-5.2,CN,fr,de,192,192,0,0,0.0
glm-5.2,CN,fr,he,192,192,1,0,0.5208333333333334
glm-5.2,CN,fr,pg,192,192,0,0,0.0
glm-5.2,CN,hi,control,192,192,16,5,8.333333333333334
glm-5.2,CN,hi,de,192,192,2,0,1.0416666666666667
glm-5.2,CN,hi,he,192,192,4,0,2.0833333333333335
glm-5.2,CN,hi,pg,192,192,7,1,3.6458333333333335
glm-5.2,CN,pt,control,192,192,0,0,0.0
glm-5.2,CN,pt,de,192,192,0,0,0.0
glm-5.2,CN,pt,he,192,192,0,0,0.0
glm-5.2,CN,pt,pg,192,192,0,0,0.0
glm-5.2,CN,sw,control,192,192,6,2,3.125
glm-5.2,CN,sw,de,192,192,4,0,2.0833333333333335
glm-5.2,CN,sw,he,192,192,5,0,2.6041666666666665
glm-5.2,CN,sw,pg,192,192,4,0,2.0833333333333335
glm-5.2,CN,zh,control,192,192,0,0,0.0
glm-5.2,CN,zh,de,192,192,0,0,0.0
glm-5.2,CN,zh,he,192,192,0,0,0.0
glm-5.2,CN,zh,pg,192,192,0,0,0.0
gpt-5.6-luna,US,de,control,192,191,0,0,0.0
gpt-5.6-luna,US,de,de,192,192,0,0,0.0
gpt-5.6-luna,US,de,he,192,192,0,0,0.0
gpt-5.6-luna,US,de,pg,192,192,0,0,0.0
gpt-5.6-luna,US,en,control,192,192,0,0,0.0
gpt-5.6-luna,US,en,de,192,192,0,0,0.0
gpt-5.6-luna,US,en,he,192,192,0,0,0.0
gpt-5.6-luna,US,en,pg,192,192,0,0,0.0
gpt-5.6-luna,US,es,control,192,191,0,0,0.0
gpt-5.6-luna,US,es,de,192,192,0,0,0.0
gpt-5.6-luna,US,es,he,192,192,0,0,0.0
gpt-5.6-luna,US,es,pg,192,192,0,0,0.0
gpt-5.6-luna,US,fr,control,192,192,0,0,0.0
gpt-5.6-luna,US,fr,de,192,192,0,0,0.0
gpt-5.6-luna,US,fr,he,192,192,0,0,0.0
gpt-5.6-luna,US,fr,pg,192,192,0,0,0.0
gpt-5.6-luna,US,hi,control,192,192,0,0,0.0
gpt-5.6-luna,US,hi,de,192,192,1,1,0.5208333333333334
gpt-5.6-luna,US,hi,he,192,192,0,0,0.0
gpt-5.6-luna,US,hi,pg,192,192,0,0,0.0
gpt-5.6-luna,US,pt,control,192,192,0,0,0.0
gpt-5.6-luna,US,pt,de,192,192,0,0,0.0
gpt-5.6-luna,US,pt,he,192,192,0,0,0.0
gpt-5.6-luna,US,pt,pg,192,192,0,0,0.0
gpt-5.6-luna,US,sw,control,192,190,0,0,0.0
gpt-5.6-luna,US,sw,de,192,192,0,0,0.0
gpt-5.6-luna,US,sw,he,192,192,0,0,0.0
gpt-5.6-luna,US,sw,pg,192,192,0,0,0.0
gpt-5.6-luna,US,zh,control,192,192,0,0,0.0
gpt-5.6-luna,US,zh,de,192,192,0,0,0.0
gpt-5.6-luna,US,zh,he,192,192,1,1,0.5208333333333334
gpt-5.6-luna,US,zh,pg,192,192,0,0,0.0
gpt-5.6-sol,US,de,control,192,192,0,0,0.0
gpt-5.6-sol,US,de,de,192,192,0,0,0.0
gpt-5.6-sol,US,de,he,192,192,0,0,0.0
gpt-5.6-sol,US,de,pg,192,192,0,0,0.0
gpt-5.6-sol,US,en,control,192,192,0,0,0.0
gpt-5.6-sol,US,en,de,192,192,0,0,0.0
gpt-5.6-sol,US,en,he,192,192,0,0,0.0
gpt-5.6-sol,US,en,pg,192,192,0,0,0.0
gpt-5.6-sol,US,es,control,192,192,0,0,0.0
gpt-5.6-sol,US,es,de,192,192,0,0,0.0
gpt-5.6-sol,US,es,he,192,192,0,0,0.0
gpt-5.6-sol,US,es,pg,192,192,0,0,0.0
gpt-5.6-sol,US,fr,control,192,192,0,0,0.0
gpt-5.6-sol,US,fr,de,192,192,0,0,0.0
gpt-5.6-sol,US,fr,he,192,192,0,0,0.0
gpt-5.6-sol,US,fr,pg,192,192,0,0,0.0
gpt-5.6-sol,US,hi,control,192,192,0,0,0.0
gpt-5.6-sol,US,hi,de,192,192,0,0,0.0
gpt-5.6-sol,US,hi,he,192,192,0,0,0.0
gpt-5.6-sol,US,hi,pg,192,192,0,0,0.0
gpt-5.6-sol,US,pt,control,192,192,0,0,0.0
gpt-5.6-sol,US,pt,de,192,192,0,0,0.0
gpt-5.6-sol,US,pt,he,192,192,0,0,0.0
gpt-5.6-sol,US,pt,pg,192,192,0,0,0.0
gpt-5.6-sol,US,sw,control,192,192,0,0,0.0
gpt-5.6-sol,US,sw,de,192,191,0,0,0.0
gpt-5.6-sol,US,sw,he,192,192,0,0,0.0
gpt-5.6-sol,US,sw,pg,192,192,0,0,0.0
gpt-5.6-sol,US,zh,control,192,192,0,0,0.0
gpt-5.6-sol,US,zh,de,192,192,0,0,0.0
gpt-5.6-sol,US,zh,he,192,192,0,0,0.0
gpt-5.6-sol,US,zh,pg,192,192,0,0,0.0
gpt-5.6-terra,US,de,control,192,192,0,0,0.0
gpt-5.6-terra,US,de,de,192,192,0,0,0.0
gpt-5.6-terra,US,de,he,192,192,0,0,0.0
gpt-5.6-terra,US,de,pg,192,192,0,0,0.0
gpt-5.6-terra,US,en,control,192,192,0,0,0.0
gpt-5.6-terra,US,en,de,192,192,0,0,0.0
gpt-5.6-terra,US,en,he,192,192,0,0,0.0
gpt-5.6-terra,US,en,pg,192,192,0,0,0.0
gpt-5.6-terra,US,es,control,192,192,0,0,0.0
gpt-5.6-terra,US,es,de,192,192,0,0,0.0
gpt-5.6-terra,US,es,he,192,192,0,0,0.0
gpt-5.6-terra,US,es,pg,192,192,0,0,0.0
gpt-5.6-terra,US,fr,control,192,192,0,0,0.0
gpt-5.6-terra,US,fr,de,192,192,0,0,0.0
gpt-5.6-terra,US,fr,he,192,192,0,0,0.0
gpt-5.6-terra,US,fr,pg,192,192,0,0,0.0
gpt-5.6-terra,US,hi,control,192,192,0,0,0.0
gpt-5.6-terra,US,hi,de,192,192,1,0,0.5208333333333334
gpt-5.6-terra,US,hi,he,192,192,0,0,0.0
gpt-5.6-terra,US,hi,pg,192,192,0,0,0.0
gpt-5.6-terra,US,pt,control,192,192,0,0,0.0
gpt-5.6-terra,US,pt,de,192,192,0,0,0.0
gpt-5.6-terra,US,pt,he,192,192,0,0,0.0
gpt-5.6-terra,US,pt,pg,192,192,0,0,0.0
gpt-5.6-terra,US,sw,control,192,192,0,0,0.0
gpt-5.6-terra,US,sw,de,192,191,0,0,0.0
gpt-5.6-terra,US,sw,he,192,192,0,0,0.0
gpt-5.6-terra,US,sw,pg,192,192,0,0,0.0
gpt-5.6-terra,US,zh,control,192,192,0,0,0.0
gpt-5.6-terra,US,zh,de,192,192,0,0,0.0
gpt-5.6-terra,US,zh,he,192,192,7,0,3.6458333333333335
gpt-5.6-terra,US,zh,pg,192,192,0,0,0.0
grok-4.3,US,de,control,192,192,1,1,0.5208333333333334
grok-4.3,US,de,de,192,192,0,0,0.0
grok-4.3,US,de,he,192,192,0,0,0.0
grok-4.3,US,de,pg,192,192,0,0,0.0
grok-4.3,US,en,control,192,192,0,0,0.0
grok-4.3,US,en,de,192,192,0,0,0.0
grok-4.3,US,en,he,192,192,0,0,0.0
grok-4.3,US,en,pg,192,192,0,0,0.0
grok-4.3,US,es,control,192,192,0,0,0.0
grok-4.3,US,es,de,192,192,0,0,0.0
grok-4.3,US,es,he,192,192,0,0,0.0
grok-4.3,US,es,pg,192,192,0,0,0.0
grok-4.3,US,fr,control,192,192,1,0,0.5208333333333334
grok-4.3,US,fr,de,192,192,0,0,0.0
grok-4.3,US,fr,he,192,192,0,0,0.0
grok-4.3,US,fr,pg,192,192,0,0,0.0
grok-4.3,US,hi,control,192,192,1,0,0.5208333333333334
grok-4.3,US,hi,de,192,192,0,0,0.0
grok-4.3,US,hi,he,192,192,0,0,0.0
grok-4.3,US,hi,pg,192,192,0,0,0.0
grok-4.3,US,pt,control,192,192,0,0,0.0
grok-4.3,US,pt,de,192,192,0,0,0.0
grok-4.3,US,pt,he,192,192,0,0,0.0
grok-4.3,US,pt,pg,192,192,0,0,0.0
grok-4.3,US,sw,control,192,192,5,1,2.6041666666666665
grok-4.3,US,sw,de,192,192,2,1,1.0416666666666667
grok-4.3,US,sw,he,192,192,0,0,0.0
grok-4.3,US,sw,pg,192,192,0,0,0.0
grok-4.3,US,zh,control,192,192,0,0,0.0
grok-4.3,US,zh,de,192,192,0,0,0.0
grok-4.3,US,zh,he,192,192,0,0,0.0
grok-4.3,US,zh,pg,192,192,0,0,0.0
haiku-4.5,US,de,control,192,191,0,0,0.0
haiku-4.5,US,de,de,192,192,0,0,0.0
haiku-4.5,US,de,he,192,192,0,0,0.0
haiku-4.5,US,de,pg,192,192,0,0,0.0
haiku-4.5,US,en,control,192,192,0,0,0.0
haiku-4.5,US,en,de,192,192,0,0,0.0
haiku-4.5,US,en,he,192,192,0,0,0.0
haiku-4.5,US,en,pg,192,192,0,0,0.0
haiku-4.5,US,es,control,192,192,0,0,0.0
haiku-4.5,US,es,de,192,192,0,0,0.0
haiku-4.5,US,es,he,192,192,0,0,0.0
haiku-4.5,US,es,pg,192,192,0,0,0.0
haiku-4.5,US,fr,control,192,191,0,0,0.0
haiku-4.5,US,fr,de,192,192,0,0,0.0
haiku-4.5,US,fr,he,192,192,0,0,0.0
haiku-4.5,US,fr,pg,192,192,0,0,0.0
haiku-4.5,US,hi,control,192,192,1,1,0.5208333333333334
haiku-4.5,US,hi,de,192,192,0,0,0.0
haiku-4.5,US,hi,he,192,192,0,0,0.0
haiku-4.5,US,hi,pg,192,192,0,0,0.0
haiku-4.5,US,pt,control,192,192,0,0,0.0
haiku-4.5,US,pt,de,192,192,0,0,0.0
haiku-4.5,US,pt,he,192,192,0,0,0.0
haiku-4.5,US,pt,pg,192,192,0,0,0.0
haiku-4.5,US,sw,control,192,192,4,4,2.0833333333333335
haiku-4.5,US,sw,de,192,192,1,1,0.5208333333333334
haiku-4.5,US,sw,he,192,192,0,0,0.0
haiku-4.5,US,sw,pg,192,192,0,0,0.0
haiku-4.5,US,zh,control,192,192,0,0,0.0
haiku-4.5,US,zh,de,192,192,0,0,0.0
haiku-4.5,US,zh,he,192,192,0,0,0.0
haiku-4.5,US,zh,pg,192,192,0,0,0.0
hy3,CN,de,control,192,192,0,0,0.0
hy3,CN,de,de,192,192,0,0,0.0
hy3,CN,de,he,192,192,0,0,0.0
hy3,CN,de,pg,192,192,0,0,0.0
hy3,CN,en,control,192,192,0,0,0.0
hy3,CN,en,de,192,192,0,0,0.0
hy3,CN,en,he,192,192,0,0,0.0
hy3,CN,en,pg,192,192,0,0,0.0
hy3,CN,es,control,192,192,0,0,0.0
hy3,CN,es,de,192,192,0,0,0.0
hy3,CN,es,he,192,192,0,0,0.0
hy3,CN,es,pg,192,192,0,0,0.0
hy3,CN,fr,control,192,192,0,0,0.0
hy3,CN,fr,de,192,192,0,0,0.0
hy3,CN,fr,he,192,192,0,0,0.0
hy3,CN,fr,pg,192,192,0,0,0.0
hy3,CN,hi,control,192,192,0,0,0.0
hy3,CN,hi,de,192,192,0,0,0.0
hy3,CN,hi,he,192,192,0,0,0.0
hy3,CN,hi,pg,192,192,0,0,0.0
hy3,CN,pt,control,192,192,0,0,0.0
hy3,CN,pt,de,192,192,0,0,0.0
hy3,CN,pt,he,192,192,0,0,0.0
hy3,CN,pt,pg,192,192,0,0,0.0
hy3,CN,sw,control,192,192,0,0,0.0
hy3,CN,sw,de,192,192,0,0,0.0
hy3,CN,sw,he,192,192,0,0,0.0
hy3,CN,sw,pg,192,192,0,0,0.0
hy3,CN,zh,control,192,192,0,0,0.0
hy3,CN,zh,de,192,192,0,0,0.0
hy3,CN,zh,he,192,192,0,0,0.0
hy3,CN,zh,pg,192,192,0,0,0.0
inkling,US,de,control,192,192,0,0,0.0
inkling,US,de,de,192,192,0,0,0.0
inkling,US,de,he,192,192,0,0,0.0
inkling,US,de,pg,192,192,0,0,0.0
inkling,US,en,control,192,192,0,0,0.0
inkling,US,en,de,192,192,0,0,0.0
inkling,US,en,he,192,192,0,0,0.0
inkling,US,en,pg,192,192,0,0,0.0
inkling,US,es,control,192,192,0,0,0.0
inkling,US,es,de,192,192,0,0,0.0
inkling,US,es,he,192,192,0,0,0.0
inkling,US,es,pg,192,192,0,0,0.0
inkling,US,fr,control,192,192,0,0,0.0
inkling,US,fr,de,192,192,0,0,0.0
inkling,US,fr,he,192,192,0,0,0.0
inkling,US,fr,pg,192,192,0,0,0.0
inkling,US,hi,control,192,192,0,0,0.0
inkling,US,hi,de,192,192,0,0,0.0
inkling,US,hi,he,192,192,0,0,0.0
inkling,US,hi,pg,192,192,0,0,0.0
inkling,US,pt,control,192,192,0,0,0.0
inkling,US,pt,de,192,192,0,0,0.0
inkling,US,pt,he,192,192,0,0,0.0
inkling,US,pt,pg,192,192,0,0,0.0
inkling,US,sw,control,192,192,0,0,0.0
inkling,US,sw,de,192,192,0,0,0.0
inkling,US,sw,he,192,192,0,0,0.0
inkling,US,sw,pg,192,192,0,0,0.0
inkling,US,zh,control,192,192,0,0,0.0
inkling,US,zh,de,192,192,0,0,0.0
inkling,US,zh,he,192,192,0,0,0.0
inkling,US,zh,pg,192,192,0,0,0.0
kimi-k2.6,CN,de,control,192,192,0,0,0.0
kimi-k2.6,CN,de,de,192,192,0,0,0.0
kimi-k2.6,CN,de,he,192,192,0,0,0.0
kimi-k2.6,CN,de,pg,192,192,0,0,0.0
kimi-k2.6,CN,en,control,192,192,0,0,0.0
kimi-k2.6,CN,en,de,192,192,0,0,0.0
kimi-k2.6,CN,en,he,192,192,0,0,0.0
kimi-k2.6,CN,en,pg,192,192,0,0,0.0
kimi-k2.6,CN,es,control,192,192,1,1,0.5208333333333334
kimi-k2.6,CN,es,de,192,192,0,0,0.0
kimi-k2.6,CN,es,he,192,192,0,0,0.0
kimi-k2.6,CN,es,pg,192,192,0,0,0.0
kimi-k2.6,CN,fr,control,192,192,0,0,0.0
kimi-k2.6,CN,fr,de,192,192,0,0,0.0
kimi-k2.6,CN,fr,he,192,192,0,0,0.0
kimi-k2.6,CN,fr,pg,192,192,0,0,0.0
kimi-k2.6,CN,hi,control,192,192,1,1,0.5208333333333334
kimi-k2.6,CN,hi,de,192,192,0,0,0.0
kimi-k2.6,CN,hi,he,192,192,0,0,0.0
kimi-k2.6,CN,hi,pg,192,192,0,0,0.0
kimi-k2.6,CN,pt,control,192,192,0,0,0.0
kimi-k2.6,CN,pt,de,192,192,0,0,0.0
kimi-k2.6,CN,pt,he,192,192,0,0,0.0
kimi-k2.6,CN,pt,pg,192,192,0,0,0.0
kimi-k2.6,CN,sw,control,192,192,2,2,1.0416666666666667
kimi-k2.6,CN,sw,de,192,192,0,0,0.0
kimi-k2.6,CN,sw,he,192,192,0,0,0.0
kimi-k2.6,CN,sw,pg,192,192,0,0,0.0
kimi-k2.6,CN,zh,control,192,192,0,0,0.0
kimi-k2.6,CN,zh,de,192,192,0,0,0.0
kimi-k2.6,CN,zh,he,192,192,0,0,0.0
kimi-k2.6,CN,zh,pg,192,192,0,0,0.0
kimi-k3,CN,de,control,192,192,0,0,0.0
kimi-k3,CN,de,de,192,192,0,0,0.0
kimi-k3,CN,de,he,192,192,0,0,0.0
kimi-k3,CN,de,pg,192,192,0,0,0.0
kimi-k3,CN,en,control,192,192,0,0,0.0
kimi-k3,CN,en,de,192,192,0,0,0.0
kimi-k3,CN,en,he,192,192,0,0,0.0
kimi-k3,CN,en,pg,192,192,0,0,0.0
kimi-k3,CN,es,control,192,192,0,0,0.0
kimi-k3,CN,es,de,192,192,0,0,0.0
kimi-k3,CN,es,he,192,192,0,0,0.0
kimi-k3,CN,es,pg,192,192,0,0,0.0
kimi-k3,CN,fr,control,192,192,0,0,0.0
kimi-k3,CN,fr,de,192,192,0,0,0.0
kimi-k3,CN,fr,he,192,192,0,0,0.0
kimi-k3,CN,fr,pg,192,192,0,0,0.0
kimi-k3,CN,hi,control,192,192,3,0,1.5625
kimi-k3,CN,hi,de,192,192,0,0,0.0
kimi-k3,CN,hi,he,192,192,0,0,0.0
kimi-k3,CN,hi,pg,192,192,0,0,0.0
kimi-k3,CN,pt,control,192,192,0,0,0.0
kimi-k3,CN,pt,de,192,192,0,0,0.0
kimi-k3,CN,pt,he,192,192,0,0,0.0
kimi-k3,CN,pt,pg,192,192,0,0,0.0
kimi-k3,CN,sw,control,192,192,5,1,2.6041666666666665
kimi-k3,CN,sw,de,192,192,1,0,0.5208333333333334
kimi-k3,CN,sw,he,192,192,0,0,0.0
kimi-k3,CN,sw,pg,192,192,0,0,0.0
kimi-k3,CN,zh,control,192,192,0,0,0.0
kimi-k3,CN,zh,de,192,192,0,0,0.0
kimi-k3,CN,zh,he,192,192,0,0,0.0
kimi-k3,CN,zh,pg,192,192,0,0,0.0
ling-3.0-flash,CN,de,control,192,192,1,0,0.5208333333333334
ling-3.0-flash,CN,de,de,192,192,0,0,0.0
ling-3.0-flash,CN,de,he,192,192,0,0,0.0
ling-3.0-flash,CN,de,pg,192,192,0,0,0.0
ling-3.0-flash,CN,en,control,192,192,2,2,1.0416666666666667
ling-3.0-flash,CN,en,de,192,192,0,0,0.0
ling-3.0-flash,CN,en,he,192,192,2,2,1.0416666666666667
ling-3.0-flash,CN,en,pg,192,192,0,0,0.0
ling-3.0-flash,CN,es,control,192,192,1,0,0.5208333333333334
ling-3.0-flash,CN,es,de,192,192,0,0,0.0
ling-3.0-flash,CN,es,he,192,192,3,0,1.5625
ling-3.0-flash,CN,es,pg,192,192,0,0,0.0
ling-3.0-flash,CN,fr,control,192,192,0,0,0.0
ling-3.0-flash,CN,fr,de,192,192,0,0,0.0
ling-3.0-flash,CN,fr,he,192,192,4,0,2.0833333333333335
ling-3.0-flash,CN,fr,pg,192,192,0,0,0.0
ling-3.0-flash,CN,hi,control,192,192,12,5,6.25
ling-3.0-flash,CN,hi,de,192,192,9,0,4.6875
ling-3.0-flash,CN,hi,he,192,192,25,0,13.020833333333334
ling-3.0-flash,CN,hi,pg,192,192,5,1,2.6041666666666665
ling-3.0-flash,CN,pt,control,192,192,0,0,0.0
ling-3.0-flash,CN,pt,de,192,192,0,0,0.0
ling-3.0-flash,CN,pt,he,192,192,1,0,0.5208333333333334
ling-3.0-flash,CN,pt,pg,192,192,1,0,0.5208333333333334
ling-3.0-flash,CN,sw,control,192,192,21,6,10.9375
ling-3.0-flash,CN,sw,de,192,192,10,2,5.208333333333333
ling-3.0-flash,CN,sw,he,192,192,17,2,8.854166666666666
ling-3.0-flash,CN,sw,pg,192,192,13,0,6.770833333333333
ling-3.0-flash,CN,zh,control,192,192,0,0,0.0
ling-3.0-flash,CN,zh,de,192,192,0,0,0.0
ling-3.0-flash,CN,zh,he,192,192,0,0,0.0
ling-3.0-flash,CN,zh,pg,192,192,0,0,0.0
mimo-v2.5-pro,CN,de,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,de,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,de,he,192,192,0,0,0.0
mimo-v2.5-pro,CN,de,pg,192,192,0,0,0.0
mimo-v2.5-pro,CN,en,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,en,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,en,he,192,192,0,0,0.0
mimo-v2.5-pro,CN,en,pg,192,192,0,0,0.0
mimo-v2.5-pro,CN,es,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,es,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,es,he,192,192,0,0,0.0
mimo-v2.5-pro,CN,es,pg,192,192,0,0,0.0
mimo-v2.5-pro,CN,fr,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,fr,de,192,192,1,0,0.5208333333333334
mimo-v2.5-pro,CN,fr,he,192,192,1,0,0.5208333333333334
mimo-v2.5-pro,CN,fr,pg,192,192,1,0,0.5208333333333334
mimo-v2.5-pro,CN,hi,control,192,192,9,2,4.6875
mimo-v2.5-pro,CN,hi,de,192,192,12,1,6.25
mimo-v2.5-pro,CN,hi,he,192,192,29,2,15.104166666666666
mimo-v2.5-pro,CN,hi,pg,192,192,5,0,2.6041666666666665
mimo-v2.5-pro,CN,pt,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,pt,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,pt,he,192,192,0,0,0.0
mimo-v2.5-pro,CN,pt,pg,192,192,0,0,0.0
mimo-v2.5-pro,CN,sw,control,192,192,6,3,3.125
mimo-v2.5-pro,CN,sw,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,sw,he,192,192,0,0,0.0
mimo-v2.5-pro,CN,sw,pg,192,192,1,0,0.5208333333333334
mimo-v2.5-pro,CN,zh,control,192,192,0,0,0.0
mimo-v2.5-pro,CN,zh,de,192,192,0,0,0.0
mimo-v2.5-pro,CN,zh,he,192,192,0,0,0.0
