bloc,mode,lang,factor,level,n_models,min_pairs,max_pairs,reference_rate,language_rate,estimate,lo,hi,p_boot,n_draws,q
US,de,pt,scale,individual,12,64,64,9.895833333333332,8.333333333333332,-1.5625,-3.7760850694444446,0.5649717514124297,0.16956608678264348,5000,0.3606419212025364
CN,de,pt,scale,individual,12,64,64,13.802083333333334,9.505208333333332,-4.296875,-7.598039215686274,-1.2820512820512822,0.007598480303939212,5000,0.04351856901347003
all,de,fr,scale,individual,24,64,64,11.848958333333332,10.9375,-0.9114583333333334,-2.9571831058726223,1.1424731182795693,0.3759248150369926,5000,0.5554610008230911
US,de,fr,scale,individual,12,64,64,9.895833333333332,9.244791666666668,-0.6510416666666667,-3.3333333333333335,1.8678160919540232,0.6750649870025994,5000,0.7628537072854487
CN,de,fr,scale,individual,12,64,64,13.802083333333334,12.630208333333334,-1.171875,-4.023108237547893,1.7676767676767673,0.4363127374525095,5000,0.5948734577408843
all,de,de,scale,individual,24,64,64,11.848958333333332,10.286458333333332,-1.5625,-3.7109670928030303,0.5130208333333307,0.16716656668666266,5000,0.36005106670973497
US,de,de,scale,individual,12,64,64,9.895833333333332,10.9375,1.0416666666666665,-1.8385757080610015,3.881468797564685,0.4971005798840232,5000,0.6488351814173248
CN,de,de,scale,individual,12,64,64,13.802083333333334,9.635416666666668,-4.166666666666666,-7.060234227871939,-1.255409595856339,0.004799040191961607,5000,0.03023395320935813
all,de,zh,scale,individual,24,64,64,11.848958333333332,9.635416666666668,-2.213541666666667,-4.713114754098361,0.30648686713491147,0.08798240351929613,5000,0.24635072985402917
US,de,zh,scale,individual,12,64,64,9.895833333333332,6.510416666666667,-3.3854166666666665,-6.4102564102564115,-0.6060057092665798,0.01839632073585283,5000,0.08133110220061252
CN,de,zh,scale,individual,12,64,64,13.802083333333334,12.760416666666666,-1.0416666666666665,-4.444444444444443,2.307692307692308,0.5714857028594281,5000,0.6890641010553871
all,de,hi,scale,individual,24,64,64,11.848958333333332,10.9375,-0.9114583333333334,-3.6311410127431256,1.7362689393939368,0.4947010597880424,5000,0.6488351814173248
US,de,hi,scale,individual,12,64,64,9.895833333333332,11.71875,1.8229166666666667,-0.8104223588342445,4.427083333333334,0.18236352729454108,5000,0.37060974901793836
CN,de,hi,scale,individual,12,64,64,13.802083333333334,10.15625,-3.6458333333333335,-7.5,0.12259474685396504,0.0615876824635073,5000,0.19645691114941569
all,de,sw,scale,individual,24,63,64,11.855158730158731,15.046296296296296,3.191137566137567,0.24866476441322707,6.074671206201779,0.03759248150369926,5000,0.14139261699898825
US,de,sw,scale,individual,12,63,64,9.908234126984127,20.066550925925927,10.1583167989418,6.996685606060607,13.285360377103238,0.0003999200159968006,5000,0.004580902001417898
CN,de,sw,scale,individual,12,64,64,13.802083333333334,10.026041666666668,-3.7760416666666665,-7.720588235294117,-3.440534894021088e-16,0.05078984203159368,5000,0.17296000259407576
all,pg,es,scale,individual,24,64,64,13.802083333333334,13.020833333333334,-0.78125,-3.4615384615384626,1.7474092254947777,0.5890821835632873,5000,0.701673749757091
US,pg,es,scale,individual,12,64,64,11.848958333333332,13.671875,1.8229166666666667,-1.0416666666666665,4.8424959049959035,0.22635472905418916,5000,0.41544496856024477
CN,pg,es,scale,individual,12,64,64,15.755208333333334,12.369791666666668,-3.3854166666666665,-7.352941176470589,0.29414569031271287,0.07958408318336332,5000,0.22904510007089487
all,pg,pt,scale,individual,24,64,64,13.802083333333334,12.3046875,-1.4973958333333335,-4.168198529411765,0.9849447868515654,0.26754649070185965,5000,0.45249473595213846
US,pg,pt,scale,individual,12,64,64,11.848958333333332,11.197916666666668,-0.6510416666666667,-2.9280321988655325,1.6170017965726906,0.6374725054989002,5000,0.7335300063275016
CN,pg,pt,scale,individual,12,64,64,15.755208333333334,13.411458333333334,-2.34375,-6.250801282051283,1.4102564102564104,0.22795440911817635,5000,0.41544496856024477
all,pg,fr,scale,individual,24,64,64,13.802083333333334,14.84375,1.0416666666666665,-0.9723307291666665,3.1944444444444433,0.3255348930213957,5000,0.5127174565086983
US,pg,fr,scale,individual,12,64,64,11.848958333333332,12.890625,1.0416666666666665,-1.136363636363636,3.365791062801925,0.379124175164967,5000,0.5554610008230911
CN,pg,fr,scale,individual,12,64,64,15.755208333333334,16.796875,1.0416666666666665,-1.9049570647931298,4.027889784946235,0.5026994601079784,5000,0.6496423792164644
all,pg,de,scale,individual,24,64,64,13.802083333333334,12.6953125,-1.1067708333333335,-3.6070688225538965,1.5258705007824718,0.4175164967006599,5000,0.5877885875338899
US,pg,de,scale,individual,12,64,64,11.848958333333332,12.369791666666668,0.5208333333333333,-2.464788732394367,3.9064472853535324,0.7930413917216557,5000,0.8614070289390398
CN,pg,de,scale,individual,12,64,64,15.755208333333334,13.020833333333334,-2.734375,-5.7796384682905435,0.24154589371980692,0.07998400319936012,5000,0.22904510007089487
all,pg,zh,scale,individual,24,64,64,13.802083333333334,11.458333333333332,-2.34375,-5.401464897733555,0.5683450888192243,0.124375124975005,5000,0.2996400719856029
US,pg,zh,scale,individual,12,64,64,11.848958333333332,9.635416666666668,-2.213541666666667,-5.191306327710462,0.7246376811594201,0.15796840631873627,5000,0.3431727447613926
CN,pg,zh,scale,individual,12,64,64,15.755208333333334,13.28125,-2.473958333333333,-6.52827380952381,1.3072478991596626,0.22795440911817635,5000,0.41544496856024477
all,pg,hi,scale,individual,24,64,64,13.802083333333334,16.080729166666664,2.278645833333333,-0.34019429689684094,4.983794504643964,0.09478104379124175,5000,0.2624705828065156
US,pg,hi,scale,individual,12,64,64,11.848958333333332,16.927083333333336,5.078125,1.8226336050724639,8.482142857142856,0.0015996800639872025,5000,0.01300385084273468
CN,pg,hi,scale,individual,12,64,64,15.755208333333334,15.234375,-0.5208333333333333,-3.555952380952381,2.347694658517137,0.7874425114977005,5000,0.8590281943611278
all,pg,sw,scale,individual,24,64,64,13.802083333333334,17.252604166666664,3.4505208333333335,-0.25651041666666685,6.991525423728813,0.07158568286342731,5000,0.2169730759730407
US,pg,sw,scale,individual,12,64,64,11.848958333333332,22.526041666666664,10.677083333333332,7.051282051282051,14.40677966101695,0.0003999200159968006,5000,0.004580902001417898
CN,pg,sw,scale,individual,12,64,64,15.755208333333334,11.979166666666668,-3.7760416666666665,-8.898305084745761,0.9618055555555517,0.132373525294941,5000,0.2996400719856029
all,control,es,scale,individual,24,63,64,20.38690476190476,19.21916335978836,-1.167741402116402,-3.699564190140956,1.3257575757575757,0.375124975004999,5000,0.5554610008230911
US,control,es,scale,individual,12,63,64,19.289434523809522,22.03207671957672,2.742642195767196,-0.2381729971701795,5.695887445887441,0.06638672265546891,5000,0.20911817636472704
CN,control,es,scale,individual,12,64,64,21.484375,16.40625,-5.078125,-8.641975308641973,-1.7412935323383087,0.003199360127974405,5000,0.02179023654728514
all,control,pt,scale,individual,24,63,64,20.38690476190476,18.307705026455025,-2.0791997354497354,-4.4952728973503895,0.3968253968253968,0.10397920415916817,5000,0.275818520506425
US,control,pt,scale,individual,12,63,64,19.289434523809522,20.209160052910054,0.9197255291005291,-2.126223951501742,4.085112030642215,0.5322935412917417,5000,0.659515155792371
CN,control,pt,scale,individual,12,64,64,21.484375,16.40625,-5.078125,-8.880009107468124,-1.270501307024211,0.009198160367926415,5000,0.049317796015265036
all,control,fr,scale,individual,24,63,64,20.38690476190476,19.41550925925926,-0.9713955026455027,-3.8691314553990623,1.8048266064178173,0.5282943411317736,5000,0.6590602671544898
US,control,fr,scale,individual,12,63,64,19.289434523809522,18.90914351851852,-0.3802910052910053,-3.515625,2.734375,0.8426314737052589,5000,0.8921980309820389
CN,control,fr,scale,individual,12,64,64,21.484375,19.921875,-1.5625,-5.3142612721417075,1.9696969696969695,0.4091181763647271,5000,0.5792010137298383
all,control,de,scale,individual,24,63,64,20.38690476190476,18.306671626984127,-2.080233134920635,-4.868061978435978,0.49777249942061863,0.11397720455908818,5000,0.29411260605021855
US,control,de,scale,individual,12,63,64,19.289434523809522,20.988343253968257,1.69890873015873,-1.3074045407636739,4.759815626385206,0.2599480103979204,5000,0.4456251606821493
CN,control,de,scale,individual,12,64,64,21.484375,15.625,-5.859375,-9.696969696969699,-2.3224043715846996,0.0011997600479904018,5000,0.010797840431913617
all,control,zh,scale,individual,24,63,64,20.38690476190476,18.371775793650794,-2.0151289682539684,-5.151836454334167,0.988822326125072,0.19916016796640673,5000,0.3802148661176856
US,control,zh,scale,individual,12,63,64,19.289434523809522,16.56125992063492,-2.7281746031746033,-6.245878287571247,0.6002007705439032,0.1195760847830434,5000,0.2996400719856029
CN,control,zh,scale,individual,12,64,64,21.484375,20.182291666666664,-1.3020833333333335,-5.055397332592387,2.4194770283479947,0.5106978604279144,5000,0.6520150515351475
all,control,hi,scale,individual,24,62,64,20.339668405444613,21.467173899129545,1.1275054936849291,-1.7336888309965302,4.299354470052244,0.4427114577084583,5000,0.599802620121137
US,control,hi,scale,individual,12,62,64,19.19496181088923,24.054139464925754,4.859177654036525,1.4648496036945247,8.340958358540028,0.005598880223955209,5000,0.033593281343731254
CN,control,hi,scale,individual,12,64,64,21.484375,18.880208333333336,-2.604166666666667,-6.313233137829913,1.4155242727987365,0.1967606478704259,5000,0.37850139895684987
all,control,sw,scale,individual,24,62,64,20.396505376344084,22.232022849462364,1.8355174731182793,-2.1150010677516526,5.5145899065020885,0.33633273345330933,5000,0.5231842520384812
US,control,sw,scale,individual,12,62,64,19.308635752688172,29.4900873655914,10.181451612903224,6.5254101904805255,13.815442963990208,0.0003999200159968006,5000,0.004580902001417898
CN,control,sw,scale,individual,12,64,64,21.484375,14.973958333333334,-6.510416666666667,-11.806469298245611,-1.641362394436166,0.009998000399920015,5000,0.05248950209958008
all,he,es,scale,group,24,64,64,3.5807291666666665,4.622395833333334,1.0416666666666665,-0.20500341530054642,2.559638278388277,0.1299740051989602,5000,0.2996400719856029
US,he,es,scale,group,12,64,64,3.2552083333333335,4.6875,1.4322916666666665,-0.2646569380440348,3.535353535353535,0.130373925214957,5000,0.2996400719856029
CN,he,es,scale,group,12,64,64,3.90625,4.557291666666666,0.6510416666666667,-0.9091500946969697,2.1505376344086025,0.46190761847630474,5000,0.6191527651916425
all,he,pt,scale,group,24,64,64,3.5807291666666665,3.90625,0.32552083333333337,-0.8041525183927559,1.7413218000904567,0.7410517896420716,5000,0.8267514638665188
US,he,pt,scale,group,12,64,64,3.2552083333333335,4.166666666666666,0.9114583333333334,-0.4387426900584796,2.5821596244131455,0.27394521095780844,5000,0.45718008716137565
CN,he,pt,scale,group,12,64,64,3.90625,3.6458333333333335,-0.26041666666666663,-1.747311827956989,1.2439365671641769,0.7578484303139372,5000,0.8376219492943517
all,he,fr,scale,group,24,64,64,3.5807291666666665,4.4921875,0.9114583333333334,0.0,1.9490297379032246,0.05558888222355529,5000,0.1795948502607171
US,he,fr,scale,group,12,64,64,3.2552083333333335,4.036458333333334,0.78125,-0.2732240437158471,1.9607843137254901,0.1967606478704259,5000,0.37850139895684987
CN,he,fr,scale,group,12,64,64,3.90625,4.947916666666666,1.0416666666666665,-0.462962962962963,2.696078431372549,0.22035592881423716,5000,0.41133106711990935
all,he,de,scale,group,24,64,64,3.5807291666666665,4.036458333333334,0.4557291666666667,-0.3571428571428571,1.275544491990344,0.2855428914217157,5000,0.46725200414462564
US,he,de,scale,group,12,64,64,3.2552083333333335,3.6458333333333335,0.390625,-0.3731343283582089,1.1904761904761905,0.3867226554689062,5000,0.5600810872308297
CN,he,de,scale,group,12,64,64,3.90625,4.427083333333334,0.5208333333333333,-0.7695312499999999,1.9125683060109286,0.49510097980403917,5000,0.6488351814173248
all,he,zh,scale,group,24,64,64,3.5807291666666665,4.231770833333334,0.6510416666666667,-0.3206380208333333,1.8055555555555554,0.2435512897420516,5000,0.4332133573285343
US,he,zh,scale,group,12,64,64,3.2552083333333335,3.515625,0.26041666666666663,-0.8197202339721389,1.4784946236559138,0.7490501899620076,5000,0.831544704275004
CN,he,zh,scale,group,12,64,64,3.90625,4.947916666666666,1.0416666666666665,-0.23482562038900068,2.435897435897436,0.1259748050389922,5000,0.2996400719856029
all,he,hi,scale,group,24,64,64,3.5807291666666665,5.2734375,1.6927083333333333,0.4310344827586209,3.086640211640208,0.011197760447910418,5000,0.057588482303539294
US,he,hi,scale,group,12,64,64,3.2552083333333335,6.380208333333333,3.125,1.388888888888889,5.0,0.001999600079984003,5000,0.01526967333805966
CN,he,hi,scale,group,12,64,64,3.90625,4.166666666666666,0.26041666666666663,-1.3661711932142568,1.8382352941176472,0.7986402719456108,5000,0.8630341728264517
all,he,sw,scale,group,24,64,64,3.5807291666666665,9.9609375,6.380208333333333,4.986308304059329,7.783018867924528,0.0003999200159968006,5000,0.004580902001417898
US,he,sw,scale,group,12,64,64,3.2552083333333335,14.0625,10.807291666666668,8.474517419962336,13.310763888888886,0.0003999200159968006,5000,0.004580902001417898
CN,he,sw,scale,group,12,64,64,3.90625,5.859375,1.953125,0.24154589371980667,3.6885245901639343,0.03279344131173765,5000,0.12868810853213972
all,de,es,scale,group,24,63,64,9.70568783068783,8.33643353174603,-1.3692542989417988,-3.330876176075268,0.642158114865761,0.1899620075984803,5000,0.37398770245950813
US,de,es,scale,group,12,63,64,8.083250661375661,7.428075396825397,-0.6551752645502645,-2.9166666666666674,1.6667167467948711,0.611877624475105,5000,0.715167058331453
CN,de,es,scale,group,12,64,64,11.328125,9.244791666666668,-2.083333333333333,-4.861111111111111,0.5847953216374269,0.1367726454709058,5000,0.30501510317405545
all,de,pt,scale,group,24,63,64,9.70568783068783,8.92237103174603,-0.7833167989417988,-2.787845954233319,1.2290052084901903,0.4259148170365927,5000,0.589728208204513
US,de,pt,scale,group,12,63,64,8.083250661375661,8.469742063492063,0.3864914021164021,-2.180953306280115,3.060511448111801,0.8202359528094381,5000,0.8721496207087696
CN,de,pt,scale,group,12,64,64,11.328125,9.375,-1.953125,-4.943502824858757,0.7575757575757572,0.17516496700659867,5000,0.36181616135789235
all,de,fr,scale,group,24,63,64,9.70568783068783,8.854166666666668,-0.8515211640211641,-3.219279188948307,1.3810089555673792,0.4903019396120776,5000,0.6488351814173248
US,de,fr,scale,group,12,63,64,8.083250661375661,6.510416666666667,-1.5728339947089947,-3.6549873629563847,0.5027056277056269,0.13197360527894422,5000,0.2996400719856029
CN,de,fr,scale,group,12,64,64,11.328125,11.197916666666668,-0.13020833333333331,-3.6070688225538965,3.283372518286303,0.9798040391921615,5000,0.9948468137697761
all,de,de,scale,group,24,63,64,9.70568783068783,8.667121362433862,-1.0385664682539681,-3.3470524219690656,1.3211188281438044,0.40751849630073983,5000,0.5792010137298383
US,de,de,scale,group,12,63,64,8.083250661375661,9.521742724867725,1.4384920634920635,-0.9868885667558728,4.046267807637453,0.2555488902219556,5000,0.4410843858625535
CN,de,de,scale,group,12,64,64,11.328125,7.8125,-3.515625,-7.03125,-0.1282051282051282,0.046390721855628876,5000,0.16236752649470107
all,de,zh,scale,group,24,63,64,9.70568783068783,9.049479166666668,-0.656208664021164,-2.647133801846493,1.3418244320070092,0.505498900219956,5000,0.6499271574256578
US,de,zh,scale,group,12,63,64,8.083250661375661,5.859375,-2.2238756613756614,-4.166666666666666,-0.3001644736842115,0.023595280943811237,5000,0.09747558684984316
CN,de,zh,scale,group,12,64,64,11.328125,12.239583333333332,0.9114583333333334,-2.513227513227513,4.239766081871346,0.6106778644271146,5000,0.715167058331453
all,de,hi,scale,group,24,63,64,9.70568783068783,13.439360119047619,3.7336722883597884,0.20161290322580613,7.419576050050301,0.04039192161567687,5000,0.14968770951692018
US,de,hi,scale,group,12,63,64,8.083250661375661,14.118303571428573,6.03505291005291,2.366750804799532,10.004330717432433,0.0015996800639872025,5000,0.01300385084273468
CN,de,hi,scale,group,12,64,64,11.328125,12.760416666666666,1.4322916666666665,-2.7777777777777777,5.757631461675579,0.5282943411317736,5000,0.6590602671544898
all,de,sw,scale,group,24,63,64,9.70568783068783,15.424520502645503,5.718832671957672,2.8221165659246146,8.455715240641712,0.0011997600479904018,5000,0.010797840431913617
US,de,sw,scale,group,12,63,64,8.083250661375661,20.95320767195767,12.86995701058201,9.48245592577845,16.282300420168063,0.0003999200159968006,5000,0.004580902001417898
CN,de,sw,scale,group,12,64,64,11.328125,9.895833333333332,-1.4322916666666665,-5.510752688172043,2.261904761904761,0.5198960207958409,5000,0.6550689862027594
all,pg,es,scale,group,24,63,64,15.771742724867725,17.404513888888886,1.632771164021164,-0.7774852819090566,3.9583972579388256,0.1731653669266147,5000,0.3606419212025364
US,pg,es,scale,group,12,63,64,15.788277116402117,19.704861111111107,3.916583994708995,0.8719674002148353,7.175984262992831,0.014797040591881624,5000,0.07170873517604172
CN,pg,es,scale,group,12,64,64,15.755208333333334,15.104166666666666,-0.6510416666666667,-3.63849765258216,2.29894509981851,0.6590681863627275,5000,0.7515166649927932
all,pg,pt,scale,group,24,63,64,15.771742724867725,16.356646825396826,0.5849041005291006,-1.4113841467672112,2.5,0.5930813837232554,5000,0.701673749757091
US,pg,pt,scale,group,12,63,64,15.788277116402117,17.869543650793652,2.0812665343915344,-0.49757462686567144,4.677565124933545,0.12917416516696661,5000,0.2996400719856029
CN,pg,pt,scale,group,12,64,64,15.755208333333334,14.84375,-0.9114583333333334,-3.5493827160493825,1.6666666666666667,0.4991001799640072,5000,0.6488351814173248
all,pg,fr,scale,group,24,64,64,15.755208333333334,19.075520833333336,3.3203125,0.6695684523809525,5.929555084745762,0.01759648070385923,5000,0.07918416316736653
US,pg,fr,scale,group,12,64,64,15.755208333333334,17.96875,2.213541666666667,-0.4834523036988968,4.848484848484849,0.1187762447510498,5000,0.2996400719856029
CN,pg,fr,scale,group,12,64,64,15.755208333333334,20.182291666666664,4.427083333333334,0.9948667678556369,7.942708333333333,0.015996800639872025,5000,0.07606025964618397
all,pg,de,scale,group,24,64,64,15.755208333333334,15.494791666666666,-0.26041666666666663,-2.7559363799283156,2.272727272727272,0.8474305138972206,5000,0.8935250606782409
US,pg,de,scale,group,12,64,64,15.755208333333334,16.927083333333336,1.171875,-2.2730327468230698,4.597808371933435,0.5434913017396521,5000,0.6680966245775236
CN,pg,de,scale,group,12,64,64,15.755208333333334,14.0625,-1.6927083333333333,-4.088050314465408,0.8706467661691544,0.1867626474705059,5000,0.37137769296534395
all,pg,zh,scale,group,24,63,64,15.771742724867725,19.038318452380953,3.2665757275132274,-0.04030798317883607,6.5549112587618765,0.05158968206358728,5000,0.17334133173365326
US,pg,zh,scale,group,12,63,64,15.788277116402117,16.982886904761905,1.1946097883597884,-2.272911645452035,4.710446859903378,0.5162967406518696,5000,0.6538029077601565
CN,pg,zh,scale,group,12,64,64,15.755208333333334,21.09375,5.338541666666666,1.5277288732394365,9.322033898305083,0.008398320335932814,5000,0.046008189666414546
all,pg,hi,scale,group,24,63,64,15.771742724867725,20.33626818783069,4.564525462962963,1.8654941500021653,7.276288014154576,0.001999600079984003,5000,0.01526967333805966
US,pg,hi,scale,group,12,63,64,15.788277116402117,22.44336970899471,6.6550925925925934,3.471938646904618,9.862130924630923,0.0003999200159968006,5000,0.004580902001417898
CN,pg,hi,scale,group,12,64,64,15.755208333333334,18.229166666666664,2.473958333333333,-1.0058559735283867,6.12268964189449,0.1871625674865027,5000,0.37137769296534395
all,pg,sw,scale,group,24,63,64,15.771742724867725,20.663855820105823,4.892113095238095,2.1658223044610763,7.638899035651665,0.0011997600479904018,5000,0.010797840431913617
US,pg,sw,scale,group,12,63,64,15.788277116402117,27.39541997354497,11.607142857142856,8.333333333333336,15.000510204081625,0.0003999200159968006,5000,0.004580902001417898
CN,pg,sw,scale,group,12,64,64,15.755208333333334,13.932291666666666,-1.8229166666666667,-5.084941933458882,1.4369197612732074,0.27954409118176365,5000,0.4634546774855556
all,control,es,scale,group,24,64,64,21.158854166666664,18.359375,-2.799479166666667,-5.208333333333334,-0.4780556131977604,0.020395920815836834,5000,0.08711478043374377
US,control,es,scale,group,12,64,64,21.614583333333336,20.182291666666664,-1.4322916666666665,-4.166666666666666,1.209677419354838,0.3023395320935813,5000,0.4852838349527547
CN,control,es,scale,group,12,64,64,20.703125,16.536458333333336,-4.166666666666666,-7.661424731182796,-0.7936507936507936,0.01759648070385923,5000,0.07918416316736653
all,control,pt,scale,group,24,64,64,21.158854166666664,16.731770833333336,-4.427083333333334,-7.465359669811322,-1.5456989247311828,0.003599280143971206,5000,0.023868910428440627
US,control,pt,scale,group,12,64,64,21.614583333333336,18.489583333333336,-3.125,-5.918232620977646,-0.3266402714932145,0.03279344131173765,5000,0.12868810853213972
CN,control,pt,scale,group,12,64,64,20.703125,14.973958333333334,-5.729166666666666,-9.84848484848485,-1.8706749941355862,0.0015996800639872025,5000,0.01300385084273468
all,control,fr,scale,group,24,63,64,21.133019179894177,19.439277447089946,-1.693741732804233,-4.300767924585769,0.6850333913041909,0.1819636072785443,5000,0.37060974901793836
US,control,fr,scale,group,12,63,64,21.66211970899471,20.353835978835978,-1.3082837301587302,-4.524141429036326,1.743281393618417,0.40151969606078786,5000,0.5749032011779462
CN,control,fr,scale,group,12,63,64,20.603918650793652,18.524718915343914,-2.0791997354497354,-5.742845786963434,1.1539479039479026,0.24315136972605478,5000,0.4332133573285343
all,control,de,scale,group,24,63,64,21.196056547619047,18.984581679894177,-2.211474867724868,-4.459460119773587,2.491962764291788e-05,0.052389522095580884,5000,0.17371262589587347
US,control,de,scale,group,12,63,64,21.688988095238095,21.953538359788357,0.26455026455026454,-1.8341327779404109,2.250166550539684,0.78624275144971,5000,0.8590281943611278
CN,control,de,scale,group,12,64,64,20.703125,16.015625,-4.6875,-7.948863636363638,-1.4780819656668613,0.005198960207958408,5000,0.031954584692817534
all,control,zh,scale,group,24,64,64,21.158854166666664,17.96875,-3.1901041666666665,-6.52801724137931,0.059567577030811815,0.055188962207558485,5000,0.1795948502607171
US,control,zh,scale,group,12,64,64,21.614583333333336,16.276041666666664,-5.338541666666666,-9.339577807250222,-1.5618990384615472,0.003999200159968006,5000,0.02584098564902404
CN,control,zh,scale,group,12,64,64,20.703125,19.661458333333336,-1.0416666666666665,-4.874484927347646,2.777777777777778,0.613877224555089,5000,0.715167058331453
all,control,hi,scale,group,24,63,64,21.16712136243386,20.71862599206349,-0.4484953703703702,-3.885533533330665,2.9634115351826344,0.8078384323135372,5000,0.8630341728264517
US,control,hi,scale,group,12,63,64,21.631117724867725,23.598710317460316,1.9675925925925926,-1.8116189146250294,5.641125801282049,0.3007398520295941,5000,0.4852838349527547
CN,control,hi,scale,group,12,64,64,20.703125,17.838541666666664,-2.864583333333333,-7.26223544973545,1.19095622119815,0.17156568686262746,5000,0.3606419212025364
all,control,sw,scale,group,24,63,64,21.17228835978836,21.174355158730158,0.0020667989417984716,-3.914187834224599,3.6458333333333313,0.9830033993201359,5000,0.9948468137697761
US,control,sw,scale,group,12,63,64,21.64145171957672,28.67683531746032,7.035383597883597,3.1816378066378057,10.6992743035262,0.0011997600479904018,5000,0.010797840431913617
CN,control,sw,scale,group,12,64,64,20.703125,13.671875,-7.03125,-12.096866254234792,-2.3989898989898997,0.0023995200959808036,5000,0.01778467835844596
all,he,es,scale,society,24,64,64,3.2552083333333335,3.1901041666666665,-0.06510416666666666,-1.5477357609710551,1.6977062289562268,0.8902219556088782,5000,0.9270079868323855
US,he,es,scale,society,12,64,64,2.604166666666667,3.2552083333333335,0.6510416666666667,-1.1695906432748537,2.657004830917874,0.5690861827634474,5000,0.6890641010553871
CN,he,es,scale,society,12,64,64,3.90625,3.125,-0.78125,-2.5003306878306875,1.0234480431848845,0.42071585682863427,5000,0.5890021995600879
