bloc,mode,lang,sensitivity,share_pct,delta_pp,lo,hi,min_pairs
CN,pg,es,full,4.625701024948672,-2.907986111111111,-5.208333333333332,-0.6510416666666657,192
CN,pg,pt,full,2.5263112414895024,-2.604166666666667,-4.730902777777778,-0.5642361111111112,192
CN,pg,fr,full,4.847632543002901,2.647569444444445,0.5642361111111109,4.730902777777778,192
CN,pg,de,full,5.908280629879502,-3.4288194444444446,-5.295138888888889,-1.5190972222222223,192
CN,pg,zh,full,4.382882177164062,1.7361111111111114,-0.9548611111111112,4.340277777777778,192
CN,pg,hi,full,0.21440947327823096,-0.26041666666666524,-2.430555555555555,1.7795138888888893,192
CN,pg,sw,full,0.011681759887270254,-4.7743055555555545,-7.595486111111112,-2.0833333333333335,192
all,control,es,full,4.625701024948672,-1.7997382198952876,-3.3423547484002327,-0.27949627781413644,191
all,control,pt,full,2.5263112414895024,-2.776982438917976,-4.339945439754218,-1.3014016143106455,191
all,control,fr,full,4.847632543002901,-1.4744446262361839,-3.0175693329887934,-0.02044289969305925,191
all,control,de,full,5.908280629879502,-1.5170520651541592,-3.0815972222222223,-0.04225201670369923,191
all,control,zh,full,4.382882177164062,-2.6037121873182083,-4.601782354384817,-0.6933593750000006,191
all,control,hi,full,0.21440947327823096,-0.143018519095635,-2.0536276960193343,1.7595725771839457,189
all,control,sw,full,0.011681759887270254,0.8959247076023397,-1.3398067571085885,2.941325424690335,190
US,control,es,full,4.625701024948672,0.3067735602094244,-1.3416269236436427,1.9600606958442193,191
US,control,pt,full,2.5263112414895024,-0.8230621000581736,-2.4730550556282718,0.83581349206348,191
US,control,fr,full,4.847632543002901,-1.3863892524723684,-3.1702894650730222,0.3065887186744126,191
US,control,de,full,5.908280629879502,1.0891597585805701,-0.3958019810925642,2.537287749237891,191
US,control,zh,full,4.382882177164062,-4.295966041303083,-6.503954124284559,-2.2091848869601796,191
US,control,hi,full,0.21440947327823096,2.8389629618087295,0.7830662448946437,4.869448665991217,189
US,control,sw,full,0.011681759887270254,8.302266081871347,6.174215622749247,10.2992378418299,190
CN,control,es,full,4.625701024948672,-3.90625,-6.119791666666667,-1.779513888888889,192
CN,control,pt,full,2.5263112414895024,-4.730902777777778,-6.987847222222221,-2.5173611111111116,192
CN,control,fr,full,4.847632543002901,-1.5624999999999993,-3.6471969507784516,0.3472222222222223,191
CN,control,de,full,5.908280629879502,-4.123263888888888,-6.3368055555555545,-2.083333333333334,192
CN,control,zh,full,4.382882177164062,-0.9114583333333331,-3.2552083333333335,1.3454861111111114,192
CN,control,hi,full,0.21440947327823096,-3.125,-5.642361111111111,-0.6510416666666671,192
CN,control,sw,full,0.011681759887270254,-6.510416666666667,-9.505208333333334,-3.689236111111111,192
all,he,es,exclude_truncated,4.625701024948672,0.1672148862896137,-0.5912020806467865,0.9563436008547361,186
all,he,pt,exclude_truncated,2.5263112414895024,-0.44033940325155235,-1.1129437710669128,0.27913965322105017,187
all,he,fr,exclude_truncated,4.847632543002901,0.6027978097122949,-0.10870055581561662,1.3822377253354035,186
all,he,de,exclude_truncated,5.908280629879502,-0.36924746047594525,-0.9365317385541658,0.1785981129003494,187
all,he,zh,exclude_truncated,4.382882177164062,0.7205277592239172,0.006170574590809299,1.5282683280672316,162
all,he,hi,exclude_truncated,0.21440947327823096,1.8580570799963505,0.9812187081081389,2.846052048518771,163
all,he,sw,exclude_truncated,0.011681759887270254,5.851125447190777,4.5004096258169195,7.187054628606387,25
US,he,es,exclude_truncated,4.625701024948672,0.8260233918128654,-0.17551146914064433,1.9138768807463178,186
US,he,pt,exclude_truncated,2.5263112414895024,0.2140406371513426,-0.5322257697381835,1.002392293183098,187
US,he,fr,exclude_truncated,4.847632543002901,0.5219791376589621,-0.2611065184776951,1.3940138953181838,188
US,he,de,exclude_truncated,5.908280629879502,0.12950231060217196,-0.5660640825245739,0.8260140630262394,187
US,he,zh,exclude_truncated,4.382882177164062,0.1316233609263714,-0.5973432525525378,0.8947103496776552,162
US,he,hi,exclude_truncated,0.21440947327823096,3.2383630447085454,2.1418622043929445,4.412886041802517,171
US,he,sw,exclude_truncated,0.011681759887270254,10.644614114863264,8.196281758864027,13.052349560685904,25
CN,he,es,exclude_truncated,4.625701024948672,-0.4915936192336379,-1.4073939964021143,0.3869436522681613,187
CN,he,pt,exclude_truncated,2.5263112414895024,-1.0947194436544476,-2.0079841584914315,-0.2225828693441546,188
CN,he,fr,exclude_truncated,4.847632543002901,0.6836164817656275,-0.36996102325692115,1.7936374223461928,186
CN,he,de,exclude_truncated,5.908280629879502,-0.8679972315540625,-1.6947534904013957,-0.07849180057034268,188
CN,he,zh,exclude_truncated,4.382882177164062,1.3094321575214638,0.2676142434880169,2.4646108815768444,188
CN,he,hi,exclude_truncated,0.21440947327823096,0.4777511152841562,-0.5452931758784119,1.6121735845274276,163
CN,he,sw,exclude_truncated,0.011681759887270254,1.0576367795182906,-0.07744017603033898,2.17355257957679,173
all,de,es,exclude_truncated,4.625701024948672,-0.5016460087767897,-2.065455590830827,1.0395998531805968,187
all,de,pt,exclude_truncated,2.5263112414895024,-0.624865820382836,-2.100195021663591,0.7835450219015138,189
all,de,fr,exclude_truncated,4.847632543002901,-0.09154374450756857,-1.434696882198105,1.2308549472392134,187
all,de,de,exclude_truncated,5.908280629879502,-1.385195035460993,-2.9478927709008556,0.20038748447576146,188
all,de,zh,exclude_truncated,4.382882177164062,-0.13145866340165288,-1.807078551362734,1.5204897922581777,187
all,de,hi,exclude_truncated,0.21440947327823096,3.2039900479366,1.2042353650264157,5.27969639105521,176
all,de,sw,exclude_truncated,0.011681759887270254,4.411032008953003,2.456586827782021,6.461497729455012,29
US,de,es,exclude_truncated,4.625701024948672,1.7297195444010456,0.03852916524408938,3.4269789837552707,187
US,de,pt,exclude_truncated,2.5263112414895024,0.9204072481232171,-0.6866129184265591,2.4874335425517806,189
US,de,fr,exclude_truncated,4.847632543002901,-1.0952275413711585,-2.5599714509610982,0.33743674858835715,187
US,de,de,exclude_truncated,5.908280629879502,1.092457151300237,-0.6069756028899939,2.830426423773088,188
US,de,zh,exclude_truncated,4.382882177164062,-1.093478336111043,-2.7296835150872094,0.5984492347584718,187
US,de,hi,exclude_truncated,0.21440947327823096,5.462702407919469,3.457779033150054,7.562223624142082,176
US,de,sw,exclude_truncated,0.011681759887270254,11.681616843192716,9.090264447678038,14.339731803844646,29
CN,de,es,exclude_truncated,4.625701024948672,-2.7330115619546245,-5.033808599131993,-0.47743055555555597,191
CN,de,pt,exclude_truncated,2.5263112414895024,-2.170138888888889,-4.166666666666666,-0.26041666666666613,192
CN,de,fr,exclude_truncated,4.847632543002901,0.9121400523560211,-0.9565651694681726,2.821180555555556,191
CN,de,de,exclude_truncated,5.908280629879502,-3.862847222222222,-5.990668402777779,-1.7361111111111114,192
CN,de,zh,exclude_truncated,4.382882177164062,0.8305610093077371,-1.557080333769633,3.1321881290950957,191
CN,de,hi,exclude_truncated,0.21440947327823096,0.9452776879537316,-1.622765303615419,3.452885143007898,180
CN,de,sw,exclude_truncated,0.011681759887270254,-2.859552825286711,-5.2641681664371385,-0.5344696817581276,182
all,pg,es,exclude_truncated,4.625701024948672,0.8324742207585052,-0.8268771321770344,2.4665401380305765,186
all,pg,pt,exclude_truncated,2.5263112414895024,-0.5204010776294101,-1.9755659262260874,0.9333893270422836,186
all,pg,fr,exclude_truncated,4.847632543002901,2.2342899489219294,0.7549343192786191,3.7140716798068403,184
all,pg,de,exclude_truncated,5.908280629879502,-0.8776441631889927,-2.3785980590474214,0.624588298676613,185
all,pg,zh,exclude_truncated,4.382882177164062,0.9861273881655044,-1.077057606258543,2.992962657172862,185
all,pg,hi,exclude_truncated,0.21440947327823096,3.2265021397092326,1.4922660374375132,4.953095100714032,174
all,pg,sw,exclude_truncated,0.011681759887270254,2.198052576323022,0.0014081137697422186,4.361550845778037,32
US,pg,es,exclude_truncated,4.625701024948672,4.565662883052787,2.650591765616111,6.46914175443838,186
US,pg,pt,exclude_truncated,2.5263112414895024,1.5642734701047631,0.009988986870467393,3.134563429657782,186
US,pg,fr,exclude_truncated,4.847632543002901,1.8130570648013924,0.25859252723413434,3.368171642996782,184
US,pg,de,exclude_truncated,5.908280629879502,1.6685318452334157,-0.11941410317838426,3.5344374306690898,185
US,pg,zh,exclude_truncated,4.382882177164062,0.2384495499141807,-1.7967460409484464,2.243956862176523,185
US,pg,hi,exclude_truncated,0.21440947327823096,6.6442083379309596,4.5589026189491255,8.795123808015553,174
US,pg,sw,exclude_truncated,0.011681759887270254,9.285947131341869,6.636131232193889,12.003446388980853,32
CN,pg,es,exclude_truncated,4.625701024948672,-2.900714441535776,-5.197891730102414,-0.6320057773247725,191
CN,pg,pt,exclude_truncated,2.5263112414895024,-2.605075625363584,-4.724341232184411,-0.5678370227488458,191
CN,pg,fr,exclude_truncated,4.847632543002901,2.655522833042468,0.5641793011925538,4.742274762070645,191
CN,pg,de,exclude_truncated,5.908280629879502,-3.4238201716114016,-5.295138888888888,-1.5189949643688199,191
CN,pg,zh,exclude_truncated,4.382882177164062,1.733805226416828,-0.9599295724449644,4.342816369567024,190
CN,pg,hi,exclude_truncated,0.21440947327823096,-0.1912040585124941,-2.351614295456272,1.882339991728891,185
CN,pg,sw,exclude_truncated,0.011681759887270254,-4.889841978695827,-7.707663428680143,-2.2023533755431464,179
all,control,es,exclude_truncated,4.625701024948672,-1.7875501810505998,-3.3550361145140797,-0.24099233512666138,189
all,control,pt,exclude_truncated,2.5263112414895024,-2.758248321775206,-4.322023595540691,-1.259128965697416,190
all,control,fr,exclude_truncated,4.847632543002901,-1.4183570906432748,-2.9627633777041007,0.033351326192468465,190
all,control,de,exclude_truncated,5.908280629879502,-1.5332833185834474,-3.131889266043537,-0.058850635820828494,189
all,control,zh,exclude_truncated,4.382882177164062,-2.5879993933279395,-4.619982877498261,-0.6724525044729918,186
all,control,hi,exclude_truncated,0.21440947327823096,-0.18049052028744428,-2.0853465429722666,1.7454776637407308,172
all,control,sw,exclude_truncated,0.011681759887270254,-0.2935118310638791,-2.592439365815353,1.84891474400543,29
US,control,es,exclude_truncated,4.625701024948672,0.3922085017298922,-1.2600553555846417,2.04269151759744,190
US,control,pt,exclude_truncated,2.5263112414895024,-0.734199427451701,-2.3876611966489083,0.9564697335510212,190
US,control,fr,exclude_truncated,4.847632543002901,-1.217562134502924,-3.0436622496057986,0.5122081894366023,190
US,control,de,exclude_truncated,5.908280629879502,1.1691481239092496,-0.34290437068463475,2.6090515793432902,190
US,control,zh,exclude_truncated,4.382882177164062,-4.1941990101640405,-6.393343328912529,-2.095400970331852,186
US,control,hi,exclude_truncated,0.21440947327823096,2.685071192288435,0.6064663104887874,4.721484909826919,172
US,control,sw,exclude_truncated,0.011681759887270254,6.104031712812399,3.5448623455843182,8.60573703116408,29
CN,control,es,exclude_truncated,4.625701024948672,-3.9673088638310925,-6.207371402604618,-1.8293171579864962,189
CN,control,pt,exclude_truncated,2.5263112414895024,-4.782297216098711,-7.0434296877391995,-2.5753650417883223,190
CN,control,fr,exclude_truncated,4.847632543002901,-1.6191520467836253,-3.7054944855282654,0.2926200187316866,190
CN,control,de,exclude_truncated,5.908280629879502,-4.235714761076145,-6.45237589596598,-2.1907069649897983,189
CN,control,zh,exclude_truncated,4.382882177164062,-0.9817997764918395,-3.3244214717093774,1.2437519834587438,190
CN,control,hi,exclude_truncated,0.21440947327823096,-3.046052232863324,-5.600030579233979,-0.5303732321726439,176
CN,control,sw,exclude_truncated,0.011681759887270254,-6.6910553749401585,-9.603816981359754,-3.9600837757523792,169
