mode,contrast,bloc,n_models,n_labs,mean_pp,median_pp,positive,negative,zero,minimum_model_pp,maximum_model_pp,leave_one_min_pp,leave_one_max_pp,equal_lab_mean_pp,leave_lab_min_pp,leave_lab_max_pp
de,cn_ally,all,24,16,-2.0191526300236404,-1.5735815602836887,7,14,3,-19.270833333333336,5.208333333333331,-2.3333911501695956,-1.2690795559666972,-2.2630623891843973,-2.333391150169596,-1.2690795559666974
de,cn_ally,US,12,7,-3.560874704491726,-2.3437500000000013,1,9,2,-19.270833333333336,2.083333333333333,-4.073984526112186,-2.132696647324307,-5.0115037149611625,-4.51635145784082,-2.132696647324307
de,cn_ally,CN,12,9,-0.4774305555555551,0.26041666666666574,6,5,1,-9.895833333333336,5.208333333333331,-0.9943181818181812,0.37878787878787956,-0.1253858024691354,-0.9943181818181809,0.17361111111111113
de,cn_neutral,all,24,16,-1.4300073099415211,-0.7812499999999992,11,13,0,-21.354166666666675,6.770833333333331,-1.7865655987795581,-0.5637395118230362,-1.6475922880116967,-1.870265151515152,-0.5637395118230364
de,cn_neutral,US,12,7,-1.5579312865497084,0.0,6,6,0,-21.354166666666675,5.263157894736842,-2.178030303030304,0.2417264752791068,-3.0590799916457825,-2.552083333333335,0.2417264752791068
de,cn_neutral,CN,12,9,-1.3020833333333341,-1.5625,5,7,0,-8.333333333333337,6.770833333333331,-2.0359848484848495,-0.6628787878787885,-0.5497685185185194,-2.035984848484849,-0.5208333333333344
de,cn_rival,all,24,16,0.32552083333333376,1.3020833333333341,15,8,1,-17.1875,6.770833333333331,0.04528985507246432,1.0869565217391308,0.6347656250000004,0.04528985507246439,1.0869565217391308
de,cn_rival,US,12,7,-1.0416666666666665,-0.2604166666666664,5,6,1,-17.1875,5.208333333333334,-1.6098484848484846,0.4261363636363638,-1.6493055555555554,-1.6666666666666665,0.426136363636364
de,cn_rival,CN,12,9,1.692708333333334,1.8229166666666656,10,2,0,-7.291666666666666,6.770833333333331,1.2310606060606069,2.5094696969696972,2.411265432098766,1.231060606060607,3.0092592592592595
de,neutrals,all,24,16,-0.1311220760233923,0.0,10,11,3,-5.208333333333334,5.208333333333331,-0.36327231121281506,0.08962623951182257,0.21632858187134463,-0.36327231121281506,0.14776524644945646
de,neutrals,US,12,7,-0.6094663742690066,-0.78125,4,6,2,-3.125,2.6041666666666656,-0.9016148325358859,-0.38078149920255266,-0.5844037176274031,-0.8355263157894746,-0.2083333333333341
de,neutrals,CN,12,9,0.34722222222222215,0.78125,6,5,1,-5.208333333333334,5.208333333333331,-0.09469696969696956,0.8522727272727273,0.8391203703703705,-0.09469696969696964,1.1574074074074072
de,us_ally,all,24,16,-1.7612294671014361,-2.083333333333332,6,18,0,-8.37696335078534,4.166666666666669,-2.018964081613093,-1.4735888634630057,-1.8376935244825638,-2.018964081613093,-1.4735888634630059
de,us_ally,US,12,7,-1.7827119883040938,-1.5624999999999991,3,9,0,-8.333333333333337,2.6041666666666656,-2.181519138755981,-1.187200956937799,-2.3588920217209695,-2.1392543859649127,-1.1872009569377988
de,us_ally,CN,12,9,-1.739746945898779,-2.083333333333335,3,9,0,-8.37696335078534,4.166666666666669,-2.276693637950183,-1.1363636363636371,-1.4323169155193594,-2.276693637950183,-1.1363636363636374
de,us_cn,all,24,16,-0.9347503999418268,-1.8229166666666672,7,15,2,-7.329842931937174,9.375,-1.3830004173306019,-0.6567028985507247,-0.6522346749563703,-1.3830004173306016,-0.4730480761239925
de,us_cn,US,12,7,-1.2184591332169872,-2.604166666666667,4,8,0,-7.329842931937174,9.375,-2.1815008726003495,-0.6628787878787883,-0.3747506856145603,-2.181500872600349,-0.23572328873376044
de,us_cn,CN,12,9,-0.6510416666666667,-0.7812499999999972,3,7,2,-6.250000000000003,5.729166666666666,-1.2310606060606062,-0.1420454545454544,-0.8680555555555557,-1.2152777777777777,-0.1420454545454543
de,us_neutral,all,24,16,-3.2785003999418265,-3.125,6,17,1,-16.145833333333325,2.0833333333333344,-3.5116236057363985,-2.719051141968283,-3.522243355511925,-3.6002201332698713,-2.7190511419682823
de,us_neutral,US,12,7,-3.86602857766143,-3.385416666666667,2,9,1,-16.145833333333325,1.0416666666666672,-4.312182690782166,-2.7496826907821665,-4.9010403681542405,-4.6913176265270495,-2.7496826907821674
de,us_neutral,CN,12,9,-2.6909722222222214,-3.124999999999999,4,8,0,-11.458333333333332,2.0833333333333344,-3.1249999999999996,-1.8939393939393931,-2.4498456790123453,-3.0303030303030294,-2.291666666666667
de,us_rival,all,24,16,-2.5863486842105265,-2.8645833333333344,6,17,1,-10.9375,7.291666666666666,-3.015827612509535,-2.223255148741419,-2.6884594298245617,-3.034539473684211,-2.1585925039872413
de,us_rival,US,12,7,-2.785544590643275,-3.645833333333333,2,10,0,-8.947368421052632,7.291666666666666,-3.7016547049441786,-2.2253787878787885,-3.1440580618212204,-3.8114035087719307,-2.187500000000001
de,us_rival,CN,12,9,-2.3871527777777777,-0.7812499999999987,4,7,1,-10.9375,2.0833333333333313,-2.793560606060606,-1.6098484848484846,-2.3341049382716044,-3.1249999999999996,-1.40625
he,allies,all,24,16,0.6942172047702154,0.5208333333333335,13,10,1,-2.0833333333333344,8.333333333333332,0.3620817209196451,0.8149802716442828,0.8895865146887726,0.3620817209196449,0.8993733142947804
he,allies,US,12,7,0.6071844095404307,-0.26041666666666574,5,6,1,-1.5625,8.333333333333332,-0.095192765349833,0.804428446771379,1.115681874844179,-0.09519276534983302,1.0411212914485168
he,allies,CN,12,9,0.78125,1.0416666666666667,8,4,0,-2.0833333333333344,4.166666666666666,0.47348484848484856,1.0416666666666667,0.7137345679012346,0.4629629629629631,1.0416666666666665
he,cn_ally,all,24,16,0.521174192844677,0.5208333333333333,16,8,0,-8.854166666666668,6.250000000000002,0.2720948099248803,0.9287977084756049,0.5970438390779522,0.2720948099248802,0.9287977084756049
he,cn_ally,US,12,7,0.04408449680046501,0.5208333333333333,8,4,0,-8.854166666666668,5.208333333333333,-0.42539267015706844,0.8530164207520226,-0.5202490027424587,-0.5720986038394419,0.8530164207520226
he,cn_ally,CN,12,9,0.9982638888888888,1.0416666666666672,8,4,0,-3.125,6.250000000000002,0.5208333333333331,1.3731060606060606,1.4660493827160497,0.5208333333333331,1.7939814814814818
he,cn_neutral,all,24,16,-1.0637089150668997,0.0,7,11,6,-17.708333333333336,5.729166666666667,-1.3590513316640114,-0.3400295925335764,-1.0472340386852825,-1.3590513316640112,-0.34002959253357623
he,cn_neutral,US,12,7,-1.780195607911577,-0.26041666666666663,4,6,2,-17.708333333333336,2.0833333333333335,-2.131425511661114,-0.3321830874186899,-2.8029039931854074,-2.1885907504363002,-0.33218308741868957
he,cn_neutral,CN,12,9,-0.34722222222222215,0.0,3,5,4,-7.812499999999998,5.729166666666667,-0.899621212121212,0.3314393939393938,0.3182870370370369,-0.8996212121212122,0.40509259259259234
he,cn_rival,all,24,16,-0.8462405468295519,0.2604166666666664,12,9,3,-21.875,3.125000000000001,-1.018903179300402,0.06805334243872846,-0.9981786740110528,-1.0911399900274246,0.06805334243872846
he,cn_rival,US,12,7,-1.8660922047702153,0.2604166666666664,6,4,2,-21.875,2.0833333333333335,-2.225130890052356,-0.04710058702205315,-3.0379996675808196,-2.777474791545472,-0.04710058702205293
he,cn_rival,CN,12,9,0.17361111111111138,0.5208333333333336,6,5,1,-5.208333333333333,3.125000000000001,-0.09469696969696949,0.6628787878787882,0.5883487654320991,-0.09469696969696949,0.9837962962962964
he,neutrals,all,24,16,0.4344822571262361,0.26041666666666574,12,7,5,-1.5624999999999996,3.125,0.3175032248273768,0.5213075726534637,0.38554051228912156,0.23674242424242423,0.5213075726534637
he,neutrals,US,12,7,0.43493673647469455,0.5208333333333324,7,5,0,-1.0416666666666672,3.125,0.1903855306996668,0.5691734094875456,0.2859973614227539,-8.881784197001253e-17,0.5691734094875456
he,neutrals,CN,12,9,0.4340277777777779,0.0,5,2,5,-1.5624999999999996,2.6041666666666665,0.2367424242424244,0.6155303030303031,0.4629629629629632,0.23674242424242428,0.6155303030303031
he,us_ally,all,24,16,-0.1955397396742292,-0.2604166666666664,9,12,3,-5.729166666666666,2.0833333333333335,-0.29462117763107976,0.04505273541239851,-0.21181578134089588,-0.29462117763107976,0.045052735412398535
he,us_ally,US,12,7,-0.7814772396742292,-0.5221967713787087,3,7,2,-5.729166666666666,2.083333333333333,-1.0419145644930985,-0.3316872917658259,-1.128602073464639,-0.9898560209424085,-0.3316872917658259
he,us_ally,CN,12,9,0.3903977603257709,0.5208333333333336,6,5,1,-1.5625,2.0833333333333335,0.23649452641599247,0.5679339203553865,0.5012402236442377,0.23649452641599253,0.5784007174713982
he,us_cn,all,24,16,1.128472222222222,0.5208333333333333,13,8,3,-4.687500000000002,12.5,0.6340579710144926,1.3813405797101448,1.1881510416666665,0.6340579710144926,1.3813405797101446
he,us_cn,US,12,7,1.5625,0.5208333333333331,6,4,2,-2.604166666666667,12.5,0.5681818181818182,1.941287878787879,2.4801587301587302,0.5681818181818182,2.1874999999999996
he,us_cn,CN,12,9,0.6944444444444441,0.5208333333333333,7,4,1,-4.687500000000002,5.208333333333334,0.2840909090909086,1.1837121212121209,0.18325617283950585,0.11574074074074038,1.183712121212121
he,us_neutral,all,24,16,-0.2606439063408959,0.0,10,10,4,-7.291666666666669,2.0833333333333344,-0.3625559602397755,0.04505273541239855,-0.2768631380890054,-0.3790357766143107,0.0450527354123985
he,us_neutral,US,12,7,-0.521287812681792,0.0,4,5,3,-7.291666666666669,2.083333333333333,-0.7580715532286216,0.09420117404410581,-0.7940403473780441,-0.8338787085514838,0.09420117404410581
he,us_neutral,CN,12,9,5.551115123125783e-17,0.2604166666666664,6,5,1,-3.125,2.0833333333333344,-0.18939393939393945,0.28409090909090917,0.1253858024691358,-0.18939393939393945,0.28409090909090917
he,us_rival,all,24,16,1.6714614237929029,1.041666666666666,16,7,1,-2.083333333333333,7.291666666666667,1.4271046741027393,1.8347133697549132,1.812406831733566,1.4271046741027393,1.885440039890302
he,us_rival,US,12,7,1.954033958696917,1.3020833333333335,9,3,0,-1.5625,7.291666666666666,1.4687946216087582,2.2737188640330004,2.7041521233275154,1.4687946216087582,2.5475082412255188
he,us_rival,CN,12,9,1.3888888888888886,0.7812499999999996,7,4,1,-2.083333333333333,7.291666666666667,0.852272727272727,1.7045454545454541,1.118827160493827,0.7523148148148148,1.7045454545454546
pg,allies,all,24,16,-1.3438870614035097,-1.3020833333333341,9,15,0,-9.375000000000004,6.770833333333326,-1.6967009916094593,-0.9947082379862708,-1.0241913377192995,-1.6967009916094593,-0.6430137844611538
pg,allies,US,12,7,-1.2120796783625738,-1.5625,4,8,0,-9.375000000000004,6.770833333333326,-1.9377990430622012,-0.4699960127591711,-0.6296992481203015,-1.9377990430622005,0.46722709551656905
pg,allies,CN,12,9,-1.4756944444444462,-1.0416666666666683,5,7,0,-6.7708333333333375,2.6041666666666687,-1.846590909090911,-0.9943181818181833,-1.3310185185185202,-1.8465909090909107,-0.8333333333333345
pg,cn_ally,all,24,16,-2.8428819444444446,-1.5625,3,17,4,-16.666666666666664,2.6041666666666687,-3.0797101449275366,-2.241847826086957,-3.3582899305555562,-3.1013257575757582,-2.241847826086957
pg,cn_ally,US,12,7,-3.211805555555556,-1.5625,0,8,4,-16.666666666666664,0.0,-3.5037878787878793,-1.9886363636363642,-4.402281746031747,-3.854166666666667,-1.9886363636363649
pg,cn_ally,CN,12,9,-2.4739583333333335,-2.0833333333333313,3,9,0,-8.854166666666668,2.6041666666666687,-2.935606060606061,-1.8939393939393938,-2.5462962962962963,-2.8882575757575757,-1.8939393939393938
pg,cn_neutral,all,24,16,-2.6279239766081868,-2.604166666666667,5,17,2,-18.229166666666675,4.687500000000005,-2.94598588863463,-1.9496090770404264,-2.94750548245614,-2.9289369256474513,-1.9496090770404264
pg,cn_neutral,US,12,7,-2.651681286549708,-2.864583333333333,3,8,1,-18.229166666666675,4.687500000000005,-3.3188795853269544,-1.2355462519936198,-3.984179197994989,-3.3619639376218324,-1.2355462519936198
pg,cn_neutral,CN,12,9,-2.6041666666666656,-2.604166666666667,2,9,1,-9.375,1.5625,-2.982954545454544,-1.9886363636363626,-2.141203703703703,-2.982954545454544,-1.9097222222222214
pg,cn_rival,all,24,16,0.6551535087719292,0.7812499999999994,15,8,1,-16.145833333333336,9.473684210526317,0.27173913043478193,1.3856311975591147,0.399134228801169,0.11837121212121161,1.3856311975591147
pg,cn_rival,US,12,7,-0.3824013157894745,0.5208333333333324,8,4,0,-16.145833333333336,9.473684210526317,-1.278409090909092,1.0506379585326948,-1.5306495405179625,-1.7708333333333344,1.0506379585326946
pg,cn_rival,CN,12,9,1.6927083333333333,1.8229166666666656,7,4,1,-6.770833333333331,8.333333333333337,1.0890151515151512,2.462121212121212,1.9000771604938267,1.089015151515151,2.2253787878787876
pg,neutrals,all,24,16,-0.06464729532163732,0.5208333333333302,13,10,1,-6.7708333333333375,5.2083333333333375,-0.29390732265446234,0.22692601067887136,-0.47166255482456176,-0.3467000835421891,0.22692601067887136
pg,neutrals,US,12,7,-0.5199195906432753,0.5208333333333302,7,5,0,-6.7708333333333375,2.0833333333333344,-0.7565789473684216,0.048345295055821295,-1.0532842522974109,-0.9247076023391819,0.048345295055821254
pg,neutrals,CN,12,9,0.39062500000000044,0.5208333333333328,6,5,1,-3.125,5.2083333333333375,-0.047348484848484744,0.7102272727272733,-0.01929012345679008,-0.11574074074074092,0.7102272727272733
pg,us_ally,all,24,16,-1.4336622807017545,-1.3020833333333341,8,16,0,-7.8125,3.125,-1.6318649885583525,-1.156321510297483,-1.9595783077485383,-1.7128759398496243,-1.156321510297483
pg,us_ally,US,12,7,-1.7822551169590646,-1.8393640350877183,5,7,0,-7.8125,3.125,-2.2283692185007977,-1.2340510366826158,-2.904135338345865,-2.5499512670565303,-1.2340510366826158
pg,us_ally,CN,12,9,-1.0850694444444449,-1.3020833333333341,3,9,0,-3.1250000000000013,2.6041666666666687,-1.420454545454546,-0.8996212121212125,-1.224922839506173,-1.420454545454546,-0.8996212121212124
pg,us_cn,all,24,16,-1.433662280701755,-2.8645833333333344,6,17,1,-7.8125,10.416666666666668,-1.9488939740655993,-1.1563215102974833,-1.411618238304094,-2.1841060985797833,-0.9936299081035926
pg,us_cn,US,12,7,-2.086074561403509,-3.141447368421052,2,9,1,-6.770833333333334,9.895833333333336,-3.1753389154704945,-1.6601874003189794,-1.2424289891395157,-3.175338915470495,-1.2768031189083824
pg,us_cn,CN,12,9,-0.7812500000000008,-2.0833333333333344,4,8,0,-7.8125,10.416666666666668,-1.7992424242424254,-0.14204545454545536,-1.5432098765432105,-2.314814814814815,-0.14204545454545514
pg,us_neutral,all,24,16,-2.910042032163742,-3.385416666666667,5,19,0,-9.895833333333323,5.208333333333331,-3.2630148741418754,-2.6063119755911517,-3.3001530519005846,-3.3403110047846885,-2.6063119755911517
pg,us_neutral,US,12,7,-3.0423062865497066,-3.385416666666667,3,9,0,-9.895833333333323,2.0833333333333335,-3.508273524720892,-2.4192583732057416,-3.822968880534668,-4.015350877192981,-2.419258373205741
pg,us_neutral,CN,12,9,-2.777777777777779,-3.3854166666666674,2,10,0,-7.2916666666666625,5.208333333333331,-3.50378787878788,-2.367424242424244,-2.8935185185185195,-3.50378787878788,-2.3674242424242435
pg,us_rival,all,24,16,-1.517374889770723,-2.3437500000000004,7,15,2,-6.770833333333331,4.6875,-1.7871520588911893,-1.288963653094088,-1.5069547784391537,-1.821037758537759,-1.3238786676286678
pg,us_rival,US,12,7,-1.6892636684303355,-2.864583333333333,5,7,0,-6.770833333333331,3.125,-2.1269240019240025,-1.2273027898027904,-2.2539918745275895,-2.3916997354497362,-1.3219997594997592
pg,us_rival,CN,12,9,-1.345486111111111,-1.8229166666666672,2,8,2,-6.25,4.6875,-1.8939393939393938,-0.899621212121212,-0.9259259259259258,-1.8939393939393943,-0.8854166666666667
