mode,lang,bloc,n_models,n_labs,mean_pp,median_pp,positive,negative,zero,minimum_model_pp,maximum_model_pp,leave_one_min_pp,leave_one_max_pp,equal_lab_mean_pp,leave_lab_min_pp,leave_lab_max_pp
de,sw,CN,12,9,-2.560763888888889,-2.8645833333333313,3,9,0,-20.312500000000004,15.625,-4.214015151515151,-0.9469696969696965,-2.0543981481481484,-4.2140151515151505,-0.9469696969696965
de,zh,all,24,16,-0.17224767306573577,0.5208333333333321,13,9,2,-25.0,15.104166666666668,-0.8364396008801881,0.907219819409667,-0.6066163103548573,-1.279400682214818,0.9072198194096669
de,zh,US,12,7,-1.1691481239092496,0.2604166666666664,6,4,2,-25.0,13.541666666666666,-2.5064949230525144,0.9972929557353641,-3.432682518906341,-3.8042648342059335,0.9972929557353641
de,zh,CN,12,9,0.8246527777777782,0.5208333333333328,7,5,0,-15.104166666666668,15.104166666666668,-0.47348484848484806,2.2727272727272734,1.5914351851851853,-0.4734848484848483,2.272727272727274
he,de,all,24,16,-0.3255208333333334,0.0,10,11,3,-6.25,3.124999999999999,-0.47554347826086957,-0.06793478260869573,-0.5262586805555556,-0.47554347826086957,-0.06793478260869569
he,de,US,12,7,0.21701388888888884,0.0,5,5,2,-1.0416666666666672,2.604166666666667,-8.074349270001139e-17,0.3314393939393939,0.3596230158730158,-6.055761952500853e-17,0.40509259259259256
he,de,CN,12,9,-0.8680555555555557,-0.5208333333333331,5,6,1,-6.25,3.124999999999999,-1.2310606060606062,-0.3787878787878789,-1.215277777777778,-1.3310185185185186,-0.3787878787878789
he,es,all,24,16,0.17361111111111105,0.2604166666666664,12,7,5,-6.770833333333333,4.166666666666666,-3.8616453030440226e-17,0.4755434782608695,0.10308159722222215,-3.8616453030440226e-17,0.4755434782608696
he,es,US,12,7,0.8246527777777777,0.26041666666666663,6,2,4,-1.0416666666666672,4.166666666666666,0.5208333333333333,0.9943181818181818,1.128472222222222,0.5208333333333333,0.9943181818181817
he,es,CN,12,9,-0.4774305555555556,0.2604166666666664,6,5,1,-6.770833333333333,2.604166666666667,-0.7575757575757577,0.09469696969696964,-0.6944444444444444,-0.8101851851851851,0.09469696969696974
he,fr,all,24,16,0.6727430555555555,1.0416666666666667,18,5,1,-6.770833333333333,4.166666666666666,0.5208333333333333,0.9963768115942028,0.33094618055555547,0.49603174603174593,0.9963768115942028
he,fr,US,12,7,0.6076388888888887,1.0416666666666663,9,2,1,-4.166666666666667,3.125,0.37878787878787856,1.0416666666666665,0.3720238095238093,0.2083333333333332,1.0416666666666665
he,fr,CN,12,9,0.7378472222222223,1.302083333333334,9,3,0,-6.770833333333333,4.166666666666666,0.4261363636363638,1.4204545454545454,0.29899691358024694,0.3472222222222222,1.4204545454545454
he,hi,all,24,16,2.126736111111111,1.0416666666666663,16,5,3,-5.729166666666667,35.9375,0.6567028985507248,2.4682971014492754,1.6113281249999998,0.6392045454545453,2.468297101449275
he,hi,US,12,7,3.6458333333333326,1.0416666666666665,8,2,2,-4.166666666666667,35.9375,0.710227272727272,4.3560606060606055,3.1498015873015874,0.6770833333333333,4.8032407407407405
he,hi,CN,12,9,0.6076388888888888,0.78125,8,3,1,-5.729166666666667,5.208333333333333,0.18939393939393936,1.183712121212121,0.4147376543209877,0.18939393939393942,1.1837121212121213
he,pt,all,24,16,-0.34722222222222215,0.2604166666666664,12,9,3,-5.208333333333333,2.604166666666667,-0.47554347826086957,-0.13586956521739127,-0.6727430555555556,-0.5208333333333333,-0.13586956521739124
he,pt,US,12,7,0.34722222222222227,0.5208333333333333,7,2,3,-4.166666666666667,2.604166666666667,0.14204545454545456,0.7575757575757577,0.1984126984126984,0.1420454545454545,0.7575757575757577
he,pt,CN,12,9,-1.0416666666666665,-0.78125,5,7,0,-5.208333333333333,1.5625,-1.2784090909090908,-0.6628787878787877,-1.3503086419753085,-1.6782407407407407,-0.6628787878787878
he,sw,all,24,16,6.57620255235602,1.5625,19,4,1,-2.083333333333333,77.08333333333333,3.510675127096137,6.952704112603384,6.733367192044793,3.5992285419641448,7.317247361422754
he,sw,US,12,7,11.720113438045376,2.6123472949389184,11,0,1,0.0,77.08333333333333,5.778002538473744,12.7855782960495,13.555236121499208,6.199552792321117,15.16385495443087
he,sw,CN,12,9,1.432291666666667,0.78125,8,4,0,-2.083333333333333,9.895833333333334,0.6628787878787882,1.7518939393939397,1.4274691358024691,0.6628787878787878,1.7518939393939397
he,zh,all,24,16,0.7378472222222223,0.0,11,8,5,-4.166666666666667,8.333333333333334,0.407608695652174,0.9510869565217392,0.6781684027777778,0.407608695652174,0.951086956521739
he,zh,US,12,7,0.17361111111111113,0.0,5,3,4,-4.166666666666667,5.729166666666667,-0.331439393939394,0.5681818181818182,-0.2976190476190476,-0.5729166666666666,0.5681818181818183
he,zh,CN,12,9,1.3020833333333335,0.78125,6,5,1,-2.083333333333333,8.333333333333334,0.662878787878788,1.609848484848485,1.4371141975308641,0.6628787878787877,1.6098484848484846
pg,de,all,24,16,-0.9096404159394996,-0.78125,9,14,1,-17.708333333333332,13.020833333333332,-1.515313187647014,-0.17926246300933296,-1.789001145287958,-1.515313187647014,-0.17926246300933288
pg,de,US,12,7,1.6095386125654452,-0.2604166666666668,5,6,1,-13.541666666666668,13.020833333333332,0.5721481834047282,2.9869209106774552,1.9376402393418104,0.5721481834047278,2.9869209106774552
pg,de,CN,12,9,-3.4288194444444446,-3.125,4,8,0,-17.708333333333332,11.458333333333334,-4.78219696969697,-2.1306818181818183,-4.6875,-4.78219696969697,-2.1306818181818183
pg,es,all,24,16,0.7607984293193711,-0.2604166666666668,10,12,2,-17.708333333333332,25.0,-0.2930798998406562,1.5638041581303581,0.7116578497673062,-0.2930798998406559,1.5638041581303588
pg,es,US,12,7,4.4295829697498545,1.8229166666666672,6,5,1,-4.6875,25.0,2.559545057908932,5.2584086942725685,6.351348894706224,2.5595450579089314,5.6279995636998255
pg,es,CN,12,9,-2.907986111111111,-3.645833333333333,4,7,1,-17.708333333333332,8.854166666666666,-3.977272727272727,-1.5625000000000002,-3.674768518518519,-4.224537037037037,-1.5625000000000002
pg,fr,all,24,16,2.235243055555556,2.8645833333333344,14,10,0,-16.145833333333332,22.916666666666664,1.3360507246376816,3.0344202898550727,1.3454861111111114,1.3360507246376816,3.034420289855073
pg,fr,US,12,7,1.822916666666667,1.3020833333333333,6,6,0,-9.895833333333332,14.583333333333336,0.662878787878788,2.888257575757576,0.44642857142857156,9.868649107779169e-17,2.9687500000000004
pg,fr,CN,12,9,2.647569444444445,3.3854166666666687,8,4,0,-16.145833333333332,22.916666666666664,0.8049242424242432,4.356060606060606,2.044753086419753,0.8049242424242432,4.356060606060607
pg,hi,all,24,16,3.3056926169590652,2.864583333333333,13,11,0,-16.666666666666668,42.18750000000001,1.615179252479024,4.174056064073228,2.3707625182748546,1.5938995215311018,4.67079156223893
pg,hi,US,12,7,6.871801900584796,7.291666666666669,8,4,0,-16.666666666666668,42.18750000000001,3.661283891547049,9.011662679425838,4.526028613199666,3.819078947368422,9.011662679425838
pg,hi,CN,12,9,-0.26041666666666524,-2.864583333333333,5,7,0,-14.062499999999996,17.187500000000004,-1.8465909090909078,0.9943181818181831,0.694444444444446,-1.8465909090909078,1.736111111111113
pg,pt,all,24,16,-0.5619637143688186,-1.0416666666666656,11,12,1,-16.145833333333332,23.437500000000004,-1.6054186584718109,0.11559583428181242,-1.5228182718877248,-1.6054186584718109,0.11559583428181246
pg,pt,US,12,7,1.4802392379290294,1.0416666666666672,6,5,1,-16.145833333333332,23.437500000000004,-0.5158753768046954,3.0826094716801533,0.9835582356852,-0.5158753768046953,3.0826094716801533
pg,pt,CN,12,9,-2.6041666666666665,-2.3437499999999982,5,7,0,-15.104166666666666,13.020833333333334,-4.024621212121212,-1.4678030303030305,-3.4722222222222223,-4.340277777777776,-1.4678030303030303
pg,sw,all,24,16,3.002558479532164,-0.26041666666666574,10,12,2,-19.791666666666664,77.60416666666666,-0.24098970251716198,3.9936117467582,2.1651133040935675,-0.15724681020733583,4.572368421052631
pg,sw,US,12,7,10.779422514619881,5.46875,7,3,2,-13.541666666666668,77.60416666666666,4.70444577352472,12.990430622009567,10.293572472848785,5.383223684210526,12.990430622009567
pg,sw,CN,12,9,-4.774305555555554,-7.031250000000001,3,9,0,-19.791666666666664,18.750000000000004,-6.912878787878785,-3.409090909090907,-4.1570216049382696,-6.912878787878787,-3.409090909090908
pg,zh,all,24,16,0.9370227966841186,-0.78125,11,12,1,-19.791666666666668,18.229166666666668,0.1851904545109643,1.8382701646558919,0.8329754308464228,-0.47348484848484823,1.8382701646558925
pg,zh,US,12,7,0.13793448225712593,-0.78125,5,6,1,-19.791666666666668,17.801047120418843,-1.4678030303030303,1.9497164048865618,-1.3202625072716698,-3.125000000000001,1.9497164048865618
pg,zh,CN,12,9,1.7361111111111114,-1.5543122344752192e-15,6,6,0,-8.333333333333332,18.229166666666668,0.23674242424242434,2.651515151515152,2.507716049382717,0.23674242424242467,2.9166666666666674
