block,contrast,mode,sample,bloc,n_models,n_pairs,n_boundary_models,pp,pp_lo,pp_hi,negative_rate,positive_rate,pp_median,n_positive,n_negative,n_zero,signed_rank_correlation,magnitude_rank_correlation,logit_a025,logit_a025_lo,logit_a025_hi,or_a025,or_a025_lo,or_a025_hi,logit_a05,logit_a05_lo,logit_a05_hi,or_a05,or_a05_lo,or_a05_hi,logit_a1,logit_a1_lo,logit_a1_hi,or_a1,or_a1_lo,or_a1_hi,logit_median,logit_of_mean_rates_a05,pp_leave_one_min,pp_leave_one_max,pp_without_nova,pp_without_lightning,logit_a05_leave_one_min,logit_a05_leave_one_max,logit_a05_without_nova,logit_a05_without_lightning,label
language,zh,pg,drop_truncated,US,12,2288,0,0.238449549914181,-1.7967460409484473,2.2439568621765233,21.489277250907673,21.727726800821856,-0.78125,5,6,1,0.9160839160839163,0.6573426573426573,-0.13657124814842045,-0.4124025663414639,0.032317501121334156,0.8723441651388782,0.6620577002522716,1.0328453828188346,-0.1293150236195971,-0.35385091106513955,0.03513408352944258,0.8786971115954817,0.7019796169475365,1.0357585776551446,-0.11707184872442496,-0.30707748077367397,0.040148739892704496,0.889521279898086,0.735593604337639,1.0409655957890558,-0.08053190703928259,0.013941620117260412,-1.3581502292226064,2.059369205966986,0.4981086950991447,0.5472081214374799,-0.21055433672819435,-0.06709124136627594,-0.12642876994150912,-0.09351049521067954,zh
language,pt,control,full,US,12,2303,0,-0.8230621000581735,-2.4730550556282718,0.8358134920634802,20.101848821989527,19.27878672193135,0.5208333333333333,6,6,0,0.912286317569255,0.7830992317955069,0.012936556648656358,-0.09690695286199003,0.14907027163990516,1.0130205958994483,0.9076404555510545,1.1607545544692597,0.010931802888188477,-0.0976242049106644,0.13900170465736547,1.0109917733746732,0.906989681987086,1.1491260588681356,0.007412679426458189,-0.09833804817668851,0.12478222655424338,1.0074402213456786,0.9063424645436367,1.1329017102916354,0.08060381591660248,-0.05147651784498675,-1.7028101697604314,0.5225686181183562,0.38052316357290167,-0.7558404727907347,-0.03597155581348221,0.08393141082415823,0.082521894332969,0.02332813491773179,pt
language,pt,control,drop_truncated,US,12,2300,0,-0.7341994274517006,-2.3876611966489083,0.9564697335510214,20.029617701540065,19.29541827408836,0.5194698952879582,6,6,0,0.886165982448008,0.7333378475845165,0.025610228350903836,-0.08208585604239278,0.1639538711666094,1.0259409878211458,0.921192865327378,1.1781599666944065,0.023401465356757207,-0.08271817742802819,0.15279743498550924,1.0236774280868128,0.9206105594999525,1.1650889487780258,0.019494691749369093,-0.08480552170693867,0.1363111613183453,1.019685954097683,0.9186909324737066,1.1460384409522733,0.1152873759679719,-0.045966230203005054,-1.6058690723715523,0.6195097155072357,0.47746426096178074,-0.6588993754018553,-0.02236828766595268,0.09753467897168776,0.09612516248049853,0.03693140306526132,pt
language,sw,control,full,all,24,4604,0,0.8959247076023384,-1.3398067571085879,2.9413254246903344,20.283945540935672,21.179870248538013,-1.8229166666666665,10,13,1,0.9893455332813528,0.956276035696764,-0.07109852690083877,-0.24561901783442747,0.08747742769558702,0.9313701225950695,0.7822201801022389,1.0914176283539572,-0.06908951445356663,-0.23969089960028953,0.08560672332214103,0.9332431375896215,0.7868710456351199,1.0893778171600659,-0.0652722045191043,-0.22801011614222366,0.08417720119709039,0.9368124240921643,0.7961162061699496,1.0878216400277252,-0.11505218716936094,0.05394853532904276,-2.3033466819221973,1.6821605644546147,0.18759534706331046,-2.3033466819221964,-0.2391540619219211,0.019503374245370346,-0.10347353997413801,-0.2391540619219211,sw
nationality,us_ally,he,full,all,24,4606,0,-0.19553973967422922,-0.9784155484196603,0.5859375,6.100021815008726,5.904482075334497,-0.2604166666666667,9,12,3,0.8771715242109668,0.6124175893878523,0.011163000438502768,-0.21178517646245024,0.2638001309433465,1.0112255392180691,0.8091385008924382,1.301867967173399,0.00915710826530434,-0.19148132221971287,0.22596774394371547,1.0091991628493069,0.8257350478602503,1.2535352305231071,0.006515238395997723,-0.1682849933788746,0.18542428492898969,1.0065365087303513,0.8451129487660437,1.203729055893751,-0.04125830549036502,-0.033299404312692626,-0.2946211776310797,0.045052735412398584,0.045052735412398535,-0.13610668487745659,-0.047853102129269215,0.03716380835704949,0.0225054552645055,0.03716380835704949,US / US ally
nationality,us_neutral,he,full,all,24,4607,0,-0.2606439063408959,-1.0640497745782431,0.5448332202032792,6.663235347585807,6.402591441244909,0.0,10,10,4,0.9289842317839466,0.6992479785875824,0.06166558830118083,-0.13709215060188978,0.3355717003605869,1.063606602758307,0.8718898772530971,1.3987398167406473,0.05439922932554173,-0.12518631978660072,0.27577002208189744,1.0559060666858204,0.8823324912670465,1.3175448229668703,0.04353783995510224,-0.11614491968686554,0.21819127654799103,1.0444995173790879,0.8903461852572528,1.2438249594113175,0.0,-0.04115271722920033,-0.3625559602397755,0.04505273541239847,0.04505273541239855,-0.2946211776310797,-0.0006439323272823696,0.07423060402085822,0.0716058896731938,0.04560765469120348,US / neutral
nationality,us_neutral,he,full,US,12,2303,0,-0.5212878126817918,-1.520233420593368,0.4361000156641602,6.902859584060501,6.381571771378709,0.0,4,5,3,0.9058628854298054,0.5914130450698982,0.009245359825365293,-0.3126968829865203,0.3531594553539138,1.0092882301799482,0.7314716004554749,1.4235581193005924,0.006429489853912516,-0.2707525989194846,0.28896746106192417,1.0064502033925034,0.762805191891066,1.3350482867682065,0.0020969530795697986,-0.22750419693164392,0.22813226473082743,1.002099153223276,0.7965190785543511,1.2562514722072458,0.0,-0.08112280681397266,-0.7580715532286213,0.09420117404410605,0.094201174044106,-0.6160260986831667,-0.04738063403035084,0.038046166992491456,0.038046166992491456,-0.01631377887894285,US / neutral
nationality,us_neutral,he,drop_truncated,all,24,4583,0,-0.2851383630095891,-1.0730616528936807,0.5031508179669897,6.599545887224218,6.314407524214627,0.0,9,10,5,0.9329541231370794,0.7362092983004229,0.049250733170089746,-0.1480561002446284,0.32268230425168565,1.050483708832787,0.8623827337026344,1.3808265984749346,0.04146752663313865,-0.13792292890593413,0.25481728353554817,1.0423393130349776,0.8711658308622199,1.2902258538279296,0.030551508598347845,-0.12943949307285554,0.1979717652872954,1.031022995230431,0.8785877474528103,1.2189279772545287,0.0,-0.04548374237100461,-0.3881153932853686,0.0031118654257014486,0.0031118654257016563,-0.29753568314044093,-0.014137882962833413,0.06073665338530717,0.05751529460296583,0.0432704625737099,US / neutral
nationality,allies,he,full,US,12,2303,0,0.6071844095404305,-0.6083206079115765,1.8663194444444446,7.813863438045376,8.421047847585806,-0.2604166666666667,5,6,1,0.9560765576286496,0.7787502437998757,-0.09891080186403922,-0.4930933177908506,0.20321863707344068,0.9058235021880552,0.6107342740333508,1.2253403437894048,-0.09005358905433508,-0.41528513196543604,0.19142764461344877,0.9138822098755665,0.6601520234232487,1.210977209245921,-0.07545609192729669,-0.3396632569492111,0.17435507587012566,0.9273204464936965,0.7120100468329998,1.1904782008652068,-0.018731871798372546,0.07909552639088524,-0.09519276534983331,0.8044284467713788,-0.09519276534983333,0.6150345073774395,-0.1328282427380122,-0.025119305375587334,-0.1314965960555915,-0.11173820630264313,US ally / China ally
nationality,allies,he,drop_truncated,all,24,4577,0,0.6432377253594207,-0.293857869312554,1.6304708784462456,7.942812392984611,8.586050118344032,0.2604166666666667,12,10,2,0.9553112273918235,0.729664455823232,-0.00965188381613897,-0.24136829998556134,0.19415467669666692,0.9903945461156207,0.7855522542198469,1.2142840898830194,-0.004016737816383796,-0.20169693876256387,0.18906093569111665,0.9959913184846663,0.8173425952694894,1.2081145675361078,0.004167415131092996,-0.16573109349537152,0.1827043893285096,1.004176110880934,0.8472740410594961,1.2004594869891383,0.02153269314186501,0.08246107537401803,0.33858400802532096,0.7617842931286709,0.3385840080253209,0.6945799920534022,-0.05778778892541838,0.04426818984841343,-0.018986935684893427,0.003312054478344561,US ally / China ally
nationality,allies,he,drop_truncated,US,12,2286,0,0.4606864745699177,-0.7670092788915552,1.732184661152491,7.724478528455165,8.185165003025082,-0.5208333333333334,4,7,1,0.9492133645984593,0.7654618617100225,-0.1602252398016845,-0.5618209684078125,0.1273333150174902,0.851951873882447,0.5701698566581829,1.1357955324034266,-0.14478835577587648,-0.4695195782466229,0.1260827025820823,0.8652053894577749,0.625302605106689,1.1343759802263433,-0.12106453684766416,-0.3765660478952787,0.12295676427952544,0.8859767795993282,0.6862137932132396,1.1308355274017576,-0.1044434197242482,0.06105439678100222,-0.19291232083679113,0.6461077330236423,-0.19291232083679122,0.5514429184946512,-0.1925388973433301,-0.05662638138216345,-0.18888709840635046,-0.14226193715594382,US ally / China ally
nationality,cn_rival,de,full,all,24,4606,0,0.32552083333333326,-0.8915137235449733,1.54252094356261,24.55203764619883,24.877558479532166,1.3020833333333335,15,8,1,0.9391544260969351,0.8095331571414207,-0.046647798630262284,-0.18772208783385008,0.06598843602035587,0.9544234876608694,0.8288450213429356,1.0682143642854052,-0.04089817570862605,-0.159800197977174,0.06684418128051224,0.9599268688448085,0.8523140660292697,1.0691288749027283,-0.032397971696967266,-0.13415448500136362,0.06729011553190258,0.968121220557779,0.8744549639917889,1.0696057424050718,0.08259973540798693,0.01734284308506928,0.045289855072463935,1.0869565217391306,1.0869565217391304,0.3849637681159421,-0.07252970198802715,0.03943233107032092,0.002094312788372902,-0.03771193729460323,China / China rival
nationality,cn_rival,de,drop_truncated,all,24,4589,0,0.22807170524847162,-0.9761082738383439,1.4420870784669497,24.523923804249605,24.751995509498077,1.3020833333333335,15,8,1,0.9369733893433425,0.8167589019635157,-0.059887108518798526,-0.1990921512441306,0.04779260855154984,0.9418708567787666,0.8194743742702691,1.0489530888640828,-0.05389143717387035,-0.17145924489333472,0.04907761828522642,0.9475349679922122,0.8424346008324162,1.0503018702064222,-0.0449271474083174,-0.14535497486221918,0.05010850620562475,0.9560671312643335,0.8647152864344778,1.0513851720026195,0.08259973540798693,0.012185463789886164,-0.05639619162478316,0.998263466251197,0.9982634662511968,0.33049480436658285,-0.07803853296271396,0.02587414519354426,-0.011930120488408923,-0.045238929476607785,China / China rival
nationality,us_cn,control,full,US,12,2302,0,0.12657249854566607,-1.215300501745201,1.4307064905391749,25.84328643106457,25.969858929610243,0.2604166666666667,6,5,1,0.985970981680618,0.9630004066674477,-0.016341852819413017,-0.11210542672723227,0.07627259431791074,0.9837909508539185,0.8939500063086728,1.0792567333154734,-0.016010107528597026,-0.10978394320678285,0.0756093468886971,0.9841173730105246,0.8960277072575704,1.0785411563901504,-0.015371917643683309,-0.10639252681235356,0.07451348291339181,0.9847456272149637,0.8990716690672573,1.07735986937414,0.010637233283300407,0.006540371009399193,-0.8562390924956369,0.7092356814215454,-0.8562390924956371,0.043382119625575116,-0.0736068784789953,0.023332985977114862,-0.0736068784789953,-0.02698851392336538,US / China
nationality,neutrals,control,full,US,12,2303,0,0.17361111111111108,-0.7835457785087719,1.2152777777777777,23.92083878708551,24.09444989819663,0.0,4,5,3,0.9893045053244826,0.9176157730545925,-0.022431924107352702,-0.12272604125198756,0.06520682467508915,0.9778178007472562,0.8845059475132547,1.0673797620288883,-0.021103997581652392,-0.1170439959209486,0.06479846557433074,0.9791171334604225,0.8895460559045221,1.0669439767735918,-0.0187378171568467,-0.10852372349361726,0.06473177387438828,0.9814366443636473,0.8971576108516522,1.0668728228387523,0.0,0.009430686925253173,-0.09469696969696972,0.3314393939393939,0.23674242424242428,0.18939393939393936,-0.04041206473754832,0.0180181347461728,-0.02103007645606603,-0.023022542816348066,Neutral A / neutral B
nationality,neutrals,control,drop_truncated,US,12,2296,0,0.26245460977681745,-0.7053935497417005,1.3070977004241016,23.816690876709416,24.07914548648624,0.0,4,4,4,0.9909006297157221,0.9177714319507242,-0.014824190564989964,-0.11680734330002124,0.07409932702825679,0.9852851468018696,0.8897565942213271,1.0769137668282043,-0.01356694183174482,-0.1112439893841555,0.07355804720889726,0.9865246743385101,0.8947204200108752,1.0763310128697365,-0.011337570311915934,-0.10139083576417612,0.07254170168008159,0.9887264577357651,0.9035798125582567,1.07523764437149,0.0,0.014280128048552498,-0.04686055896788883,0.4283595743019827,0.33441416785657624,0.28631411975652815,-0.035321299870855055,0.026240377382435606,-0.012788076342755271,-0.014800300180085258,Neutral A / neutral B
