block,contrast,mode,sample,target,model,origin,lab,n_pairs,n_more,n_less,n_both,negative_rate,positive_rate,pp,pp_lo,pp_hi,boundary,logit_raw,matched_log_or_a05,n_discordant,logit_a025,logit_a025_lo,logit_a025_hi,logit_a05,logit_a05_lo,logit_a05_hi,logit_a1,logit_a1_lo,logit_a1_hi,rank_abs_pp,rank_abs_logit,label
language,es,he,full,x-ai/grok-4.3,grok-4.3,US,xAI,192,5,7,4,5.729166666666667,4.6875,-1.0416666666666667,-4.6875,2.0833333333333335,False,-0.2116598170377464,-0.3101549283038396,12,-0.20671862415807185,-1.0113427186593222,0.501296403675358,-0.20201425055242872,-0.9761119917760901,0.490097777500361,-0.19325062732614473,-0.9132090653367468,0.4692317264671537,11.0,17.0,es
language,es,he,full,xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,Xiaomi,192,1,3,2,2.6041666666666665,1.5625,-1.0416666666666667,-3.125,1.0416666666666667,False,-0.5214640219710462,-0.8472978603872037,4,-0.4901973501821155,-2.580677073529732,0.5501470884340645,-0.46259530285507244,-1.9616172782606718,0.5160612378199358,-0.4160472174387011,-1.418043059434471,0.4106870520893162,11.0,11.0,es
language,es,he,full,z-ai/glm-5.2,glm-5.2,CN,Zhipu,192,3,3,3,3.125,3.125,0.0,-2.6041666666666665,2.6041666666666665,False,0.0,0.0,6,0.0,-0.9660240254165231,0.9660240254165231,0.0,-0.9140427560428019,0.8796456942527229,0.0,-0.8375984632984901,0.8207182225824918,20.0,20.0,es
language,es,he,drop_truncated,amazon/nova-2-lite-v1,nova-2-lite,US,Amazon,192,10,4,6,5.208333333333333,8.333333333333334,3.125,-0.5208333333333334,6.770833333333333,False,0.503526321284379,0.8472978603872037,14,0.4942911323877186,-0.09859250021999522,1.1972838161751391,0.4854144203922517,-0.09646629752336722,1.1708659283650662,0.46865449152543714,-0.09249084275425501,1.1218754421387351,3.0,10.0,es
language,es,he,drop_truncated,anthropic/claude-haiku-4.5,haiku-4.5,US,Anthropic,192,8,10,10,10.416666666666666,9.375,-1.0416666666666667,-5.208333333333333,3.125,False,-0.11692133805890226,-0.2113090936672069,18,-0.1155338532709127,-0.6387170487431351,0.3956986321677234,-0.11418165923115087,-0.6289362680086494,0.3909779436726206,-0.11157783798271792,-0.6103308805144394,0.38353974747919883,11.0,19.0,es
language,es,he,drop_truncated,anthropic/claude-sonnet-5,sonnet-5,US,Anthropic,192,6,2,1,1.5625,3.6458333333333335,2.0833333333333335,-0.5208333333333334,5.208333333333333,False,0.8686890503685212,0.9555114450274363,8,0.8237091006662993,-0.3335117504841838,3.2505825759942857,0.7834741945218875,-0.32087889166681505,2.596614272105506,0.7144245790072303,-0.2929314283379245,1.9774917211056122,5.0,6.0,es
language,es,he,drop_truncated,bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,ByteDance,192,2,0,1,0.5208333333333334,1.5625,1.0416666666666667,0.0,2.6041666666666665,False,1.1091387016550973,1.6094379124341003,2,0.9660240254165231,0.0,2.854239085761967,0.8577966444854237,0.0,2.2182227241759933,0.7036184804272407,0.0,1.6303810862793435,11.0,5.0,es
language,es,he,drop_truncated,deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,DeepSeek,188,4,3,4,3.723404255319149,4.25531914893617,0.5319148936170213,-2.1390374331550803,3.226242371403655,False,0.1390715730001384,0.25131442828090617,7,0.13474424904973192,-0.670253360694093,0.9660852799924391,0.13068801888597603,-0.6354330181818999,0.9149369790522492,0.12329269146735289,-0.5759649259369519,0.838487843052928,15.0,18.0,es
language,es,he,drop_truncated,google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,Google,192,0,0,0,0.0,0.0,0.0,0.0,0.0,True,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,es
language,es,he,drop_truncated,google/gemma-4-31b-it,gemma-4-31b,US,Google,190,0,0,1,0.5263157894736842,0.5263157894736842,0.0,0.0,0.0,False,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,es
language,es,he,drop_truncated,inclusionai/ling-3.0-flash,ling-3.0-flash,CN,InclusionAI,187,0,13,2,8.02139037433155,1.0695187165775402,-6.951871657754011,-10.75268817204301,-3.6649214659685865,False,-2.087764368807136,-3.295836866004329,13,-1.98640864111952,-4.2637074151506305,-1.1027520528183699,-1.897206937627121,-3.585703140270951,-1.065979834639212,-1.746431512787094,-2.922160830072712,-1.0004565526660938,1.0,1.0,es
language,es,he,drop_truncated,minimax/minimax-m3,minimax-m3,CN,MiniMax,192,9,5,7,6.25,8.333333333333334,2.0833333333333335,-1.5625,5.742187499999811,False,0.3101549283038394,0.5465437063680699,14,0.3050083062576907,-0.23626822270773373,0.9417711091943518,0.3000416379978632,-0.23225548457797726,0.9212093979501259,0.2906112852866758,-0.2245928862936459,0.8907829723269427,5.0,13.0,es
language,es,he,drop_truncated,moonshotai/kimi-k2.6,kimi-k2.6,CN,Moonshot,192,2,5,3,4.166666666666667,2.6041666666666665,-1.5625,-4.166666666666667,1.0416666666666667,False,-0.48617648849133666,-0.7884573603642702,7,-0.46813621507094005,-1.6359295278810766,0.3814438621949283,-0.4514474531877295,-1.4927936383302578,0.37343734640418,-0.421551245859789,-1.3420702593354696,0.3471106348262687,9.0,12.0,es
language,es,he,drop_truncated,moonshotai/kimi-k3,kimi-k3,CN,Moonshot,192,3,2,2,2.0833333333333335,2.6041666666666665,0.5208333333333334,-1.5625,3.125,False,0.2284768972895721,0.3364722366212129,5,0.21663533794988066,-0.9660240254165231,1.6359295278810766,0.20598985693975091,-0.8577966444854237,1.4927936383302578,0.1876266090236478,-0.7089786457766256,1.130807386189295,16.0,15.0,es
language,es,he,drop_truncated,nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,NVIDIA,186,2,2,1,1.6129032258064515,1.6129032258064515,0.0,-2.150537634408602,2.1390374331550803,False,0.0,0.0,4,0.0,-2.207962935557352,2.2078488472564484,0.0,-1.6201618757970762,1.6201046802382955,0.0,-1.1201184938890734,1.1200063540304184,20.0,20.0,es
language,es,he,drop_truncated,nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,NVIDIA,190,4,1,0,0.5263157894736842,2.1052631578947367,1.5789473684210527,-0.5291005291005291,4.18848167539267,False,1.4022947024663321,1.0986122886681098,5,1.2397544666800044,-0.5931414300397782,3.4047834859615085,1.11457007410672,-0.5161732300925861,2.745487728174341,0.9322061871800544,-0.410798454083527,2.11677921211748,8.0,3.0,es
language,es,he,drop_truncated,openai/gpt-5.6-luna,gpt-5.6-luna,US,OpenAI,192,2,2,1,1.5625,1.5625,0.0,-2.0833333333333335,2.0833333333333335,False,0.0,0.0,4,0.0,-2.2076821889801783,2.2076821889801783,0.0,-1.619881871595184,1.619881871595184,0.0,-1.1196656978659418,1.1196656978659418,20.0,20.0,es
language,es,he,drop_truncated,openai/gpt-5.6-sol,gpt-5.6-sol,US,OpenAI,192,2,1,2,1.5625,2.0833333333333335,0.5208333333333334,-1.0416666666666667,2.6041666666666665,False,0.29298712468147414,0.5108256237659907,3,0.27356201223223486,-0.8631922347316694,2.2076821889801783,0.25660544591532153,-0.8043307095205603,1.619881871595184,0.2284206084150533,-0.6983419974370495,1.1199373027101998,16.0,14.0,es
language,es,he,drop_truncated,openai/gpt-5.6-terra,gpt-5.6-terra,US,OpenAI,192,1,0,1,0.5208333333333334,1.0416666666666667,0.5208333333333334,0.0,1.5625,False,0.6983965364460891,1.0986122886681098,1,0.5930291408669692,0.0,2.2076821889801783,0.5160612378199358,0.0,1.619881871595184,0.4106870520893162,0.0,1.2791497236685627,16.0,9.0,es
language,es,he,drop_truncated,qwen/qwen3.7-plus,qwen3.7-plus,CN,Alibaba,192,2,1,3,2.0833333333333335,2.6041666666666665,0.5208333333333334,-1.0416666666666667,2.0833333333333335,False,0.2284768972895721,0.5108256237659907,3,0.21663533794988066,-0.6465568967817887,1.4511809912830391,0.20598985693975091,-0.5983408525808094,1.1144020904007452,0.1876266090236478,-0.5213520367529778,0.9483790464256554,16.0,15.0,es
language,es,he,drop_truncated,qwen/qwen3.8-27b,qwen3.8-27b,CN,Alibaba,192,2,5,2,3.6458333333333335,2.0833333333333335,-1.5625,-4.166666666666667,1.0416666666666667,False,-0.575701925687047,-0.7884573603642702,7,-0.5501470884340645,-2.0442101321500084,0.39634349023231863,-0.526868748606566,-1.8229215108994357,0.3783915479295126,-0.48600397059217704,-1.5412169437257308,0.3471106348262687,9.0,8.0,es
language,es,he,drop_truncated,qwen/qwen3.8-flash,qwen3.8-flash,CN,Alibaba,192,6,1,1,1.0416666666666667,3.6458333333333335,2.6041666666666665,0.0,5.729166666666667,False,1.2794312155775294,1.466337068793427,7,1.1967039852158532,0.0,3.5390106387827878,1.1252096011873753,0.0,2.8756600343034737,1.0073560073451548,0.0,2.2395589411627803,4.0,2.0,es
language,es,he,drop_truncated,tencent/hy3,hy3,CN,Tencent,192,1,5,4,4.6875,2.6041666666666665,-2.0833333333333335,-4.6875,0.5208333333333334,False,-0.6094091289152845,-1.2992829841302609,6,-0.5879887565513697,-1.657899615441111,0.09112622086072743,-0.5681078842839105,-1.5744528443568995,0.08932252157496622,-0.5323318289869543,-1.3819082655911064,0.0859325490116854,5.0,7.0,es
language,es,he,drop_truncated,thinkingmachines/inkling,inkling,US,Thinking Machines,192,10,2,3,2.6041666666666665,6.770833333333333,4.166666666666667,1.0416666666666667,7.8125,False,0.9992342560412681,1.4350845252893227,12,0.969432618746298,0.1892828261300279,2.152336256088085,0.9415452306880905,0.18537278239438848,2.027923300716149,0.8907829723269427,0.17804320623876135,1.8452481541790409,2.0,4.0,es
language,es,he,drop_truncated,x-ai/grok-4.3,grok-4.3,US,xAI,192,5,7,4,5.729166666666667,4.6875,-1.0416666666666667,-4.6875,2.0833333333333335,False,-0.2116598170377464,-0.3101549283038396,12,-0.20671862415807185,-1.0113427186593222,0.501296403675358,-0.20201425055242872,-0.9761119917760901,0.490097777500361,-0.19325062732614473,-0.9132090653367468,0.4692317264671537,11.0,17.0,es
language,es,he,drop_truncated,xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,Xiaomi,192,1,3,2,2.6041666666666665,1.5625,-1.0416666666666667,-3.125,1.0416666666666667,False,-0.5214640219710462,-0.8472978603872037,4,-0.4901973501821155,-2.580677073529732,0.5501470884340645,-0.46259530285507244,-1.9616172782606718,0.5160612378199358,-0.4160472174387011,-1.418043059434471,0.4106870520893162,11.0,11.0,es
language,es,he,drop_truncated,z-ai/glm-5.2,glm-5.2,CN,Zhipu,191,3,3,3,3.141361256544503,3.141361256544503,0.0,-2.6178010471204187,2.6041666666666665,False,0.0,0.0,6,0.0,-0.9661371334351677,0.9660240254165231,0.0,-0.9141865343943434,0.8796456942527229,0.0,-0.8377414736669855,0.8207182225824918,20.0,20.0,es
language,pt,he,full,amazon/nova-2-lite-v1,nova-2-lite,US,Amazon,192,1,9,1,5.208333333333333,1.0416666666666667,-4.166666666666667,-7.291666666666667,-1.0416666666666667,False,-1.652455297517791,-1.845826690498331,10,-1.5593071152211158,-3.956272130331322,-0.46813621507094005,-1.4779865468335323,-3.2832412008231047,-0.4514474531877295,-1.3420702593354696,-2.6291425151005967,-0.4160472174387011,2.0,1.0,pt
language,pt,he,full,anthropic/claude-haiku-4.5,haiku-4.5,US,Anthropic,192,9,12,8,10.416666666666666,8.854166666666666,-1.5625,-6.25,3.125,False,-0.17981042660783597,-0.2744368457017603,21,-0.17760926609611083,-0.7445832286669827,0.3516715127246046,-0.17546581164940012,-0.7336886308225044,0.3479125573888906,-0.17134308036763102,-0.7129306967152851,0.34116607924811215,9.0,17.0,pt
language,pt,he,full,anthropic/claude-sonnet-5,sonnet-5,US,Anthropic,192,7,2,1,1.5625,4.166666666666667,2.6041666666666665,-0.5208333333333334,5.729166666666667,False,1.007640510462383,1.0986122886681098,9,0.9583335652530556,-0.15445121205376292,3.4043861741960315,0.9140427560428019,-0.1490753129348709,2.7450914727825593,0.8375984632984901,-0.139408103016826,2.1163850568715206,5.0,7.0,pt
language,pt,he,full,bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,ByteDance,192,1,0,1,0.5208333333333334,1.0416666666666667,0.5208333333333334,0.0,1.5625,False,0.6983965364460891,1.0986122886681098,1,0.5930291408669692,0.0,2.2076821889801783,0.5160612378199358,0.0,1.619881871595184,0.4106870520893162,0.0,1.2791497236685627,14.0,12.0,pt
language,pt,he,full,deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,DeepSeek,192,4,5,2,3.6458333333333335,3.125,-0.5208333333333334,-3.6458333333333335,2.6041666666666665,False,-0.15954152846213487,-0.2006706954621511,9,-0.15380359820174583,-1.2565424025448428,0.8631922347316694,-0.1484772006770534,-1.223820712357984,0.8043307095205603,-0.13889333576590834,-1.109294965734855,0.7199584380106021,14.0,18.0,pt
language,pt,he,full,google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,Google,192,0,0,0,0.0,0.0,0.0,0.0,0.0,True,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,pt
language,pt,he,full,google/gemma-4-31b-it,gemma-4-31b,US,Google,192,3,1,1,1.0416666666666667,2.0833333333333335,1.0416666666666667,-1.0416666666666667,3.125,False,0.7037292898904823,0.8472978603872037,4,0.6465568967817887,-0.6699055024645535,2.854239085761967,0.5983408525808094,-0.6349969938448341,2.2182227241759933,0.5213520367529778,-0.575531243241322,1.6519975268528961,11.0,10.0,pt
language,pt,he,full,inclusionai/ling-3.0-flash,ling-3.0-flash,CN,InclusionAI,192,1,11,4,7.8125,2.6041666666666665,-5.208333333333333,-8.854166666666666,-2.0833333333333335,False,-1.1535711729488671,-2.03688192726104,12,-1.1212348834349806,-2.341619082218113,-0.4251200029455342,-1.0909001681817707,-2.1794205670478566,-0.41724433086879875,-1.0354876655495904,-1.9903381137179816,-0.40239605199074635,1.0,5.0,pt
language,pt,he,full,minimax/minimax-m3,minimax-m3,CN,MiniMax,192,5,7,5,6.25,5.208333333333333,-1.0416666666666667,-4.6875,2.6041666666666665,False,-0.19337139298053962,-0.3101549283038396,12,-0.1892828261300279,-0.912750218439327,0.46813621507094005,-0.18537278239438848,-0.8796456942527229,0.4534704563592493,-0.17804320623876135,-0.8207182225824918,0.4389878001468084,11.0,16.0,pt
language,pt,he,full,moonshotai/kimi-k2.6,kimi-k2.6,CN,Moonshot,192,0,6,2,4.166666666666667,1.0416666666666667,-3.125,-5.729166666666667,-1.0416666666666667,False,-1.418382675671391,-2.5649493574615367,6,-1.3313284498026094,-3.5390106387827878,-0.4901973501821155,-1.2557781627082898,-2.8756600343034737,-0.46259530285507244,-1.1305298916364146,-2.2395589411627803,-0.4160472174387011,3.0,4.0,pt
language,pt,he,full,moonshotai/kimi-k3,kimi-k3,CN,Moonshot,192,1,3,1,2.0833333333333335,1.0416666666666667,-1.0416666666666667,-3.125,1.0416666666666667,False,-0.7037292898904823,-0.8472978603872037,4,-0.6465568967817887,-3.0708744237118477,0.9660240254165231,-0.5983408525808094,-2.4242125811157442,0.8577966444854237,-0.5213520367529778,-1.8180076953029913,0.6983419974370495,11.0,10.0,pt
language,pt,he,full,nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,NVIDIA,192,2,2,1,1.5625,1.5625,0.0,-2.0833333333333335,2.0833333333333335,False,0.0,0.0,4,0.0,-2.2076821889801783,2.2076821889801783,0.0,-1.619881871595184,1.619881871595184,0.0,-1.1196656978659418,1.1196656978659418,22.0,22.0,pt
language,pt,he,full,nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,NVIDIA,192,4,0,1,0.5208333333333334,2.6041666666666665,2.0833333333333335,0.5208333333333334,4.166666666666667,False,1.6306027236261436,2.1972245773362196,4,1.4562213755986386,0.3729948845495539,3.4043861741960315,1.3203919473404961,0.34173540666548785,2.7450914727825593,1.1196656978659418,0.2929314283379245,2.1163850568715206,7.0,2.0,pt
language,pt,he,full,openai/gpt-5.6-luna,gpt-5.6-luna,US,OpenAI,192,2,1,2,1.5625,2.0833333333333335,0.5208333333333334,-1.0416666666666667,2.0833333333333335,False,0.29298712468147414,0.5108256237659907,3,0.27356201223223486,-0.9660240254165231,1.7897331260828224,0.25660544591532153,-0.8577966444854237,1.619881871595184,0.2284206084150533,-0.7036184804272407,1.1196656978659418,14.0,14.0,pt
language,pt,he,full,openai/gpt-5.6-sol,gpt-5.6-sol,US,OpenAI,192,2,2,1,1.5625,1.5625,0.0,-2.0833333333333335,2.0833333333333335,False,0.0,0.0,4,0.0,-2.2076821889801783,2.2076821889801783,0.0,-1.619881871595184,1.619881871595184,0.0,-1.1196656978659418,1.1090290495263657,22.0,22.0,pt
language,pt,he,full,openai/gpt-5.6-terra,gpt-5.6-terra,US,OpenAI,192,1,0,1,0.5208333333333334,1.0416666666666667,0.5208333333333334,0.0,1.5625,False,0.6983965364460891,1.0986122886681098,1,0.5930291408669692,0.0,2.2076821889801783,0.5160612378199358,0.0,1.619881871595184,0.4106870520893162,0.0,1.2791497236685627,14.0,12.0,pt
language,pt,he,full,qwen/qwen3.7-plus,qwen3.7-plus,CN,Alibaba,192,2,1,3,2.0833333333333335,2.6041666666666665,0.5208333333333334,-1.0416666666666667,2.6041666666666665,False,0.2284768972895721,0.5108256237659907,3,0.21663533794988066,-0.6465568967817887,1.4511809912830391,0.20598985693975091,-0.5983408525808094,1.1252096011873753,0.1876266090236478,-0.5213520367529778,1.0073560073451548,14.0,15.0,pt
language,pt,he,full,qwen/qwen3.8-27b,qwen3.8-27b,CN,Alibaba,192,5,4,3,3.6458333333333335,4.166666666666667,0.5208333333333334,-2.6041666666666665,3.6458333333333335,False,0.13895146009386172,0.20067069546215124,9,0.13462446458675625,-0.7947073807094416,1.0781861067334852,0.13056856152091445,-0.7701221348363392,1.030703187138983,0.12317388429125975,-0.7089786457766256,0.9483790464256554,14.0,20.0,pt
language,pt,he,full,qwen/qwen3.8-flash,qwen3.8-flash,CN,Alibaba,192,4,1,1,1.0416666666666667,2.6041666666666665,1.5625,-0.5208333333333334,4.166666666666667,False,0.9322061871800544,1.0986122886681098,5,0.8631922347316694,-0.5930291408669692,3.2505825759942857,0.8043307095205603,-0.5160612378199358,2.596614272105506,0.7089786457766256,-0.4106870520893162,1.9774917211056122,9.0,8.0,pt
language,pt,he,full,tencent/hy3,hy3,CN,Tencent,192,1,7,2,4.6875,1.5625,-3.125,-6.25,-0.5208333333333334,False,-1.1308731508863308,-1.6094379124341003,8,-1.0781861067334852,-3.4043861741960315,-0.17970815228243797,-1.030703187138983,-2.7450914727825593,-0.17240169098976166,-0.9483790464256554,-2.1163850568715206,-0.1594840258026209,3.0,6.0,pt
language,pt,he,full,thinkingmachines/inkling,inkling,US,Thinking Machines,192,6,1,4,2.6041666666666665,5.208333333333333,2.6041666666666665,0.0,5.729166666666667,False,0.7202491103377366,1.466337068793427,7,0.6961148804894464,0.0,1.7496185209694206,0.673655837312972,0.0,1.6412708390073112,0.633091613558844,0.0,1.4349854466121827,5.0,9.0,pt
