fit,term,logodds,se,lo,hi,z,p,odds_ratio,or_lo,or_hi
E_ps_vs_control,(Intercept),-2.45929068955265,0.364142961046427,-3.1730108932036467,-1.745570485901653,-6.75364060995566,1.4418063788806499e-11,0.08549557236776587,0.04187731975639435,0.17454538487687687
E_ps_vs_control,x,0.0735753177348603,0.226137427958164,-0.3696540410631411,0.5168046765328617,0.325356657671334,0.744911154670915,1.0763496018329592,0.6909733376929635,1.6766616049674061
E_ps_vs_control,ps,0.0982966425831494,0.398140506115542,-0.6820587494033129,0.8786520345696117,0.246889329453515,0.804993874615684,1.1032900193716089,0.505575067833615,2.4076520862884054
E_ps_vs_control,mode_he,-2.92621568224907,0.296236050572888,-3.506838341371931,-2.3455930231262094,-9.87798641181613,5.18645777210391e-23,0.05359949233838237,0.029991587858064245,0.09579037937332263
E_ps_vs_control,mode_de,-0.784654608775738,0.261505805926,-1.2972059883906981,-0.272103229160778,-3.00052461931869,0.0026951496542376,0.45627726873740376,0.27329431477890515,0.7617756195729488
E_ps_vs_control,x:ps,0.179066515418041,0.269839389935835,-0.3498186888561956,0.7079517196922775,0.66360406262637,0.506943756412921,1.196100300633504,0.704815869105849,2.0298293382504746
F_he_vs_control,(Intercept),-2.5033115799281,0.383090954520157,-3.2541698507876076,-1.752453309068592,-6.53450975647191,6.38182347873963e-11,0.08181361718872464,0.038612861798882805,0.17334814478052604
F_he_vs_control,x,0.0754068975658649,0.242979264503842,-0.4008324608616654,0.5516462559933952,0.310342932841796,0.756300186013738,1.0783228285642983,0.6697622630309967,1.7361087460209677
F_he_vs_control,ps,-3.02221481754566,0.530409094593689,-4.061816642949291,-1.9826129921420295,-5.6978940375462,1.21296397326649e-08,0.048693252174173696,0.017217712251694647,0.13770893441806145
F_he_vs_control,x:ps,0.398647145884164,0.402373648643722,-0.3900052054575311,1.187299497225859,0.990738700776955,0.321813188363169,1.4898078410229558,0.6770533501165313,3.2782164105553355
F_de_vs_control,(Intercept),-2.47045066870806,0.369045381304362,-3.1937796160646097,-1.7471217213515104,-6.69416498311521,2.1690659419748198e-11,0.08454674784083585,0.0410165507844343,0.17427483378672082
F_de_vs_control,x,0.074021639899628,0.230344642737548,-0.3774538598659661,0.525497139665222,0.321351688582432,0.747943889968073,1.0768301077395377,0.6856048347534781,1.6912994514562996
F_de_vs_control,ps,-0.393497242998848,0.45961529455696,-1.2943432203304894,0.5073487343327936,-0.856144796874426,0.391917692683881,0.6746931777041763,0.2740778139674235,1.6608819132462322
F_de_vs_control,x:ps,-0.245920836127812,0.335490569006269,-0.9034823513800992,0.4116406791244752,-0.733018626592798,0.463547068836027,0.7819841273667384,0.40515630365444044,1.5092920187540007
F_pg_vs_control,(Intercept),-2.49850782505049,0.382813579274021,-3.2488224404275714,-1.748193209673409,-6.52669591760232,6.723635277803779e-11,0.0822075752327045,0.038819893664933526,0.17408820034315114
F_pg_vs_control,x,0.0734037068242234,0.244561553335087,-0.40593693771254713,0.5527443513609939,0.300144097971315,0.764067243577224,1.07616490434613,0.6663521877931337,1.7380162060874822
F_pg_vs_control,ps,-0.0573138313090804,0.466666927866989,-0.9719810099283788,0.857353347310218,-0.122815284063618,0.902253370956744,0.9442976726848964,0.3783328141870976,2.356914497501501
F_pg_vs_control,x:ps,0.371822193354903,0.343738104856274,-0.30190449216339393,1.0455488788732,1.08170199376171,0.279384966961668,1.450375072039157,0.7394086808407646,2.844959633420382
