fit,term,logodds,se,lo,hi,z,p,odds_ratio,or_lo,or_hi
E_ps_vs_control,(Intercept),-2.2667230546516,0.355968774033036,-2.9644218517563505,-1.5690242575468494,-6.36775812937243,1.91811071240344e-10,0.10365128375971273,0.051590287458693325,0.2082482799429744
E_ps_vs_control,x,-0.102722518770949,0.222391110066906,-0.5386090945020847,0.33316405696018675,-0.461900292417469,0.644152824306578,0.9023773315160993,0.5835593640812178,1.3953762008706059
E_ps_vs_control,ps,-0.593752660201159,0.39146618183605,-1.361026376599817,0.1735210561974989,-1.51674062218184,0.129332183802351,0.5522509810623665,0.25639748148126973,1.18948573255243
E_ps_vs_control,mode_he,-2.93146517272019,0.290728322437283,-3.5012926846972645,-2.3616376607431153,-10.0831771330176,6.5570912873315905e-24,0.05331885954812737,0.030158372946425968,0.09426572144867126
E_ps_vs_control,mode_de,-0.778211149718501,0.255124013251803,-1.278254215692035,-0.27816808374496715,-3.05032497646711,0.0022859387227901,0.4592267649113808,0.27852311755190007,0.7571695429255543
E_ps_vs_control,x:ps,0.842141707822072,0.265807300213028,0.3211593994045371,1.363124016239607,3.1682414559237,0.0015336408995795,2.321333274334881,1.378725331376082,3.908384105161862
F_he_vs_control,(Intercept),-2.31830841290499,0.382068068852563,-3.067161827856013,-1.5694549979539665,-6.06778896720523,1.2968314944362902e-09,0.09843996461617088,0.04655309322937927,0.20815859831022843
F_he_vs_control,x,-0.106240314936521,0.245496963340085,-0.5874143630830876,0.37493373321004564,-0.432756126556837,0.665191949858577,0.8992085288680932,0.5557624284066418,1.4548950002023155
F_he_vs_control,ps,-3.04672536905988,0.538334544805029,-4.101861076877737,-1.9915896612420232,-5.65953903285795,1.5178012638505e-08,0.04751426158742812,0.016541861061590855,0.13647829865048028
F_he_vs_control,x:ps,0.437389342579323,0.39217785538226,-0.3312792539699066,1.2060579391285526,1.11528312110584,0.264729116119016,1.5486589185506336,0.7180046353971195,3.340291034026436
F_de_vs_control,(Intercept),-2.2846694635896,0.36513719065907,-3.000338357281377,-1.5690005698978229,-6.25701660098165,3.92411656442568e-10,0.10180770769968467,0.04977022540039429,0.20825321291356508
F_de_vs_control,x,-0.104267145952688,0.23028236304416,-0.5556205775192417,0.3470862856138656,-0.452779555387371,0.650707486742541,0.9009845708865301,0.5737161153761919,1.4149388089670378
F_de_vs_control,ps,-1.17964418673806,0.459149435607709,-2.0795770805291696,-0.2797112929469504,-2.56919446100754,0.0101935237945813,0.30738809190496186,0.12498305879195515,0.7560019730534489
F_de_vs_control,x:ps,0.545875947480905,0.334169485158889,-0.10909624343051749,1.2008481383923275,1.63353020465455,0.102357533490834,1.7261197105699528,0.8966441172395891,3.3229340358477577
F_pg_vs_control,(Intercept),-2.29906132301575,0.371601150608735,-3.027399578208871,-1.5707230678226296,-6.18690582429459,6.135659475733211e-10,0.10035299857545697,0.04844144266584356,0.20789480595272636
F_pg_vs_control,x,-0.103758014858878,0.23652573601623,-0.5673484574506888,0.3598324277329328,-0.438675370411947,0.660896775838806,0.901443406940551,0.5670269432348323,1.4330892484240423
F_pg_vs_control,ps,-1.07565283025956,0.452870610626016,-1.9632792270865513,-0.18802643343256864,-2.37518797868702,0.0175400149648291,0.341075018511382,0.14039727069319258,0.8285928043911766
F_pg_vs_control,x:ps,1.33711715056744,0.335908660281342,0.6787361764160097,1.9954981247188703,3.98059743219343,6.8742281306428e-05,3.8080496324181716,1.9713846747248138,7.355866254253197
