weights,group,lang,language,n_models,odds_ratio,boot_lo,boot_hi,boot_p,boot_q,perm_p,perm_q
equal,he,es,Spanish,24,1.058233654958012,0.8064763853542626,1.3376697064866203,0.674,0.674,0.519496100779844,0.519496100779844
equal,he,sw,Swahili,22,1.6186149585248395,1.2852890855890637,2.1378621310617016,0.0,0.0,0.0001999600079984003,0.0006998600279944011
equal,he,zh,Chinese,24,1.2489449331367266,0.9951502758515068,1.6042911983931847,0.062,0.1295,0.014397120575884824,0.033593281343731254
equal,he,fr,French,24,1.2268256665131714,0.9832912001656243,1.5325032682221422,0.074,0.1295,0.021795640871825634,0.03814237152569486
equal,he,hi,Hindi,24,1.7280606717226434,1.4045698972151253,2.296313109061077,0.0,0.0,0.0001999600079984003,0.0006998600279944011
with_luna,de,de,German,24,0.9453603469529308,0.7351229938510336,1.1761213847714913,0.618,0.8652,0.5816836632673466,0.8143571285742851
with_luna,de,pt,Portuguese,24,1.1157373657117613,0.924984620758496,1.3217521724069918,0.222,0.518,0.2835432913417317,0.6616010131307072
with_luna,de,es,Spanish,24,1.0904499596638366,0.8936045068792339,1.3156250196047297,0.446,0.7805,0.39792041591681665,0.6963607278544292
with_luna,de,sw,Swahili,22,1.2742379476329386,1.0125621659068984,1.6064025497373877,0.038,0.133,0.020995800839832032,0.0734853029394121
with_luna,de,zh,Chinese,24,0.9733027189703521,0.7759000622014688,1.1937761192213294,0.794,0.882,0.7956408718256349,0.9282476837965742
with_luna,de,fr,French,24,0.9930422134133772,0.8507842919208896,1.1668910761468425,0.882,0.882,0.9438112377524495,0.9438112377524496
with_luna,de,hi,Hindi,24,1.6491558562391244,1.3661005373496191,1.9913374296117086,0.0,0.0,0.0001999600079984003,0.0013997200559888023
without_luna,de,de,German,23,0.6767218284830486,0.5770617984004647,0.7915533784783908,0.0,0.0,0.0001999600079984003,0.0006998600279944011
without_luna,de,pt,Portuguese,23,0.8119410805475057,0.7040002735436578,0.9244038116034607,0.002,0.004666666666666667,0.0003999200159968006,0.0009331467039925349
without_luna,de,es,Spanish,23,0.7551623250101547,0.6660167745864072,0.8640341742224759,0.0,0.0,0.0001999600079984003,0.0006998600279944011
without_luna,de,sw,Swahili,21,0.8685659550443878,0.7452717709295904,1.0155970409311073,0.074,0.1092,0.022195560887822437,0.038842231553689266
without_luna,de,zh,Chinese,23,0.879129658719094,0.7618590023213874,1.0141974842961425,0.078,0.1092,0.03239352129574085,0.04535092981403719
without_luna,de,fr,French,23,0.9616208580787352,0.8575798708286145,1.0888077071641507,0.56,0.56,0.5148970205958808,0.5148970205958808
without_luna,de,hi,Hindi,23,1.048805680748028,0.9022188945992069,1.2260843844241724,0.526,0.56,0.42091581683663265,0.49106845297607143
equal,de,de,German,24,0.8882251010402947,0.7821868024759456,1.0138758741548528,0.074,0.259,0.008998200359928014,0.03149370125974805
equal,de,pt,Portuguese,24,0.9465024083958319,0.8461552587883723,1.0576344698714013,0.352,0.8213333333333334,0.22615476904619075,0.5276944611077784
equal,de,es,Spanish,24,0.9599590246278914,0.8554546694385288,1.086403559535681,0.504,0.882,0.3759248150369926,0.6578684263147371
equal,de,sw,Swahili,22,1.0104161629895003,0.8870868209663487,1.1545239097180247,0.836,0.922,0.8280343931213757,0.9176164767046592
equal,de,zh,Chinese,24,0.9863308184287342,0.8662376815928812,1.1227637180407501,0.824,0.922,0.7694461107778444,0.9176164767046592
equal,de,fr,French,24,0.9946554270542938,0.9018472985721397,1.109143390995552,0.922,0.922,0.9176164767046591,0.9176164767046592
equal,de,hi,Hindi,24,1.2764071262316727,1.1102092918084427,1.4849838657898848,0.0,0.0,0.0001999600079984003,0.0013997200559888023
with_luna,pg,de,German,24,1.0156959781783856,0.8570010799569568,1.2095885332004175,0.858,0.858,0.8244351129774046,0.8244351129774046
with_luna,pg,pt,Portuguese,24,1.0573243549439184,0.9163352072133925,1.24430021847869,0.428,0.5992,0.44311137772445514,0.6203559288142372
with_luna,pg,es,Spanish,24,1.112030302064167,0.9631263471662375,1.2879833509253298,0.144,0.336,0.14657068586282743,0.34199826701326397
with_luna,pg,sw,Swahili,22,1.0240581236390267,0.8503522639944033,1.2300249100655627,0.788,0.858,0.7564487102579485,0.8244351129774046
with_luna,pg,zh,Chinese,24,1.079264049435853,0.9207972549747264,1.280860053132299,0.362,0.5992,0.28734253149370126,0.5028494301139772
with_luna,pg,fr,French,24,1.2897566657503479,1.1352824408800404,1.4848395801277634,0.0,0.0,0.0007998400319936012,0.0027994401119776045
with_luna,pg,hi,Hindi,24,1.3054048293628655,1.1159809780907808,1.5387639714060448,0.002,0.007,0.0005998800239952009,0.0027994401119776045
without_luna,pg,de,German,23,0.8202800761664175,0.7390946626414115,0.911135193544699,0.0,0.0,0.0001999600079984003,0.0006998600279944011
without_luna,pg,pt,Portuguese,23,0.9229249062810101,0.840459419084814,1.0181148288925077,0.098,0.13720000000000002,0.07558488302339532,0.10581883623275345
without_luna,pg,es,Spanish,23,0.8825972569373544,0.8036119704416889,0.967791365557864,0.0,0.0,0.005198960207958408,0.012130907151902952
without_luna,pg,sw,Swahili,21,0.8300688221736774,0.724919121999148,0.935330689838558,0.002,0.004666666666666667,0.0001999600079984003,0.0006998600279944011
without_luna,pg,zh,Chinese,23,0.9773066275793957,0.8797791965983489,1.0845650700140483,0.674,0.674,0.614877024595081,0.6148770245950809
without_luna,pg,fr,French,23,1.103956185960584,1.0143900594372504,1.2058570334851062,0.016,0.028,0.029394121175764846,0.05143971205758848
without_luna,pg,hi,Hindi,23,1.061439653590456,0.9579537634326352,1.1756597936800894,0.272,0.31733333333333336,0.1847630473905219,0.21555688862227554
equal,pg,de,German,24,0.9493491859454568,0.871542593676156,1.0371893114082749,0.282,0.4246666666666667,0.130373925214957,0.18336332733453312
equal,pg,pt,Portuguese,24,0.9694310335693296,0.8990987012913887,1.0498570287062763,0.464,0.464,0.3807238552289542,0.3807238552289542
equal,pg,es,Spanish,24,1.0429323104701889,0.9564872879792574,1.1407751844578384,0.364,0.4246666666666667,0.22135572885422916,0.25824835032993404
equal,pg,sw,Swahili,22,0.9144768106979829,0.8123694497252277,1.0256506979284787,0.132,0.308,0.013797240551889621,0.03219356128774245
equal,pg,zh,Chinese,24,1.0529190948348626,0.9417127688882077,1.1727198273605641,0.358,0.4246666666666667,0.13097380523895222,0.18336332733453312
equal,pg,fr,French,24,1.1275862736369444,1.0417033833664289,1.2249765613808843,0.0,0.0,0.0007998400319936012,0.0027994401119776045
equal,pg,hi,Hindi,24,1.1908844816059991,1.084151744050768,1.3143597232606772,0.0,0.0,0.0001999600079984003,0.0013997200559888023
with_luna,control,de,German,24,0.9737066746106224,0.8398559330366497,1.1279739616138353,0.724,0.724,0.7254549090181963,0.7254549090181962
with_luna,control,pt,Portuguese,24,1.1195735051215232,0.9716968800771448,1.2855092837153261,0.134,0.46900000000000003,0.14277144571085784,0.49970005998800243
with_luna,control,es,Spanish,24,1.0352617766992058,0.893279218209037,1.2057207472120504,0.63,0.724,0.6426714657068586,0.7254549090181962
with_luna,control,sw,Swahili,22,1.0412638707144395,0.8862028505605939,1.2414767464279541,0.652,0.724,0.6054789042191562,0.7254549090181962
with_luna,control,zh,Chinese,24,0.7947776704210175,0.6588251799603021,0.9608535581007258,0.026,0.182,0.002599480103979204,0.018196360727854428
with_luna,control,fr,French,24,1.0659854242886242,0.9120804737842683,1.2478237011331164,0.484,0.724,0.3987202559488102,0.7254549090181962
with_luna,control,hi,Hindi,24,1.0495357137540922,0.8880022015179145,1.2607795933393577,0.638,0.724,0.5288942211557689,0.7254549090181962
without_luna,control,de,German,23,0.7830189798730403,0.6959959006098124,0.8808783429897676,0.0,0.0,0.0001999600079984003,0.00034993001399720057
without_luna,control,pt,Portuguese,23,0.836783983791949,0.7391051579230049,0.9332871945259841,0.006,0.008400000000000001,0.0003999200159968006,0.0005598880223955209
without_luna,control,es,Spanish,23,0.8131680322060617,0.7160277627151931,0.9207327301811126,0.002,0.0035,0.0001999600079984003,0.00034993001399720057
without_luna,control,sw,Swahili,21,0.7641450044726951,0.6526956170822072,0.8935175763582476,0.0,0.0,0.0001999600079984003,0.00034993001399720057
without_luna,control,zh,Chinese,23,0.8556027492591061,0.7373245356949585,0.9875284038211316,0.03,0.034999999999999996,0.0021995600879824036,0.0025661534359794707
without_luna,control,fr,French,23,0.8217111394207279,0.7272282895904624,0.9228944945507362,0.002,0.0035,0.0001999600079984003,0.00034993001399720057
without_luna,control,hi,Hindi,23,0.9133219115135552,0.7956097624497667,1.0518124190360139,0.208,0.208,0.0687862427514497,0.0687862427514497
equal,control,de,German,24,0.9083174400556572,0.8267079299430046,0.9991892830195931,0.05,0.06533333333333334,0.010997800439912017,0.012830767179897354
equal,control,pt,Portuguese,24,0.8337382301731026,0.7569005754276282,0.9164324168809124,0.0,0.0,0.0001999600079984003,0.00046657335199626744
equal,control,es,Spanish,24,0.8911466099931513,0.809083987403618,0.9800891458098883,0.016,0.028,0.001799640071985603,0.003149370125974805
equal,control,sw,Swahili,22,0.8087949773622083,0.7064022528728428,0.9321150807620401,0.0,0.0,0.0001999600079984003,0.00046657335199626744
equal,control,zh,Chinese,24,0.8437890110577374,0.7448172904170335,0.9451035708850859,0.004,0.009333333333333334,0.0001999600079984003,0.00046657335199626744
equal,control,fr,French,24,0.9096313518109814,0.8254757626419247,1.0008253174549304,0.056,0.06533333333333334,0.010597880423915218,0.012830767179897354
equal,control,hi,Hindi,24,0.9915183326335311,0.8806154886089296,1.1213219374404004,0.87,0.87,0.8248350329934013,0.8248350329934013
with_luna,power_shifting,de,German,24,0.9717598920249918,0.848642047745368,1.0917827275983332,0.616,0.616,0.5850829834033193,0.5850829834033193
with_luna,power_shifting,pt,Portuguese,24,1.0658254884458727,0.9545631344307052,1.1821095399268764,0.262,0.3668,0.23715256948610278,0.3320135972805439
with_luna,power_shifting,es,Spanish,24,1.0843874639697797,0.9698199776496801,1.2021058377369893,0.168,0.29400000000000004,0.122375524895021,0.21415716856628675
with_luna,power_shifting,sw,Swahili,22,1.1325680293048312,0.9986226192915494,1.2705967374962945,0.052,0.12133333333333333,0.019396120775844832,0.04525761514363794
with_luna,power_shifting,zh,Chinese,24,1.039783215526023,0.9207007648587111,1.1689957727541929,0.568,0.616,0.46550689862027594,0.5430913817236552
with_luna,power_shifting,fr,French,24,1.1623352751673919,1.0571080283133845,1.279453378168488,0.004,0.014,0.005198960207958408,0.018196360727854428
with_luna,power_shifting,hi,Hindi,24,1.4016001397496254,1.2473297282875846,1.571442818367024,0.0,0.0,0.0001999600079984003,0.0013997200559888023
without_luna,power_shifting,de,German,23,0.7721521518209719,0.7117651859648989,0.8355766047139033,0.0,0.0,0.0001999600079984003,0.0006998600279944011
without_luna,power_shifting,pt,Portuguese,23,0.8812334897479658,0.8197183930858349,0.940596953929229,0.0,0.0,0.0003999200159968006,0.0009331467039925349
without_luna,power_shifting,es,Spanish,23,0.8444157346252146,0.7867322899768067,0.9066802421067514,0.0,0.0,0.0001999600079984003,0.0006998600279944011
without_luna,power_shifting,sw,Swahili,21,0.8970448158195446,0.8198893684516777,0.9804010399281696,0.018,0.0315,0.001799640071985603,0.003149370125974805
without_luna,power_shifting,zh,Chinese,23,0.9606909747238931,0.8899148758443091,1.0355414064282105,0.29,0.29,0.22335532893421317,0.22335532893421317
without_luna,power_shifting,fr,French,23,1.059086206156158,0.9907864751020518,1.126455546236262,0.094,0.10966666666666668,0.08278344331133773,0.09658068386322737
without_luna,power_shifting,hi,Hindi,23,1.0848410287315797,1.001067359759263,1.17350188143498,0.046,0.0644,0.014197160567886422,0.01987602479504099
equal,power_shifting,de,German,24,0.9258224633345322,0.8699860217080587,0.9854560153706045,0.012,0.028,0.0021995600879824036,0.005132306871958941
equal,power_shifting,pt,Portuguese,24,0.955967903040857,0.8993159975340793,1.0080724656191036,0.116,0.203,0.07058588282343531,0.12352529494101179
equal,power_shifting,es,Spanish,24,1.0123046382343766,0.9496511859975173,1.0745751292979462,0.716,0.814,0.629874025194961,0.7136572685462907
equal,power_shifting,sw,Swahili,22,1.0093476848179865,0.9254408336758569,1.0910389525376594,0.814,0.814,0.7136572685462907,0.7136572685462907
equal,power_shifting,zh,Chinese,24,1.0425934144864135,0.9651949497294878,1.1191689437583814,0.296,0.4144,0.09978004399120176,0.13969206158768246
equal,power_shifting,fr,French,24,1.080752630185678,1.021038061028577,1.1429956247801283,0.006,0.021,0.001999600079984003,0.005132306871958941
equal,power_shifting,hi,Hindi,24,1.2535159188376759,1.159748819255585,1.3559987362035901,0.0,0.0,0.0001999600079984003,0.0013997200559888023
