weights,set,group,n_models,n_pairs,rate_A_user,rate_B_user,odds_ratio,boot_lo,boot_hi,boot_p,perm_p,boot_q,perm_q
without_luna,us_cn,pg,23,4606,26.58405635726544,24.62735970368226,1.1082219271394056,1.0327550597272184,1.193796638885167,0.0052,0.001799640071985603,0.0208,0.007198560287942412
equal,us_cn,pg,24,4606,32.30491593567251,30.871253654970758,1.0686017921209685,1.008976159316681,1.133523402623393,0.022,0.010397920415916816,0.044,0.020795840831833633
with_luna,us_cn,control,24,4606,21.27027528525616,20.140750020581496,1.0712330561254673,0.9457856636847918,1.2192208373506626,0.2788,0.2943411317736453,0.2788,0.2943411317736453
without_luna,us_cn,control,23,4606,20.091210065885694,19.60563824719458,1.03099402181151,0.9673122142621421,1.0998647244053141,0.3544,0.3869226154769046,0.4725333333333333,0.5158968206358728
equal,us_cn,control,24,4606,25.204629326643396,25.59343640924956,0.9796890214939228,0.9327923161142633,1.0275973856242415,0.4112,0.4201159768046391,0.4112,0.4201159768046391
with_luna,us_cn,power_shifting,24,13821,14.806186231323116,13.826058945725764,1.0832100945106107,1.0075518394353356,1.1680622925394621,0.0328,0.027994401119776045,0.0328,0.027994401119776045
without_luna,us_cn,power_shifting,23,13821,17.504444014389094,16.565394635701807,1.0687157180951776,1.012340078419268,1.1302542581874384,0.0152,0.008598280343931213,0.0152,0.008598280343931213
equal,us_cn,power_shifting,24,13821,21.119276590071745,20.706154862323057,1.0252934280758672,0.9856186180938197,1.0676367536501354,0.2112,0.15176964607078583,0.2112,0.15176964607078583
with_luna,allies,he,24,4607,5.073512662986465,5.166577535650404,0.9810244039912192,0.7491651306150557,1.2732183737655305,0.8952,0.8772245550889822,0.8952,0.8772245550889822
without_luna,allies,he,23,4607,6.721815964108881,6.529342817034695,1.0316024383973834,0.8437063886460151,1.2578396588563607,0.742,0.6964607078584283,0.742,0.6964607078584283
equal,allies,he,24,4607,7.9867928301337985,8.681010034904013,0.9130889602076296,0.7996042953530517,1.0358868562151953,0.1624,0.09858028394321136,0.1624,0.09858028394321136
with_luna,allies,de,24,4606,16.902762273879517,13.899478062049056,1.260022753653712,1.0978625394901673,1.451280982013225,0.0008,0.0001999600079984003,0.0032,0.0007998400319936012
without_luna,allies,de,23,4606,21.57992947549702,19.35321004787757,1.1467186287986721,1.0474167494964182,1.2653186269604386,0.0016,0.0011997600479904018,0.0064,0.004799040191961607
equal,allies,de,24,4606,24.964820906432745,22.510964912280702,1.1452747169177222,1.0687393215061416,1.228334425308692,0.0,0.0001999600079984003,0.0,0.0007998400319936012
with_luna,allies,pg,24,4606,26.260492862157186,24.45469152152071,1.1001399918465962,0.9822859674524961,1.2375055018798347,0.1008,0.09018196360727855,0.2016,0.1803639272145571
without_luna,allies,pg,23,4606,28.144857572762167,26.524310506095837,1.0850275550454909,1.0108668761410158,1.1682080411272406,0.0272,0.01879624075184963,0.0544,0.03759248150369926
equal,allies,pg,24,4606,33.30295138888889,31.959064327485375,1.063046662353372,1.0077765079909717,1.1243803742892644,0.024,0.020195960807838434,0.048,0.04039192161567687
with_luna,allies,control,24,4607,21.26674103796942,21.90291640224496,0.9631093189231451,0.8521590503659562,1.0835021943859369,0.5296,0.5508898220355929,0.7061333333333333,0.7345197627141239
without_luna,allies,control,23,4607,19.81774637768744,20.878572623042796,0.9366327014495521,0.8673988138967238,1.006474006617376,0.0772,0.05458908218356329,0.10293333333333334,0.07278544291141771
equal,allies,control,24,4607,25.06817190226876,25.93668193717277,0.9553116729950117,0.9036261770849079,1.005627851961364,0.0896,0.05578884223155369,0.11946666666666667,0.07438512297540492
with_luna,allies,power_shifting,24,13819,16.078344183661624,14.506308898210937,1.1291312409543504,1.0445002757217146,1.2232733620570522,0.0012,0.0003999200159968006,0.0012,0.0003999200159968006
without_luna,allies,power_shifting,23,13819,18.814569825276628,17.46794260068739,1.0949571208092341,1.0365417652331923,1.155849855207894,0.0,0.0001999600079984003,0.0,0.0001999600079984003
equal,allies,power_shifting,24,13819,22.08381727557242,21.049257718752028,1.0630799069480947,1.0223436495687868,1.1067090422008963,0.0012,0.0005998800239952009,0.0012,0.0005998800239952009
