level,power,mode,dyad,estimate,OR,OR_lo,OR_hi,p,q_bh_old,q_bh_power,family,n_family,sig_q05_old,sig_q05_power
by_dyad,china,he,cn_neutral,0.169496492091061,1.1847081911773778,0.9263966095371582,1.5150460221826605,0.176779340620993,0.3447388738817675,0.4348716868659093,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,he,cn_us,0.238622552129265,1.2694992763428925,1.0332345278898796,1.5597895435477476,0.0231361284307841,0.0673051008895537,0.0925445137231364,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,de,cn_ally,0.218369961991399,1.2440472326836196,1.062807402302617,1.4561937692518092,0.0065627997772433,0.0262511991089732,0.03500159881196427,"direction, china, by_dyad (16 tests)",16,True,True
by_dyad,china,de,cn_rival,-0.0036579021647186,0.9963487798095856,0.8244607566470901,1.204072944678651,0.969799212474912,0.969799212474912,0.969799212474912,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,de,cn_neutral,0.128484300568309,1.137103569271271,0.9199507140329288,1.4055149993646097,0.234705373571173,0.3727471601707794,0.4348716868659093,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,de,cn_us,-0.121723179453632,0.8853934296750317,0.7271671634937236,1.0780485762658911,0.225582251563946,0.3727471601707794,0.4348716868659093,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,pg,cn_ally,0.249774839233194,1.2837363370862354,1.126353508795467,1.4631099120186064,0.0001817591326331,0.0019387640814197,0.0029081461221296,"direction, china, by_dyad (16 tests)",16,True,True
by_dyad,china,pg,cn_rival,-0.0443819461078797,0.9565885224262592,0.7958304214234313,1.149819831718627,0.636357959054631,0.7021880927499377,0.7272662389195783,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,pg,cn_neutral,0.233634476553829,1.2631826849240877,1.0893319530553862,1.4647789326445089,0.0019839900464261,0.0105812802476058,0.0158719203714088,"direction, china, by_dyad (16 tests)",16,True,True
by_dyad,china,pg,cn_us,-0.136493170175757,0.8724122786618054,0.7380717958862085,1.0312048071773574,0.109634398904844,0.2338927234214762,0.3508300764955008,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,control,cn_ally,0.0254695007264699,1.025796619741647,0.900954544676256,1.1679376182640844,0.700472755401617,0.7471709390950582,0.7471709390950582,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,control,cn_rival,0.0469424870437155,1.048061730217791,0.9136632684807608,1.2022299989946894,0.502582047622536,0.6544137498667827,0.670109396830048,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,control,cn_neutral,-0.0587982572221413,0.9428969726248586,0.8226007595010654,1.0807851691315775,0.398463236388316,0.579582889292096,0.6375411782213056,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,china,control,cn_us,0.0382229751290967,1.038962869932937,0.9003732971059749,1.1988847831992435,0.600781067099196,0.6866069338276526,0.7272662389195783,"direction, china, by_dyad (16 tests)",16,False,False
by_dyad,usa,he,us_ally,0.0570560805137472,1.0587151820220086,0.8623849454344787,1.299741887399466,0.585602040301998,0.6866069338276526,0.6408225229235499,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,he,us_rival,-0.352815848693645,0.7027065857987432,0.5756716893261302,0.8577745872876863,0.000524413646029,0.004195309168232,0.002796872778821333,"direction, usa, by_dyad (16 tests)",16,True,True
by_dyad,usa,he,us_neutral,0.0672689470594095,1.069583100724981,0.8750716137582569,1.3073307274169026,0.511260742083424,0.6544137498667827,0.6292439902565218,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,he,us_cn,-0.238622155259086,0.7877124591602817,0.6411163193792865,0.9678289252051528,0.0231322632667504,0.0673051008895537,0.0516588917191192,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,de,us_ally,0.202798371807766,1.2248254840007011,1.0682664169022984,1.404328960005823,0.0036559637166579,0.0167129769904361,0.01169908389330528,"direction, usa, by_dyad (16 tests)",16,True,True
by_dyad,usa,de,us_rival,0.268948555936766,1.308587820240282,1.1145926579736007,1.5363478944805418,0.0010191571672965,0.0065226058706976,0.004076628669186,"direction, usa, by_dyad (16 tests)",16,True,True
by_dyad,usa,de,us_neutral,0.374283861211924,1.453949811840467,1.2617062020935048,1.6754851896925709,2.30651699067941e-07,7.380854370174112e-06,3.690427185087056e-06,"direction, usa, by_dyad (16 tests)",16,True,True
by_dyad,usa,de,us_cn,0.121722485078032,1.1294406216586377,0.9276037082013396,1.375195146994571,0.2255788855774,0.3727471601707794,0.30077184743653335,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,pg,us_ally,0.148954905400747,1.1606206503058831,1.0206682272897143,1.3197631295855912,0.0230838806228392,0.0673051008895537,0.0516588917191192,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,pg,us_rival,0.136641062123449,1.1464165823277657,1.0166140202508684,1.2927924994697142,0.0258294458595596,0.0688785222921589,0.0516588917191192,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,pg,us_neutral,0.282006402718825,1.3257872086023352,1.169338128203267,1.503168057296108,1.07336578229326e-05,0.0001717385251669,8.58692625834608e-05,"direction, usa, by_dyad (16 tests)",16,True,True
by_dyad,usa,pg,us_cn,0.13649372975279,1.146247690496851,0.9697380588106594,1.3548852249655796,0.109637214103817,0.2338927234214762,0.1754195425661072,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,control,us_ally,0.0229823289722701,1.0232484575355865,0.8897298598623465,1.1768037165920764,0.74732582972909,0.7714331145590606,0.74732582972909,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,control,us_rival,-0.0916640928139582,0.9124115836830816,0.7972139422830568,1.044255317029422,0.183142526749689,0.3447388738817675,0.26638912981772944,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,control,us_neutral,0.119398863681382,1.1268192759508278,0.981820213381931,1.2932323691735017,0.0893309036168475,0.2198914550568554,0.15881049531884,"direction, usa, by_dyad (16 tests)",16,False,False
by_dyad,usa,control,us_cn,-0.0382232655980908,0.962498024203306,0.8341106241112527,1.1106469811271762,0.600771115240828,0.6866069338276526,0.6408225229235499,"direction, usa, by_dyad (16 tests)",16,False,False
dc_interaction,china,he,todas,-0.199465538875908,0.8191684497921206,0.5808210129097591,1.1553248491701582,0.255540345468227,0.596632154862044,0.544543559912432,"direction, china, dc_interaction (4 tests)",4,False,False
dc_interaction,china,de,todas,-0.128877920598115,0.8790812767116777,0.6128866240157055,1.2608920814777484,0.483732458096617,0.7739719329545872,0.6449766107954894,"direction, china, dc_interaction (4 tests)",4,False,False
dc_interaction,china,pg,todas,-0.0396115102460062,0.9611627685178008,0.7417553656260198,1.2454697470305651,0.764467778918859,0.8736774616215531,0.764467778918859,"direction, china, dc_interaction (4 tests)",4,False,False
dc_interaction,china,control,todas,-0.120390726511572,0.8865739610818932,0.715104915779861,1.099158139070052,0.272271779956216,0.596632154862044,0.544543559912432,"direction, china, dc_interaction (4 tests)",4,False,False
dc_interaction,usa,he,todas,0.014108916258688,1.0142089167637984,0.8245229764805999,1.247533126649503,0.893755668486531,0.893755668486531,0.893755668486531,"direction, usa, dc_interaction (4 tests)",4,False,False
dc_interaction,usa,de,todas,-0.155014185591992,0.8564030288134983,0.695959757851014,1.0538341326308984,0.143033205433439,0.596632154862044,0.572132821733756,"direction, usa, dc_interaction (4 tests)",4,False,False
dc_interaction,usa,pg,todas,-0.0848904587130745,0.918612904930098,0.7828075213537897,1.0779784890732236,0.298316077431022,0.596632154862044,0.596632154862044,"direction, usa, dc_interaction (4 tests)",4,False,False
dc_interaction,usa,control,todas,-0.0237048757788999,0.9765738778381712,0.8502083386764043,1.1217209894231202,0.737402180952863,0.8736774616215531,0.893755668486531,"direction, usa, dc_interaction (4 tests)",4,False,False
