mode,model,origin,share_requests,n_langs,range_or,null_or,null_sd_logodds,excess_or
de,gpt-5.6-sol,US,0.02844655764364783,8,2.6095534787123573,1.6269486714156678,0.14780776860821113,1.6039556284475092
de,gpt-5.6-terra,US,0.021065051730942624,8,3.2831858407079664,1.7802218921525463,0.17618673237433574,1.844256525088633
de,grok-4.3,US,0.011011528508970112,8,3.1568011175135324,1.397150907761087,0.09839314419336631,2.2594560830742743
de,haiku-4.5,US,0.03250775064807124,8,2.814586933978569,1.4539940724153424,0.10947231587772085,1.9357623166255695
de,inkling,US,0.0035658224250544037,8,2.7479245283018865,1.4500149353240281,0.10877038759386076,1.8951008443839377
de,nemotron-3-ultra,US,0.03386946718616393,8,2.310557029177719,1.661910473259084,0.1466687726011458,1.390301743899964
de,nemotron-3.5-lightning,US,0.014632854218467115,7,103.69170579029736,1.7901324272875045,0.18699882551323663,57.92404193661587
de,nova-2-lite,US,0.00047601691991760054,7,5.255547703180211,1.554062383864272,0.1440757857930323,3.3818125692689165
de,sonnet-5,US,0.023223599042790824,8,3.0035555555555558,1.4859173060911446,0.1160774072113812,2.0213477178327723
de,deepseek-v4-pro,CN,0.025972066452122928,8,3.4543898263634136,1.439923815456868,0.10527523182048262,2.3990087456587994
de,glm-5.2,CN,0.05609262898397016,8,2.9992600813910473,1.565921453189887,0.12774951510919516,1.9153323912137183
de,hy3,CN,0.06959092600037148,8,7.692260061919503,1.6885198947442768,0.15766009842670126,4.555622996129685
de,kimi-k2.6,CN,0.008578707573046008,8,2.2136074954411122,1.499440705227432,0.11678049270404141,1.476288784027213
de,kimi-k3,CN,0.02352594011603243,8,3.0742848111269168,1.838896845140354,0.18631769554556246,1.6718092802493616
de,ling-3.0-flash,CN,0.01878889628688762,8,7.375680899666139,1.6796072587020363,0.15031441397923756,4.391312827122397
de,mimo-v2.5-pro,CN,0.0072099502089913075,8,8.996547259387139,1.912202907924073,0.20168471239209868,4.704807853866292
de,minimax-m3,CN,0.02618172717355483,8,2.5028147524596203,1.4624456598560558,0.10907337060108065,1.7113899142795943
de,qwen3.7-plus,CN,0.015177613922899418,8,4.504960484277788,1.545880185781191,0.1313101901477447,2.9141718263251195
de,qwen3.8-27b,CN,0.009171365519893511,8,2.0368275959567397,1.5245042567667846,0.12452042240895636,1.3360589758381562
de,qwen3.8-flash,CN,0.004272431476809304,8,2.5811571940604203,1.5202037569944076,0.12506011320796523,1.697902128043429
de,seed-2-1-turbo,CN,0.00012468319198390013,8,3.3659911023232816,1.528333617393886,0.12508313062901255,2.2023928964298833
pg,gemini-3.1-flash-lite,US,0.09044125874973799,8,2.2352,2.827545440692163,0.39077401464620476,0.7905089579932052
pg,gemma-4-31b,US,0.07577114337709528,8,1.5031774482646245,1.8919980536597611,0.1904894931296786,0.7944920690362093
pg,gpt-5.6-luna,US,0.40030201264257825,8,1.7458178674937712,1.3769740654337101,0.09247158414359996,1.2678654677086347
pg,gpt-5.6-sol,US,0.02844655764364783,8,1.9505984337290054,1.3423356046420463,0.08526021814784511,1.4531376706268337
pg,gpt-5.6-terra,US,0.021065051730942624,8,1.8602428010087386,1.4074621063261825,0.10314996663382278,1.3217000959723337
pg,grok-4.3,US,0.011011528508970112,8,2.2564135509015375,1.355090918617958,0.08880856363922532,1.665138124608516
pg,haiku-4.5,US,0.03250775064807124,8,2.8479246243952128,1.3612403785606977,0.08963797109151053,2.0921540892038886
pg,inkling,US,0.0035658224250544037,8,3.0003238866396758,1.3503611559712687,0.08597737505611126,2.2218677376584086
pg,nemotron-3-ultra,US,0.03386946718616393,8,2.1443972778114686,1.4167347530788934,0.10657657500499906,1.5136194500425684
pg,nemotron-3.5-lightning,US,0.014632854218467115,7,22.160455805358787,1.6759063504936655,0.16311610114320957,13.222967857858562
pg,nova-2-lite,US,0.00047601691991760054,7,5.0521136001499665,1.413060811754321,0.10786979488284049,3.5752980750189693
pg,sonnet-5,US,0.023223599042790824,8,2.163260821797407,1.3290885891134885,0.0831483499946956,1.6276272624086838
pg,deepseek-v4-pro,CN,0.025972066452122928,8,2.9961215255332903,1.3522618652107414,0.08677925147318566,2.2156370763782234
pg,glm-5.2,CN,0.05609262898397016,8,2.407261127145678,1.3847109090556284,0.09625301195104126,1.7384575447502093
pg,hy3,CN,0.06959092600037148,8,4.047896103896102,1.503567253366796,0.11949319796215035,2.6921949083634478
pg,kimi-k2.6,CN,0.008578707573046008,8,2.610850286906625,1.407594806264378,0.0998407285389419,1.8548308613297402
pg,kimi-k3,CN,0.02352594011603243,8,2.005453805453805,1.5057865553067875,0.11809000772479201,1.3318313929594197
pg,ling-3.0-flash,CN,0.01878889628688762,8,4.264417453891137,1.5291247250833662,0.12645130200521956,2.7887963512320066
pg,mimo-v2.5-pro,CN,0.0072099502089913075,8,7.411672278338948,1.7136800874765103,0.16479600816870954,4.32500344288475
pg,minimax-m3,CN,0.02618172717355483,8,2.190082644628099,1.3911258170565148,0.09492068254648284,1.574323916482334
pg,qwen3.7-plus,CN,0.015177613922899418,8,3.4694389210685572,1.367119845529759,0.09270653752766433,2.537772333868908
pg,qwen3.8-27b,CN,0.009171365519893511,8,1.7743969429185573,1.415102422816674,0.10204585375729767,1.2539000105637088
pg,qwen3.8-flash,CN,0.004272431476809304,8,1.6073161138062146,1.364723983190694,0.09079430765327033,1.177759117303959
pg,seed-2-1-turbo,CN,0.00012468319198390013,8,2.9712735397382692,1.3712084152790356,0.09209182159661426,2.1669014765590005
control,gemini-3.1-flash-lite,US,0.09044125874973799,8,3.080862533692722,2.214230557236035,0.2722826267354141,1.3913919323462325
control,gemma-4-31b,US,0.07577114337709528,8,2.6221585482330476,1.7051880315781858,0.1664422721300921,1.5377533149855547
control,gpt-5.6-luna,US,0.40030201264257825,8,2.156770930885934,1.3528473968587342,0.08636767096664262,1.5942455415842784
control,gpt-5.6-sol,US,0.02844655764364783,8,1.5585854474743364,1.329131238853423,0.08194144712293752,1.1726347270408393
control,gpt-5.6-terra,US,0.021065051730942624,8,1.6575459142933193,1.3782759263379563,0.09363141992683777,1.2026226988505677
control,grok-4.3,US,0.011011528508970112,8,2.3590801562414034,1.4221408011572847,0.1047288874503693,1.6588232011356911
control,haiku-4.5,US,0.03250775064807124,8,2.899748568983042,1.3472316534920585,0.0873069282158885,2.1523756226086435
control,inkling,US,0.0035658224250544037,8,2.470196153113693,1.374330509844807,0.09595640899217246,1.7973814416683753
control,nemotron-3-ultra,US,0.03386946718616393,8,2.372395648154732,1.4420645792966669,0.10677880764016086,1.6451382845224674
control,nemotron-3.5-lightning,US,0.014632854218467115,7,25.684931506849317,1.5761264666370352,0.14283840485415347,16.29623767542778
control,nova-2-lite,US,0.00047601691991760054,7,5.982151860441665,1.414645430701425,0.10463982832207787,4.2287287899947685
control,sonnet-5,US,0.023223599042790824,8,1.6804891015417334,1.432253168564593,0.10468796431260512,1.1733184735949462
control,deepseek-v4-pro,CN,0.025972066452122928,8,1.5982712369597614,1.4524278853666683,0.10757140300438704,1.1004134890705946
control,glm-5.2,CN,0.05609262898397016,8,3.8436209398370362,1.5749818089873682,0.13542207948878393,2.4404224340268956
control,hy3,CN,0.06959092600037148,8,2.923987538940809,1.7186933913203617,0.16169931197348178,1.7012851470235175
control,kimi-k2.6,CN,0.008578707573046008,8,2.5561030235162367,1.4621523778601762,0.11277547882565456,1.748178276232078
control,kimi-k3,CN,0.02352594011603243,8,2.318862425886846,1.5971120570633965,0.13552290856837587,1.45190966133618
control,ling-3.0-flash,CN,0.01878889628688762,8,4.590697674418606,1.5371754687713628,0.1287139836435359,2.986449997206805
control,mimo-v2.5-pro,CN,0.0072099502089913075,8,8.221280327389655,1.7029814589970858,0.16051746014925308,4.827580643321451
control,minimax-m3,CN,0.02618172717355483,8,1.813166556945359,1.394118028203944,0.09529501351668447,1.3005832506744635
control,qwen3.7-plus,CN,0.015177613922899418,8,2.6773155226522896,1.414366430871557,0.1023264702367785,1.8929433449593975
control,qwen3.8-27b,CN,0.009171365519893511,8,2.2940957347737005,1.4127379645116829,0.10194222675620122,1.6238650000226063
control,qwen3.8-flash,CN,0.004272431476809304,8,1.6575459142933193,1.373552261180287,0.09267617924767815,1.2067585348874876
control,seed-2-1-turbo,CN,0.00012468319198390013,8,2.1493796526054596,1.6894044916825233,0.15746366774486403,1.272270591908297
