mode,model,origin,share_requests,n_langs,range_or,null_or,excess_or
he,seed-2-1-turbo,CN,0.00012468319198390013,8,8.841181902123735,2.8840484041991443,3.065545602234368
de,gemini-3.1-flash-lite,US,0.09044125874973799,8,7.110817941952511,5.584971156308317,1.2732058488647207
de,gemma-4-31b,US,0.07577114337709528,8,1.5881904761904757,2.762481732697069,0.5749143812943487
de,gpt-5.6-luna,US,0.40030201264257825,8,5.176899553046342,1.7773259039429588,2.912746357638463
de,gpt-5.6-sol,US,0.02844655764364783,8,2.6095534787123573,1.629627148436552,1.60131934548092
de,gpt-5.6-terra,US,0.021065051730942624,8,3.2831858407079664,1.7946314764340154,1.829448487793021
de,grok-4.3,US,0.011011528508970112,8,3.1568011175135324,1.397216490426496,2.2593500285341808
de,haiku-4.5,US,0.03250775064807124,8,2.814586933978569,1.454247431448843,1.9354250680535443
de,inkling,US,0.0035658224250544037,8,2.7479245283018865,1.459665696193756,1.8825711500019573
de,nemotron-3-ultra,US,0.03386946718616393,8,2.310557029177719,1.6512402252603617,1.3992858179150756
de,nemotron-3.5-lightning,US,0.014632854218467115,7,103.69170579029736,1.7826348155198837,58.167665574318384
de,nova-2-lite,US,0.00047601691991760054,7,5.255547703180211,1.5530044847903501,3.3841162434825103
de,sonnet-5,US,0.023223599042790824,8,3.0035555555555558,1.4748937629679073,2.036455527150338
de,deepseek-v4-pro,CN,0.025972066452122928,8,3.4543898263634136,1.441366528507102,2.3966074957639707
de,glm-5.2,CN,0.05609262898397016,8,2.9992600813910473,1.556102991462508,1.9274174639123236
de,hy3,CN,0.06959092600037148,8,7.692260061919503,1.698479241889144,4.528910258192935
de,kimi-k2.6,CN,0.008578707573046008,8,2.2136074954411122,1.496536180114703,1.4791540123483342
de,kimi-k3,CN,0.02352594011603243,8,3.0742848111269168,1.8324200409811768,1.6777183955490786
de,ling-3.0-flash,CN,0.01878889628688762,8,7.375680899666139,1.684797032030688,4.377786023742114
de,mimo-v2.5-pro,CN,0.0072099502089913075,8,8.996547259387139,1.9019713784842711,4.730117057048837
de,minimax-m3,CN,0.02618172717355483,8,2.5028147524596203,1.4653008933062515,1.7080551604744882
de,qwen3.7-plus,CN,0.015177613922899418,8,4.504960484277788,1.5503056276603093,2.905853145277287
de,qwen3.8-27b,CN,0.009171365519893511,8,2.0368275959567397,1.5303041936640775,1.3309952389791666
de,qwen3.8-flash,CN,0.004272431476809304,8,2.5811571940604203,1.5130195065107037,1.705964254230294
de,seed-2-1-turbo,CN,0.00012468319198390013,8,3.3659911023232816,1.524121534717581,2.208479458921232
pg,gemini-3.1-flash-lite,US,0.09044125874973799,8,2.2352,2.841892306206598,0.7865181925150357
pg,gemma-4-31b,US,0.07577114337709528,8,1.5031774482646245,1.8878676333848219,0.7962303191614799
pg,gpt-5.6-luna,US,0.40030201264257825,8,1.7458178674937712,1.3766292914573388,1.2681830020089133
pg,gpt-5.6-sol,US,0.02844655764364783,8,1.9505984337290054,1.33440338973148,1.4617756884756725
pg,gpt-5.6-terra,US,0.021065051730942624,8,1.8602428010087386,1.4114876072135678,1.3179306651377996
pg,grok-4.3,US,0.011011528508970112,8,2.2564135509015375,1.3585329842713212,1.660919224653065
pg,haiku-4.5,US,0.03250775064807124,8,2.8479246243952128,1.3649705479472005,2.0864366844238864
pg,inkling,US,0.0035658224250544037,8,3.0003238866396758,1.345952192736053,2.2291459554299733
pg,nemotron-3-ultra,US,0.03386946718616393,8,2.1443972778114686,1.4201369648681992,1.509993282944006
pg,nemotron-3.5-lightning,US,0.014632854218467115,7,22.160455805358787,1.6698822751400297,13.270669516808006
pg,nova-2-lite,US,0.00047601691991760054,7,5.0521136001499665,1.4123423716986998,3.577116782295159
pg,sonnet-5,US,0.023223599042790824,8,2.163260821797407,1.3249158568940518,1.6327533635748421
pg,deepseek-v4-pro,CN,0.025972066452122928,8,2.9961215255332903,1.3519998333584424,2.216066490253004
pg,glm-5.2,CN,0.05609262898397016,8,2.407261127145678,1.3876364933563519,1.7347923167710189
pg,hy3,CN,0.06959092600037148,8,4.047896103896102,1.5040912536563595,2.691256992589977
pg,kimi-k2.6,CN,0.008578707573046008,8,2.610850286906625,1.4090006430687845,1.8529801953959566
pg,kimi-k3,CN,0.02352594011603243,8,2.005453805453805,1.5114099939336476,1.3268761047651552
pg,ling-3.0-flash,CN,0.01878889628688762,8,4.264417453891137,1.5246923020578236,2.796903642876404
pg,mimo-v2.5-pro,CN,0.0072099502089913075,8,7.411672278338948,1.70870059844507,4.337607352091773
pg,minimax-m3,CN,0.02618172717355483,8,2.190082644628099,1.3928167355478727,1.5724126431943088
pg,qwen3.7-plus,CN,0.015177613922899418,8,3.4694389210685572,1.3647104635752527,2.542252744204336
pg,qwen3.8-27b,CN,0.009171365519893511,8,1.7743969429185573,1.4233077416531141,1.246671321310785
pg,qwen3.8-flash,CN,0.004272431476809304,8,1.6073161138062146,1.358120639097316,1.1834855222246885
pg,seed-2-1-turbo,CN,0.00012468319198390013,8,2.9712735397382692,1.3732729990364212,2.1636437487834614
control,gemini-3.1-flash-lite,US,0.09044125874973799,8,3.080862533692722,2.2457975920762796,1.3718344629822183
control,gemma-4-31b,US,0.07577114337709528,8,2.6221585482330476,1.7123865450374616,1.5312889229549997
control,gpt-5.6-luna,US,0.40030201264257825,8,2.156770930885934,1.3548980369341515,1.5918326487255468
control,gpt-5.6-sol,US,0.02844655764364783,8,1.5585854474743364,1.3286812437806828,1.1730318725953224
control,gpt-5.6-terra,US,0.021065051730942624,8,1.6575459142933193,1.3764022526269237,1.2042598093179668
control,grok-4.3,US,0.011011528508970112,8,2.3590801562414034,1.4289440690696091,1.6509254681867358
control,haiku-4.5,US,0.03250775064807124,8,2.899748568983042,1.3490877537850328,2.1494143437648425
control,inkling,US,0.0035658224250544037,8,2.470196153113693,1.3788676657459025,1.7914671686622174
control,nemotron-3-ultra,US,0.03386946718616393,8,2.372395648154732,1.4339960225702193,1.654394859410122
control,nemotron-3.5-lightning,US,0.014632854218467115,7,25.684931506849317,1.5710084242150504,16.34932767447298
control,nova-2-lite,US,0.00047601691991760054,7,5.982151860441665,1.423170476699974,4.2033979473161835
control,sonnet-5,US,0.023223599042790824,8,1.6804891015417334,1.4268783560558107,1.1777381683656312
control,deepseek-v4-pro,CN,0.025972066452122928,8,1.5982712369597614,1.4604863323493245,1.0943417966731652
control,glm-5.2,CN,0.05609262898397016,8,3.8436209398370362,1.5692680639854897,2.449308074284864
control,hy3,CN,0.06959092600037148,8,2.923987538940809,1.7274102731814351,1.6927000981391607
control,kimi-k2.6,CN,0.008578707573046008,8,2.5561030235162367,1.4677935778770055,1.7414594681721838
control,kimi-k3,CN,0.02352594011603243,8,2.318862425886846,1.5956822732811808,1.4532106201309105
control,ling-3.0-flash,CN,0.01878889628688762,8,4.590697674418606,1.5380513502118494,2.984749289278468
control,mimo-v2.5-pro,CN,0.0072099502089913075,8,8.221280327389655,1.6958667370602771,4.847833941032976
control,minimax-m3,CN,0.02618172717355483,8,1.813166556945359,1.3940796386356646,1.3006190655792371
control,qwen3.7-plus,CN,0.015177613922899418,8,2.6773155226522896,1.4141035081249458,1.8932952978826287
control,qwen3.8-27b,CN,0.009171365519893511,8,2.2940957347737005,1.418576189089899,1.617181898594745
control,qwen3.8-flash,CN,0.004272431476809304,8,1.6575459142933193,1.3725821155243858,1.2076114758788512
control,seed-2-1-turbo,CN,0.00012468319198390013,8,2.1493796526054596,1.7002992276746127,1.2641184666919036
