set,mode,model,origin,n_discordant,bias,abs_bias,null_expected,excess
geo,pg,ling-3.0-flash,CN,50,0.28,0.28,0.11227517265921694,0.1677248273407831
geo,pg,mimo-v2.5-pro,CN,27,-0.5555555555555556,0.5555555555555556,0.15498101711273196,0.40057453844282365
geo,pg,minimax-m3,CN,105,0.1619047619047619,0.1619047619047619,0.07805117237356912,0.08385358953119279
geo,pg,qwen3.7-plus,CN,67,-0.2537313432835821,0.2537313432835821,0.09784149990330067,0.15588984338028145
geo,pg,qwen3.8-27b,CN,73,-0.2876712328767123,0.2876712328767123,0.09370567529691902,0.19396555757979328
geo,pg,qwen3.8-flash,CN,75,0.2533333333333333,0.2533333333333333,0.0924393823875013,0.160893950945832
geo,pg,seed-2-1-turbo,CN,52,0.0,0.0,0.11011603472346286,-0.11011603472346286
geo,control,gemini-3.1-flash-lite,US,6,0.0,0.0,0.31250000000000017,-0.31250000000000017
geo,control,gemma-4-31b,US,18,0.5555555555555556,0.5555555555555556,0.18547058105468756,0.370084974500868
geo,control,gpt-5.6-luna,US,46,0.0869565217391304,0.0869565217391304,0.11700408787760348,-0.030047566138473078
geo,control,gpt-5.6-sol,US,28,-0.3571428571428571,0.3571428571428571,0.14944598078727725,0.20769687635557985
geo,control,gpt-5.6-terra,US,38,0.0,0.0,0.12858532063546588,-0.12858532063546588
geo,control,grok-4.3,US,42,-0.2857142857142857,0.2857142857142857,0.12238567124768455,0.16332861446660113
geo,control,haiku-4.5,US,34,-0.1176470588235294,0.1176470588235294,0.13583375955931842,-0.018186700735789027
geo,control,inkling,US,21,0.3333333333333333,0.3333333333333333,0.17619705200195318,0.15713628133138013
geo,control,nemotron-3-ultra,US,29,-0.2413793103448276,0.2413793103448276,0.14944598078727722,0.09193332955755038
geo,control,nemotron-3.5-lightning,US,20,0.0,0.0,0.1761970520019531,-0.1761970520019531
geo,control,nova-2-lite,US,52,-0.5384615384615384,0.5384615384615384,0.11011603472346286,0.42834550373807556
geo,control,sonnet-5,US,36,0.2222222222222222,0.2222222222222222,0.13206059957155952,0.09016162265066269
geo,control,deepseek-v4-pro,CN,41,-0.1219512195121951,0.1219512195121951,0.1253706876195793,-0.0034194681073842076
geo,control,glm-5.2,CN,57,-0.087719298245614,0.087719298245614,0.10614690516497827,-0.018427606919364264
geo,control,hy3,CN,40,-0.05,0.05,0.1253706876195793,-0.07537068761957931
geo,control,kimi-k2.6,CN,43,0.0232558139534883,0.0232558139534883,0.12238567124768457,-0.09912985729419627
geo,control,kimi-k3,CN,41,-0.1707317073170731,0.1707317073170731,0.1253706876195793,0.04536101969749379
geo,control,ling-3.0-flash,CN,40,0.0,0.0,0.1253706876195793,-0.1253706876195793
geo,control,mimo-v2.5-pro,CN,34,0.0588235294117647,0.0588235294117647,0.13583375955931842,-0.07701023014755373
geo,control,minimax-m3,CN,72,0.0,0.0,0.09370567529691906,-0.09370567529691906
geo,control,qwen3.7-plus,CN,43,-0.1627906976744186,0.1627906976744186,0.12238567124768457,0.04040502642673402
geo,control,qwen3.8-27b,CN,39,-0.1282051282051282,0.1282051282051282,0.12858532063546596,-0.00038019243033776684
geo,control,qwen3.8-flash,CN,40,0.05,0.05,0.1253706876195793,-0.07537068761957931
geo,control,seed-2-1-turbo,CN,38,0.0,0.0,0.12858532063546588,-0.12858532063546588
neutral,he,gemini-3.1-flash-lite,US,3,0.3333333333333333,0.3333333333333333,0.5,-0.16666666666666669
neutral,he,gemma-4-31b,US,6,-0.3333333333333333,0.3333333333333333,0.31250000000000017,0.02083333333333315
neutral,he,gpt-5.6-luna,US,3,-0.3333333333333333,0.3333333333333333,0.5,-0.16666666666666669
neutral,he,gpt-5.6-sol,US,5,-0.2,0.2,0.3749999999999999,-0.17499999999999988
neutral,he,gpt-5.6-terra,US,1,1.0,1.0,1.0,0.0
neutral,he,grok-4.3,US,16,0.125,0.125,0.19638061523437494,-0.07138061523437494
neutral,he,haiku-4.5,US,20,-0.3,0.3,0.1761970520019531,0.12380294799804689
neutral,he,inkling,US,9,0.1111111111111111,0.1111111111111111,0.27343750000000006,-0.16232638888888895
neutral,he,nemotron-3-ultra,US,13,0.0769230769230769,0.0769230769230769,0.2255859375000001,-0.1486628605769232
neutral,he,nemotron-3.5-lightning,US,5,-0.2,0.2,0.3749999999999999,-0.17499999999999988
neutral,he,nova-2-lite,US,25,-0.04,0.04,0.1611802577972413,-0.12118025779724129
neutral,he,sonnet-5,US,14,-0.2857142857142857,0.2857142857142857,0.20947265625,0.0762416294642857
neutral,he,deepseek-v4-pro,CN,11,-0.4545454545454545,0.4545454545454545,0.24609375,0.20845170454545447
neutral,he,glm-5.2,CN,19,-0.0526315789473684,0.0526315789473684,0.18547058105468756,-0.13283900210731917
neutral,he,hy3,CN,14,0.0,0.0,0.20947265625,-0.20947265625
neutral,he,kimi-k2.6,CN,18,0.0,0.0,0.18547058105468756,-0.18547058105468756
neutral,he,kimi-k3,CN,6,0.0,0.0,0.31250000000000017,-0.31250000000000017
neutral,he,ling-3.0-flash,CN,12,0.1666666666666666,0.1666666666666666,0.22558593750000003,-0.058919270833333426
neutral,he,mimo-v2.5-pro,CN,7,0.4285714285714285,0.4285714285714285,0.31249999999999994,0.11607142857142855
neutral,he,minimax-m3,CN,18,-0.1111111111111111,0.1111111111111111,0.18547058105468756,-0.07435946994357645
neutral,he,qwen3.7-plus,CN,18,0.0,0.0,0.18547058105468756,-0.18547058105468756
neutral,he,qwen3.8-27b,CN,20,0.0,0.0,0.1761970520019531,-0.1761970520019531
neutral,he,qwen3.8-flash,CN,11,-0.2727272727272727,0.2727272727272727,0.24609375,0.026633522727272707
neutral,he,seed-2-1-turbo,CN,6,-0.6666666666666666,0.6666666666666666,0.31250000000000017,0.35416666666666646
neutral,de,gemma-4-31b,US,9,0.3333333333333333,0.3333333333333333,0.27343750000000006,0.05989583333333326
neutral,de,gpt-5.6-luna,US,10,-0.4,0.4,0.24609375,0.15390625000000002
neutral,de,gpt-5.6-sol,US,16,0.0,0.0,0.19638061523437494,-0.19638061523437494
neutral,de,gpt-5.6-terra,US,9,0.5555555555555556,0.5555555555555556,0.27343750000000006,0.2821180555555555
neutral,de,grok-4.3,US,28,-0.0714285714285714,0.0714285714285714,0.14944598078727725,-0.07801740935870585
neutral,de,haiku-4.5,US,18,0.3333333333333333,0.3333333333333333,0.18547058105468756,0.14786275227864576
neutral,de,inkling,US,25,-0.04,0.04,0.1611802577972413,-0.12118025779724129
neutral,de,nemotron-3-ultra,US,31,-0.1612903225806451,0.1612903225806451,0.14446444809436806,0.016825874486277037
neutral,de,nemotron-3.5-lightning,US,11,0.2727272727272727,0.2727272727272727,0.24609375,0.026633522727272707
neutral,de,nova-2-lite,US,27,0.1851851851851851,0.1851851851851851,0.15498101711273196,0.03020416807245313
neutral,de,sonnet-5,US,22,0.1818181818181818,0.1818181818181818,0.1681880950927734,0.013630086725408386
neutral,de,deepseek-v4-pro,CN,17,0.2941176470588235,0.2941176470588235,0.19638061523437503,0.09773703182444846
neutral,de,glm-5.2,CN,36,0.0,0.0,0.13206059957155952,-0.13206059957155952
neutral,de,hy3,CN,37,0.1351351351351351,0.1351351351351351,0.13206059957155958,0.003074535563575509
neutral,de,kimi-k2.6,CN,34,-0.1176470588235294,0.1176470588235294,0.13583375955931842,-0.018186700735789027
neutral,de,kimi-k3,CN,19,0.0526315789473684,0.0526315789473684,0.18547058105468756,-0.13283900210731917
neutral,de,ling-3.0-flash,CN,32,-0.3125,0.3125,0.13994993409141912,0.17255006590858088
neutral,de,mimo-v2.5-pro,CN,9,-1.0,1.0,0.27343750000000006,0.7265625
neutral,de,minimax-m3,CN,50,-0.08,0.08,0.11227517265921694,-0.032275172659216936
neutral,de,qwen3.7-plus,CN,18,0.5555555555555556,0.5555555555555556,0.18547058105468756,0.370084974500868
neutral,de,qwen3.8-27b,CN,31,-0.0967741935483871,0.0967741935483871,0.14446444809436806,-0.04769025454598097
neutral,de,qwen3.8-flash,CN,25,0.2,0.2,0.1611802577972413,0.03881974220275872
neutral,de,seed-2-1-turbo,CN,20,-0.2,0.2,0.1761970520019531,0.023802947998046914
neutral,pg,gemini-3.1-flash-lite,US,7,0.4285714285714285,0.4285714285714285,0.31249999999999994,0.11607142857142855
neutral,pg,gemma-4-31b,US,8,-0.25,0.25,0.2734375,-0.0234375
neutral,pg,gpt-5.6-luna,US,22,-0.1818181818181818,0.1818181818181818,0.1681880950927734,0.013630086725408386
neutral,pg,gpt-5.6-sol,US,23,0.0434782608695652,0.0434782608695652,0.16818809509277344,-0.12470983422320824
neutral,pg,gpt-5.6-terra,US,21,-0.0476190476190476,0.0476190476190476,0.17619705200195318,-0.12857800438290556
neutral,pg,grok-4.3,US,21,-0.1428571428571428,0.1428571428571428,0.17619705200195318,-0.03333990914481039
neutral,pg,haiku-4.5,US,29,-0.0344827586206896,0.0344827586206896,0.14944598078727722,-0.11496322216658762
neutral,pg,inkling,US,17,0.2941176470588235,0.2941176470588235,0.19638061523437503,0.09773703182444846
neutral,pg,nemotron-3-ultra,US,30,0.1333333333333333,0.1333333333333333,0.1444644480943681,-0.011131114761034788
neutral,pg,nemotron-3.5-lightning,US,9,-0.1111111111111111,0.1111111111111111,0.27343750000000006,-0.16232638888888895
neutral,pg,nova-2-lite,US,23,0.5652173913043478,0.5652173913043478,0.16818809509277344,0.39702929621157435
neutral,pg,sonnet-5,US,42,-0.0476190476190476,0.0476190476190476,0.12238567124768455,-0.07476662362863695
neutral,pg,deepseek-v4-pro,CN,16,-0.125,0.125,0.19638061523437494,-0.07138061523437494
neutral,pg,glm-5.2,CN,26,0.2307692307692307,0.2307692307692307,0.15498101711273193,0.07578821365649877
neutral,pg,hy3,CN,25,0.12,0.12,0.1611802577972413,-0.0411802577972413
neutral,pg,kimi-k2.6,CN,38,0.0,0.0,0.12858532063546588,-0.12858532063546588
neutral,pg,kimi-k3,CN,22,-0.1818181818181818,0.1818181818181818,0.1681880950927734,0.013630086725408386
neutral,pg,ling-3.0-flash,CN,23,-0.1304347826086956,0.1304347826086956,0.16818809509277344,-0.037753312484077844
neutral,pg,mimo-v2.5-pro,CN,11,-0.2727272727272727,0.2727272727272727,0.24609375,0.026633522727272707
neutral,pg,minimax-m3,CN,44,0.0909090909090909,0.0909090909090909,0.11960417871932792,-0.028695087810237024
neutral,pg,qwen3.7-plus,CN,31,0.0967741935483871,0.0967741935483871,0.14446444809436806,-0.04769025454598097
neutral,pg,qwen3.8-27b,CN,32,-0.3125,0.3125,0.13994993409141912,0.17255006590858088
neutral,pg,qwen3.8-flash,CN,36,-0.1111111111111111,0.1111111111111111,0.13206059957155952,-0.020949488460448418
neutral,pg,seed-2-1-turbo,CN,15,0.0666666666666666,0.0666666666666666,0.20947265625,-0.1428059895833334
neutral,control,gemini-3.1-flash-lite,US,5,0.6,0.6,0.3749999999999999,0.2250000000000001
neutral,control,gemma-4-31b,US,3,0.3333333333333333,0.3333333333333333,0.5,-0.16666666666666669
neutral,control,gpt-5.6-luna,US,12,-0.1666666666666666,0.1666666666666666,0.22558593750000003,-0.058919270833333426
neutral,control,gpt-5.6-sol,US,12,0.0,0.0,0.22558593750000003,-0.22558593750000003
neutral,control,gpt-5.6-terra,US,16,-0.125,0.125,0.19638061523437494,-0.07138061523437494
neutral,control,grok-4.3,US,19,-0.2631578947368421,0.2631578947368421,0.18547058105468756,0.07768731368215454
neutral,control,haiku-4.5,US,13,0.2307692307692307,0.2307692307692307,0.2255859375000001,0.005183293269230588
neutral,control,inkling,US,7,0.4285714285714285,0.4285714285714285,0.31249999999999994,0.11607142857142855
neutral,control,nemotron-3-ultra,US,14,-0.4285714285714285,0.4285714285714285,0.20947265625,0.2190987723214285
neutral,control,nemotron-3.5-lightning,US,6,0.0,0.0,0.31250000000000017,-0.31250000000000017
neutral,control,nova-2-lite,US,21,0.0476190476190476,0.0476190476190476,0.17619705200195318,-0.12857800438290556
neutral,control,sonnet-5,US,16,0.0,0.0,0.19638061523437494,-0.19638061523437494
neutral,control,deepseek-v4-pro,CN,11,0.0909090909090909,0.0909090909090909,0.24609375,-0.15518465909090912
neutral,control,glm-5.2,CN,20,-0.2,0.2,0.1761970520019531,0.023802947998046914
neutral,control,hy3,CN,28,0.2142857142857142,0.2142857142857142,0.14944598078727725,0.06483973349843694
neutral,control,kimi-k2.6,CN,24,0.0833333333333333,0.0833333333333333,0.16118025779724135,-0.07784692446390805
neutral,control,kimi-k3,CN,11,0.0909090909090909,0.0909090909090909,0.24609375,-0.15518465909090912
neutral,control,ling-3.0-flash,CN,22,-0.0909090909090909,0.0909090909090909,0.1681880950927734,-0.07727900418368251
neutral,control,mimo-v2.5-pro,CN,8,1.0,1.0,0.2734375,0.7265625
neutral,control,minimax-m3,CN,32,0.0625,0.0625,0.13994993409141912,-0.07744993409141912
neutral,control,qwen3.7-plus,CN,23,0.3043478260869565,0.3043478260869565,0.16818809509277344,0.13615973099418305
neutral,control,qwen3.8-27b,CN,23,0.0434782608695652,0.0434782608695652,0.16818809509277344,-0.12470983422320824
neutral,control,qwen3.8-flash,CN,19,0.2631578947368421,0.2631578947368421,0.18547058105468756,0.07768731368215454
neutral,control,seed-2-1-turbo,CN,14,-0.1428571428571428,0.1428571428571428,0.20947265625,-0.0666155133928572
