bloc,mode,contrast,factor,level,n_models,min_pairs,max_pairs,negative_rate,positive_rate,estimate,lo,hi,p_boot,n_draws,q
all,pg,ai_minus_human,standing,med,24,56,56,20.08928571428571,26.711309523809522,6.622023809523809,3.8976254480286734,9.744652132312737,0.0003999200159968006,5000,0.0008998200359928014
US,pg,ai_minus_human,standing,med,12,56,56,18.898809523809522,25.297619047619047,6.398809523809525,3.4308155080213907,9.722222222222223,0.0003999200159968006,5000,0.0008998200359928014
CN,pg,ai_minus_human,standing,med,12,56,56,21.279761904761898,28.124999999999993,6.845238095238095,3.2485875706214697,10.714858058608051,0.0015996800639872025,5000,0.0025038470566756212
all,control,ai_minus_human,standing,high,24,63,64,23.51603835978836,28.53215939153439,5.016121031746032,2.4504166443802595,7.589504551820725,0.0003999200159968006,5000,0.0008998200359928014
US,control,ai_minus_human,standing,high,12,63,64,23.20395171957672,27.63723544973545,4.43328373015873,1.995173778992362,7.1428571428571415,0.0011997600479904018,5000,0.002159568086382723
CN,control,ai_minus_human,standing,high,12,64,64,23.828125,29.427083333333332,5.598958333333334,1.6127853235238638,9.426229508196721,0.00639872025594881,5000,0.008531627007931745
all,control,ai_minus_human,standing,low,24,64,64,22.8515625,23.828125,0.9765625,-2.0182784880050506,3.7110082653985494,0.51749650069986,5000,0.5322821150055702
US,control,ai_minus_human,standing,low,12,64,64,22.005208333333336,22.526041666666664,0.5208333333333333,-2.5424709667294416,3.1609195402298846,0.7406518696260748,5000,0.7406518696260748
CN,control,ai_minus_human,standing,low,12,64,64,23.697916666666664,25.130208333333332,1.4322916666666665,-2.4509803921568625,5.416666666666666,0.48470305938812236,5000,0.5132150040580119
all,control,ai_minus_human,standing,med,24,64,64,14.453125,17.643229166666664,3.1901041666666665,0.9848484848484848,5.747387669801459,0.00639872025594881,5000,0.008531627007931745
US,control,ai_minus_human,standing,med,12,64,64,15.104166666666666,18.489583333333336,3.3854166666666665,0.9408602150537638,6.048387096774191,0.007198560287942412,5000,0.0092552917987831
CN,control,ai_minus_human,standing,med,12,64,64,13.802083333333334,16.796875,2.994791666666667,0.26881720430107525,6.25,0.03519296140771846,5000,0.04086924550573756
