bloc,mode,contrast,factor,level,n_models,min_pairs,max_pairs,negative_rate,positive_rate,estimate,lo,hi,p_boot,n_draws,q
US,de,ai_minus_human,domain,Attentional,12,24,24,13.194444444444445,17.708333333333336,4.5138888888888875,0.7927489177489181,8.653846153846152,0.023595280943811237,5000,0.04017574863405697
CN,de,ai_minus_human,domain,Attentional,12,24,24,22.222222222222218,29.166666666666668,6.944444444444444,2.2727272727272734,12.0,0.0023995200959808036,5000,0.006046790641871625
all,de,ai_minus_human,domain,Epistemic,24,24,24,12.847222222222221,18.75,5.902777777777779,2.083333333333333,9.80392156862745,0.003599280143971206,5000,0.007558488302339532
US,de,ai_minus_human,domain,Epistemic,12,24,24,8.333333333333332,14.930555555555555,6.597222222222224,2.3809523809523814,11.45923132183907,0.0003999200159968006,5000,0.0016796640671865627
CN,de,ai_minus_human,domain,Epistemic,12,24,24,17.361111111111107,22.56944444444445,5.208333333333332,-0.30864197530864196,10.507723112128142,0.0683863227354529,5000,0.09742051589682064
all,de,ai_minus_human,domain,Legal,24,23,24,22.592089371980677,31.627415458937197,9.03532608695652,4.913508597883596,13.622159090909083,0.0003999200159968006,5000,0.0016796640671865627
US,de,ai_minus_human,domain,Legal,12,23,24,20.878623188405797,27.838164251207726,6.959541062801932,2.8846153846153846,11.56769688644688,0.0003999200159968006,5000,0.0016796640671865627
CN,de,ai_minus_human,domain,Legal,12,24,24,24.305555555555557,35.41666666666667,11.111111111111112,5.092592592592593,17.628205128205128,0.0007998400319936012,5000,0.0026521011587156253
all,de,ai_minus_human,domain,Physical,24,24,24,10.243055555555554,16.666666666666664,6.423611111111112,3.125,9.96376811594203,0.0003999200159968006,5000,0.0016796640671865627
US,de,ai_minus_human,domain,Physical,12,24,24,8.333333333333332,11.458333333333332,3.125000000000001,0.0,6.578947368421052,0.0639872025594881,5000,0.0937486921220407
CN,de,ai_minus_human,domain,Physical,12,24,24,12.152777777777777,21.875000000000004,9.722222222222221,4.166666666666666,16.666666666666664,0.0003999200159968006,5000,0.0016796640671865627
all,de,ai_minus_human,domain,Rank,24,24,24,7.986111111111111,12.5,4.51388888888889,0.7712542087542086,8.565538194444434,0.016396720655868825,5000,0.029514097180563883
US,de,ai_minus_human,domain,Rank,12,24,24,6.597222222222222,10.416666666666668,3.819444444444444,0.5947249589490966,7.333333333333333,0.02519496100779844,5000,0.0417705932497711
CN,de,ai_minus_human,domain,Rank,12,24,24,9.375,14.583333333333334,5.208333333333332,-0.6172839506172839,11.403914879792069,0.09878024395120975,5000,0.12700317079441253
all,de,ai_minus_human,domain,Status,24,24,24,10.763888888888888,15.451388888888888,4.6875,1.136363636363636,8.653846153846152,0.011197760447910418,5000,0.022045590881823635
US,de,ai_minus_human,domain,Status,12,24,24,8.333333333333332,13.541666666666666,5.208333333333334,1.984126984126984,8.333333333333332,0.003599280143971206,5000,0.007558488302339532
CN,de,ai_minus_human,domain,Status,12,24,24,13.194444444444445,17.361111111111114,4.166666666666666,-1.2503156565656564,10.185185185185185,0.15876824635072986,5000,0.188724519247094
all,de,ai_minus_human,domain,Wealth,24,24,24,13.368055555555555,21.006944444444446,7.638888888888889,3.993055555555556,11.607534461152879,0.0003999200159968006,5000,0.0016796640671865627
US,de,ai_minus_human,domain,Wealth,12,24,24,10.76388888888889,18.75,7.986111111111111,3.8194444444444446,12.821180555555545,0.0003999200159968006,5000,0.0016796640671865627
CN,de,ai_minus_human,domain,Wealth,12,24,24,15.972222222222221,23.263888888888886,7.291666666666667,2.4305555555555562,12.820512820512816,0.003599280143971206,5000,0.007558488302339532
all,pg,ai_minus_human,domain,Attentional,24,24,24,10.416666666666668,18.229166666666664,7.8125,3.6458333333333335,12.13768115942029,0.0003999200159968006,5000,0.0016796640671865627
US,pg,ai_minus_human,domain,Attentional,12,24,24,11.458333333333332,18.055555555555554,6.597222222222222,2.5000000000000004,10.984848484848484,0.003199360127974405,5000,0.007465173631940279
CN,pg,ai_minus_human,domain,Attentional,12,24,24,9.375,18.402777777777775,9.027777777777779,3.3950617283950617,14.492753623188406,0.001999600079984003,5000,0.005248950209958008
all,pg,ai_minus_human,domain,Epistemic,24,24,24,17.881944444444443,23.611111111111107,5.729166666666666,2.6234567901234573,8.796741452991448,0.0015996800639872025,5000,0.005038992201559688
US,pg,ai_minus_human,domain,Epistemic,12,24,24,17.708333333333336,22.916666666666664,5.208333333333332,1.4880952380952384,8.771929824561402,0.009198160367926415,5000,0.018693035586431102
CN,pg,ai_minus_human,domain,Epistemic,12,24,24,18.055555555555554,24.305555555555554,6.249999999999999,1.3333333333333328,11.309523809523808,0.01879624075184963,5000,0.03289342131573685
all,pg,ai_minus_human,domain,Legal,24,24,24,27.77777777777778,43.22916666666667,15.451388888888888,9.051125478927204,22.22373188405796,0.0003999200159968006,5000,0.0016796640671865627
US,pg,ai_minus_human,domain,Legal,12,24,24,23.611111111111114,37.152777777777786,13.541666666666666,6.666666666666667,21.03174603174603,0.0003999200159968006,5000,0.0016796640671865627
CN,pg,ai_minus_human,domain,Legal,12,24,24,31.944444444444443,49.305555555555564,17.361111111111107,9.875841750841754,25.347599637681157,0.0003999200159968006,5000,0.0016796640671865627
all,pg,ai_minus_human,domain,Physical,24,24,24,28.125,37.15277777777777,9.027777777777777,5.729166666666666,12.32638888888889,0.0003999200159968006,5000,0.0016796640671865627
US,pg,ai_minus_human,domain,Physical,12,24,24,23.958333333333336,35.41666666666667,11.458333333333332,6.883525149190111,16.33333333333333,0.0003999200159968006,5000,0.0016796640671865627
CN,pg,ai_minus_human,domain,Physical,12,24,24,32.29166666666667,38.888888888888886,6.597222222222221,2.536231884057972,11.111111111111109,0.001999600079984003,5000,0.005248950209958008
all,pg,ai_minus_human,domain,Rank,24,24,24,24.131944444444446,31.944444444444443,7.8125,3.2738095238095233,13.596856725146194,0.0007998400319936012,5000,0.0026521011587156253
US,pg,ai_minus_human,domain,Rank,12,24,24,23.263888888888886,30.208333333333332,6.944444444444446,1.5625,13.195465686274495,0.014397120575884824,5000,0.026677017537668938
CN,pg,ai_minus_human,domain,Rank,12,24,24,25.0,33.68055555555555,8.680555555555557,3.0303030303030303,15.432098765432098,0.001999600079984003,5000,0.005248950209958008
all,pg,ai_minus_human,domain,Status,24,24,24,16.84027777777778,21.527777777777775,4.6875,2.083333333333333,7.4220165307971,0.0007998400319936012,5000,0.0026521011587156253
US,pg,ai_minus_human,domain,Status,12,24,24,18.402777777777775,21.52777777777778,3.125,-0.6178774928774926,6.862745098039216,0.1259748050389922,5000,0.1556159356364021
CN,pg,ai_minus_human,domain,Status,12,24,24,15.277777777777777,21.527777777777775,6.25,0.7936507936507936,12.222222222222221,0.03119376124775045,5000,0.049130173965206955
all,pg,ai_minus_human,domain,Wealth,24,24,24,27.604166666666668,32.46527777777777,4.861111111111111,0.6167328042328047,9.339978448275849,0.03199360127974405,5000,0.04916089952741159
US,pg,ai_minus_human,domain,Wealth,12,24,24,24.305555555555557,27.777777777777775,3.472222222222222,-2.3129646346357425e-16,7.291666666666667,0.06958608278344332,5000,0.09742051589682064
CN,pg,ai_minus_human,domain,Wealth,12,24,24,30.90277777777778,37.15277777777777,6.250000000000002,-1.3888888888888893,13.888888888888888,0.118376324735053,5000,0.14915416916616678
