bloc,mode,contrast,factor,level,n_models,min_pairs,max_pairs,negative_rate,positive_rate,estimate,lo,hi,p_boot,n_draws,q
CN,he,ai_minus_human,context,Work,12,21,21,3.571428571428571,5.952380952380952,2.380952380952381,-0.33333333333333337,5.797101449275362,0.12117576484703059,5000,0.1817636472705459
all,de,ai_minus_human,context,Academia,24,21,21,12.896825396825395,20.83333333333333,7.936507936507936,3.0797101449275366,13.195199275362308,0.001999600079984003,5000,0.007998400319936013
US,de,ai_minus_human,context,Academia,12,21,21,11.11111111111111,15.873015873015875,4.761904761904762,1.086956521739131,8.34104938271594,0.01759648070385923,5000,0.041201515794402094
CN,de,ai_minus_human,context,Academia,12,21,21,14.682539682539678,25.793650793650784,11.111111111111109,2.631578947368421,20.635351966873696,0.008398320335932814,5000,0.024431477340895458
all,de,ai_minus_human,context,Diplomacy,24,21,21,6.746031746031746,10.714285714285714,3.968253968253968,1.2681159420289856,6.7903265107212425,0.00599880023995201,5000,0.018576929775335257
US,de,ai_minus_human,context,Diplomacy,12,21,21,3.571428571428571,7.936507936507936,4.365079365079364,1.602182539682539,7.333333333333333,0.003199360127974405,5000,0.011813022010982418
CN,de,ai_minus_human,context,Diplomacy,12,21,21,9.92063492063492,13.492063492063492,3.571428571428571,-5.782411586589358e-16,7.372685185185173,0.08438312337532493,5000,0.13279966957428185
all,de,ai_minus_human,context,Fiction,24,20,21,11.507936507936508,19.246031746031743,7.738095238095237,4.166666666666666,11.623903508771916,0.0003999200159968006,5000,0.0029532555027456044
US,de,ai_minus_human,context,Fiction,12,20,21,10.317460317460318,19.047619047619047,8.730158730158728,3.86780753968254,13.88888888888889,0.0007998400319936012,5000,0.004516743710081513
CN,de,ai_minus_human,context,Fiction,12,21,21,12.698412698412698,19.444444444444446,6.746031746031746,2.4999999999999996,11.507936507936508,0.003199360127974405,5000,0.011813022010982418
all,de,ai_minus_human,context,Government,24,21,21,16.071428571428573,25.79365079365079,9.722222222222221,5.357142857142858,14.722222222222223,0.0003999200159968006,5000,0.0029532555027456044
US,de,ai_minus_human,context,Government,12,21,21,9.92063492063492,17.06349206349206,7.142857142857142,1.4705882352941178,13.710072738772922,0.013197360527894421,5000,0.03424180028859093
CN,de,ai_minus_human,context,Government,12,21,21,22.22222222222222,34.52380952380952,12.3015873015873,6.744047619047619,18.333333333333336,0.0003999200159968006,5000,0.0029532555027456044
all,de,ai_minus_human,context,Interpersonal,24,21,21,7.5396825396825395,14.087301587301585,6.547619047619048,3.240740740740742,10.119047619047619,0.0003999200159968006,5000,0.0029532555027456044
US,de,ai_minus_human,context,Interpersonal,12,21,21,7.1428571428571415,13.095238095238097,5.952380952380952,2.651515151515152,9.313725490196079,0.0007998400319936012,5000,0.004516743710081513
CN,de,ai_minus_human,context,Interpersonal,12,21,21,7.936507936507935,15.079365079365079,7.142857142857142,1.9603758169934637,13.405797101449277,0.009998000399920015,5000,0.027423086811209186
all,de,ai_minus_human,context,Markets,24,21,21,21.03174603174603,24.007936507936503,2.9761904761904767,-1.2825520833333335,7.500992063492051,0.1959608078384323,5000,0.26128107711790977
US,de,ai_minus_human,context,Markets,12,21,21,17.85714285714286,20.238095238095237,2.380952380952381,-0.5208333333333333,5.9523809523809526,0.16876624675064986,5000,0.2325477761590539
CN,de,ai_minus_human,context,Markets,12,21,21,24.20634920634921,27.777777777777775,3.571428571428571,-3.703703703703704,11.111111111111112,0.38392321535692864,5000,0.4665396034717108
all,de,ai_minus_human,context,Media,24,21,21,13.69047619047619,19.64285714285714,5.952380952380952,2.564102564102564,9.82142857142857,0.0015996800639872025,5000,0.006676925484468323
US,de,ai_minus_human,context,Media,12,21,21,10.317460317460318,15.873015873015872,5.5555555555555545,1.3328947368421056,10.185185185185187,0.014797040591881624,5000,0.0355128974205159
CN,de,ai_minus_human,context,Media,12,21,21,17.063492063492067,23.41269841269841,6.349206349206347,0.9995098039215696,12.180059523809517,0.020395920815836834,5000,0.04661924757905562
all,de,ai_minus_human,context,Work,24,21,21,19.64285714285714,25.0,5.357142857142858,2.314814814814815,8.928571428571429,0.0011997600479904018,5000,0.005484617362241837
US,de,ai_minus_human,context,Work,12,21,21,17.06349206349206,21.825396825396822,4.761904761904763,1.4705882352941175,8.333333333333332,0.009998000399920015,5000,0.027423086811209186
CN,de,ai_minus_human,context,Work,12,21,21,22.222222222222225,28.174603174603174,5.952380952380952,1.1357323232323229,11.574074074074074,0.024795040991801638,5000,0.050645190110913986
all,pg,ai_minus_human,context,Academia,24,21,21,22.817460317460316,31.944444444444443,9.126984126984128,4.807692307692308,13.782051282051283,0.0003999200159968006,5000,0.0029532555027456044
US,pg,ai_minus_human,context,Academia,12,21,21,23.41269841269841,29.761904761904763,6.349206349206351,0.8323412698412693,12.281223893065992,0.03119376124775045,5000,0.05871766823105967
CN,pg,ai_minus_human,context,Academia,12,21,21,22.22222222222222,34.126984126984134,11.904761904761907,6.666666666666667,17.592592592592595,0.0003999200159968006,5000,0.0029532555027456044
all,pg,ai_minus_human,context,Diplomacy,24,21,21,28.571428571428577,37.301587301587304,8.730158730158728,3.819067028985507,13.69047619047619,0.0011997600479904018,5000,0.005484617362241837
US,pg,ai_minus_human,context,Diplomacy,12,21,21,24.999999999999993,33.33333333333333,8.333333333333332,3.9207516339869275,12.719298245614036,0.0003999200159968006,5000,0.0029532555027456044
CN,pg,ai_minus_human,context,Diplomacy,12,21,21,32.14285714285714,41.26984126984127,9.126984126984128,1.447765700483092,17.460317460317462,0.026394721055788842,5000,0.05171210655828018
all,pg,ai_minus_human,context,Fiction,24,21,21,14.285714285714285,22.42063492063492,8.134920634920636,4.166666666666666,12.254901960784313,0.0003999200159968006,5000,0.0029532555027456044
US,pg,ai_minus_human,context,Fiction,12,21,21,14.285714285714288,22.61904761904762,8.333333333333332,3.571428571428571,13.69047619047619,0.0015996800639872025,5000,0.006676925484468323
CN,pg,ai_minus_human,context,Fiction,12,21,21,14.285714285714285,22.22222222222222,7.936507936507936,1.8115942028985503,14.13134057971013,0.013997200559888023,5000,0.035361348782875
all,pg,ai_minus_human,context,Government,24,21,21,30.95238095238095,40.67460317460317,9.722222222222221,4.6875,14.855719461697708,0.0011997600479904018,5000,0.005484617362241837
US,pg,ai_minus_human,context,Government,12,21,21,27.777777777777775,35.317460317460316,7.53968253968254,1.8518518518518516,13.096382783882769,0.012397520495900819,5000,0.03306005465573552
CN,pg,ai_minus_human,context,Government,12,21,21,34.12698412698412,46.03174603174603,11.904761904761905,6.481481481481481,17.460317460317455,0.0003999200159968006,5000,0.0029532555027456044
all,pg,ai_minus_human,context,Interpersonal,24,21,21,18.253968253968253,29.96031746031746,11.706349206349207,4.4114242919389985,20.238095238095237,0.0003999200159968006,5000,0.0029532555027456044
US,pg,ai_minus_human,context,Interpersonal,12,21,21,16.26984126984127,28.968253968253965,12.698412698412698,5.392156862745098,21.03174603174603,0.0011997600479904018,5000,0.005484617362241837
CN,pg,ai_minus_human,context,Interpersonal,12,21,21,20.238095238095237,30.95238095238095,10.714285714285714,1.4705882352941184,21.297743055555536,0.024795040991801638,5000,0.050645190110913986
all,pg,ai_minus_human,context,Markets,24,21,21,17.460317460317455,22.023809523809522,4.563492063492064,2.083333333333333,7.142857142857142,0.0003999200159968006,5000,0.0029532555027456044
US,pg,ai_minus_human,context,Markets,12,21,21,17.460317460317462,20.634920634920636,3.1746031746031744,-0.37878787878787845,6.720688585607938,0.08718256348730254,5000,0.1349923563674362
CN,pg,ai_minus_human,context,Markets,12,21,21,17.460317460317462,23.41269841269841,5.952380952380952,1.3157894736842104,10.869565217391305,0.014397120575884824,5000,0.035439066032947254
all,pg,ai_minus_human,context,Media,24,21,21,16.26984126984127,22.420634920634917,6.150793650793651,3.8043478260869574,8.653846153846155,0.0003999200159968006,5000,0.0029532555027456044
US,pg,ai_minus_human,context,Media,12,21,21,16.666666666666664,20.238095238095234,3.571428571428571,0.5952380952380961,6.770833333333333,0.022795440911817635,5000,0.04973550744396575
CN,pg,ai_minus_human,context,Media,12,21,21,15.873015873015872,24.6031746031746,8.730158730158728,5.333333333333334,12.333333333333334,0.0003999200159968006,5000,0.0029532555027456044
all,pg,ai_minus_human,context,Work,24,21,21,25.992063492063487,31.150793650793652,5.158730158730158,5.782411586589358e-16,10.526315789473683,0.052789442111577684,5000,0.08890853408265716
US,pg,ai_minus_human,context,Work,12,21,21,22.22222222222222,29.761904761904763,7.53968253968254,2.083333333333333,13.725490196078432,0.007198560287942412,5000,0.021595680863827234
CN,pg,ai_minus_human,context,Work,12,21,21,29.761904761904763,32.53968253968254,2.777777777777778,-4.545454545454545,9.668055555555538,0.45710857828434315,5000,0.541758315003666
all,control,ai_minus_human,context,Academia,24,24,24,16.319444444444446,16.145833333333332,-0.17361111111111113,-3.676706259426848,2.873839522546415,1.0,5000,1.0
US,control,ai_minus_human,context,Academia,12,24,24,16.319444444444446,16.319444444444446,-4.625929269271485e-16,-3.508771929824561,3.260869565217391,1.0,5000,1.0
CN,control,ai_minus_human,context,Academia,12,24,24,16.31944444444444,15.972222222222223,-0.3472222222222219,-4.4444444444444455,3.2407407407407405,0.9906018796240752,5000,1.0
all,control,ai_minus_human,context,Diplomacy,24,23,24,27.468297101449274,32.52566425120773,5.057367149758452,2.355072463768116,8.160714285714285,0.0007998400319936012,5000,0.004516743710081513
US,control,ai_minus_human,context,Diplomacy,12,23,24,26.811594202898547,31.023550724637676,4.211956521739131,0.6398809523809527,8.333333333333332,0.021995600879824034,5000,0.04910645777821179
CN,control,ai_minus_human,context,Diplomacy,12,24,24,28.125,34.02777777777777,5.902777777777777,2.603717672413793,9.722222222222221,0.0007998400319936012,5000,0.004516743710081513
all,control,ai_minus_human,context,Fiction,24,24,24,10.416666666666668,14.236111111111112,3.819444444444444,0.4899604072398194,7.561728395061727,0.033193361327734455,5000,0.060123824291745426
US,control,ai_minus_human,context,Fiction,12,24,24,12.152777777777777,15.972222222222223,3.819444444444444,-2.3707887505016165e-16,8.333333333333332,0.07358528294341132,5000,0.11773645270945812
CN,control,ai_minus_human,context,Fiction,12,24,24,8.680555555555557,12.500000000000004,3.8194444444444446,0.43804824561403527,7.575757575757574,0.03519296140771846,5000,0.06256526472483281
all,control,ai_minus_human,context,Government,24,24,24,30.381944444444443,31.770833333333336,1.3888888888888893,-4.166666666666666,7.692307692307692,0.6818636272745451,5000,0.7524012438891532
US,control,ai_minus_human,context,Government,12,24,24,29.166666666666668,30.555555555555557,1.3888888888888893,-3.1612616310892183,6.746651785714277,0.6630673865226955,5000,0.7488761071315149
CN,control,ai_minus_human,context,Government,12,24,24,31.597222222222225,32.98611111111111,1.3888888888888895,-7.222222222222223,10.119694616977215,0.7638472305538893,5000,0.7970579797084063
all,control,ai_minus_human,context,Interpersonal,24,24,24,17.013888888888886,25.520833333333332,8.506944444444446,2.717391304347826,14.942740027045298,0.005598880223955209,5000,0.01853422418964483
US,control,ai_minus_human,context,Interpersonal,12,24,24,17.013888888888886,23.958333333333336,6.944444444444444,2.2727272727272734,12.280701754385962,0.004799040191961607,5000,0.01706325401586349
CN,control,ai_minus_human,context,Interpersonal,12,24,24,17.013888888888886,27.083333333333336,10.069444444444443,1.447765700483091,19.447115384615348,0.026394721055788842,5000,0.05171210655828018
all,control,ai_minus_human,context,Markets,24,24,24,18.229166666666664,20.486111111111107,2.256944444444444,-0.4385964912280697,5.482456140350877,0.12117576484703059,5000,0.1817636472705459
US,control,ai_minus_human,context,Markets,12,24,24,18.402777777777775,21.527777777777775,3.125000000000001,-0.793650793650793,6.944444444444444,0.1251749650069986,5000,0.18487379447187485
CN,control,ai_minus_human,context,Markets,12,24,24,18.055555555555554,19.444444444444446,1.388888888888889,-2.666666666666666,6.4824879227053005,0.6326734653069386,5000,0.7308252635187248
all,control,ai_minus_human,context,Media,24,24,24,13.368055555555555,14.409722222222223,1.0416666666666665,-4.583692528735633,4.999999999999999,0.6394721055788842,5000,0.7308252635187248
US,control,ai_minus_human,context,Media,12,24,24,13.194444444444445,14.23611111111111,1.0416666666666672,-5.416666666666667,5.5555555555555545,0.6898620275944811,5000,0.7525767573757975
CN,control,ai_minus_human,context,Media,12,24,24,13.541666666666666,14.583333333333334,1.0416666666666665,-4.166666666666668,5.902777777777779,0.7202559488102379,5000,0.7716434735031016
all,control,ai_minus_human,context,Work,24,24,24,28.993055555555557,31.597222222222225,2.604166666666667,-0.6944444444444445,5.871490641711226,0.1299740051989602,5000,0.18905309847121488
US,control,ai_minus_human,context,Work,12,24,24,27.77777777777778,29.51388888888889,1.73611111111111,-1.7857142857142838,5.462164750957819,0.40591881623675263,5000,0.4871025794841032
CN,control,ai_minus_human,context,Work,12,24,24,30.208333333333332,33.68055555555555,3.472222222222223,-2.536231884057971,9.420289855072463,0.2695460907818436,5000,0.3375532685670658
