fit,term,estimate,se,z,p,sd_prompt,sd_model,sd_model_slope,cor_model_int_slope,slope_name,singular,messages,optimizer,formula_used,variant,loglik,nobs,n_prompts,n_models,term_interest,error,mode,lme4_version,r_version
ai__he,(Intercept),-5.75309835415006,0.324131536690859,-17.749270598242,1.74607064818589e-70,2.49162670555531,1.03443578794311,0.0,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai + (1 + ai || model) + (1 | prompt_id),1,-929.646608952038,8064,168,24,ai,,he,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__de,ai:cn,-0.109691389753327,0.197445670571861,-0.555552266279777,0.578516970666083,2.18894733290602,1.42204180995542,0.26121456431425,,ai,False,,bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2333.76069075299,8063,168,24,ai:cn,,de,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__de,(Intercept),-2.44788943467069,0.449366010268789,-5.44742899714751,5.11031044786741e-08,2.18894818946769,1.42204218760775,0.261213139083396,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2333.76069069923,8063,168,24,ai,,de,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__de,ai,0.763207212623978,0.1274677772241,5.98745211726872,2.13153664903648e-09,2.18894818946769,1.42204218760775,0.261213139083396,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2333.76069069923,8063,168,24,ai,,de,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__de,us,-1.3232560605022,0.589025548377417,-2.24651725913649,0.0246708953100443,2.18894818946769,1.42204218760775,0.261213139083396,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2333.76069069923,8063,168,24,ai,,de,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__de,ai:us,0.109692121405013,0.197436582617724,0.555581543960361,0.578496951165549,2.18894818946769,1.42204218760775,0.261213139083396,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2333.76069069923,8063,168,24,ai,,de,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai__pg,(Intercept),-2.11002670047665,0.340881507084795,-6.18991249634369,6.01976228706827e-10,2.26963059919904,1.40368660633763,0.217225695774039,,ai,False,,bobyqa,refuse ~ ai + (1 + ai || model) + (1 | prompt_id),1,-2926.91138096471,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai__pg,ai,0.756806305595012,0.0839758135764808,9.01219378965293,2.0197503817923502e-19,2.26963059919904,1.40368660633763,0.217225695774039,,ai,False,,bobyqa,refuse ~ ai + (1 + ai || model) + (1 | prompt_id),1,-2926.91138096471,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__pg,(Intercept),-2.46586265035876,0.437013874814981,-5.64252714265133,1.67572108171076e-08,2.2692929442569,1.3598464069202,0.218587193527336,,ai,False,,bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2926.12040800295,8064,168,24,ai:cn,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__pg,ai,0.745109682555392,0.124585943321281,5.98068821162202,2.2219682210006204e-09,2.2692929442569,1.3598464069202,0.218587193527336,,ai,False,,bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2926.12040800295,8064,168,24,ai:cn,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__pg,cn,0.711066108861484,0.560835488493848,1.26786931898887,0.204844622303138,2.2692929442569,1.3598464069202,0.218587193527336,,ai,False,,bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2926.12040800295,8064,168,24,ai:cn,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__pg,ai:cn,0.0213416905353715,0.167385285697935,0.127500397937516,0.898544358244297,2.2692929442569,1.3598464069202,0.218587193527336,,ai,False,,bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2926.12040800295,8064,168,24,ai:cn,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__pg,(Intercept),-1.75477703280933,0.434225242215844,-4.04116772174445,5.31857012025363e-05,2.26929172882929,1.35984362952597,0.218587286747247,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2926.12040801341,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__pg,ai,0.7664501566389,0.113023659219468,6.78132491844577,1.1907872590324e-11,2.26929172882929,1.35984362952597,0.218587286747247,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2926.12040801341,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__pg,us,-0.711091610212603,0.561230687272351,-1.26702196857516,0.205147434789245,2.26929172882929,1.35984362952597,0.218587286747247,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2926.12040801341,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__pg,ai:us,-0.0213412515349019,0.167382717234075,-0.127499731678136,0.898544885538982,2.26929172882929,1.35984362952597,0.218587286747247,,ai,False,,bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2926.12040801341,8064,168,24,ai,,pg,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai__control,(Intercept),-2.80692271362321,0.326910026554404,-8.58622399321266,8.98743636537072e-18,2.85417189730857,1.1950836110754,1.5456863067235e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai + (1 + ai || model) + (1 | prompt_id),1,-2858.01595205786,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai__control,ai,0.354703132229925,0.0705148111926744,5.03019332010598,4.89985542154594e-07,2.85417189730857,1.1950836110754,1.5456863067235e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai + (1 + ai || model) + (1 | prompt_id),1,-2858.01595205786,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__control,(Intercept),-2.94473815989784,0.408557165177089,-7.20765271273958,5.69245843239185e-13,2.85416204440997,1.18844553158014,2.36246498495505e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2857.82396449096,9214,192,24,ai:cn,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__control,ai,0.335189596655424,0.101480542347149,3.30299374542948,0.000956585214118,2.85416204440997,1.18844553158014,2.36246498495505e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2857.82396449096,9214,192,24,ai:cn,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__control,cn,0.275399877087673,0.491321363213759,0.56052900953923,0.575118658206144,2.85416204440997,1.18844553158014,2.36246498495505e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2857.82396449096,9214,192,24,ai:cn,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_US__control,ai:cn,0.0375563228501766,0.140674914893539,0.266972422756387,0.789490394136622,2.85416204440997,1.18844553158014,2.36246498495505e-07,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * cn + (1 + ai || model) + (1 | prompt_id),1,-2857.82396449096,9214,192,24,ai:cn,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__control,(Intercept),-2.66932755535123,0.407680294021261,-6.54760015261376,5.846900977865849e-11,2.85416279149181,1.1884461303957,0.0,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2857.82396456271,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__control,ai,0.372745971048913,0.0977523513640956,3.81316629060468,0.0001371977336083,2.85416279149181,1.1884461303957,0.0,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2857.82396456271,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__control,us,-0.275415065011533,0.491321605456839,-0.560559645561379,0.575097768005365,2.85416279149181,1.1884461303957,0.0,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2857.82396456271,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
ai_origin_CN__control,ai:us,-0.0375578380705211,0.140674913911054,-0.266983195698048,0.78948209951207,2.85416279149181,1.1884461303957,0.0,,ai,True,boundary (singular) fit: see help('isSingular'),bobyqa,refuse ~ ai * us + (1 + ai || model) + (1 | prompt_id),1,-2857.82396456271,9214,192,24,ai,,control,2.0.6,R version 4.6.1 (2026-06-24 ucrt)
