Unnamed: 0,session.x,ccode1,ccode2,agree,year,IdealPointFP.x,NVotesFP.x,IdealPointFP.y,NVotesFP.y,IdealPointDistance
1454390,70,2,220,0.715789473684211,2015,2.447947,78.0,1.441286,78.0,1.006661
1454391,70,2,221,0.668478260869565,2015,2.447947,78.0,1.043496,76.0,1.404451
1454392,70,2,223,0.589473684210526,2015,2.447947,78.0,0.7477663,78.0,1.7001807
1454393,70,2,225,0.573684210526316,2015,2.447947,78.0,0.673016,78.0,1.774931
1454394,70,2,230,0.647368421052632,2015,2.447947,78.0,1.033599,78.0,1.414348
1454395,70,2,232,0.615789473684211,2015,2.447947,78.0,0.8601595,78.0,1.5877875
1454396,70,2,235,0.639784946236559,2015,2.447947,78.0,0.873103,77.0,1.574844
1454397,70,2,255,0.670212765957447,2015,2.447947,78.0,1.194384,77.0,1.253563
1454398,70,2,290,0.663157894736842,2015,2.447947,78.0,1.079567,78.0,1.36838
1454399,70,2,305,0.569148936170213,2015,2.447947,78.0,0.6888647,77.0,1.7590823
1454400,70,2,310,0.668421052631579,2015,2.447947,78.0,1.088692,78.0,1.359255
1454401,70,2,316,0.675531914893617,2015,2.447947,78.0,1.166775,77.0,1.281172
1454402,70,2,317,0.647368421052632,2015,2.447947,78.0,1.025707,78.0,1.42224
1454403,70,2,325,0.642105263157895,2015,2.447947,78.0,0.9146405,78.0,1.5333065
1454404,70,2,331,0.563829787234043,2015,2.447947,78.0,0.639392,78.0,1.808555
1454405,70,2,338,0.552631578947368,2015,2.447947,78.0,0.5595199,78.0,1.8884271
1454406,70,2,339,0.631868131868132,2015,2.447947,78.0,0.9017011,75.0,1.5462459
1454407,70,2,341,0.6,2015,2.447947,78.0,0.714413,78.0,1.733534
1454408,70,2,343,0.604395604395604,2015,2.447947,78.0,0.7869218,75.0,1.6610252
1454409,70,2,344,0.643617021276596,2015,2.447947,78.0,0.9835753,77.0,1.4643717
1454410,70,2,345,0.532258064516129,2015,2.447947,78.0,0.4660687,76.0,1.9818783
1454411,70,2,346,0.601063829787234,2015,2.447947,78.0,0.7594876,77.0,1.6884594
1454412,70,2,349,0.642105263157895,2015,2.447947,78.0,0.9591039,78.0,1.4888431
1454413,70,2,350,0.621052631578947,2015,2.447947,78.0,0.7850083,78.0,1.6629387
1454414,70,2,352,0.579787234042553,2015,2.447947,78.0,0.6140066,77.0,1.8339404
1454415,70,2,355,0.642105263157895,2015,2.447947,78.0,0.9461321,78.0,1.5018149
1454416,70,2,359,0.622340425531915,2015,2.447947,78.0,0.8594897,77.0,1.5884573
1454417,70,2,360,0.647368421052632,2015,2.447947,78.0,0.9350591,78.0,1.5128879
1454418,70,2,365,0.415789473684211,2015,2.447947,78.0,0.1627959,78.0,2.2851511
1454419,70,2,366,0.663157894736842,2015,2.447947,78.0,1.070961,78.0,1.376986
1454420,70,2,367,0.663157894736842,2015,2.447947,78.0,1.074436,78.0,1.373511
1454421,70,2,368,0.663157894736842,2015,2.447947,78.0,1.090488,78.0,1.357459
1454422,70,2,369,0.630434782608696,2015,2.447947,78.0,0.9521632,76.0,1.4957838
1454423,70,2,370,0.320224719101124,2015,2.447947,78.0,-0.2358136,72.0,2.6837606
1454424,70,2,371,0.438888888888889,2015,2.447947,78.0,0.1454661,75.0,2.3024809
1454425,70,2,372,0.608695652173913,2015,2.447947,78.0,0.8114167,75.0,1.6365303
1454426,70,2,373,0.327380952380952,2015,2.447947,78.0,-0.6634655,71.0,3.1114125
1454427,70,2,375,0.626315789473684,2015,2.447947,78.0,0.8733707,78.0,1.5745763
1454428,70,2,380,0.573684210526316,2015,2.447947,78.0,0.6666432,78.0,1.7813038
1454429,70,2,385,0.626315789473684,2015,2.447947,78.0,0.8970836,78.0,1.5508634
1454430,70,2,390,0.647368421052632,2015,2.447947,78.0,1.026637,78.0,1.42131
1454431,70,2,395,0.615789473684211,2015,2.447947,78.0,0.8313819,78.0,1.6165651
1454432,70,2,402,0.357954545454545,2015,2.447947,78.0,-0.4708743,74.0,2.9188213
1454433,70,2,403,0.0,2015,2.447947,78.0,-0.3908067,1.0,2.8387537
1454434,70,2,404,0.339285714285714,2015,2.447947,78.0,-0.5488903,69.0,2.9968373
1454435,70,2,411,0.384615384615385,2015,2.447947,78.0,-0.7414695,50.0,3.1894165
1454436,70,2,420,0.35,2015,2.447947,78.0,-0.8277914,55.0,3.2757384
1454437,70,2,432,0.292134831460674,2015,2.447947,78.0,-0.9088033,74.0,3.3567503
1454438,70,2,433,0.335106382978723,2015,2.447947,78.0,-0.6714353,77.0,3.1193823
1454439,70,2,434,0.375,2015,2.447947,78.0,-0.5006106,63.0,2.9485576
1454440,70,2,435,0.311111111111111,2015,2.447947,78.0,-0.8382542,74.0,3.2862012
1454441,70,2,436,0.308510638297872,2015,2.447947,78.0,-0.8840772,77.0,3.3320242
1454442,70,2,437,0.431818181818182,2015,2.447947,78.0,-0.155855,71.0,2.603802
1454443,70,2,438,0.320652173913043,2015,2.447947,78.0,-0.7840653,75.0,3.2320123
1454444,70,2,439,0.342696629213483,2015,2.447947,78.0,-0.547408,72.0,2.995355
1454445,70,2,450,0.424731182795699,2015,2.447947,78.0,-0.04428663,76.0,2.49223363
1454446,70,2,451,0.240384615384615,2015,2.447947,78.0,-0.5223444,48.0,2.9702914
1454447,70,2,452,0.386363636363636,2015,2.447947,78.0,-0.3080351,71.0,2.7559821
1454448,70,2,461,0.386363636363636,2015,2.447947,78.0,-0.1533932,72.0,2.6013402
1454449,70,2,471,0.363636363636364,2015,2.447947,78.0,-0.0361704,74.0,2.4841174
1454450,70,2,475,0.301075268817204,2015,2.447947,78.0,-0.8701881,76.0,3.3181351
1454451,70,2,481,0.29746835443038,2015,2.447947,78.0,-0.2616606,75.0,2.7096076
1454452,70,2,482,0.41025641025641,2015,2.447947,78.0,-0.1429189,69.0,2.5908659
1454453,70,2,483,0.340909090909091,2015,2.447947,78.0,-0.6335327,72.0,3.0814797
1454454,70,2,484,0.319148936170213,2015,2.447947,78.0,-0.72195,77.0,3.169897
1454455,70,2,490,0.30188679245283,2015,2.447947,78.0,-0.7837552,45.0,3.2317022
1454456,70,2,500,0.305882352941176,2015,2.447947,78.0,-0.952237,68.0,3.400184
1454457,70,2,501,0.327956989247312,2015,2.447947,78.0,-0.5245181,76.0,2.9724651
1454458,70,2,510,0.3,2015,2.447947,78.0,-0.8740278,78.0,3.3219748
1454459,70,2,516,0.310975609756098,2015,2.447947,78.0,-1.24343,66.0,3.691377
1454460,70,2,517,0.455357142857143,2015,2.447947,78.0,-0.4268771,42.0,2.8748241
1454461,70,2,520,0.222222222222222,2015,2.447947,78.0,-0.646585,33.0,3.094532
1454462,70,2,522,0.32258064516129,2015,2.447947,78.0,-0.6704667,76.0,3.1184137
1454463,70,2,530,0.333333333333333,2015,2.447947,78.0,-0.5439596,74.0,2.9919066
1454464,70,2,531,0.320652173913043,2015,2.447947,78.0,-0.6608199,75.0,3.1087669
1454465,70,2,540,0.3,2015,2.447947,78.0,-0.9719056,74.0,3.4198526
1454466,70,2,541,0.320224719101124,2015,2.447947,78.0,-0.8127679,74.0,3.2607149
1454467,70,2,551,0.348314606741573,2015,2.447947,78.0,-0.5267411,73.0,2.9746881
1454468,70,2,552,0.252631578947368,2015,2.447947,78.0,-1.581431,78.0,4.029378
1454469,70,2,553,0.37037037037037,2015,2.447947,78.0,-0.4330176,66.0,2.8809646
1454470,70,2,560,0.340425531914894,2015,2.447947,78.0,-0.4500692,78.0,2.8980162
1454471,70,2,565,0.296511627906977,2015,2.447947,78.0,-0.9596031,70.0,3.4075501
1454472,70,2,570,0.35625,2015,2.447947,78.0,-0.5167408,65.0,2.9646878
1454473,70,2,571,0.350574712643678,2015,2.447947,78.0,-0.4315872,73.0,2.8795342
1454474,70,2,572,0.382352941176471,2015,2.447947,78.0,-0.6539217,53.0,3.1018687
1454475,70,2,580,0.385135135135135,2015,2.447947,78.0,-0.4699829,60.0,2.9179299
1454476,70,2,581,0.337662337662338,2015,2.447947,78.0,-0.7997665,62.0,3.2477135
1454477,70,2,590,0.3125,2015,2.447947,78.0,-0.2828589,77.0,2.7308059
1454478,70,2,591,0.388888888888889,2015,2.447947,78.0,-0.597322,19.0,3.045269
1454479,70,2,600,0.357894736842105,2015,2.447947,78.0,-0.4931438,78.0,2.9410908
1454480,70,2,615,0.292553191489362,2015,2.447947,78.0,-1.179658,77.0,3.627605
1454481,70,2,616,0.340425531914894,2015,2.447947,78.0,-0.5994387,78.0,3.0473857
1454482,70,2,620,0.320652173913043,2015,2.447947,78.0,-0.7489529,75.0,3.1968999
1454483,70,2,625,0.268421052631579,2015,2.447947,78.0,-1.673378,78.0,4.121325
1454484,70,2,626,0.367647058823529,2015,2.447947,78.0,-0.01515879,31.0,2.46310579
1454485,70,2,630,0.218390804597701,2015,2.447947,78.0,-1.318916,74.0,3.766863
1454486,70,2,640,0.580645161290323,2015,2.447947,78.0,0.5643227,76.0,1.8836243
1454487,70,2,645,0.319148936170213,2015,2.447947,78.0,-0.8878521,77.0,3.3357991
1454488,70,2,651,0.305263157894737,2015,2.447947,78.0,-1.220508,78.0,3.668455
1454489,70,2,652,0.21195652173913,2015,2.447947,78.0,-1.535561,78.0,3.983508
1454490,70,2,660,0.333333333333333,2015,2.447947,78.0,-0.7637551,78.0,3.2117021
1454491,70,2,663,0.336842105263158,2015,2.447947,78.0,-0.5965912,78.0,3.0445382
1454492,70,2,666,0.889473684210526,2015,2.447947,78.0,2.248481,78.0,0.199466
1454493,70,2,670,0.335106382978723,2015,2.447947,78.0,-0.7690061,77.0,3.2169531
1454494,70,2,679,0.323863636363636,2015,2.447947,78.0,-0.8657727,72.0,3.3137197
1454495,70,2,690,0.315789473684211,2015,2.447947,78.0,-0.9151519,78.0,3.3630989
1454496,70,2,692,0.331578947368421,2015,2.447947,78.0,-0.7242315,78.0,3.1721785
1454497,70,2,694,0.315789473684211,2015,2.447947,78.0,-0.915847,78.0,3.363794
1454498,70,2,696,0.331578947368421,2015,2.447947,78.0,-0.7355093,78.0,3.1834563
1454499,70,2,698,0.297872340425532,2015,2.447947,78.0,-1.174824,77.0,3.622771
1454500,70,2,700,0.308988764044944,2015,2.447947,78.0,-0.7468867,73.0,3.1948337
1454501,70,2,701,0.267605633802817,2015,2.447947,78.0,-0.8706891,61.0,3.3186361
1454502,70,2,702,0.325301204819277,2015,2.447947,78.0,-0.6334666,70.0,3.0814136
1454503,70,2,703,0.315217391304348,2015,2.447947,78.0,-0.7464352,76.0,3.1943822
1454504,70,2,704,0.311764705882353,2015,2.447947,78.0,-0.3517214,74.0,2.7996684
1454505,70,2,705,0.329787234042553,2015,2.447947,78.0,-0.5394523,78.0,2.9873993
1454506,70,2,710,0.329787234042553,2015,2.447947,78.0,-0.2424418,78.0,2.6903888
1454507,70,2,712,0.357954545454545,2015,2.447947,78.0,-0.4750485,72.0,2.9229955
1454508,70,2,731,0.18452380952381,2015,2.447947,78.0,-0.5053941,72.0,2.9533411
1454509,70,2,732,0.638297872340426,2015,2.447947,78.0,0.7614308,77.0,1.6865162
1454510,70,2,740,0.589473684210526,2015,2.447947,78.0,0.6823147,78.0,1.7656323
1454511,70,2,750,0.315789473684211,2015,2.447947,78.0,-0.2221197,78.0,2.6700667
1454512,70,2,760,0.335106382978723,2015,2.447947,78.0,-0.411768,78.0,2.859715
1454513,70,2,770,0.321052631578947,2015,2.447947,78.0,-0.2117785,78.0,2.6597255
1454514,70,2,771,0.313829787234043,2015,2.447947,78.0,-0.8759072,77.0,3.3238542
1454515,70,2,775,0.324468085106383,2015,2.447947,78.0,-0.8719749,78.0,3.3199219
1454516,70,2,780,0.340425531914894,2015,2.447947,78.0,-0.6355801,77.0,3.0835271
1454517,70,2,781,0.335106382978723,2015,2.447947,78.0,-0.6682173,77.0,3.1161643
1454518,70,2,790,0.344086021505376,2015,2.447947,78.0,-0.686726,77.0,3.134673
1454519,70,2,800,0.363157894736842,2015,2.447947,78.0,-0.4034583,78.0,2.8514053
1454520,70,2,811,0.320652173913043,2015,2.447947,78.0,-0.9119724,75.0,3.3599194
1454521,70,2,812,0.269662921348315,2015,2.447947,78.0,-1.158935,76.0,3.606882
1454522,70,2,816,0.315217391304348,2015,2.447947,78.0,-1.078203,77.0,3.52615
1454523,70,2,820,0.347368421052632,2015,2.447947,78.0,-0.6861919,78.0,3.1341389
1454524,70,2,830,0.357894736842105,2015,2.447947,78.0,-0.5749,78.0,3.022847
1454525,70,2,835,0.324468085106383,2015,2.447947,78.0,-0.9285876,78.0,3.3765346
1454526,70,2,840,0.363157894736842,2015,2.447947,78.0,-0.4804232,78.0,2.9283702
1454527,70,2,850,0.321052631578947,2015,2.447947,78.0,-0.9353202,78.0,3.3832672
1454528,70,2,860,0.379518072289157,2015,2.447947,78.0,-0.3811235,68.0,2.8290705
1454529,70,2,900,0.721052631578947,2015,2.447947,78.0,1.195142,78.0,1.252805
1454530,70,2,910,0.41304347826087,2015,2.447947,78.0,-0.2181053,76.0,2.6660523
1454531,70,2,920,0.557894736842105,2015,2.447947,78.0,0.6078638,78.0,1.8400832
1454532,70,2,935,0.422077922077922,2015,2.447947,78.0,-0.1231809,64.0,2.5711279
1454533,70,2,940,0.346590909090909,2015,2.447947,78.0,-0.496957,75.0,2.944904
1454534,70,2,946,0.388157894736842,2015,2.447947,78.0,-0.3919553,61.0,2.8399023
1454535,70,2,947,0.375,2015,2.447947,78.0,-0.2911522,54.0,2.7390992
1454536,70,2,950,0.337078651685393,2015,2.447947,78.0,-0.5989767,75.0,3.0469237
1454537,70,2,955,0.428571428571429,2015,2.447947,78.0,0.11768,60.0,2.330267
1454538,70,2,970,0.514285714285714,2015,2.447947,78.0,0.6715855,33.0,1.7763615
1454539,70,2,983,0.677631578947368,2015,2.447947,78.0,0.6712295,67.0,1.7767175
1454540,70,2,986,0.7578125,2015,2.447947,78.0,1.041175,56.0,1.406772
1454541,70,2,987,0.893939393939394,2015,2.447947,78.0,1.788792,58.0,0.659155
1454542,70,2,990,0.411764705882353,2015,2.447947,78.0,0.02663865,71.0,2.42130835
1454543,70,20,2,0.868421052631579,2015,1.739521,78.0,2.447947,78.0,0.708426
1454698,70,20,710,0.430851063829787,2015,1.739521,78.0,-0.2424418,78.0,1.9819628
1454735,70,31,2,0.395348837209302,2015,-0.3532824,69.0,2.447947,78.0,2.8012294
1454890,70,31,710,0.811764705882353,2015,-0.3532824,69.0,-0.2424418,78.0,0.1108406
1454927,70,40,2,0.274193548387097,2015,-1.706511,78.0,2.447947,78.0,4.154458
1455082,70,40,710,0.885869565217391,2015,-1.706511,78.0,-0.2424418,78.0,1.4640692
1455119,70,41,2,0.388888888888889,2015,-0.2487147,25.0,2.447947,78.0,2.6966617
1455274,70,41,710,0.777777777777778,2015,-0.2487147,25.0,-0.2424418,78.0,0.0062729
1455311,70,42,2,0.352631578947368,2015,-0.6423782,78.0,2.447947,78.0,3.0903252
1455466,70,42,710,0.856382978723404,2015,-0.6423782,78.0,-0.2424418,78.0,0.3999364
1455503,70,51,2,0.376344086021505,2015,-0.4593108,77.0,2.447947,78.0,2.9072578
1455658,70,51,710,0.83695652173913,2015,-0.4593108,77.0,-0.2424418,78.0,0.216869
1455695,70,52,2,0.35,2015,-0.5376814,75.0,2.447947,78.0,2.9856284
1455850,70,52,710,0.848314606741573,2015,-0.5376814,75.0,-0.2424418,78.0,0.2952396
1455887,70,53,2,0.406976744186047,2015,-0.3922034,70.0,2.447947,78.0,2.8401504
1456042,70,53,710,0.811764705882353,2015,-0.3922034,70.0,-0.2424418,78.0,0.1497616
1456079,70,54,2,0.461538461538462,2015,-0.3579225,50.0,2.447947,78.0,2.8058695
1456234,70,54,710,0.7734375,2015,-0.3579225,50.0,-0.2424418,78.0,0.1154807
1456271,70,55,2,0.357954545454545,2015,-0.4956099,73.0,2.447947,78.0,2.9435569
1456426,70,55,710,0.839080459770115,2015,-0.4956099,73.0,-0.2424418,78.0,0.2531681
1456463,70,56,2,0.361111111111111,2015,-0.6112601,75.0,2.447947,78.0,3.0592071
1456618,70,56,710,0.842696629213483,2015,-0.6112601,75.0,-0.2424418,78.0,0.3688183
1456655,70,57,2,0.344444444444444,2015,-0.592614,74.0,2.447947,78.0,3.040561
1456810,70,57,710,0.848314606741573,2015,-0.592614,74.0,-0.2424418,78.0,0.3501722
1456847,70,58,2,0.39375,2015,-0.4735255,64.0,2.447947,78.0,2.9214725
1457002,70,58,710,0.810126582278481,2015,-0.4735255,64.0,-0.2424418,78.0,0.2310837
1457039,70,60,2,0.398809523809524,2015,-0.4959219,68.0,2.447947,78.0,2.9438689
1457194,70,60,710,0.825301204819277,2015,-0.4959219,68.0,-0.2424418,78.0,0.2534801
1457231,70,70,2,0.389473684210526,2015,-0.1570235,78.0,2.447947,78.0,2.6049705
1457386,70,70,710,0.808510638297872,2015,-0.1570235,78.0,-0.2424418,78.0,0.0854183
1457423,70,80,2,0.369318181818182,2015,-0.4073391,73.0,2.447947,78.0,2.8552861
1457578,70,80,710,0.827586206896552,2015,-0.4073391,73.0,-0.2424418,78.0,0.1648973
1457615,70,90,2,0.4,2015,-0.2124249,78.0,2.447947,78.0,2.6603719
1457770,70,90,710,0.808510638297872,2015,-0.2124249,78.0,-0.2424418,78.0,0.0300169
1457807,70,91,2,0.419354838709677,2015,-0.04866152,77.0,2.447947,78.0,2.49660852
1457962,70,91,710,0.755434782608696,2015,-0.04866152,77.0,-0.2424418,78.0,0.19378028
1457999,70,92,2,0.353932584269663,2015,-0.4749602,73.0,2.447947,78.0,2.9229072
1458154,70,92,710,0.835227272727273,2015,-0.4749602,73.0,-0.2424418,78.0,0.2325184
1458191,70,93,2,0.268817204301075,2015,-1.504231,78.0,2.447947,78.0,3.952178
1458346,70,93,710,0.880434782608696,2015,-1.504231,78.0,-0.2424418,78.0,1.2617892
1458383,70,94,2,0.394736842105263,2015,-0.2201355,78.0,2.447947,78.0,2.6680825
1458538,70,94,710,0.813829787234043,2015,-0.2201355,78.0,-0.2424418,78.0,0.0223063
1458575,70,95,2,0.431578947368421,2015,0.03165944,78.0,2.447947,78.0,2.41628756
1458730,70,95,710,0.771276595744681,2015,0.03165944,78.0,-0.2424418,78.0,0.27410124
1458767,70,100,2,0.394736842105263,2015,-0.1267715,78.0,2.447947,78.0,2.5747185
1458922,70,100,710,0.803191489361702,2015,-0.1267715,78.0,-0.2424418,78.0,0.1156703
1458959,70,101,2,0.278947368421053,2015,-1.573647,78.0,2.447947,78.0,4.021594
1459114,70,101,710,0.856382978723404,2015,-1.573647,78.0,-0.2424418,78.0,1.3312052
1459151,70,110,2,0.344086021505376,2015,-0.6146719,77.0,2.447947,78.0,3.0626189
1459306,70,110,710,0.858695652173913,2015,-0.6146719,77.0,-0.2424418,78.0,0.3722301
1459343,70,115,2,0.381944444444444,2015,-0.6365127,57.0,2.447947,78.0,3.0844597
1459498,70,115,710,0.830985915492958,2015,-0.6365127,57.0,-0.2424418,78.0,0.3940709
1459535,70,130,2,0.315789473684211,2015,-1.022668,78.0,2.447947,78.0,3.470615
1459690,70,130,710,0.872340425531915,2015,-1.022668,78.0,-0.2424418,78.0,0.7802262
1459727,70,135,2,0.388297872340426,2015,-0.1800363,77.0,2.447947,78.0,2.6279833
1459882,70,135,710,0.811827956989247,2015,-0.1800363,77.0,-0.2424418,78.0,0.0624055
1459919,70,140,2,0.368421052631579,2015,-0.5306147,78.0,2.447947,78.0,2.9785617
1460074,70,140,710,0.840425531914894,2015,-0.5306147,78.0,-0.2424418,78.0,0.2881729
1460111,70,145,2,0.294736842105263,2015,-1.313893,78.0,2.447947,78.0,3.76184
1460266,70,145,710,0.861702127659574,2015,-1.313893,78.0,-0.2424418,78.0,1.0714512
1460303,70,150,2,0.456989247311828,2015,-0.0005490411,76.0,2.447947,78.0,2.4484960411
1460458,70,150,710,0.744565217391304,2015,-0.0005490411,76.0,-0.2424418,78.0,0.2418927589
1460495,70,155,2,0.378947368421053,2015,-0.3287561,78.0,2.447947,78.0,2.7767031
1460650,70,155,710,0.829787234042553,2015,-0.3287561,78.0,-0.2424418,78.0,0.0863143
1460687,70,160,2,0.394736842105263,2015,-0.1705056,78.0,2.447947,78.0,2.6184526
1460842,70,160,710,0.824468085106383,2015,-0.1705056,78.0,-0.2424418,78.0,0.0719362
1460879,70,165,2,0.373684210526316,2015,-0.4523989,78.0,2.447947,78.0,2.9003459
1461034,70,165,710,0.835106382978723,2015,-0.4523989,78.0,-0.2424418,78.0,0.2099571
1461071,70,200,2,0.721052631578947,2015,1.618814,78.0,2.447947,78.0,0.829133
1461226,70,200,710,0.542553191489362,2015,1.618814,78.0,-0.2424418,78.0,1.8612558
1461263,70,205,2,0.573684210526316,2015,0.6715229,78.0,2.447947,78.0,1.7764241
1461418,70,205,710,0.659574468085106,2015,0.6715229,78.0,-0.2424418,78.0,0.9139647
1461455,70,210,2,0.652631578947368,2015,1.044643,78.0,2.447947,78.0,1.403304
1461610,70,210,710,0.632978723404255,2015,1.044643,78.0,-0.2424418,78.0,1.2870848
1461647,70,211,2,0.654255319148936,2015,1.028954,77.0,2.447947,78.0,1.418993
1461802,70,211,710,0.645161290322581,2015,1.028954,77.0,-0.2424418,78.0,1.2713958
1461839,70,212,2,0.647368421052632,2015,0.9622844,78.0,2.447947,78.0,1.4856626
1461994,70,212,710,0.648936170212766,2015,0.9622844,78.0,-0.2424418,78.0,1.2047262
1462031,70,220,2,0.715789473684211,2015,1.441286,78.0,2.447947,78.0,1.006661
1462186,70,220,710,0.579787234042553,2015,1.441286,78.0,-0.2424418,78.0,1.6837278
1462223,70,221,2,0.668478260869565,2015,1.043496,76.0,2.447947,78.0,1.404451
1462378,70,221,710,0.620879120879121,2015,1.043496,76.0,-0.2424418,78.0,1.2859378
1462415,70,223,2,0.589473684210526,2015,0.7477663,78.0,2.447947,78.0,1.7001807
1462570,70,223,710,0.648936170212766,2015,0.7477663,78.0,-0.2424418,78.0,0.9902081
1462607,70,225,2,0.573684210526316,2015,0.673016,78.0,2.447947,78.0,1.774931
1462762,70,225,710,0.664893617021277,2015,0.673016,78.0,-0.2424418,78.0,0.9154578
1462799,70,230,2,0.647368421052632,2015,1.033599,78.0,2.447947,78.0,1.414348
1462954,70,230,710,0.638297872340426,2015,1.033599,78.0,-0.2424418,78.0,1.2760408
1462991,70,232,2,0.615789473684211,2015,0.8601595,78.0,2.447947,78.0,1.5877875
1463146,70,232,710,0.648936170212766,2015,0.8601595,78.0,-0.2424418,78.0,1.1026013
1463183,70,235,2,0.639784946236559,2015,0.873103,77.0,2.447947,78.0,1.574844
1463338,70,235,710,0.66304347826087,2015,0.873103,77.0,-0.2424418,78.0,1.1155448
1463375,70,255,2,0.670212765957447,2015,1.194384,77.0,2.447947,78.0,1.253563
1463530,70,255,710,0.618279569892473,2015,1.194384,77.0,-0.2424418,78.0,1.4368258
1463567,70,290,2,0.663157894736842,2015,1.079567,78.0,2.447947,78.0,1.36838
1463722,70,290,710,0.643617021276596,2015,1.079567,78.0,-0.2424418,78.0,1.3220088
1463759,70,305,2,0.569148936170213,2015,0.6888647,77.0,2.447947,78.0,1.7590823
1463914,70,305,710,0.645161290322581,2015,0.6888647,77.0,-0.2424418,78.0,0.9313065
1463951,70,310,2,0.668421052631579,2015,1.088692,78.0,2.447947,78.0,1.359255
1464106,70,310,710,0.638297872340426,2015,1.088692,78.0,-0.2424418,78.0,1.3311338
1464143,70,316,2,0.675531914893617,2015,1.166775,77.0,2.447947,78.0,1.281172
1464298,70,316,710,0.623655913978495,2015,1.166775,77.0,-0.2424418,78.0,1.4092168
1464335,70,317,2,0.647368421052632,2015,1.025707,78.0,2.447947,78.0,1.42224
1464490,70,317,710,0.638297872340426,2015,1.025707,78.0,-0.2424418,78.0,1.2681488
1464527,70,325,2,0.642105263157895,2015,0.9146405,78.0,2.447947,78.0,1.5333065
1464682,70,325,710,0.654255319148936,2015,0.9146405,78.0,-0.2424418,78.0,1.1570823
1464719,70,331,2,0.563829787234043,2015,0.639392,78.0,2.447947,78.0,1.808555
