mode,bloc,lang_row,lang_col,direction,direction_lo,direction_hi,direction_p,delta_pp,delta_lo,delta_hi,delta_p,n_models_defined
pg,CN,de,en,-0.19865890280477394,-0.3088390188734915,-0.09245532284306987,0.0004,-3.428819444444444,-5.381944444444445,-1.6059027777777766,0.0,12
pg,all,de,fr,-0.20469847586960407,-0.3033862033546747,-0.10925845107494626,0.0,-3.148064826934264,-4.627890440307326,-1.6932707515270509,0.0,24
pg,US,de,fr,-0.02809877454804993,-0.17413233164430736,0.09917402766041246,0.6828,-0.21974076497963957,-1.8270069808027922,1.3888888888888886,0.7448,12
pg,CN,de,fr,-0.38129817719115816,-0.4905684674065452,-0.2695621161723657,0.0,-6.076388888888889,-8.116319444444445,-4.166666666666666,0.0,12
pg,all,de,es,-0.09483087094776198,-0.2004278380142416,0.012976050070501628,0.0828,-1.6698647660818713,-3.084823755072853,-0.21587485002181545,0.0264,24
pg,US,de,es,-0.1270967553225618,-0.27168147766992906,0.0156102163406817,0.0828,-2.81889619883041,-4.5586807731133385,-1.0821096476876093,0.0012,12
pg,CN,de,es,-0.06256498657296218,-0.1878357960027052,0.0653505161926516,0.3388,-0.5208333333333328,-2.4305555555555554,1.3888888888888893,0.598,12
pg,all,de,zh,-0.024966266530645594,-0.13379649529200904,0.07764322630897379,0.6184,-1.8487298976608193,-3.799904672956661,0.021701388888888812,0.0524,24
pg,US,de,zh,0.19851873088096658,0.05115847615069306,0.3285566301140183,0.0112,1.4674707602339183,-0.5715460526315784,3.428819444444444,0.168,12
pg,CN,de,zh,-0.24845126394225772,-0.3691229989352621,-0.12756287421703608,0.0,-5.164930555555556,-7.595486111111112,-2.7777777777777777,0.0,12
pg,all,de,pt,-0.0449128585037365,-0.15304924975015097,0.0647385075277803,0.4176,-0.34813596491228116,-1.8423671136229312,1.1488031624800414,0.6284,24
pg,US,de,pt,-0.011745818343365577,-0.1488642755224883,0.14205932587455186,0.8572,0.1283808479532152,-1.649305555555555,1.9005152960805523,0.9292,12
pg,CN,de,pt,-0.07807989866410742,-0.2027632857048332,0.048474278743245384,0.2208,-0.8246527777777777,-2.734375,1.085069444444444,0.3872,12
pg,all,de,hi,-0.1823478739572365,-0.2849920037478339,-0.08601233829115251,0.0004,-4.213495979532164,-5.842918113425923,-2.6262563961988312,0.0,24
pg,US,de,hi,-0.1804921325949456,-0.3314057358983426,-0.04444982383053515,0.008,-5.25858918128655,-7.291758040935672,-3.3427105960603143,0.0,12
pg,CN,de,hi,-0.18420361531952736,-0.2962296129096698,-0.07202602294518394,0.0024,-3.168402777777778,-5.164930555555556,-1.1718750000000007,0.0024,12
pg,all,de,sw,-0.05492230229750058,-0.1602227568824389,0.049846609988219014,0.2984,-3.9103618421052646,-5.948108034935178,-1.8482330500731003,0.0,24
pg,US,de,sw,-0.2148382826662578,-0.3460151962761847,-0.0781114319878476,0.004,-9.166209795321638,-11.475905521783183,-6.903257253490402,0.0,12
pg,CN,de,sw,0.10499367807125666,-0.013023889590737409,0.22134392375989795,0.0808,1.3454861111111103,-1.0850694444444446,3.862847222222222,0.2876,12
pg,all,fr,en,0.0829537412986379,-0.00716385913636464,0.17474723436559303,0.072,2.2352430555555567,0.7378472222222223,3.7760416666666665,0.0028,24
pg,US,fr,en,0.066413612879251,-0.052361663120707606,0.19262236821470144,0.2876,1.8229166666666672,0.21701388888888928,3.385416666666665,0.018,12
pg,CN,fr,en,0.0994938697180248,-0.006419307199748842,0.2046574950339666,0.0732,2.6475694444444446,0.5642361111111109,4.774305555555556,0.0152,12
pg,all,fr,de,0.20469847586960407,0.10925845107494618,0.3033862033546747,0.0,3.148064826934264,1.6932707515270509,4.627890440307322,0.0,24
pg,US,fr,de,0.02809877454804993,-0.09917402766041263,0.17413233164430722,0.6828,0.21974076497963957,-1.3888888888888886,1.8270069808027922,0.7448,12
pg,CN,fr,de,0.38129817719115816,0.2695621161723656,0.4905684674065451,0.0,6.076388888888889,4.166666666666666,8.116319444444445,0.0,12
pg,all,fr,es,0.10171500240621904,0.004472089918941326,0.201349832036873,0.04,1.4776259816753934,-0.0649933873254797,3.081651191644851,0.062,24
pg,US,fr,es,-0.088678538870287,-0.22015811913020283,0.04941614742533079,0.2064,-2.6003035922047695,-4.3814479257562535,-0.8207669793484588,0.0056,12
pg,CN,fr,es,0.29210854368272504,0.1818306428125226,0.3980635492460558,0.0,5.555555555555555,3.342013888888889,7.855902777777778,0.0,12
pg,all,fr,zh,0.10571795311950921,-0.014985383849574836,0.2241821311836028,0.0896,1.3014016143106466,-0.8701571637426875,3.4950973937283694,0.2448,24
pg,US,fr,zh,0.1356085382267725,-0.030757694749136626,0.29048156937551506,0.112,1.6913448952879593,-0.5208333333333331,3.819444444444444,0.1328,12
pg,CN,fr,zh,0.07582736801224592,-0.046975388895246224,0.19326261983568305,0.2252,0.9114583333333334,-1.7805989583333297,3.602430555555556,0.5232,12
pg,all,fr,pt,0.13899656883432596,0.042820211867035704,0.23868320201432922,0.0064,2.8003881253635834,1.3679743173720185,4.232909872200407,0.0,24
pg,US,fr,pt,-0.02568050350498928,-0.1602569900844522,0.12136695507097611,0.714,0.34904013961605496,-1.2217447216681254,1.9097222222222214,0.658,12
pg,CN,fr,pt,0.3036736411736412,0.18513575057556286,0.4183700112255041,0.0,5.2517361111111125,3.168402777777778,7.378472222222222,0.0,12
pg,all,fr,hi,-0.016845275899273177,-0.12129296139694033,0.08777659952796071,0.7616,-1.0640533625731003,-2.757329408290973,0.6084868642119353,0.2028,24
pg,US,fr,hi,-0.16180891718559418,-0.32345047776351815,0.0003330229706910203,0.0504,-5.0360928362573105,-6.987852903214079,-3.2095211988304095,0.0,12
pg,CN,fr,hi,0.12811836538704785,0.027682535397922568,0.22754437589919416,0.0124,2.9079861111111107,0.694444444444445,5.121527777777777,0.0084,12
pg,all,fr,sw,0.10519443205402718,0.006361375607792818,0.2030848526394669,0.0384,-0.7609192251461991,-2.9297133349867712,1.4316178113327056,0.4852,24
pg,US,fr,sw,-0.145310025654614,-0.26410414077769145,-0.01461228470510368,0.0312,-8.943713450292396,-11.07461397997308,-6.860825566520468,0.0,12
pg,CN,fr,sw,0.35569888976266845,0.2431295455650899,0.4602525331910343,0.0,7.421875,4.600694444444444,10.287543402777764,0.0,12
pg,all,es,en,-0.0060307589617152255,-0.10131224272238462,0.08784292948833762,0.8792,0.760798429319371,-0.9337330838002499,2.367864863595599,0.3856,24
pg,US,es,en,0.1582573794948925,0.02304736414002185,0.2958767089595914,0.0212,4.429582969749854,2.517361111111112,6.340219831660848,0.0,12
pg,CN,es,en,-0.17031889741832287,-0.2903723849181277,-0.05000041754005564,0.0044,-2.9079861111111107,-5.338541666666666,-0.5642361111111109,0.0108,12
pg,all,es,de,0.09483087094776198,-0.012976050070501675,0.20042783801424158,0.0828,1.6698647660818713,0.21587485002181545,3.084823755072848,0.0264,24
pg,US,es,de,0.1270967553225618,-0.015610216340681814,0.27168147766992906,0.0828,2.81889619883041,1.082109647687609,4.5586807731133385,0.0012,12
pg,CN,es,de,0.06256498657296218,-0.06535051619265164,0.1878357960027052,0.3388,0.5208333333333328,-1.3888888888888893,2.4305555555555554,0.598,12
pg,all,es,fr,-0.10171500240621904,-0.201349832036873,-0.004472089918941399,0.04,-1.4776259816753934,-3.081651191644852,0.06499338732547966,0.062,24
pg,US,es,fr,0.088678538870287,-0.04941614742533094,0.2201581191302028,0.2064,2.6003035922047695,0.8207669793484587,4.381447925756253,0.0056,12
pg,CN,es,fr,-0.29210854368272504,-0.39806354924605586,-0.18183064281252262,0.0,-5.555555555555555,-7.855902777777778,-3.342013888888889,0.0,12
pg,all,es,zh,0.05193034189591661,-0.06443763298947251,0.1462261433769261,0.3828,-0.17622436736474653,-2.0423336151105294,1.6397131609405449,0.8244,24
pg,US,es,zh,0.33660811759107406,0.18051650178979228,0.4477599560231701,0.0,4.291648487492729,2.4250904413903425,6.151661760453888,0.0,12
pg,CN,es,zh,-0.23274743379924087,-0.34811002833173693,-0.11561172271789026,0.0004,-4.644097222222223,-7.074652777777779,-2.2569444444444446,0.0004,12
pg,all,es,pt,0.027041264368563394,-0.07760494854442053,0.13299601459870727,0.6072,1.3227621436881898,-0.06512973113001717,2.690861442881036,0.0636,24
pg,US,es,pt,0.08174300589554827,-0.07992797977087163,0.251851232166908,0.3336,2.9493437318208247,1.2600239748677244,4.5984215095029235,0.0008,12
pg,CN,es,pt,-0.027660477158421487,-0.14322441134072356,0.08235323526482231,0.6396,-0.3038194444444446,-2.1267361111111107,1.3888888888888895,0.7444,12
pg,all,es,hi,-0.11253321635933726,-0.20453450830961975,-0.020191542566420115,0.0144,-2.543631213450294,-4.286850484085431,-0.8509702683681724,0.0016,24
pg,US,es,hi,-0.1043311339738718,-0.23704554546516457,0.02357598314827242,0.1092,-2.4396929824561413,-4.432315526832461,-0.49394405922830115,0.012,12
pg,CN,es,hi,-0.12073529874480271,-0.22668632182104,-0.016429870336390002,0.0272,-2.647569444444446,-4.947916666666666,-0.4774305555555555,0.0164,12
pg,all,es,sw,0.0031461781516257795,-0.09155435054096736,0.10017118803847136,0.924,-2.2404970760233915,-4.234389770578826,-0.222864383601622,0.0296,24
pg,US,es,sw,-0.11533542397250585,-0.23706373013141735,0.0214797825272964,0.0912,-6.347313596491228,-8.648227375440916,-4.038452361474695,0.0,12
pg,CN,es,sw,0.1216277802757574,0.010466573710957777,0.22719250111608882,0.0312,1.8663194444444433,-0.4340277777777779,4.296875,0.114,12
pg,all,zh,en,-0.054091688022473196,-0.15767778558216158,0.05503253143605592,0.3192,0.9370227966841187,-1.1225819605665008,2.93437793617579,0.3704,24
pg,US,zh,en,-0.14335546051687945,-0.26465365676265185,-0.007418609293972751,0.0368,0.13793448225712562,-1.909722222222222,2.148311860380109,0.8936,12
pg,CN,zh,en,0.03517208447193303,-0.08530642209714928,0.15659134300803768,0.5664,1.7361111111111118,-0.9114583333333336,4.341362847222207,0.1952,12
pg,all,zh,de,0.024966266530645594,-0.07764322630897379,0.13379649529200885,0.6184,1.8487298976608193,-0.021701388888888812,3.799904672956661,0.0524,24
pg,US,zh,de,-0.19851873088096658,-0.32855663011401837,-0.05115847615069331,0.0112,-1.4674707602339183,-3.428819444444444,0.5715460526315784,0.168,12
pg,CN,zh,de,0.24845126394225772,0.12756287421703605,0.3691229989352621,0.0,5.164930555555556,2.7777777777777777,7.595486111111112,0.0,12
pg,all,zh,fr,-0.10571795311950921,-0.22418213118360283,0.014985383849574771,0.0896,-1.3014016143106466,-3.495097393728374,0.8701571637426825,0.2448,24
pg,US,zh,fr,-0.1356085382267725,-0.29048156937551517,0.030757694749136602,0.112,-1.6913448952879593,-3.819444444444444,0.5208333333333331,0.1328,12
pg,CN,zh,fr,-0.07582736801224592,-0.19326261983568307,0.04697538889524622,0.2252,-0.9114583333333334,-3.602430555555556,1.7805989583333186,0.5232,12
pg,all,zh,es,-0.05193034189591661,-0.14622614337692613,0.06443763298947246,0.3828,0.17622436736474653,-1.6397131609405455,2.0423336151105294,0.8244,24
pg,US,zh,es,-0.33660811759107406,-0.44775995602317015,-0.18051650178979237,0.0,-4.291648487492729,-6.15166176045389,-2.425090441390343,0.0,12
pg,CN,zh,es,0.23274743379924087,0.11561172271789025,0.3481100283317369,0.0004,4.644097222222223,2.2569444444444446,7.074652777777779,0.0004,12
pg,all,zh,pt,-0.01364947521823936,-0.11096607588976617,0.09434433385880826,0.8248,1.4989865110529377,-0.34722222222222227,3.475648757309942,0.1216,24
pg,US,zh,pt,-0.19965186140727584,-0.31824507477078967,-0.06497404707624696,0.0036,-1.3423047556719034,-3.1241023434868826,0.5260662444314314,0.1528,12
pg,CN,zh,pt,0.17235291097079716,0.051196183629885865,0.2949548081019537,0.0052,4.340277777777779,1.8229166666666679,6.902126736111096,0.0012,12
pg,all,zh,hi,-0.0890933866773605,-0.19096922218647516,0.017020620046692605,0.1076,-2.364766081871346,-4.359292328042327,-0.32780622191498715,0.0212,24
pg,US,zh,hi,-0.2728666356993218,-0.40892857879562544,-0.12073801130930875,0.0004,-6.726059941520468,-8.895331133653285,-4.598143081102081,0.0,12
pg,CN,zh,hi,0.09467986234460084,-0.023412367175497332,0.2099621055334845,0.1152,1.9965277777777777,-0.5642361111111112,4.557291666666666,0.1388,12
pg,all,zh,sw,-0.021355507873136757,-0.11793448903758927,0.08109748550631715,0.6948,-2.061631944444445,-4.188030006640182,0.1533983208519888,0.068,24
pg,US,zh,sw,-0.3249974033402466,-0.4533406303447716,-0.18198553299988598,0.0,-10.633680555555557,-12.934027777777777,-8.287129499094961,0.0,12
pg,CN,zh,sw,0.2822863875939731,0.1776667900177912,0.3817705670041184,0.0,6.510416666666667,3.819444444444444,9.375,0.0,12
pg,all,pt,en,-0.04446418565721592,-0.14243979934652642,0.05221805878774277,0.3696,-0.5619637143688186,-2.0837294697971758,0.8950338084795322,0.446,24
pg,US,pt,en,0.049640887359994085,-0.10236320529173601,0.20176002791612996,0.5628,1.4802392379290292,-0.12252025786985106,3.0815972222222214,0.07,12
pg,CN,pt,en,-0.1385692586744259,-0.24260829104723503,-0.03438106095788262,0.0092,-2.604166666666667,-4.817708333333334,-0.43402777777777735,0.016,12
pg,all,pt,de,0.0449128585037365,-0.06473850752778033,0.15304924975015094,0.4176,0.34813596491228116,-1.1488031624800417,1.8423671136229305,0.6284,24
pg,US,pt,de,0.011745818343365577,-0.14205932587455186,0.1488642755224882,0.8572,-0.1283808479532152,-1.900515296080553,1.649305555555555,0.9292,12
pg,CN,pt,de,0.07807989866410742,-0.048474278743245384,0.2027632857048332,0.2208,0.8246527777777777,-1.085069444444444,2.734375,0.3872,12
pg,all,pt,fr,-0.13899656883432596,-0.23868320201432924,-0.04282021186703577,0.0064,-2.8003881253635834,-4.232909872200407,-1.3679743173720187,0.0,24
pg,US,pt,fr,0.02568050350498928,-0.12136695507097613,0.1602569900844522,0.714,-0.34904013961605496,-1.9097222222222214,1.2217447216681185,0.658,12
pg,CN,pt,fr,-0.3036736411736412,-0.41837001122550416,-0.18513575057556306,0.0,-5.2517361111111125,-7.378472222222222,-3.168402777777778,0.0,12
pg,all,pt,es,-0.027041264368563394,-0.13299601459870727,0.07760494854442052,0.6072,-1.3227621436881898,-2.690861442881036,0.06512973113001691,0.0636,24
pg,US,pt,es,-0.08174300589554827,-0.2518512321669081,0.07992797977087163,0.3336,-2.9493437318208247,-4.5984215095029235,-1.2600239748677249,0.0008,12
pg,CN,pt,es,0.027660477158421487,-0.08235323526482231,0.14322441134072356,0.6396,0.3038194444444446,-1.3888888888888895,2.1267361111111107,0.7444,12
pg,all,pt,zh,0.01364947521823936,-0.09434433385880832,0.11096607588976617,0.8248,-1.4989865110529377,-3.475648757309942,0.34722222222222227,0.1216,24
pg,US,pt,zh,0.19965186140727584,0.0649740470762469,0.3182450747707896,0.0036,1.3423047556719034,-0.5260662444314315,3.124102343486882,0.1528,12
pg,CN,pt,zh,-0.17235291097079716,-0.2949548081019537,-0.05119618362988589,0.0052,-4.340277777777779,-6.902126736111107,-1.8229166666666679,0.0012,12
pg,all,pt,hi,-0.12360106719788168,-0.22081576065559075,-0.030339248971003294,0.0044,-3.8653600146198834,-5.623418536213219,-2.1294802997415485,0.0,24
pg,US,pt,hi,-0.15536321187531363,-0.30022247919776496,-0.02623314681537129,0.0176,-5.386970029239766,-7.43148072002924,-3.3904320447617273,0.0,12
pg,CN,pt,hi,-0.09183892252044971,-0.1949542596474071,0.008773588655354707,0.0756,-2.343750000000001,-4.600694444444444,-0.17361111111111072,0.0368,12
pg,all,pt,sw,-0.04889270170065413,-0.1408173115709,0.05115610058588534,0.3316,-3.5622258771929824,-5.4280744571124595,-1.6065674538248993,0.0004,24
pg,US,pt,sw,-0.20503707854019027,-0.3332420869860756,-0.05824566387628065,0.0072,-9.294590643274853,-11.461088614383364,-7.206451788830716,0.0,12
pg,CN,pt,sw,0.10725167513888201,0.009381861622235185,0.2085030443729448,0.0316,2.170138888888888,-1.243218491116337e-16,4.5138888888888875,0.0508,12
pg,all,hi,en,0.07119366733923893,-0.017291233504693432,0.16304925213350363,0.1184,3.305692616959064,1.5692868417703847,5.043426890432098,0.0,24
pg,US,hi,en,0.18382567694895782,0.061413909043114424,0.32750168525782886,0.0024,6.871801900584796,4.740931103801169,9.02793116455788,0.0,12
pg,CN,hi,en,-0.041438342270480016,-0.13751573921532226,0.057794319594323955,0.3956,-0.2604166666666655,-2.4305555555555562,1.909722222222222,0.8092,12
pg,all,hi,de,0.1823478739572365,0.08601233829115243,0.2849920037478339,0.0004,4.213495979532164,2.6262563961988303,5.8429181134259185,0.0,24
pg,US,hi,de,0.1804921325949456,0.044449823830535126,0.3314057358983425,0.008,5.25858918128655,3.3427105960603054,7.2917580409356715,0.0,12
pg,CN,hi,de,0.18420361531952736,0.07202602294518393,0.2962296129096697,0.0024,3.168402777777778,1.1718750000000007,5.164930555555556,0.0024,12
pg,all,hi,fr,0.016845275899273177,-0.08777659952796078,0.12129296139694026,0.7616,1.0640533625731003,-0.6084868642119393,2.757329408290973,0.2028,24
pg,US,hi,fr,0.16180891718559418,-0.0003330229706911014,0.32345047776351804,0.0504,5.0360928362573105,3.2095211988304095,6.987852903214079,0.0,12
pg,CN,hi,fr,-0.12811836538704785,-0.22754437589919418,-0.0276825353979226,0.0124,-2.9079861111111107,-5.121527777777777,-0.694444444444445,0.0084,12
pg,all,hi,es,0.11253321635933726,0.020191542566420088,0.20453450830961972,0.0144,2.543631213450294,0.8509702683681724,4.286850484085427,0.0016,24
pg,US,hi,es,0.1043311339738718,-0.023575983148272434,0.2370455454651645,0.1092,2.4396929824561413,0.493944059228301,4.432315526832461,0.012,12
pg,CN,hi,es,0.12073529874480271,0.01642987033638999,0.22668632182103993,0.0272,2.647569444444446,0.4774305555555555,4.947916666666666,0.0164,12
pg,all,hi,zh,0.0890933866773605,-0.017020620046692605,0.1909692221864751,0.1076,2.364766081871346,0.32780622191498693,4.359292328042326,0.0212,24
pg,US,hi,zh,0.2728666356993218,0.12073801130930867,0.40892857879562544,0.0004,6.726059941520468,4.59814308110208,8.895331133653285,0.0,12
pg,CN,hi,zh,-0.09467986234460084,-0.2099621055334846,0.023412367175497214,0.1152,-1.9965277777777777,-4.557291666666666,0.5642361111111112,0.1388,12
pg,all,hi,pt,0.12360106719788168,0.030339248971003287,0.2208157606555907,0.0044,3.8653600146198834,2.1294802997415485,5.623418536213219,0.0,24
pg,US,hi,pt,0.15536321187531363,0.026233146815371183,0.3002224791977649,0.0176,5.386970029239766,3.3904320447617273,7.43148072002924,0.0,12
pg,CN,hi,pt,0.09183892252044971,-0.008773588655354726,0.19495425964740692,0.0756,2.343750000000001,0.17361111111111072,4.600694444444444,0.0368,12
pg,all,hi,sw,0.08288869552555342,-0.013444307236111008,0.18792555637874095,0.0936,0.30313413742690043,-1.6945254963528473,2.451924606420884,0.7624,24
pg,US,hi,sw,-0.09153633272724467,-0.21403972665252946,0.06289620581171591,0.2224,-3.9076206140350878,-6.172260077276521,-1.5204676568575677,0.0012,12
pg,CN,hi,sw,0.25731372377835154,0.1500949597090604,0.3635310203625124,0.0,4.513888888888889,2.2569444444444438,6.901041666666667,0.0,12
pg,all,sw,en,-0.010579330465900075,-0.11376823126276993,0.08701478129355263,0.8032,3.002558479532164,0.7647422934654496,5.147438781631761,0.0104,24
pg,US,sw,en,0.2545305283212599,0.10846539519241048,0.3846436861394025,0.0004,10.779422514619881,8.426933355148341,13.045799824805806,0.0,12
pg,CN,sw,en,-0.2756891892530601,-0.3780811509211438,-0.17000876270036933,0.0,-4.7743055555555545,-7.638888888888888,-2.083333333333333,0.0,12
pg,all,sw,de,0.05492230229750058,-0.049846609988219055,0.16022275688243884,0.2984,3.9103618421052646,1.8482330500731,5.948108034935176,0.0,24
pg,US,sw,de,0.2148382826662578,0.0781114319878475,0.3460151962761847,0.004,9.166209795321638,6.903257253490402,11.475905521783183,0.0,12
pg,CN,sw,de,-0.10499367807125666,-0.22134392375989817,0.013023889590737331,0.0808,-1.3454861111111103,-3.862847222222222,1.0850694444444446,0.2876,12
pg,all,sw,fr,-0.10519443205402718,-0.2030848526394669,-0.006361375607792854,0.0384,0.7609192251461991,-1.4316178113327056,2.9297133349867712,0.4852,24
pg,US,sw,fr,0.145310025654614,0.014612284705103644,0.2641041407776914,0.0312,8.943713450292396,6.860825566520468,11.07461397997308,0.0,12
pg,CN,sw,fr,-0.35569888976266845,-0.4602525331910344,-0.24312954556508992,0.0,-7.421875,-10.287543402777775,-4.600694444444444,0.0,12
pg,all,sw,es,-0.0031461781516257795,-0.10017118803847137,0.09155435054096735,0.924,2.2404970760233915,0.22286438360162109,4.234389770578826,0.0296,24
pg,US,sw,es,0.11533542397250585,-0.02147978252729641,0.23706373013141727,0.0912,6.347313596491228,4.038452361474695,8.648227375440916,0.0,12
pg,CN,sw,es,-0.1216277802757574,-0.22719250111608885,-0.01046657371095778,0.0312,-1.8663194444444433,-4.296875,0.4340277777777779,0.114,12
pg,all,sw,zh,0.021355507873136757,-0.08109748550631717,0.11793448903758925,0.6948,2.061631944444445,-0.1533983208519946,4.188030006640182,0.068,24
pg,US,sw,zh,0.3249974033402466,0.1819855329998859,0.4533406303447716,0.0,10.633680555555557,8.28712949909496,12.934027777777777,0.0,12
pg,CN,sw,zh,-0.2822863875939731,-0.3817705670041184,-0.17766679001779123,0.0,-6.510416666666667,-9.375,-3.819444444444444,0.0,12
pg,all,sw,pt,0.04889270170065413,-0.051156100585885406,0.1408173115709,0.3316,3.5622258771929824,1.6065674538248989,5.4280744571124595,0.0004,24
pg,US,sw,pt,0.20503707854019027,0.05824566387628058,0.3332420869860756,0.0072,9.294590643274853,7.206451788830716,11.461088614383362,0.0,12
pg,CN,sw,pt,-0.10725167513888201,-0.20850304437294484,-0.009381861622235244,0.0316,-2.170138888888888,-4.5138888888888875,1.2432184911154494e-16,0.0508,12
pg,all,sw,hi,-0.08288869552555342,-0.18792555637874098,0.013444307236110927,0.0936,-0.30313413742690043,-2.451924606420884,1.6945254963528464,0.7624,24
pg,US,sw,hi,0.09153633272724467,-0.06289620581171596,0.21403972665252935,0.2224,3.9076206140350878,1.5204676568575677,6.172260077276513,0.0012,12
pg,CN,sw,hi,-0.25731372377835154,-0.3635310203625124,-0.15009495970906056,0.0,-4.513888888888889,-6.901041666666667,-2.2569444444444438,0.0,12
control,all,en,de,0.0846766615414727,-0.025598088481436958,0.19536134092813,0.1368,1.517052065154159,0.03781105865121093,3.0820733485034726,0.0456,24
control,US,en,de,-0.08157492345933622,-0.22220818748669796,0.05941602287817829,0.2592,-1.0891597585805703,-2.5673595204333917,0.34793467840084413,0.1364,12
control,CN,en,de,0.2509282465422817,0.12183115707667513,0.37763989659638425,0.0,4.123263888888888,2.039930555555556,6.380208333333333,0.0,12
control,all,en,fr,0.13383229353190423,0.024933615102160956,0.22755374562373043,0.0172,1.4744446262361834,-0.04263868437318161,2.996641995614035,0.0564,24
control,US,en,fr,0.18403039789556355,0.047053431997920746,0.28710207744009353,0.0108,1.3863892524723682,-0.30587596349621815,3.1256987619982546,0.116,12
control,CN,en,fr,0.08363418916824489,-0.05712841629358902,0.22142572834486202,0.2496,1.5624999999999998,-0.434959460442118,3.690641353093381,0.136,12
control,all,en,es,0.09986622048996552,-0.005864659540747076,0.2518182123019105,0.0596,1.7997382198952878,0.2586754426628859,3.4068964968731823,0.0232,24
control,US,en,es,-0.0857259864169022,-0.2034742721186429,0.12234529672913073,0.5112,-0.3067735602094245,-1.9131478603112275,1.3463875255267674,0.6984,12
control,CN,en,es,0.2854584273968332,0.1405351218449876,0.42835212366757774,0.0,3.906249999999999,1.7361111111111112,6.119791666666668,0.0,12
control,all,en,zh,0.16961392041581236,0.06592104047054902,0.2812234871434146,0.0012,2.6037121873182083,0.7156912941849605,4.600694444444444,0.0052,24
control,US,en,zh,0.2528563802580366,0.1310435196324533,0.40190089185665445,0.0004,4.295966041303082,2.170127467105263,6.467013888888888,0.0004,12
